# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genom/bins.gtf" "-o" "output/15980MLL/patient.fc.tsv" "-T" "8" "output/15980MLL/patient.bam" 
Geneid	Chr	Start	End	Strand	Length	output/15980MLL/patient.bam
chr5-137	chr5	137000001	138000000	.	1000000	3123
chr5-138	chr5	138000001	139000000	.	1000000	3374
chr5-139	chr5	139000001	140000000	.	1000000	3313
chr5-140	chr5	140000001	141000000	.	1000000	3104
chr5-141	chr5	141000001	142000000	.	1000000	3333
chr5-142	chr5	142000001	143000000	.	1000000	3313
chr5-143	chr5	143000001	144000000	.	1000000	2986
chr5-144	chr5	144000001	145000000	.	1000000	2265
chr5-145	chr5	145000001	146000000	.	1000000	2582
chr5-146	chr5	146000001	147000000	.	1000000	2796
chr5-147	chr5	147000001	148000000	.	1000000	2776
chr5-148	chr5	148000001	149000000	.	1000000	2529
chr5-149	chr5	149000001	150000000	.	1000000	3295
chr5-150	chr5	150000001	151000000	.	1000000	3442
chr5-151	chr5	151000001	152000000	.	1000000	3235
chr5-152	chr5	152000001	153000000	.	1000000	2684
chr5-153	chr5	153000001	154000000	.	1000000	2876
chr5-154	chr5	154000001	155000000	.	1000000	3272
chr5-155	chr5	155000001	156000000	.	1000000	2841
chr5-156	chr5	156000001	157000000	.	1000000	2794
chr5-157	chr5	157000001	158000000	.	1000000	3279
chr5-158	chr5	158000001	159000000	.	1000000	2874
chr5-159	chr5	159000001	160000000	.	1000000	2943
chr5-160	chr5	160000001	161000000	.	1000000	3046
chr5-161	chr5	161000001	162000000	.	1000000	2063
chr5-162	chr5	162000001	163000000	.	1000000	2227
chr5-163	chr5	163000001	164000000	.	1000000	2466
chr5-164	chr5	164000001	165000000	.	1000000	1953
chr5-165	chr5	165000001	166000000	.	1000000	2369
chr5-166	chr5	166000001	167000000	.	1000000	2580
chr5-167	chr5	167000001	168000000	.	1000000	2710
chr5-168	chr5	168000001	169000000	.	1000000	3281
chr5-169	chr5	169000001	170000000	.	1000000	3355
chr5-170	chr5	170000001	171000000	.	1000000	3295
chr5-171	chr5	171000001	172000000	.	1000000	3142
chr5-172	chr5	172000001	173000000	.	1000000	3385
chr5-173	chr5	173000001	174000000	.	1000000	3299
chr5-174	chr5	174000001	175000000	.	1000000	3133
chr5-175	chr5	175000001	176000000	.	1000000	3396
chr5-176	chr5	176000001	177000000	.	1000000	3420
chr5-177	chr5	177000001	178000000	.	1000000	3312
chr5-178	chr5	178000001	179000000	.	1000000	3253
chr5-179	chr5	179000001	180000000	.	1000000	3439
chr5-180	chr5	180000001	181000000	.	1000000	3198
chr5-181	chr5	181000001	181538259	.	538259	1425
chr6-0	chr6	1	1000000	.	1000000	3271
chr6-1	chr6	1000001	2000000	.	1000000	3194
chr6-2	chr6	2000001	3000000	.	1000000	3221
chr6-3	chr6	3000001	4000000	.	1000000	3297
chr6-4	chr6	4000001	5000000	.	1000000	3221
chr6-5	chr6	5000001	6000000	.	1000000	3332
chr6-6	chr6	6000001	7000000	.	1000000	3156
chr6-7	chr6	7000001	8000000	.	1000000	3200
chr6-8	chr6	8000001	9000000	.	1000000	2761
chr6-9	chr6	9000001	10000000	.	1000000	2565
chr6-10	chr6	10000001	11000000	.	1000000	3027
chr6-11	chr6	11000001	12000000	.	1000000	3024
chr6-12	chr6	12000001	13000000	.	1000000	2990
chr6-13	chr6	13000001	14000000	.	1000000	3168
chr6-14	chr6	14000001	15000000	.	1000000	3296
chr6-15	chr6	15000001	16000000	.	1000000	3273
chr6-16	chr6	16000001	17000000	.	1000000	3351
chr6-17	chr6	17000001	18000000	.	1000000	3322
chr6-18	chr6	18000001	19000000	.	1000000	2631
chr6-19	chr6	19000001	20000000	.	1000000	2738
chr6-20	chr6	20000001	21000000	.	1000000	2947
chr6-21	chr6	21000001	22000000	.	1000000	3060
chr6-22	chr6	22000001	23000000	.	1000000	2637
chr6-23	chr6	23000001	24000000	.	1000000	2523
chr6-24	chr6	24000001	25000000	.	1000000	3041
chr6-25	chr6	25000001	26000000	.	1000000	2952
chr6-26	chr6	26000001	27000000	.	1000000	2923
chr6-27	chr6	27000001	28000000	.	1000000	3050
chr6-28	chr6	28000001	29000000	.	1000000	3015
chr6-29	chr6	29000001	30000000	.	1000000	2866
chr6-30	chr6	30000001	31000000	.	1000000	3361
chr6-31	chr6	31000001	32000000	.	1000000	3530
chr6-32	chr6	32000001	33000000	.	1000000	2828
chr6-33	chr6	33000001	34000000	.	1000000	3499
chr6-34	chr6	34000001	35000000	.	1000000	3302
chr6-35	chr6	35000001	36000000	.	1000000	3241
chr6-36	chr6	36000001	37000000	.	1000000	3377
chr6-37	chr6	37000001	38000000	.	1000000	3237
chr6-38	chr6	38000001	39000000	.	1000000	3060
chr6-39	chr6	39000001	40000000	.	1000000	3154
chr6-40	chr6	40000001	41000000	.	1000000	3212
chr6-41	chr6	41000001	42000000	.	1000000	3392
chr6-42	chr6	42000001	43000000	.	1000000	3333
chr6-43	chr6	43000001	44000000	.	1000000	3715
chr6-44	chr6	44000001	45000000	.	1000000	3175
chr6-45	chr6	45000001	46000000	.	1000000	2829
chr6-46	chr6	46000001	47000000	.	1000000	2669
chr6-47	chr6	47000001	48000000	.	1000000	2809
chr6-48	chr6	48000001	49000000	.	1000000	1898
chr6-49	chr6	49000001	50000000	.	1000000	2033
chr6-50	chr6	50000001	51000000	.	1000000	2120
chr6-51	chr6	51000001	52000000	.	1000000	2559
chr6-52	chr6	52000001	53000000	.	1000000	3254
chr6-53	chr6	53000001	54000000	.	1000000	3091
chr6-54	chr6	54000001	55000000	.	1000000	2148
chr6-55	chr6	55000001	56000000	.	1000000	1848
chr6-56	chr6	56000001	57000000	.	1000000	2472
chr6-57	chr6	57000001	58000000	.	1000000	2634
chr6-58	chr6	58000001	59000000	.	1000000	3627
chr6-59	chr6	59000001	60000000	.	1000000	4355
chr6-60	chr6	60000001	61000000	.	1000000	1944
chr6-61	chr6	61000001	62000000	.	1000000	1698
chr6-62	chr6	62000001	63000000	.	1000000	1874
chr6-63	chr6	63000001	64000000	.	1000000	2511
chr6-64	chr6	64000001	65000000	.	1000000	1919
chr6-65	chr6	65000001	66000000	.	1000000	1611
chr6-66	chr6	66000001	67000000	.	1000000	1826
chr6-67	chr6	67000001	68000000	.	1000000	1604
chr6-68	chr6	68000001	69000000	.	1000000	1786
chr6-69	chr6	69000001	70000000	.	1000000	1979
chr6-70	chr6	70000001	71000000	.	1000000	2755
chr6-71	chr6	71000001	72000000	.	1000000	2502
chr6-72	chr6	72000001	73000000	.	1000000	2273
chr6-73	chr6	73000001	74000000	.	1000000	3134
chr6-74	chr6	74000001	75000000	.	1000000	2357
chr6-75	chr6	75000001	76000000	.	1000000	2749
chr6-76	chr6	76000001	77000000	.	1000000	2206
chr6-77	chr6	77000001	78000000	.	1000000	2222
chr6-78	chr6	78000001	79000000	.	1000000	2213
chr6-79	chr6	79000001	80000000	.	1000000	2404
chr6-80	chr6	80000001	81000000	.	1000000	2305
chr6-81	chr6	81000001	82000000	.	1000000	2027
chr6-82	chr6	82000001	83000000	.	1000000	2683
chr6-83	chr6	83000001	84000000	.	1000000	2575
chr6-84	chr6	84000001	85000000	.	1000000	2579
chr6-85	chr6	85000001	86000000	.	1000000	2971
chr6-86	chr6	86000001	87000000	.	1000000	2580
chr6-87	chr6	87000001	88000000	.	1000000	3001
chr6-88	chr6	88000001	89000000	.	1000000	2717
chr6-89	chr6	89000001	90000000	.	1000000	3167
chr6-90	chr6	90000001	91000000	.	1000000	2626
chr6-91	chr6	91000001	92000000	.	1000000	2122
chr6-92	chr6	92000001	93000000	.	1000000	1856
chr6-93	chr6	93000001	94000000	.	1000000	1499
chr6-94	chr6	94000001	95000000	.	1000000	1582
chr6-95	chr6	95000001	96000000	.	1000000	1643
chr6-96	chr6	96000001	97000000	.	1000000	2319
chr6-97	chr6	97000001	98000000	.	1000000	2055
chr6-98	chr6	98000001	99000000	.	1000000	2123
chr6-99	chr6	99000001	100000000	.	1000000	2745
chr6-100	chr6	100000001	101000000	.	1000000	2112
chr6-101	chr6	101000001	102000000	.	1000000	1765
chr6-102	chr6	102000001	103000000	.	1000000	1533
chr6-103	chr6	103000001	104000000	.	1000000	1733
chr6-104	chr6	104000001	105000000	.	1000000	2547
chr6-105	chr6	105000001	106000000	.	1000000	3012
chr6-106	chr6	106000001	107000000	.	1000000	2932
chr6-107	chr6	107000001	108000000	.	1000000	3048
chr6-108	chr6	108000001	109000000	.	1000000	3101
chr6-109	chr6	109000001	110000000	.	1000000	2867
chr6-110	chr6	110000001	111000000	.	1000000	3114
chr6-111	chr6	111000001	112000000	.	1000000	2910
chr6-112	chr6	112000001	113000000	.	1000000	2495
chr6-113	chr6	113000001	114000000	.	1000000	2502
chr6-114	chr6	114000001	115000000	.	1000000	2083
chr6-115	chr6	115000001	116000000	.	1000000	2013
chr6-116	chr6	116000001	117000000	.	1000000	2478
chr6-117	chr6	117000001	118000000	.	1000000	2688
chr6-118	chr6	118000001	119000000	.	1000000	2862
chr6-119	chr6	119000001	120000000	.	1000000	2608
chr6-120	chr6	120000001	121000000	.	1000000	1733
chr6-121	chr6	121000001	122000000	.	1000000	2356
chr6-122	chr6	122000001	123000000	.	1000000	2385
chr6-123	chr6	123000001	124000000	.	1000000	2059
chr6-124	chr6	124000001	125000000	.	1000000	2168
chr6-125	chr6	125000001	126000000	.	1000000	2844
chr6-126	chr6	126000001	127000000	.	1000000	2082
chr6-127	chr6	127000001	128000000	.	1000000	2104
chr6-128	chr6	128000001	129000000	.	1000000	1947
chr6-129	chr6	129000001	130000000	.	1000000	2443
chr6-130	chr6	130000001	131000000	.	1000000	2823
chr6-131	chr6	131000001	132000000	.	1000000	2853
chr6-132	chr6	132000001	133000000	.	1000000	2666
chr6-133	chr6	133000001	134000000	.	1000000	2539
chr6-134	chr6	134000001	135000000	.	1000000	3123
chr6-135	chr6	135000001	136000000	.	1000000	2629
chr6-136	chr6	136000001	137000000	.	1000000	2730
chr6-137	chr6	137000001	138000000	.	1000000	3030
chr6-138	chr6	138000001	139000000	.	1000000	3144
chr6-139	chr6	139000001	140000000	.	1000000	2983
chr6-140	chr6	140000001	141000000	.	1000000	2118
chr6-141	chr6	141000001	142000000	.	1000000	2109
chr6-142	chr6	142000001	143000000	.	1000000	2448
chr6-143	chr6	143000001	144000000	.	1000000	2930
chr6-144	chr6	144000001	145000000	.	1000000	2940
chr6-145	chr6	145000001	146000000	.	1000000	2554
chr6-146	chr6	146000001	147000000	.	1000000	2511
chr6-147	chr6	147000001	148000000	.	1000000	2684
chr6-148	chr6	148000001	149000000	.	1000000	3139
chr6-149	chr6	149000001	150000000	.	1000000	3126
chr6-150	chr6	150000001	151000000	.	1000000	3244
chr6-151	chr6	151000001	152000000	.	1000000	3003
chr6-152	chr6	152000001	153000000	.	1000000	2698
chr6-153	chr6	153000001	154000000	.	1000000	2338
chr6-154	chr6	154000001	155000000	.	1000000	3005
chr6-155	chr6	155000001	156000000	.	1000000	2769
chr6-156	chr6	156000001	157000000	.	1000000	3027
chr6-157	chr6	157000001	158000000	.	1000000	3355
chr6-158	chr6	158000001	159000000	.	1000000	3279
chr6-159	chr6	159000001	160000000	.	1000000	3326
chr6-160	chr6	160000001	161000000	.	1000000	3297
chr6-161	chr6	161000001	162000000	.	1000000	3145
chr6-162	chr6	162000001	163000000	.	1000000	2703
chr6-163	chr6	163000001	164000000	.	1000000	2935
chr6-164	chr6	164000001	165000000	.	1000000	2616
chr6-165	chr6	165000001	166000000	.	1000000	3029
chr6-166	chr6	166000001	167000000	.	1000000	3248
chr6-167	chr6	167000001	168000000	.	1000000	3139
chr6-168	chr6	168000001	169000000	.	1000000	3138
chr6-169	chr6	169000001	170000000	.	1000000	3260
chr6-170	chr6	170000001	170805979	.	805979	2226
chr7-0	chr7	1	1000000	.	1000000	3370
chr7-1	chr7	1000001	2000000	.	1000000	3299
chr7-2	chr7	2000001	3000000	.	1000000	3447
chr7-3	chr7	3000001	4000000	.	1000000	3175
chr7-4	chr7	4000001	5000000	.	1000000	3418
chr7-5	chr7	5000001	6000000	.	1000000	3332
chr7-6	chr7	6000001	7000000	.	1000000	3392
chr7-7	chr7	7000001	8000000	.	1000000	2608
chr7-8	chr7	8000001	9000000	.	1000000	2315
chr7-9	chr7	9000001	10000000	.	1000000	1798
chr7-10	chr7	10000001	11000000	.	1000000	2355
chr7-11	chr7	11000001	12000000	.	1000000	1899
chr7-12	chr7	12000001	13000000	.	1000000	2363
chr7-13	chr7	13000001	14000000	.	1000000	2049
chr7-14	chr7	14000001	15000000	.	1000000	1885
chr7-15	chr7	15000001	16000000	.	1000000	2104
chr7-16	chr7	16000001	17000000	.	1000000	2491
chr7-17	chr7	17000001	18000000	.	1000000	2486
chr7-18	chr7	18000001	19000000	.	1000000	2137
chr7-19	chr7	19000001	20000000	.	1000000	2015
chr7-20	chr7	20000001	21000000	.	1000000	2525
chr7-21	chr7	21000001	22000000	.	1000000	2937
chr7-22	chr7	22000001	23000000	.	1000000	2961
chr7-23	chr7	23000001	24000000	.	1000000	2875
chr7-24	chr7	24000001	25000000	.	1000000	2867
chr7-25	chr7	25000001	26000000	.	1000000	3109
chr7-26	chr7	26000001	27000000	.	1000000	3092
chr7-27	chr7	27000001	28000000	.	1000000	3022
chr7-28	chr7	28000001	29000000	.	1000000	3223
chr7-29	chr7	29000001	30000000	.	1000000	3173
chr7-30	chr7	30000001	31000000	.	1000000	3164
chr7-31	chr7	31000001	32000000	.	1000000	3005
chr7-32	chr7	32000001	33000000	.	1000000	2937
chr7-33	chr7	33000001	34000000	.	1000000	2858
chr7-34	chr7	34000001	35000000	.	1000000	2924
chr7-35	chr7	35000001	36000000	.	1000000	2900
chr7-36	chr7	36000001	37000000	.	1000000	3289
chr7-37	chr7	37000001	38000000	.	1000000	3089
chr7-38	chr7	38000001	39000000	.	1000000	2896
chr7-39	chr7	39000001	40000000	.	1000000	2972
chr7-40	chr7	40000001	41000000	.	1000000	2784
chr7-41	chr7	41000001	42000000	.	1000000	2877
chr7-42	chr7	42000001	43000000	.	1000000	2804
chr7-43	chr7	43000001	44000000	.	1000000	3198
chr7-44	chr7	44000001	45000000	.	1000000	3403
chr7-45	chr7	45000001	46000000	.	1000000	3189
chr7-46	chr7	46000001	47000000	.	1000000	2704
chr7-47	chr7	47000001	48000000	.	1000000	3351
chr7-48	chr7	48000001	49000000	.	1000000	2708
chr7-49	chr7	49000001	50000000	.	1000000	2498
chr7-50	chr7	50000001	51000000	.	1000000	3048
chr7-51	chr7	51000001	52000000	.	1000000	3096
chr7-52	chr7	52000001	53000000	.	1000000	2747
chr7-53	chr7	53000001	54000000	.	1000000	2301
chr7-54	chr7	54000001	55000000	.	1000000	2808
chr7-55	chr7	55000001	56000000	.	1000000	3203
chr7-56	chr7	56000001	57000000	.	1000000	3415
chr7-57	chr7	57000001	58000000	.	1000000	2820
chr7-58	chr7	58000001	59000000	.	1000000	2794
chr7-59	chr7	59000001	60000000	.	1000000	3245
chr7-60	chr7	60000001	61000000	.	1000000	2472
chr7-61	chr7	61000001	62000000	.	1000000	947
chr7-62	chr7	62000001	63000000	.	1000000	1158
chr7-63	chr7	63000001	64000000	.	1000000	3150
chr7-64	chr7	64000001	65000000	.	1000000	2993
chr7-65	chr7	65000001	66000000	.	1000000	3156
chr7-66	chr7	66000001	67000000	.	1000000	3433
chr7-67	chr7	67000001	68000000	.	1000000	3132
chr7-68	chr7	68000001	69000000	.	1000000	3198
chr7-69	chr7	69000001	70000000	.	1000000	3035
chr7-70	chr7	70000001	71000000	.	1000000	2876
chr7-71	chr7	71000001	72000000	.	1000000	3409
chr7-72	chr7	72000001	73000000	.	1000000	3284
chr7-73	chr7	73000001	74000000	.	1000000	3515
chr7-74	chr7	74000001	75000000	.	1000000	3592
chr7-75	chr7	75000001	76000000	.	1000000	3305
chr7-76	chr7	76000001	77000000	.	1000000	2869
chr7-77	chr7	77000001	78000000	.	1000000	3013
chr7-78	chr7	78000001	79000000	.	1000000	2407
chr7-79	chr7	79000001	80000000	.	1000000	2134
chr7-80	chr7	80000001	81000000	.	1000000	2454
chr7-81	chr7	81000001	82000000	.	1000000	2060
chr7-82	chr7	82000001	83000000	.	1000000	2151
chr7-83	chr7	83000001	84000000	.	1000000	2007
chr7-84	chr7	84000001	85000000	.	1000000	1752
chr7-85	chr7	85000001	86000000	.	1000000	1638
chr7-86	chr7	86000001	87000000	.	1000000	2071
chr7-87	chr7	87000001	88000000	.	1000000	2527
chr7-88	chr7	88000001	89000000	.	1000000	2288
chr7-89	chr7	89000001	90000000	.	1000000	1948
chr7-90	chr7	90000001	91000000	.	1000000	2466
chr7-91	chr7	91000001	92000000	.	1000000	2843
chr7-92	chr7	92000001	93000000	.	1000000	2763
chr7-93	chr7	93000001	94000000	.	1000000	2028
chr7-94	chr7	94000001	95000000	.	1000000	2331
chr7-95	chr7	95000001	96000000	.	1000000	2595
chr7-96	chr7	96000001	97000000	.	1000000	2672
chr7-97	chr7	97000001	98000000	.	1000000	3008
chr7-98	chr7	98000001	99000000	.	1000000	3459
chr7-99	chr7	99000001	100000000	.	1000000	3346
chr7-100	chr7	100000001	101000000	.	1000000	3637
chr7-101	chr7	101000001	102000000	.	1000000	3545
chr7-102	chr7	102000001	103000000	.	1000000	3474
chr7-103	chr7	103000001	104000000	.	1000000	2719
chr7-104	chr7	104000001	105000000	.	1000000	2976
chr7-105	chr7	105000001	106000000	.	1000000	3252
chr7-106	chr7	106000001	107000000	.	1000000	3157
chr7-107	chr7	107000001	108000000	.	1000000	2595
chr7-108	chr7	108000001	109000000	.	1000000	2708
chr7-109	chr7	109000001	110000000	.	1000000	1933
chr7-110	chr7	110000001	111000000	.	1000000	2181
chr7-111	chr7	111000001	112000000	.	1000000	2471
chr7-112	chr7	112000001	113000000	.	1000000	2703
chr7-113	chr7	113000001	114000000	.	1000000	2040
chr7-114	chr7	114000001	115000000	.	1000000	1955
chr7-115	chr7	115000001	116000000	.	1000000	1853
chr7-116	chr7	116000001	117000000	.	1000000	2603
chr7-117	chr7	117000001	118000000	.	1000000	2578
chr7-118	chr7	118000001	119000000	.	1000000	1882
chr7-119	chr7	119000001	120000000	.	1000000	1667
chr7-120	chr7	120000001	121000000	.	1000000	2054
chr7-121	chr7	121000001	122000000	.	1000000	2388
chr7-122	chr7	122000001	123000000	.	1000000	2402
chr7-123	chr7	123000001	124000000	.	1000000	2335
chr7-124	chr7	124000001	125000000	.	1000000	2085
chr7-125	chr7	125000001	126000000	.	1000000	2012
chr7-126	chr7	126000001	127000000	.	1000000	2050
chr7-127	chr7	127000001	128000000	.	1000000	2932
chr7-128	chr7	128000001	129000000	.	1000000	3294
chr7-129	chr7	129000001	130000000	.	1000000	3031
chr7-130	chr7	130000001	131000000	.	1000000	3309
chr7-131	chr7	131000001	132000000	.	1000000	3104
chr7-132	chr7	132000001	133000000	.	1000000	3117
chr7-133	chr7	133000001	134000000	.	1000000	2772
chr7-134	chr7	134000001	135000000	.	1000000	2933
chr7-135	chr7	135000001	136000000	.	1000000	2812
chr7-136	chr7	136000001	137000000	.	1000000	2555
chr7-137	chr7	137000001	138000000	.	1000000	2591
chr7-138	chr7	138000001	139000000	.	1000000	3182
chr7-139	chr7	139000001	140000000	.	1000000	3175
chr7-140	chr7	140000001	141000000	.	1000000	3223
chr7-141	chr7	141000001	142000000	.	1000000	3141
chr7-142	chr7	142000001	143000000	.	1000000	3245
chr7-143	chr7	143000001	144000000	.	1000000	2853
chr7-144	chr7	144000001	145000000	.	1000000	3101
chr7-145	chr7	145000001	146000000	.	1000000	2211
chr7-146	chr7	146000001	147000000	.	1000000	2299
chr7-147	chr7	147000001	148000000	.	1000000	2433
chr7-148	chr7	148000001	149000000	.	1000000	3260
chr7-149	chr7	149000001	150000000	.	1000000	3303
chr7-150	chr7	150000001	151000000	.	1000000	3283
chr7-151	chr7	151000001	152000000	.	1000000	3391
chr7-152	chr7	152000001	153000000	.	1000000	3448
chr7-153	chr7	153000001	154000000	.	1000000	3116
chr7-154	chr7	154000001	155000000	.	1000000	3169
chr7-155	chr7	155000001	156000000	.	1000000	3334
chr7-156	chr7	156000001	157000000	.	1000000	3352
chr7-157	chr7	157000001	158000000	.	1000000	3394
chr7-158	chr7	158000001	159000000	.	1000000	3359
chr7-159	chr7	159000001	159345973	.	345973	1073
chr8-0	chr8	1	1000000	.	1000000	2961
chr8-1	chr8	1000001	2000000	.	1000000	3372
chr8-2	chr8	2000001	3000000	.	1000000	3269
chr8-3	chr8	3000001	4000000	.	1000000	2913
chr8-4	chr8	4000001	5000000	.	1000000	2690
chr8-5	chr8	5000001	6000000	.	1000000	2456
chr8-6	chr8	6000001	7000000	.	1000000	3208
chr8-7	chr8	7000001	8000000	.	1000000	2779
chr8-8	chr8	8000001	9000000	.	1000000	3439
chr8-9	chr8	9000001	10000000	.	1000000	3175
chr8-10	chr8	10000001	11000000	.	1000000	3211
chr8-11	chr8	11000001	12000000	.	1000000	3250
chr8-12	chr8	12000001	13000000	.	1000000	3278
chr8-13	chr8	13000001	14000000	.	1000000	2513
chr8-14	chr8	14000001	15000000	.	1000000	2003
chr8-15	chr8	15000001	16000000	.	1000000	2397
chr8-16	chr8	16000001	17000000	.	1000000	2327
chr8-17	chr8	17000001	18000000	.	1000000	2689
chr8-18	chr8	18000001	19000000	.	1000000	3011
chr8-19	chr8	19000001	20000000	.	1000000	3160
chr8-20	chr8	20000001	21000000	.	1000000	3315
chr8-21	chr8	21000001	22000000	.	1000000	3392
chr8-22	chr8	22000001	23000000	.	1000000	3482
chr8-23	chr8	23000001	24000000	.	1000000	3432
chr8-24	chr8	24000001	25000000	.	1000000	2653
chr8-25	chr8	25000001	26000000	.	1000000	2920
chr8-26	chr8	26000001	27000000	.	1000000	3229
chr8-27	chr8	27000001	28000000	.	1000000	3206
chr8-28	chr8	28000001	29000000	.	1000000	3062
chr8-29	chr8	29000001	30000000	.	1000000	3181
chr8-30	chr8	30000001	31000000	.	1000000	3008
chr8-31	chr8	31000001	32000000	.	1000000	2575
chr8-32	chr8	32000001	33000000	.	1000000	2758
chr8-33	chr8	33000001	34000000	.	1000000	2946
chr8-34	chr8	34000001	35000000	.	1000000	2583
chr8-35	chr8	35000001	36000000	.	1000000	2651
chr8-36	chr8	36000001	37000000	.	1000000	2725
chr8-37	chr8	37000001	38000000	.	1000000	3334
chr8-38	chr8	38000001	39000000	.	1000000	3372
chr8-39	chr8	39000001	40000000	.	1000000	2080
chr8-40	chr8	40000001	41000000	.	1000000	2843
chr8-41	chr8	41000001	42000000	.	1000000	3365
chr8-42	chr8	42000001	43000000	.	1000000	3124
chr8-43	chr8	43000001	44000000	.	1000000	2130
chr8-44	chr8	44000001	45000000	.	1000000	2678
chr8-45	chr8	45000001	46000000	.	1000000	1986
chr8-46	chr8	46000001	47000000	.	1000000	2661
chr8-47	chr8	47000001	48000000	.	1000000	3189
chr8-48	chr8	48000001	49000000	.	1000000	3214
chr8-49	chr8	49000001	50000000	.	1000000	2396
chr8-50	chr8	50000001	51000000	.	1000000	2163
chr8-51	chr8	51000001	52000000	.	1000000	2715
chr8-52	chr8	52000001	53000000	.	1000000	2924
chr8-53	chr8	53000001	54000000	.	1000000	3014
chr8-54	chr8	54000001	55000000	.	1000000	2928
chr8-55	chr8	55000001	56000000	.	1000000	3161
chr8-56	chr8	56000001	57000000	.	1000000	3009
chr8-57	chr8	57000001	58000000	.	1000000	2895
chr8-58	chr8	58000001	59000000	.	1000000	2769
chr8-59	chr8	59000001	60000000	.	1000000	2274
chr8-60	chr8	60000001	61000000	.	1000000	2921
chr8-61	chr8	61000001	62000000	.	1000000	2760
chr8-62	chr8	62000001	63000000	.	1000000	2505
chr8-63	chr8	63000001	64000000	.	1000000	2641
chr8-64	chr8	64000001	65000000	.	1000000	2298
chr8-65	chr8	65000001	66000000	.	1000000	2876
chr8-66	chr8	66000001	67000000	.	1000000	3078
chr8-67	chr8	67000001	68000000	.	1000000	2955
chr8-68	chr8	68000001	69000000	.	1000000	2543
chr8-69	chr8	69000001	70000000	.	1000000	2880
chr8-70	chr8	70000001	71000000	.	1000000	2963
chr8-71	chr8	71000001	72000000	.	1000000	2756
chr8-72	chr8	72000001	73000000	.	1000000	2677
chr8-73	chr8	73000001	74000000	.	1000000	2921
chr8-74	chr8	74000001	75000000	.	1000000	2782
chr8-75	chr8	75000001	76000000	.	1000000	2030
chr8-76	chr8	76000001	77000000	.	1000000	1893
chr8-77	chr8	77000001	78000000	.	1000000	1563
chr8-78	chr8	78000001	79000000	.	1000000	1856
chr8-79	chr8	79000001	80000000	.	1000000	2351
chr8-80	chr8	80000001	81000000	.	1000000	3016
chr8-81	chr8	81000001	82000000	.	1000000	2703
chr8-82	chr8	82000001	83000000	.	1000000	1856
chr8-83	chr8	83000001	84000000	.	1000000	1972
chr8-84	chr8	84000001	85000000	.	1000000	1942
chr8-85	chr8	85000001	86000000	.	1000000	5013
chr8-86	chr8	86000001	87000000	.	1000000	2595
chr8-87	chr8	87000001	88000000	.	1000000	2196
chr8-88	chr8	88000001	89000000	.	1000000	2021
chr8-89	chr8	89000001	90000000	.	1000000	2361
chr8-90	chr8	90000001	91000000	.	1000000	2508
chr8-91	chr8	91000001	92000000	.	1000000	2327
chr8-92	chr8	92000001	93000000	.	1000000	2394
chr8-93	chr8	93000001	94000000	.	1000000	2960
chr8-94	chr8	94000001	95000000	.	1000000	3127
chr8-95	chr8	95000001	96000000	.	1000000	2948
chr8-96	chr8	96000001	97000000	.	1000000	2971
chr8-97	chr8	97000001	98000000	.	1000000	3118
chr8-98	chr8	98000001	99000000	.	1000000	2959
chr8-99	chr8	99000001	100000000	.	1000000	2458
chr8-100	chr8	100000001	101000000	.	1000000	3069
chr8-101	chr8	101000001	102000000	.	1000000	3093
chr8-102	chr8	102000001	103000000	.	1000000	3094
chr8-103	chr8	103000001	104000000	.	1000000	2503
chr8-104	chr8	104000001	105000000	.	1000000	2566
chr8-105	chr8	105000001	106000000	.	1000000	2159
chr8-106	chr8	106000001	107000000	.	1000000	2292
chr8-107	chr8	107000001	108000000	.	1000000	2383
chr8-108	chr8	108000001	109000000	.	1000000	2499
chr8-109	chr8	109000001	110000000	.	1000000	2242
chr8-110	chr8	110000001	111000000	.	1000000	1714
chr8-111	chr8	111000001	112000000	.	1000000	1904
chr8-112	chr8	112000001	113000000	.	1000000	1621
chr8-113	chr8	113000001	114000000	.	1000000	1613
chr8-114	chr8	114000001	115000000	.	1000000	1860
chr8-115	chr8	115000001	116000000	.	1000000	2056
chr8-116	chr8	116000001	117000000	.	1000000	2730
chr8-117	chr8	117000001	118000000	.	1000000	2634
chr8-118	chr8	118000001	119000000	.	1000000	2773
chr8-119	chr8	119000001	120000000	.	1000000	2844
chr8-120	chr8	120000001	121000000	.	1000000	2633
chr8-121	chr8	121000001	122000000	.	1000000	2556
chr8-122	chr8	122000001	123000000	.	1000000	2826
chr8-123	chr8	123000001	124000000	.	1000000	3289
chr8-124	chr8	124000001	125000000	.	1000000	3054
chr8-125	chr8	125000001	126000000	.	1000000	3244
chr8-126	chr8	126000001	127000000	.	1000000	2943
chr8-127	chr8	127000001	128000000	.	1000000	3091
chr8-128	chr8	128000001	129000000	.	1000000	2800
chr8-129	chr8	129000001	130000000	.	1000000	3008
chr8-130	chr8	130000001	131000000	.	1000000	3195
chr8-131	chr8	131000001	132000000	.	1000000	2583
chr8-132	chr8	132000001	133000000	.	1000000	3014
chr8-133	chr8	133000001	134000000	.	1000000	3444
chr8-134	chr8	134000001	135000000	.	1000000	3098
chr8-135	chr8	135000001	136000000	.	1000000	3071
