# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genome/bins.gtf" "-o" "output/98217.new.report/patient.fc.tsv" "-T" "8" "output/98217.new.report/patient.bam" 
Geneid	Chr	Start	End	Strand	Length	output/98217.new.report/patient.bam
chr5-175	chr5	175000001	176000000	.	1000000	579
chr5-176	chr5	176000001	177000000	.	1000000	563
chr5-177	chr5	177000001	178000000	.	1000000	503
chr5-178	chr5	178000001	179000000	.	1000000	641
chr5-179	chr5	179000001	180000000	.	1000000	561
chr5-180	chr5	180000001	181000000	.	1000000	613
chr5-181	chr5	181000001	181538259	.	538259	321
chr6-0	chr6	1	1000000	.	1000000	719
chr6-1	chr6	1000001	2000000	.	1000000	587
chr6-2	chr6	2000001	3000000	.	1000000	607
chr6-3	chr6	3000001	4000000	.	1000000	594
chr6-4	chr6	4000001	5000000	.	1000000	594
chr6-5	chr6	5000001	6000000	.	1000000	622
chr6-6	chr6	6000001	7000000	.	1000000	607
chr6-7	chr6	7000001	8000000	.	1000000	561
chr6-8	chr6	8000001	9000000	.	1000000	640
chr6-9	chr6	9000001	10000000	.	1000000	619
chr6-10	chr6	10000001	11000000	.	1000000	597
chr6-11	chr6	11000001	12000000	.	1000000	603
chr6-12	chr6	12000001	13000000	.	1000000	559
chr6-13	chr6	13000001	14000000	.	1000000	614
chr6-14	chr6	14000001	15000000	.	1000000	613
chr6-15	chr6	15000001	16000000	.	1000000	579
chr6-16	chr6	16000001	17000000	.	1000000	573
chr6-17	chr6	17000001	18000000	.	1000000	536
chr6-18	chr6	18000001	19000000	.	1000000	667
chr6-19	chr6	19000001	20000000	.	1000000	609
chr6-20	chr6	20000001	21000000	.	1000000	555
chr6-21	chr6	21000001	22000000	.	1000000	596
chr6-22	chr6	22000001	23000000	.	1000000	598
chr6-23	chr6	23000001	24000000	.	1000000	619
chr6-24	chr6	24000001	25000000	.	1000000	556
chr6-25	chr6	25000001	26000000	.	1000000	565
chr6-26	chr6	26000001	27000000	.	1000000	559
chr6-27	chr6	27000001	28000000	.	1000000	564
chr6-28	chr6	28000001	29000000	.	1000000	646
chr6-29	chr6	29000001	30000000	.	1000000	614
chr6-30	chr6	30000001	31000000	.	1000000	636
chr6-31	chr6	31000001	32000000	.	1000000	541
chr6-32	chr6	32000001	33000000	.	1000000	539
chr6-33	chr6	33000001	34000000	.	1000000	595
chr6-34	chr6	34000001	35000000	.	1000000	560
chr6-35	chr6	35000001	36000000	.	1000000	581
chr6-36	chr6	36000001	37000000	.	1000000	614
chr6-37	chr6	37000001	38000000	.	1000000	603
chr6-38	chr6	38000001	39000000	.	1000000	584
chr6-39	chr6	39000001	40000000	.	1000000	576
chr6-40	chr6	40000001	41000000	.	1000000	567
chr6-41	chr6	41000001	42000000	.	1000000	597
chr6-42	chr6	42000001	43000000	.	1000000	587
chr6-43	chr6	43000001	44000000	.	1000000	496
chr6-44	chr6	44000001	45000000	.	1000000	587
chr6-45	chr6	45000001	46000000	.	1000000	568
chr6-46	chr6	46000001	47000000	.	1000000	539
chr6-47	chr6	47000001	48000000	.	1000000	646
chr6-48	chr6	48000001	49000000	.	1000000	583
chr6-49	chr6	49000001	50000000	.	1000000	619
chr6-50	chr6	50000001	51000000	.	1000000	602
chr6-51	chr6	51000001	52000000	.	1000000	638
chr6-52	chr6	52000001	53000000	.	1000000	601
chr6-53	chr6	53000001	54000000	.	1000000	563
chr6-54	chr6	54000001	55000000	.	1000000	597
chr6-55	chr6	55000001	56000000	.	1000000	619
chr6-56	chr6	56000001	57000000	.	1000000	587
chr6-57	chr6	57000001	58000000	.	1000000	594
chr6-58	chr6	58000001	59000000	.	1000000	917
chr6-59	chr6	59000001	60000000	.	1000000	1150
chr6-60	chr6	60000001	61000000	.	1000000	531
chr6-61	chr6	61000001	62000000	.	1000000	627
chr6-62	chr6	62000001	63000000	.	1000000	650
chr6-63	chr6	63000001	64000000	.	1000000	597
chr6-64	chr6	64000001	65000000	.	1000000	598
chr6-65	chr6	65000001	66000000	.	1000000	583
chr6-66	chr6	66000001	67000000	.	1000000	609
chr6-67	chr6	67000001	68000000	.	1000000	617
chr6-68	chr6	68000001	69000000	.	1000000	602
chr6-69	chr6	69000001	70000000	.	1000000	624
chr6-70	chr6	70000001	71000000	.	1000000	595
chr6-71	chr6	71000001	72000000	.	1000000	577
chr6-72	chr6	72000001	73000000	.	1000000	636
chr6-73	chr6	73000001	74000000	.	1000000	566
chr6-74	chr6	74000001	75000000	.	1000000	687
chr6-75	chr6	75000001	76000000	.	1000000	617
chr6-76	chr6	76000001	77000000	.	1000000	665
chr6-77	chr6	77000001	78000000	.	1000000	580
chr6-78	chr6	78000001	79000000	.	1000000	741
chr6-79	chr6	79000001	80000000	.	1000000	536
chr6-80	chr6	80000001	81000000	.	1000000	621
chr6-81	chr6	81000001	82000000	.	1000000	554
chr6-82	chr6	82000001	83000000	.	1000000	548
chr6-83	chr6	83000001	84000000	.	1000000	632
chr6-84	chr6	84000001	85000000	.	1000000	560
chr6-85	chr6	85000001	86000000	.	1000000	573
chr6-86	chr6	86000001	87000000	.	1000000	629
chr6-87	chr6	87000001	88000000	.	1000000	586
chr6-88	chr6	88000001	89000000	.	1000000	576
chr6-89	chr6	89000001	90000000	.	1000000	600
chr6-90	chr6	90000001	91000000	.	1000000	654
chr6-91	chr6	91000001	92000000	.	1000000	591
chr6-92	chr6	92000001	93000000	.	1000000	587
chr6-93	chr6	93000001	94000000	.	1000000	641
chr6-94	chr6	94000001	95000000	.	1000000	631
chr6-95	chr6	95000001	96000000	.	1000000	584
chr6-96	chr6	96000001	97000000	.	1000000	538
chr6-97	chr6	97000001	98000000	.	1000000	654
chr6-98	chr6	98000001	99000000	.	1000000	569
chr6-99	chr6	99000001	100000000	.	1000000	575
chr6-100	chr6	100000001	101000000	.	1000000	575
chr6-101	chr6	101000001	102000000	.	1000000	606
chr6-102	chr6	102000001	103000000	.	1000000	602
chr6-103	chr6	103000001	104000000	.	1000000	567
chr6-104	chr6	104000001	105000000	.	1000000	688
chr6-105	chr6	105000001	106000000	.	1000000	630
chr6-106	chr6	106000001	107000000	.	1000000	580
chr6-107	chr6	107000001	108000000	.	1000000	540
chr6-108	chr6	108000001	109000000	.	1000000	597
chr6-109	chr6	109000001	110000000	.	1000000	607
chr6-110	chr6	110000001	111000000	.	1000000	592
chr6-111	chr6	111000001	112000000	.	1000000	630
chr6-112	chr6	112000001	113000000	.	1000000	591
chr6-113	chr6	113000001	114000000	.	1000000	549
chr6-114	chr6	114000001	115000000	.	1000000	598
chr6-115	chr6	115000001	116000000	.	1000000	591
chr6-116	chr6	116000001	117000000	.	1000000	634
chr6-117	chr6	117000001	118000000	.	1000000	596
chr6-118	chr6	118000001	119000000	.	1000000	557
chr6-119	chr6	119000001	120000000	.	1000000	583
chr6-120	chr6	120000001	121000000	.	1000000	595
chr6-121	chr6	121000001	122000000	.	1000000	608
chr6-122	chr6	122000001	123000000	.	1000000	586
chr6-123	chr6	123000001	124000000	.	1000000	583
chr6-124	chr6	124000001	125000000	.	1000000	620
chr6-125	chr6	125000001	126000000	.	1000000	624
chr6-126	chr6	126000001	127000000	.	1000000	574
chr6-127	chr6	127000001	128000000	.	1000000	631
chr6-128	chr6	128000001	129000000	.	1000000	596
chr6-129	chr6	129000001	130000000	.	1000000	595
chr6-130	chr6	130000001	131000000	.	1000000	592
chr6-131	chr6	131000001	132000000	.	1000000	554
chr6-132	chr6	132000001	133000000	.	1000000	557
chr6-133	chr6	133000001	134000000	.	1000000	568
chr6-134	chr6	134000001	135000000	.	1000000	583
chr6-135	chr6	135000001	136000000	.	1000000	602
chr6-136	chr6	136000001	137000000	.	1000000	548
chr6-137	chr6	137000001	138000000	.	1000000	593
chr6-138	chr6	138000001	139000000	.	1000000	577
chr6-139	chr6	139000001	140000000	.	1000000	590
chr6-140	chr6	140000001	141000000	.	1000000	557
chr6-141	chr6	141000001	142000000	.	1000000	600
chr6-142	chr6	142000001	143000000	.	1000000	619
chr6-143	chr6	143000001	144000000	.	1000000	596
chr6-144	chr6	144000001	145000000	.	1000000	591
chr6-145	chr6	145000001	146000000	.	1000000	601
chr6-146	chr6	146000001	147000000	.	1000000	633
chr6-147	chr6	147000001	148000000	.	1000000	543
chr6-148	chr6	148000001	149000000	.	1000000	581
chr6-149	chr6	149000001	150000000	.	1000000	626
chr6-150	chr6	150000001	151000000	.	1000000	570
chr6-151	chr6	151000001	152000000	.	1000000	606
chr6-152	chr6	152000001	153000000	.	1000000	570
chr6-153	chr6	153000001	154000000	.	1000000	623
chr6-154	chr6	154000001	155000000	.	1000000	625
chr6-155	chr6	155000001	156000000	.	1000000	573
chr6-156	chr6	156000001	157000000	.	1000000	572
chr6-157	chr6	157000001	158000000	.	1000000	617
chr6-158	chr6	158000001	159000000	.	1000000	577
chr6-159	chr6	159000001	160000000	.	1000000	579
chr6-160	chr6	160000001	161000000	.	1000000	640
chr6-161	chr6	161000001	162000000	.	1000000	565
chr6-162	chr6	162000001	163000000	.	1000000	597
chr6-163	chr6	163000001	164000000	.	1000000	642
chr6-164	chr6	164000001	165000000	.	1000000	581
chr6-165	chr6	165000001	166000000	.	1000000	658
chr6-166	chr6	166000001	167000000	.	1000000	596
chr6-167	chr6	167000001	168000000	.	1000000	557
chr6-168	chr6	168000001	169000000	.	1000000	547
chr6-169	chr6	169000001	170000000	.	1000000	603
chr6-170	chr6	170000001	170805979	.	805979	471
chr7-0	chr7	1	1000000	.	1000000	644
chr7-1	chr7	1000001	2000000	.	1000000	560
chr7-2	chr7	2000001	3000000	.	1000000	602
chr7-3	chr7	3000001	4000000	.	1000000	572
chr7-4	chr7	4000001	5000000	.	1000000	638
chr7-5	chr7	5000001	6000000	.	1000000	591
chr7-6	chr7	6000001	7000000	.	1000000	623
chr7-7	chr7	7000001	8000000	.	1000000	620
chr7-8	chr7	8000001	9000000	.	1000000	585
chr7-9	chr7	9000001	10000000	.	1000000	602
chr7-10	chr7	10000001	11000000	.	1000000	633
chr7-11	chr7	11000001	12000000	.	1000000	606
chr7-12	chr7	12000001	13000000	.	1000000	486
chr7-13	chr7	13000001	14000000	.	1000000	627
chr7-14	chr7	14000001	15000000	.	1000000	597
chr7-15	chr7	15000001	16000000	.	1000000	522
chr7-16	chr7	16000001	17000000	.	1000000	621
chr7-17	chr7	17000001	18000000	.	1000000	641
chr7-18	chr7	18000001	19000000	.	1000000	547
chr7-19	chr7	19000001	20000000	.	1000000	636
chr7-20	chr7	20000001	21000000	.	1000000	643
chr7-21	chr7	21000001	22000000	.	1000000	636
chr7-22	chr7	22000001	23000000	.	1000000	596
chr7-23	chr7	23000001	24000000	.	1000000	602
chr7-24	chr7	24000001	25000000	.	1000000	592
chr7-25	chr7	25000001	26000000	.	1000000	590
chr7-26	chr7	26000001	27000000	.	1000000	579
chr7-27	chr7	27000001	28000000	.	1000000	652
chr7-28	chr7	28000001	29000000	.	1000000	605
chr7-29	chr7	29000001	30000000	.	1000000	549
chr7-30	chr7	30000001	31000000	.	1000000	617
chr7-31	chr7	31000001	32000000	.	1000000	570
chr7-32	chr7	32000001	33000000	.	1000000	571
chr7-33	chr7	33000001	34000000	.	1000000	614
chr7-34	chr7	34000001	35000000	.	1000000	640
chr7-35	chr7	35000001	36000000	.	1000000	597
chr7-36	chr7	36000001	37000000	.	1000000	565
chr7-37	chr7	37000001	38000000	.	1000000	579
chr7-38	chr7	38000001	39000000	.	1000000	583
chr7-39	chr7	39000001	40000000	.	1000000	660
chr7-40	chr7	40000001	41000000	.	1000000	561
chr7-41	chr7	41000001	42000000	.	1000000	608
chr7-42	chr7	42000001	43000000	.	1000000	605
chr7-43	chr7	43000001	44000000	.	1000000	620
chr7-44	chr7	44000001	45000000	.	1000000	628
chr7-45	chr7	45000001	46000000	.	1000000	526
chr7-46	chr7	46000001	47000000	.	1000000	603
chr7-47	chr7	47000001	48000000	.	1000000	615
chr7-48	chr7	48000001	49000000	.	1000000	629
chr7-49	chr7	49000001	50000000	.	1000000	616
chr7-50	chr7	50000001	51000000	.	1000000	575
chr7-51	chr7	51000001	52000000	.	1000000	614
chr7-52	chr7	52000001	53000000	.	1000000	665
chr7-53	chr7	53000001	54000000	.	1000000	632
chr7-54	chr7	54000001	55000000	.	1000000	654
chr7-55	chr7	55000001	56000000	.	1000000	591
chr7-56	chr7	56000001	57000000	.	1000000	628
chr7-57	chr7	57000001	58000000	.	1000000	572
chr7-58	chr7	58000001	59000000	.	1000000	773
chr7-59	chr7	59000001	60000000	.	1000000	740
chr7-60	chr7	60000001	61000000	.	1000000	592
chr7-61	chr7	61000001	62000000	.	1000000	438
chr7-62	chr7	62000001	63000000	.	1000000	559
chr7-63	chr7	63000001	64000000	.	1000000	574
chr7-64	chr7	64000001	65000000	.	1000000	499
chr7-65	chr7	65000001	66000000	.	1000000	620
chr7-66	chr7	66000001	67000000	.	1000000	558
chr7-67	chr7	67000001	68000000	.	1000000	549
chr7-68	chr7	68000001	69000000	.	1000000	544
chr7-69	chr7	69000001	70000000	.	1000000	555
chr7-70	chr7	70000001	71000000	.	1000000	634
chr7-71	chr7	71000001	72000000	.	1000000	616
chr7-72	chr7	72000001	73000000	.	1000000	581
chr7-73	chr7	73000001	74000000	.	1000000	590
chr7-74	chr7	74000001	75000000	.	1000000	571
chr7-75	chr7	75000001	76000000	.	1000000	628
chr7-76	chr7	76000001	77000000	.	1000000	587
chr7-77	chr7	77000001	78000000	.	1000000	507
chr7-78	chr7	78000001	79000000	.	1000000	581
chr7-79	chr7	79000001	80000000	.	1000000	575
chr7-80	chr7	80000001	81000000	.	1000000	316
chr7-81	chr7	81000001	82000000	.	1000000	377
chr7-82	chr7	82000001	83000000	.	1000000	330
chr7-83	chr7	83000001	84000000	.	1000000	284
chr7-84	chr7	84000001	85000000	.	1000000	303
chr7-85	chr7	85000001	86000000	.	1000000	361
chr7-86	chr7	86000001	87000000	.	1000000	337
chr7-87	chr7	87000001	88000000	.	1000000	329
chr7-88	chr7	88000001	89000000	.	1000000	405
chr7-89	chr7	89000001	90000000	.	1000000	268
chr7-90	chr7	90000001	91000000	.	1000000	285
chr7-91	chr7	91000001	92000000	.	1000000	267
chr7-92	chr7	92000001	93000000	.	1000000	295
chr7-93	chr7	93000001	94000000	.	1000000	348
chr7-94	chr7	94000001	95000000	.	1000000	374
chr7-95	chr7	95000001	96000000	.	1000000	306
chr7-96	chr7	96000001	97000000	.	1000000	314
chr7-97	chr7	97000001	98000000	.	1000000	307
chr7-98	chr7	98000001	99000000	.	1000000	348
chr7-99	chr7	99000001	100000000	.	1000000	346
chr7-100	chr7	100000001	101000000	.	1000000	310
chr7-101	chr7	101000001	102000000	.	1000000	355
chr7-102	chr7	102000001	103000000	.	1000000	377
chr7-103	chr7	103000001	104000000	.	1000000	284
chr7-104	chr7	104000001	105000000	.	1000000	313
chr7-105	chr7	105000001	106000000	.	1000000	329
chr7-106	chr7	106000001	107000000	.	1000000	352
chr7-107	chr7	107000001	108000000	.	1000000	308
chr7-108	chr7	108000001	109000000	.	1000000	355
chr7-109	chr7	109000001	110000000	.	1000000	276
chr7-110	chr7	110000001	111000000	.	1000000	339
chr7-111	chr7	111000001	112000000	.	1000000	306
chr7-112	chr7	112000001	113000000	.	1000000	313
chr7-113	chr7	113000001	114000000	.	1000000	317
chr7-114	chr7	114000001	115000000	.	1000000	304
chr7-115	chr7	115000001	116000000	.	1000000	306
chr7-116	chr7	116000001	117000000	.	1000000	308
chr7-117	chr7	117000001	118000000	.	1000000	340
chr7-118	chr7	118000001	119000000	.	1000000	298
chr7-119	chr7	119000001	120000000	.	1000000	323
chr7-120	chr7	120000001	121000000	.	1000000	332
chr7-121	chr7	121000001	122000000	.	1000000	308
chr7-122	chr7	122000001	123000000	.	1000000	292
chr7-123	chr7	123000001	124000000	.	1000000	338
chr7-124	chr7	124000001	125000000	.	1000000	309
chr7-125	chr7	125000001	126000000	.	1000000	302
chr7-126	chr7	126000001	127000000	.	1000000	319
chr7-127	chr7	127000001	128000000	.	1000000	290
chr7-128	chr7	128000001	129000000	.	1000000	328
chr7-129	chr7	129000001	130000000	.	1000000	310
chr7-130	chr7	130000001	131000000	.	1000000	295
chr7-131	chr7	131000001	132000000	.	1000000	338
chr7-132	chr7	132000001	133000000	.	1000000	320
chr7-133	chr7	133000001	134000000	.	1000000	277
chr7-134	chr7	134000001	135000000	.	1000000	297
chr7-135	chr7	135000001	136000000	.	1000000	284
chr7-136	chr7	136000001	137000000	.	1000000	357
chr7-137	chr7	137000001	138000000	.	1000000	314
chr7-138	chr7	138000001	139000000	.	1000000	308
chr7-139	chr7	139000001	140000000	.	1000000	292
chr7-140	chr7	140000001	141000000	.	1000000	312
chr7-141	chr7	141000001	142000000	.	1000000	290
chr7-142	chr7	142000001	143000000	.	1000000	299
chr7-143	chr7	143000001	144000000	.	1000000	277
chr7-144	chr7	144000001	145000000	.	1000000	337
chr7-145	chr7	145000001	146000000	.	1000000	314
chr7-146	chr7	146000001	147000000	.	1000000	295
chr7-147	chr7	147000001	148000000	.	1000000	345
chr7-148	chr7	148000001	149000000	.	1000000	307
chr7-149	chr7	149000001	150000000	.	1000000	309
chr7-150	chr7	150000001	151000000	.	1000000	288
chr7-151	chr7	151000001	152000000	.	1000000	281
chr7-152	chr7	152000001	153000000	.	1000000	370
chr7-153	chr7	153000001	154000000	.	1000000	278
chr7-154	chr7	154000001	155000000	.	1000000	315
chr7-155	chr7	155000001	156000000	.	1000000	339
chr7-156	chr7	156000001	157000000	.	1000000	298
chr7-157	chr7	157000001	158000000	.	1000000	271
chr7-158	chr7	158000001	159000000	.	1000000	330
chr7-159	chr7	159000001	159345973	.	345973	137
chr8-0	chr8	1	1000000	.	1000000	616
chr8-1	chr8	1000001	2000000	.	1000000	651
chr8-2	chr8	2000001	3000000	.	1000000	625
chr8-3	chr8	3000001	4000000	.	1000000	594
chr8-4	chr8	4000001	5000000	.	1000000	580
chr8-5	chr8	5000001	6000000	.	1000000	617
chr8-6	chr8	6000001	7000000	.	1000000	614
chr8-7	chr8	7000001	8000000	.	1000000	441
chr8-8	chr8	8000001	9000000	.	1000000	640
chr8-9	chr8	9000001	10000000	.	1000000	569
chr8-10	chr8	10000001	11000000	.	1000000	627
chr8-11	chr8	11000001	12000000	.	1000000	539
chr8-12	chr8	12000001	13000000	.	1000000	529
chr8-13	chr8	13000001	14000000	.	1000000	722
chr8-14	chr8	14000001	15000000	.	1000000	587
chr8-15	chr8	15000001	16000000	.	1000000	543
chr8-16	chr8	16000001	17000000	.	1000000	634
chr8-17	chr8	17000001	18000000	.	1000000	570
chr8-18	chr8	18000001	19000000	.	1000000	622
chr8-19	chr8	19000001	20000000	.	1000000	563
chr8-20	chr8	20000001	21000000	.	1000000	577
chr8-21	chr8	21000001	22000000	.	1000000	640
chr8-22	chr8	22000001	23000000	.	1000000	539
chr8-23	chr8	23000001	24000000	.	1000000	620
chr8-24	chr8	24000001	25000000	.	1000000	590
chr8-25	chr8	25000001	26000000	.	1000000	567
chr8-26	chr8	26000001	27000000	.	1000000	579
chr8-27	chr8	27000001	28000000	.	1000000	568
chr8-28	chr8	28000001	29000000	.	1000000	532
chr8-29	chr8	29000001	30000000	.	1000000	580
chr8-30	chr8	30000001	31000000	.	1000000	563
chr8-31	chr8	31000001	32000000	.	1000000	581
chr8-32	chr8	32000001	33000000	.	1000000	562
chr8-33	chr8	33000001	34000000	.	1000000	601
chr8-34	chr8	34000001	35000000	.	1000000	595
chr8-35	chr8	35000001	36000000	.	1000000	579
chr8-36	chr8	36000001	37000000	.	1000000	619
chr8-37	chr8	37000001	38000000	.	1000000	593
chr8-38	chr8	38000001	39000000	.	1000000	584
chr8-39	chr8	39000001	40000000	.	1000000	556
chr8-40	chr8	40000001	41000000	.	1000000	610
chr8-41	chr8	41000001	42000000	.	1000000	596
chr8-42	chr8	42000001	43000000	.	1000000	544
chr8-43	chr8	43000001	44000000	.	1000000	620
chr8-44	chr8	44000001	45000000	.	1000000	919
chr8-45	chr8	45000001	46000000	.	1000000	722
chr8-46	chr8	46000001	47000000	.	1000000	611
chr8-47	chr8	47000001	48000000	.	1000000	628
chr8-48	chr8	48000001	49000000	.	1000000	592
chr8-49	chr8	49000001	50000000	.	1000000	589
chr8-50	chr8	50000001	51000000	.	1000000	575
chr8-51	chr8	51000001	52000000	.	1000000	613
chr8-52	chr8	52000001	53000000	.	1000000	605
chr8-53	chr8	53000001	54000000	.	1000000	602
chr8-54	chr8	54000001	55000000	.	1000000	643
chr8-55	chr8	55000001	56000000	.	1000000	580
chr8-56	chr8	56000001	57000000	.	1000000	623
chr8-57	chr8	57000001	58000000	.	1000000	570
chr8-58	chr8	58000001	59000000	.	1000000	574
chr8-59	chr8	59000001	60000000	.	1000000	604
chr8-60	chr8	60000001	61000000	.	1000000	615
chr8-61	chr8	61000001	62000000	.	1000000	621
chr8-62	chr8	62000001	63000000	.	1000000	614
chr8-63	chr8	63000001	64000000	.	1000000	647
chr8-64	chr8	64000001	65000000	.	1000000	592
chr8-65	chr8	65000001	66000000	.	1000000	566
chr8-66	chr8	66000001	67000000	.	1000000	627
chr8-67	chr8	67000001	68000000	.	1000000	518
chr8-68	chr8	68000001	69000000	.	1000000	604
chr8-69	chr8	69000001	70000000	.	1000000	549
chr8-70	chr8	70000001	71000000	.	1000000	601
chr8-71	chr8	71000001	72000000	.	1000000	554
chr8-72	chr8	72000001	73000000	.	1000000	647
chr8-73	chr8	73000001	74000000	.	1000000	595
chr8-74	chr8	74000001	75000000	.	1000000	601
chr8-75	chr8	75000001	76000000	.	1000000	602
chr8-76	chr8	76000001	77000000	.	1000000	538
chr8-77	chr8	77000001	78000000	.	1000000	554
chr8-78	chr8	78000001	79000000	.	1000000	636
chr8-79	chr8	79000001	80000000	.	1000000	641
chr8-80	chr8	80000001	81000000	.	1000000	595
chr8-81	chr8	81000001	82000000	.	1000000	654
chr8-82	chr8	82000001	83000000	.	1000000	650
chr8-83	chr8	83000001	84000000	.	1000000	604
chr8-84	chr8	84000001	85000000	.	1000000	593
chr8-85	chr8	85000001	86000000	.	1000000	879
chr8-86	chr8	86000001	87000000	.	1000000	656
chr8-87	chr8	87000001	88000000	.	1000000	625
chr8-88	chr8	88000001	89000000	.	1000000	545
chr8-89	chr8	89000001	90000000	.	1000000	575
chr8-90	chr8	90000001	91000000	.	1000000	704
chr8-91	chr8	91000001	92000000	.	1000000	603
chr8-92	chr8	92000001	93000000	.	1000000	630
chr8-93	chr8	93000001	94000000	.	1000000	612
chr8-94	chr8	94000001	95000000	.	1000000	578
chr8-95	chr8	95000001	96000000	.	1000000	597
chr8-96	chr8	96000001	97000000	.	1000000	546
chr8-97	chr8	97000001	98000000	.	1000000	546
chr8-98	chr8	98000001	99000000	.	1000000	601
chr8-99	chr8	99000001	100000000	.	1000000	623
chr8-100	chr8	100000001	101000000	.	1000000	575
chr8-101	chr8	101000001	102000000	.	1000000	652
chr8-102	chr8	102000001	103000000	.	1000000	562
chr8-103	chr8	103000001	104000000	.	1000000	645
chr8-104	chr8	104000001	105000000	.	1000000	595
chr8-105	chr8	105000001	106000000	.	1000000	587
chr8-106	chr8	106000001	107000000	.	1000000	676
chr8-107	chr8	107000001	108000000	.	1000000	518
chr8-108	chr8	108000001	109000000	.	1000000	581
chr8-109	chr8	109000001	110000000	.	1000000	622
chr8-110	chr8	110000001	111000000	.	1000000	630
chr8-111	chr8	111000001	112000000	.	1000000	581
chr8-112	chr8	112000001	113000000	.	1000000	634
chr8-113	chr8	113000001	114000000	.	1000000	622
chr8-114	chr8	114000001	115000000	.	1000000	583
chr8-115	chr8	115000001	116000000	.	1000000	581
chr8-116	chr8	116000001	117000000	.	1000000	609
chr8-117	chr8	117000001	118000000	.	1000000	599
chr8-118	chr8	118000001	119000000	.	1000000	604
chr8-119	chr8	119000001	120000000	.	1000000	609
chr8-120	chr8	120000001	121000000	.	1000000	523
chr8-121	chr8	121000001	122000000	.	1000000	615
chr8-122	chr8	122000001	123000000	.	1000000	650
chr8-123	chr8	123000001	124000000	.	1000000	583
chr8-124	chr8	124000001	125000000	.	1000000	643
chr8-125	chr8	125000001	126000000	.	1000000	570
chr8-126	chr8	126000001	127000000	.	1000000	500
chr8-127	chr8	127000001	128000000	.	1000000	556
chr8-128	chr8	128000001	129000000	.	1000000	576
chr8-129	chr8	129000001	130000000	.	1000000	590
chr8-130	chr8	130000001	131000000	.	1000000	601
chr8-131	chr8	131000001	132000000	.	1000000	651
chr8-132	chr8	132000001	133000000	.	1000000	601
chr8-133	chr8	133000001	134000000	.	1000000	557
chr8-134	chr8	134000001	135000000	.	1000000	602
chr8-135	chr8	135000001	136000000	.	1000000	621
chr8-136	chr8	136000001	137000000	.	1000000	534
chr8-137	chr8	137000001	138000000	.	1000000	610
chr8-138	chr8	138000001	139000000	.	1000000	614
chr8-139	chr8	139000001	140000000	.	1000000	666
chr8-140	chr8	140000001	141000000	.	1000000	538
chr8-141	chr8	141000001	142000000	.	1000000	645
chr8-142	chr8	142000001	143000000	.	1000000	596
chr8-143	chr8	143000001	144000000	.	1000000	601
chr8-144	chr8	144000001	145000000	.	1000000	670
chr8-145	chr8	145000001	145138636	.	138636	50
chr9-0	chr9	1	1000000	.	1000000	596
chr9-1	chr9	1000001	2000000	.	1000000	682
chr9-2	chr9	2000001	3000000	.	1000000	617
chr9-3	chr9	3000001	4000000	.	1000000	588
chr9-4	chr9	4000001	5000000	.	1000000	589
chr9-5	chr9	5000001	6000000	.	1000000	536
chr9-6	chr9	6000001	7000000	.	1000000	575
chr9-7	chr9	7000001	8000000	.	1000000	549
chr9-8	chr9	8000001	9000000	.	1000000	574
chr9-9	chr9	9000001	10000000	.	1000000	613
chr9-10	chr9	10000001	11000000	.	1000000	566
chr9-11	chr9	11000001	12000000	.	1000000	604
chr9-12	chr9	12000001	13000000	.	1000000	626
chr9-13	chr9	13000001	14000000	.	1000000	614
chr9-14	chr9	14000001	15000000	.	1000000	669
chr9-15	chr9	15000001	16000000	.	1000000	566
chr9-16	chr9	16000001	17000000	.	1000000	569
chr9-17	chr9	17000001	18000000	.	1000000	581
chr9-18	chr9	18000001	19000000	.	1000000	625
chr9-19	chr9	19000001	20000000	.	1000000	560
chr9-20	chr9	20000001	21000000	.	1000000	544
chr9-21	chr9	21000001	22000000	.	1000000	614
chr9-22	chr9	22000001	23000000	.	1000000	627
chr9-23	chr9	23000001	24000000	.	1000000	606
chr9-24	chr9	24000001	25000000	.	1000000	573
chr9-25	chr9	25000001	26000000	.	1000000	625
chr9-26	chr9	26000001	27000000	.	1000000	634
chr9-27	chr9	27000001	28000000	.	1000000	585
chr9-28	chr9	28000001	29000000	.	1000000	589
chr9-29	chr9	29000001	30000000	.	1000000	568
chr9-30	chr9	30000001	31000000	.	1000000	588
chr9-31	chr9	31000001	32000000	.	1000000	650
chr9-32	chr9	32000001	33000000	.	1000000	628
chr9-33	chr9	33000001	34000000	.	1000000	574
chr9-34	chr9	34000001	35000000	.	1000000	657
chr9-35	chr9	35000001	36000000	.	1000000	662
chr9-36	chr9	36000001	37000000	.	1000000	566
chr9-37	chr9	37000001	38000000	.	1000000	642
chr9-38	chr9	38000001	39000000	.	1000000	640
chr9-39	chr9	39000001	40000000	.	1000000	575
chr9-40	chr9	40000001	41000000	.	1000000	701
chr9-41	chr9	41000001	42000000	.	1000000	775
chr9-42	chr9	42000001	43000000	.	1000000	608
chr9-43	chr9	43000001	44000000	.	1000000	858
chr9-44	chr9	44000001	45000000	.	1000000	923
chr9-45	chr9	45000001	46000000	.	1000000	304
chr9-46	chr9	46000001	47000000	.	1000000	0
chr9-47	chr9	47000001	48000000	.	1000000	0
