""	"Chr"	"Start"	"End"	"Strand"	"Length"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML11_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML12_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML13_S7_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML14_S8_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy1_S4_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy2_S5_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy3_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.Kontrolle.karyotype_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.WholeGenomeHealthy_S7_L001.bam"	"mean"	"sd"
"chr8-144"	"chr8"	144000001	145000000	"."	1000000	382.962657531131	340.647079843187	294.013877455016	286.495247010539	380.768723553858	341.311502005538	401.62799826457	367.360058777609	436.842676354634	359.114424532898	48.8931686106218
"chr8-145"	"chr8"	145000001	145138636	"."	138636	29.5343951823495	24.1675293131991	17.3516386694763	36.6447408966968	29.0993983854168	28.9597638065305	26.8578393901204	26.9186249966352	37.3747643983266	28.5454105598612	6.07221153990582
"chr9-0"	"chr9"	1	1000000	"."	1000000	358.678821492311	350.429175041387	327.753174867887	349.790708559379	356.828792967274	346.482888399561	361.13464041485	353.372930102887	464.170461075991	363.182399213503	39.1084132064497
"chr9-1"	"chr9"	1000001	2000000	"."	1000000	352.607862482605	346.976670853787	336.428994202625	388.101119496834	332.57929431276	353.131813763305	328.905233146706	354.692470543899	431.216367735531	358.293314059784	32.4214310852287
"chr9-2"	"chr9"	2000001	3000000	"."	1000000	338.825144730842	381.501712729786	341.730883796076	351.456378600138	348.676833845118	351.211013102668	370.638183583662	330.676834517489	380.981469350684	355.077606028496	18.432593347875
"chr9-3"	"chr9"	3000001	4000000	"."	1000000	313.064588932904	361.937522333386	383.182020617603	314.811637703441	328.142152005764	336.140115611514	326.012850443154	336.48281245794	371.336368860793	341.234452107389	25.0940310335254
"chr9-4"	"chr9"	4000001	5000000	"."	1000000	333.574585587314	365.390026520986	327.753174867887	304.817617458887	349.811916760861	330.673221423547	366.919405821953	329.62120216468	372.140127234951	342.300141982341	22.568596622506
"chr9-5"	"chr9"	5000001	6000000	"."	1000000	341.286344329372	344.675001395387	337.874964091748	326.471327988753	333.714377228503	343.232302666175	318.162097390658	332.260283046703	379.775831789447	339.716947769638	17.2452922354183
"chr9-6"	"chr9"	6000001	7000000	"."	1000000	342.106744195548	341.797914572387	364.866402022044	359.784728803932	344.962017029959	349.142458545059	358.655455240378	342.816606574795	347.223617636066	350.150660513352	8.7068021353635
"chr9-7"	"chr9"	7000001	8000000	"."	1000000	332.754185721137	336.043740926387	368.240331763331	344.793698437102	329.79318170139	347.073903987449	367.745800880111	341.497066133783	356.466838938878	347.156527609952	14.252865597281
"chr9-8"	"chr9"	8000001	9000000	"."	1000000	314.705388665257	331.440402009588	370.650281578536	331.46833811103	309.464878573989	320.773710326416	307.005764105531	359.706724219743	346.419859261909	332.403927428	22.4339119941273
"chr9-9"	"chr9"	9000001	10000000	"."	1000000	298.789631261435	380.926295365186	344.140833611281	329.802668070271	302.241623655623	308.953398568649	312.377331983555	289.507172757929	357.672476500115	324.934603530449	30.5494127394409
"chr9-10"	"chr9"	10000001	11000000	"."	1000000	303.383870512023	346.976670853787	327.271184904846	326.471327988753	306.059629826759	308.214629083788	307.418961634609	326.982121282657	348.831134384381	322.401058941289	17.3860386915206
"chr9-11"	"chr9"	11000001	12000000	"."	1000000	304.696510297905	345.825836124587	361.974462243798	399.760809782147	303.170327859413	306.146074526179	302.047393756585	292.410161728155	316.278920231	325.812277394419	35.8700441639813
"chr9-12"	"chr9"	12000001	13000000	"."	1000000	299.281871181141	328.563315186588	346.068793463445	389.766789537593	314.211588948915	300.235918647295	295.436233291325	304.286025697258	317.886436979315	321.748552548097	30.2095609985515
"chr9-13"	"chr9"	13000001	14000000	"."	1000000	325.69874687202	333.742071467988	340.284913906953	341.462358355584	326.181554242207	321.069218120361	318.162097390658	341.760974221986	310.250732424818	328.734740778064	11.2810154572904
"chr9-14"	"chr9"	14000001	15000000	"."	1000000	312.572349013198	332.015819374188	335.947004239584	379.77276929304	329.586802989437	330.525467526575	339.235171373675	322.75959187142	311.054490798976	332.607718497788	20.1753911804214
"chr9-15"	"chr9"	15000001	16000000	"."	1000000	312.080109093493	334.892906197187	346.550783426486	453.062251086433	331.65059010897	330.968729217491	324.360060326839	334.107639664119	325.120262346733	343.643703496417	42.0774726493578
"chr9-16"	"chr9"	16000001	17000000	"."	1000000	353.100102402311	369.993365437786	342.212873759117	364.781738926209	353.939490999928	356.086891702747	352.457492304196	363.665345542777	346.821738448988	355.895448836006	8.882072590764
"chr9-17"	"chr9"	17000001	18000000	"."	1000000	316.34618839761	323.384558905188	353.780632872101	379.77276929304	322.569926783024	333.480545466017	315.682912216185	311.411544078721	341.999188204042	333.158696246214	22.2065638824401
"chr9-18"	"chr9"	18000001	19000000	"."	1000000	351.951542589664	334.892906197187	355.226602761224	303.151947418128	342.382283130542	336.435623405458	339.235171373675	334.107639664119	339.989792268648	337.485945423183	14.8127942381997
"chr9-19"	"chr9"	19000001	20000000	"."	1000000	345.060183713783	325.686228363588	352.334662982978	341.462358355584	331.34102204104	335.253592229682	298.741813523955	345.71959554502	335.167242023703	334.529633197704	15.6973774248258
"chr9-20"	"chr9"	20000001	21000000	"."	1000000	333.410505614078	296.339942768989	322.933275237476	374.775759170763	332.88886238069	329.934451938686	312.377331983555	319.856602901194	321.101470475946	327.068689163486	21.2811111768128
"chr9-21"	"chr9"	21000001	22000000	"."	1000000	342.763064088489	357.334183416587	347.032773389527	313.145967662682	314.624346372822	333.923807156933	333.863603495651	297.160507315796	328.335295843364	329.798172082428	18.8142183318042
"chr9-22"	"chr9"	22000001	23000000	"."	1000000	331.27746596202	336.043740926387	376.434161135029	376.441429211522	325.046471326464	337.913162375179	339.235171373675	325.926488929847	341.195429829885	343.27928011889	19.6163770349538
"chr9-23"	"chr9"	23000001	24000000	"."	1000000	323.237547273491	336.619158290987	298.351787122385	353.122048640897	306.472387250666	315.011308344505	307.005764105531	344.927871280413	312.662007547291	321.93443109513	18.942985397228
"chr9-24"	"chr9"	24000001	25000000	"."	1000000	323.237547273491	351.580009770587	324.379245126599	334.799678192548	311.838233761452	310.283183641398	304.113381401979	338.330169075356	337.176637959097	326.193120689167	15.5934356612503
"chr9-25"	"chr9"	25000001	26000000	"."	1000000	306.829549949964	322.809141540588	347.996753315609	339.796688314825	292.335445481864	308.214629083788	314.443319628949	304.022117609056	330.344691778757	318.532481855933	18.1490400035319
"chr9-26"	"chr9"	26000001	27000000	"."	1000000	323.893867166432	341.797914572387	326.307204978764	411.42050006746	324.840092614511	345.7441189147	345.019936780778	331.9963749585	355.261201377642	345.142356825686	27.1523611177677
"chr9-27"	"chr9"	27000001	28000000	"."	1000000	339.973704543489	353.881679228987	344.140833611281	356.453388722414	324.427335190604	336.287869508486	328.905233146706	349.942124956257	363.298785119217	344.145661558605	12.9756720228007
"chr9-28"	"chr9"	28000001	29000000	"."	1000000	325.69874687202	338.920827749387	343.176853685199	381.438439333799	307.813848878363	323.433280471914	292.543850587773	319.064878636587	353.653684629327	331.749378982708	26.2380101914114
"chr9-29"	"chr9"	29000001	30000000	"."	1000000	305.188750217611	318.781219988388	349.924713167773	366.447408966968	317.720027052122	320.3304486355	304.939776460137	314.050624960744	324.718383159655	324.677928067655	20.5138298249904
"chr9-30"	"chr9"	30000001	31000000	"."	1000000	286.155473322319	326.261645728188	326.307204978764	349.790708559379	297.804481348627	315.011308344505	314.856517158027	292.146253639952	346.01798007483	317.150174794955	22.4599192811566
"chr9-31"	"chr9"	31000001	32000000	"."	1000000	313.720908825845	375.747539083786	359.082522465552	323.139987907236	312.457369897312	318.705155768807	322.707270210524	324.606948488836	349.23301357146	333.266746246595	22.4781823157072
"chr9-32"	"chr9"	32000001	33000000	"."	1000000	329.964826176138	345.250418759987	321.969295311394	329.802668070271	351.978893236371	354.018337145138	346.672726897093	337.802352898951	337.578517146175	339.448670626835	10.8964099586867
"chr9-33"	"chr9"	33000001	34000000	"."	1000000	360.975941117605	333.742071467988	357.636552576429	361.450398844691	335.98454305999	325.501835029523	351.631097246038	334.899363928726	310.250732424818	341.34139285509	17.7015672830814
"chr9-34"	"chr9"	34000001	35000000	"."	1000000	353.592342322017	332.015819374188	316.667405717943	348.12503851862	363.845669173686	345.00534942984	369.398590996426	366.040518336598	341.999188204042	348.521102452596	17.1226983723384
"chr9-35"	"chr9"	35000001	36000000	"."	1000000	385.42385712966	314.753298436188	338.83894401783	298.154937295851	355.590520695554	343.084548769203	366.506208292874	343.3444227512	341.597309016963	343.032671822814	25.8340874354979
"chr9-36"	"chr9"	36000001	37000000	"."	1000000	345.388343660253	298.641612227389	347.032773389527	374.775759170763	351.050189032581	346.187380605617	364.853418176559	329.62120216468	313.465765921449	341.224049372091	23.9132466332194
"chr9-37"	"chr9"	37000001	38000000	"."	1000000	331.60562590849	326.837063092788	343.176853685199	293.157927173574	308.329795658246	356.677907290635	324.360060326839	332.524191134905	364.102543493375	331.196885307117	22.116536868431
"chr9-38"	"chr9"	38000001	39000000	"."	1000000	357.202101733193	389.557555834185	353.780632872101	366.447408966968	365.496698869313	390.365795800273	350.391504658802	366.040518336598	327.933416656285	363.02395930308	19.3287352390844
"chr9-39"	"chr9"	39000001	40000000	"."	1000000	330.457066095843	364.239191791786	287.748007935483	324.805657947994	310.084014709849	304.81628945343	311.550936925397	315.370165401755	308.241336489425	317.479185194551	21.308774981369
"chr9-40"	"chr9"	40000001	41000000	"."	1000000	368.851779832898	451.127213846383	280.036168526827	388.101119496834	371.275302804006	385.194409406249	366.093010763796	349.678216868055	395.44912008552	372.867371292285	45.0534155133912
"chr9-41"	"chr9"	41000001	42000000	"."	1000000	408.723213329069	603.612815465377	315.22143582882	461.390601290228	430.918750558512	411.199095273338	430.138627771006	404.307191125932	485.068178804088	438.953323271819	77.5234674891698
"chr9-42"	"chr9"	42000001	43000000	"."	1000000	310.43930936114	458.032222221583	254.490700485653	441.402560801121	329.79318170139	306.146074526179	316.096109745264	321.440051430408	347.223617636066	342.784869767645	65.7155573087553
"chr9-43"	"chr9"	43000001	44000000	"."	1000000	420.86513134848	505.791863483381	583.689845242663	494.704002105407	405.740547700209	420.359836885608	402.041195793649	424.100297741105	370.130731299557	447.491494622229	67.0482491219341
"chr9-44"	"chr9"	44000001	45000000	"."	1000000	366.390580234369	489.104759909982	622.249042285943	393.098129619111	373.855036703422	388.592749036608	409.065553787988	414.071790389418	291.764289819195	416.465770198448	92.7902760545453
"chr9-45"	"chr9"	45000001	46000000	"."	1000000	141.108776982336	159.390609994194	152.308828320959	149.910303668305	127.748422699099	146.424111899345	118.587690845609	149.371977922505	105.29234701464	138.904785482999	17.8831748843105
"chr9-46"	"chr9"	46000001	47000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-47"	"chr9"	47000001	48000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-48"	"chr9"	48000001	49000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-49"	"chr9"	49000001	50000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-50"	"chr9"	50000001	51000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-51"	"chr9"	51000001	52000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-52"	"chr9"	52000001	53000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-53"	"chr9"	53000001	54000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-54"	"chr9"	54000001	55000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-55"	"chr9"	55000001	56000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-56"	"chr9"	56000001	57000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-57"	"chr9"	57000001	58000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-58"	"chr9"	58000001	59000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-59"	"chr9"	59000001	60000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-60"	"chr9"	60000001	61000000	"."	1000000	133.561098213514	116.234307649196	148.452908616631	103.271542527055	194.924693439902	191.341296578862	228.498233580563	133.537492630367	378.97207341529	180.977071850153	84.8149596102375
"chr9-61"	"chr9"	61000001	62000000	"."	1000000	196.403727962624	244.552379954991	207.255684107634	173.22968423893	204.624492901707	190.454773197029	219.821085469909	198.194974239932	215.005365087147	205.504685239989	20.0879947718539
"chr9-62"	"chr9"	62000001	63000000	"."	1000000	334.39498545349	369.417948073186	319.559345496189	391.432459578352	328.55490942967	318.852909665779	278.081937070016	325.926488929847	372.943885609108	337.684985478404	34.6538523097457
"chr9-63"	"chr9"	63000001	64000000	"."	1000000	307.157709896434	303.244951144189	290.639947713729	324.805657947994	311.838233761452	301.417949823072	302.460591285664	288.979356581525	288.951135509643	302.166170407078	11.8015040009838
"chr9-64"	"chr9"	64000001	65000000	"."	1000000	278.115554633791	366.540861250186	217.859463294536	288.160917051298	252.091596650969	278.66384968937	245.852529801872	268.394525701745	239.118116311874	270.533046042849	42.3778231478976
"chr9-65"	"chr9"	65000001	66000000	"."	1000000	256.128838220264	276.77575237259	204.845734292429	316.4773077442	267.46681069149	254.579964482918	255.769270499762	270.241882319161	266.84778022031	263.237037871458	28.9149673952194
"chr9-66"	"chr9"	66000001	67000000	"."	1000000	272.208675597321	325.110810998988	217.377473331495	291.492257132816	270.356112658837	292.552716004746	264.859616139495	280.006481582646	297.792477625376	279.084069007969	29.4494720383443
"chr9-67"	"chr9"	67000001	68000000	"."	1000000	327.831786524079	372.295034896186	283.892088231155	343.128028396343	323.395441630838	312.351738199007	316.096109745264	311.939360255125	313.06388673437	322.665941623596	24.4161273905008
"chr9-68"	"chr9"	68000001	69000000	"."	1000000	266.958116453792	276.20033500799	282.928108305073	299.82060733661	270.56249137079	284.721759465225	270.23118401752	275.256135995005	288.549256322564	279.469777141619	10.5226756581142
"chr9-69"	"chr9"	69000001	70000000	"."	1000000	335.543545266137	349.278340312187	339.320933980871	293.157927173574	330.618696549203	335.992361714542	332.210813379336	349.15040069165	323.110866411339	332.042653942093	16.8241954190185
"chr9-70"	"chr9"	70000001	71000000	"."	1000000	329.964826176138	331.440402009588	349.924713167773	339.796688314825	326.284743598184	329.638944144742	328.078838088548	328.56556981187	341.597309016963	333.921337147626	7.99087641959755
"chr9-71"	"chr9"	71000001	72000000	"."	1000000	325.206506952315	326.837063092788	362.93844216988	276.501226765985	323.808199054744	316.78435510817	307.005764105531	318.537062460183	330.344691778757	320.884812387595	22.6536585108328
"chr9-72"	"chr9"	72000001	73000000	"."	1000000	317.166588263786	346.976670853787	346.550783426486	331.46833811103	336.500489839873	343.380056563147	335.516393611966	341.760974221986	321.503349663024	335.647071617232	10.6313802027826
"chr9-73"	"chr9"	73000001	74000000	"."	1000000	324.714267032609	339.496245113987	375.470181208946	336.465348233307	299.765079112184	303.043242689765	316.509307274343	302.17476099164	353.653684629327	327.921346254012	25.8484169173569
"chr9-74"	"chr9"	74000001	75000000	"."	1000000	295.343951823495	349.853757676787	384.146000543685	328.136998029512	316.791322848332	314.863554447533	316.509307274343	334.107639664119	347.223617636066	331.886238882652	25.9748871041322
"chr9-75"	"chr9"	75000001	76000000	"."	1000000	330.128906149373	373.445869625386	317.631385644025	399.760809782147	327.110258445997	344.414333841952	316.922504803421	317.481430107374	352.046167881012	342.104629586743	28.7626222451245
"chr9-76"	"chr9"	76000001	77000000	"."	1000000	348.177703205253	339.496245113987	335.465014276543	323.139987907236	323.085873562908	336.878885096375	347.085924426172	317.217522019171	356.064959751799	336.290235039938	13.0922548123273
"chr9-77"	"chr9"	77000001	78000000	"."	1000000	318.151068103198	328.563315186588	350.888693093855	308.148957540405	338.151519535499	343.232302666175	343.367146664463	343.872238927604	339.587913081569	334.884794977706	13.901909099926
"chr9-78"	"chr9"	78000001	79000000	"."	1000000	348.505863151724	322.809141540588	329.19914475701	318.142977784959	336.913247263779	358.4509540543	310.72454186724	352.053389661876	298.998115186613	330.644152807565	20.0247761656195
"chr9-79"	"chr9"	79000001	80000000	"."	1000000	329.800746202902	384.954216917386	353.29864290906	334.799678192548	332.682483668737	345.891872811672	327.665640559469	319.064878636587	344.008584139436	341.351860448644	19.3878202531333
"chr9-80"	"chr9"	80000001	81000000	"."	1000000	312.736428986434	316.479550529988	333.537054424379	404.757819904424	337.119625975733	320.034940841556	346.259529368014	320.648327165801	357.672476500115	338.805083744049	28.8355116241233
"chr9-81"	"chr9"	81000001	82000000	"."	1000000	340.137784516725	348.127505582987	292.567907565893	291.492257132816	349.605538048908	338.356424066096	341.714356548148	334.899363928726	341.999188204042	330.988925066038	22.544413283484
"chr9-82"	"chr9"	82000001	83000000	"."	1000000	326.355066764962	345.825836124587	347.996753315609	339.796688314825	335.159028212176	338.504177963068	351.21789971696	353.372930102887	305.830061366952	338.228715764669	14.8062937183385
"chr9-83"	"chr9"	83000001	84000000	"."	1000000	341.614504275842	341.222497207787	347.032773389527	349.790708559379	344.033312826169	323.285526574942	325.599652914076	375.013393335476	320.699591288867	340.921328930229	16.7452758108487
"chr9-84"	"chr9"	84000001	85000000	"."	1000000	352.771942455841	360.211270239587	351.370683056896	334.799678192548	349.192780625001	344.266579944979	338.821973844596	346.77522789783	333.157846088309	345.707553593954	8.8852804929806
"chr9-85"	"chr9"	85000001	86000000	"."	1000000	328.980346336726	340.071662478587	338.356954054789	336.465348233307	341.659957638706	347.664919575338	353.283887362354	354.428562455696	363.298785119217	344.912269250524	10.6562345614913
"chr9-86"	"chr9"	86000001	87000000	"."	1000000	327.011386657903	357.334183416587	343.176853685199	348.12503851862	338.151519535499	330.525467526575	313.203727041712	357.331551425922	346.821738448988	340.186829584111	14.5907298235196
"chr9-87"	"chr9"	87000001	88000000	"."	1000000	337.020265025254	344.099584030787	334.501034350461	303.151947418128	360.33723107048	346.778396193505	330.9712207921	352.58120583828	329.5409334046	337.664646458177	16.4824354143134
"chr9-88"	"chr9"	88000001	89000000	"."	1000000	353.592342322017	387.831303740385	374.024211319824	303.151947418128	363.639290461733	332.150760393268	366.506208292874	352.053389661876	327.933416656285	351.209207807377	26.1512107636312
"chr9-89"	"chr9"	89000001	90000000	"."	1000000	359.663301331722	333.742071467988	325.343225052681	366.447408966968	368.695568904589	356.825661187607	367.745800880111	385.569716863568	307.035698928188	352.340939287047	25.0225318341611
"chr9-90"	"chr9"	90000001	91000000	"."	1000000	348.505863151724	347.552088218387	356.672572650347	343.128028396343	342.485472486519	331.264237011435	369.398590996426	347.303044074234	337.578517146175	347.098712681288	11.0089951986468
"chr9-91"	"chr9"	91000001	92000000	"."	1000000	359.335141385252	333.166654103388	354.744612798183	358.119058763173	335.262217568153	339.3907013449	369.398590996426	340.705341869177	310.652611611897	344.530547826728	17.7847375761565
"chr9-92"	"chr9"	92000001	93000000	"."	1000000	322.745307353785	326.261645728188	338.356954054789	358.119058763173	357.344739747157	368.202711254459	334.689998553809	350.733849220864	356.868718125957	345.924775866909	15.9128021175694
"chr9-93"	"chr9"	93000001	94000000	"."	1000000	368.687699859662	357.334183416587	361.010482317716	403.092149863665	369.005136972519	345.448611120756	385.513294630498	343.3444227512	308.241336489425	360.186368602448	27.0193349219459
"chr9-94"	"chr9"	94000001	95000000	"."	1000000	336.692105078784	325.686228363588	334.983024313502	364.781738926209	350.018295472815	340.424978623705	339.648368902754	354.956378632101	298.596235999534	338.420817145888	18.9450584611371
"chr9-95"	"chr9"	95000001	96000000	"."	1000000	349.490342991135	366.540861250186	339.802923943912	341.462358355584	347.335372217422	347.073903987449	339.235171373675	328.56556981187	374.551402357423	348.228656254295	14.2137370515818
"chr9-96"	"chr9"	96000001	97000000	"."	1000000	340.137784516725	334.317488832588	358.600532502511	389.766789537593	347.748129641328	352.836305969361	323.94686279776	347.039135986032	305.026302992794	344.379925864077	23.5520320474612
"chr9-97"	"chr9"	97000001	98000000	"."	1000000	353.920502268488	346.401253489187	349.442723204732	378.107099252281	341.247200214799	353.427321557249	357.002665124063	349.678216868055	304.222544618637	348.161058510832	19.4334758523734
"chr9-98"	"chr9"	98000001	99000000	"."	1000000	370.49257956525	360.786687604187	376.434161135029	378.107099252281	366.322213717126	374.260621030315	369.398590996426	378.444198482106	365.308181054611	371.061592537481	6.19946357160866
"chr9-99"	"chr9"	99000001	100000000	"."	1000000	359.006981438781	365.390026520986	339.802923943912	339.796688314825	337.429194043663	346.778396193505	351.631097246038	325.926488929847	333.961604462466	344.413711232669	12.5151677926862
"chr9-100"	"chr9"	100000001	101000000	"."	1000000	322.088987460844	374.021286989986	337.874964091748	331.46833811103	335.881353704013	336.435623405458	309.898146809082	313.258900696137	333.961604462466	332.765467303418	18.6140048309874
"chr9-101"	"chr9"	101000001	102000000	"."	1000000	328.816266363491	367.691695979386	352.334662982978	366.447408966968	329.48361363346	329.638944144742	321.467677623288	363.665345542777	372.542006422029	348.009735739902	20.4527995381446
"chr9-102"	"chr9"	102000001	103000000	"."	1000000	295.179871850259	342.948749301587	321.969295311394	363.11606888545	319.990192883608	307.032597908012	299.568208582113	313.258900696137	306.231940554031	318.810647330288	21.8330023489374
"chr9-103"	"chr9"	103000001	104000000	"."	1000000	310.931549280846	323.384558905188	333.055064461338	301.486277377369	311.322286981569	317.079862902114	304.113381401979	313.522808784339	332.75596690123	316.40575077733	11.3550664661366
"chr9-104"	"chr9"	104000001	105000000	"."	1000000	319.46370788908	319.356637352988	334.501034350461	376.441429211522	329.070856209554	339.242947447928	342.540751606305	303.230393344449	324.718383159655	332.062904507993	20.4668428675933
"chr9-105"	"chr9"	105000001	106000000	"."	1000000	327.503626577608	342.948749301587	372.096251467659	346.459368477861	340.318496011009	329.047928556854	307.005764105531	352.845113926483	344.812342513594	340.337515659798	18.1402402213117
"chr9-106"	"chr9"	106000001	107000000	"."	1000000	336.856185052019	352.155427135187	354.262622835142	361.450398844691	344.136502182145	356.825661187607	354.936677478669	321.967867606813	350.840530319775	348.159096960228	12.1862370535703
"chr9-107"	"chr9"	107000001	108000000	"."	1000000	334.230905480255	337.769993020187	334.501034350461	313.145967662682	356.003278119461	353.870583248166	336.342788670124	357.859367602326	307.839457302346	336.840375050667	17.7303225189203
"chr9-108"	"chr9"	108000001	109000000	"."	1000000	342.434904142018	358.485018145787	356.190582687306	383.104109374558	343.001419266402	356.234645599719	354.110282420511	341.233158045581	338.382275520333	352.575155022468	13.7855139948266
"chr9-109"	"chr9"	109000001	110000000	"."	1000000	335.215385319666	312.451628977788	317.631385644025	348.12503851862	366.734971141033	344.266579944979	375.183356403529	342.28879039839	324.316503972576	340.690404480067	21.1125794282806
"chr9-110"	"chr9"	110000001	111000000	"."	1000000	321.268587594668	342.948749301587	333.055064461338	316.4773077442	343.826934114215	336.140115611514	329.731628204863	331.9963749585	343.204825765278	333.183287528463	9.6967424103657
"chr9-111"	"chr9"	111000001	112000000	"."	1000000	322.909387327021	312.451628977788	359.082522465552	366.447408966968	337.429194043663	334.219314950877	314.443319628949	301.910852903438	366.111939428769	335.000618743669	24.2782087412763
"chr9-112"	"chr9"	112000001	113000000	"."	1000000	330.949306015549	329.138732551188	327.753174867887	314.811637703441	335.98454305999	335.253592229682	327.665640559469	346.77522789783	320.699591288867	329.892382908211	9.17907536995048
"chr9-113"	"chr9"	113000001	114000000	"."	1000000	396.417215336424	345.250418759987	334.983024313502	394.76379965987	361.26593527427	355.643630011831	400.801603206413	332.788099223107	364.102543493375	365.112918808753	26.4233014899114
"chr9-114"	"chr9"	114000001	115000000	"."	1000000	376.235378628485	361.362104968786	346.550783426486	306.483287499646	354.352248423834	353.427321557249	352.457492304196	365.512702160193	326.727779095048	349.234344229325	21.0258349598272
"chr9-115"	"chr9"	115000001	116000000	"."	1000000	344.239783847606	351.580009770587	316.185415754902	356.453388722414	349.915106116838	336.435623405458	301.220998698428	373.16603671806	305.830061366952	337.225158266805	24.5025989598903
"chr9-116"	"chr9"	116000001	117000000	"."	1000000	338.332904811137	339.496245113987	344.140833611281	328.136998029512	357.963875883017	346.778396193505	399.975208148255	333.315915399512	305.830061366952	343.774493173018	25.5211282150189
"chr9-117"	"chr9"	117000001	118000000	"."	1000000	350.967062750253	360.786687604187	352.334662982978	406.423489945183	347.128993505468	355.052614423942	345.846331838936	352.845113926483	344.812342513594	357.355255499003	19.0574187359636
"chr9-118"	"chr9"	118000001	119000000	"."	1000000	327.175466631138	356.758766051987	349.442723204732	323.139987907236	325.356039394394	343.527810460119	316.922504803421	348.622584515246	326.727779095048	335.297073562591	14.272591286291
"chr9-119"	"chr9"	119000001	120000000	"."	1000000	356.381701867017	362.512939697986	352.816652946019	298.154937295851	361.472313986223	372.339820369677	356.589467594984	345.455687456818	329.942812591679	348.407370422917	22.2692607849029
"chr9-120"	"chr9"	120000001	121000000	"."	1000000	348.834023098194	384.954216917386	354.744612798183	326.471327988753	361.26593527427	369.975758018124	370.224986054583	344.136147015807	351.644288693933	356.916810651026	17.105470022267
"chr9-121"	"chr9"	121000001	122000000	"."	1000000	361.46818103731	374.021286989986	364.384412059003	324.805657947994	351.462946456488	349.733474132947	369.811788525505	351.525573485471	334.765362836624	353.55318705237	16.0690739447131
"chr9-122"	"chr9"	122000001	123000000	"."	1000000	345.060183713783	342.373331936987	353.780632872101	309.814627581164	344.342880894099	332.003006496296	324.360060326839	348.358676427043	319.49395372763	335.509705997327	14.8686822294426
"chr9-123"	"chr9"	123000001	124000000	"."	1000000	348.505863151724	352.730844499787	347.514763352568	393.098129619111	331.856968820923	333.776053259961	312.377331983555	330.149018341084	321.503349663024	341.279146965749	23.4595592610252
"chr9-124"	"chr9"	124000001	125000000	"."	1000000	380.829617879073	351.580009770587	332.573074498297	324.805657947994	361.162745918293	344.709841635896	364.440220647481	349.678216868055	324.316503972576	348.232876570917	18.9873905634567
"chr9-125"	"chr9"	125000001	126000000	"."	1000000	342.763064088489	318.781219988388	334.501034350461	293.157927173574	331.444211397017	340.720486417649	353.283887362354	345.191779368616	309.045094863582	329.876522778903	19.3496429120292
"chr9-126"	"chr9"	126000001	127000000	"."	1000000	371.477059404662	346.401253489187	351.852673019937	289.826587092057	359.821284290597	350.619997514779	376.009751461686	341.497066133783	342.401067391121	347.76741553309	24.8923181651323
"chr9-127"	"chr9"	127000001	128000000	"."	1000000	367.04690012731	357.909600781187	336.910984165666	326.471327988753	377.260285450652	368.645972945375	363.200628060244	360.762356572552	304.222544618637	351.381177856708	23.815347602567
"chr9-128"	"chr9"	128000001	129000000	"."	1000000	382.962657531131	345.250418759987	344.622823574322	341.462358355584	350.121484828791	361.25827809677	367.332603351032	345.191779368616	285.736102013013	347.104278431027	26.729160404183
"chr9-129"	"chr9"	129000001	130000000	"."	1000000	387.392816808484	334.317488832588	294.977857381098	366.447408966968	382.729321317414	346.335134502589	386.339689688656	355.484194808506	296.184960877061	350.023208131485	35.8354923332225
"chr9-130"	"chr9"	130000001	131000000	"."	1000000	370.328499592015	325.686228363588	333.055064461338	314.811637703441	371.791249583889	356.825661187607	380.554924281553	348.358676427043	334.765362836624	348.464144937455	22.9084294827058
"chr9-131"	"chr9"	131000001	132000000	"."	1000000	353.920502268488	340.647079843187	354.262622835142	356.453388722414	361.472313986223	353.575075454221	360.308245356693	360.498448484349	282.521068516383	347.073193940789	24.9996164454202
