""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"mean"	"sd"
"chr11-131"	"chr11"	131000001	132000000	"."	1000000	2.21761658031088	2.12392156862745	2.03371970495258	2.29380053908356	2.01319509896324	2.07328833172613	2.14623000761615	2.17560073937153	1.96787148594378	1.97150259067358	2.19548133595285	2.02372881355932	2.10299639973175	0.10499120492362
"chr11-132"	"chr11"	132000001	133000000	"."	1000000	1.98667653589933	2.03294117647059	2.08008429926238	1.95687331536388	2.17153628652215	2.11571841851495	2.11119573495811	2.21996303142329	2.19277108433735	1.84715025906736	2.15422396856582	1.9728813559322	2.07016795552645	0.112436407143634
"chr11-133"	"chr11"	133000001	134000000	"."	1000000	2.09474463360474	2.23058823529412	2.08008429926238	2.06199460916442	2.1564561734213	2.09450337512054	1.99238385376999	2.28650646950092	2.00160642570281	2.19689119170984	2.05402750491159	2.05762711864407	2.10895115750889	0.0907153453307023
"chr11-134"	"chr11"	134000001	135000000	"."	1000000	2.16136195410807	2.43764705882353	2.02739726027397	2.21293800539084	2.11875589066918	2.18514946962392	2.17364813404417	2.16820702402957	2.09638554216867	2.17098445595855	2.19842829076621	1.95593220338983	2.15890294077054	0.115733344204413
"chr11-135"	"chr11"	135000001	135086622	"."	86622	0.201332346410067	0.139607843137255	0.130663856691254	0.153638814016173	0.14703110273327	0.208293153326905	0.1995430312262	0.201478743068392	0.10281124497992	0.103626943005181	0.214145383104126	0.152542372881356	0.162892902881675	0.0406148457370823
"chr12-0"	"chr12"	1	1000000	"."	1000000	2.08882309400444	2.18823529411765	2.32244467860906	2.08625336927224	2.08671065032988	2.05207328833173	2.12642802741813	2.07024029574861	1.92931726907631	2.22020725388601	2.18271119842829	1.70508474576271	2.08821076374875	0.155608015156479
"chr12-1"	"chr12"	1000001	2000000	"."	1000000	2.14655810510733	2.17254901960784	2.15384615384615	1.95417789757412	2.10556079170594	1.91899710703954	1.95582635186596	2.02402957486137	2.01285140562249	2.22020725388601	2.18074656188605	1.86101694915254	2.05886393101295	0.119208175585525
"chr12-2"	"chr12"	2000001	3000000	"."	1000000	2.17320503330866	2.12078431372549	2.13487881981033	2.17520215633423	2.0942507068803	2.04050144648023	2.12642802741813	2.2550831792976	2.0995983935743	2.15025906735751	2.20825147347741	2.14237288135593	2.14340129158501	0.0559392029982418
"chr12-3"	"chr12"	3000001	4000000	"."	1000000	2.22649888971132	2.22588235294118	2.02107481559536	2.1266846361186	2.01696512723845	2.00385728061717	2.02589489718203	2.2365988909427	2.07228915662651	2.09067357512953	2.24656188605108	2.22372881355932	2.12639252680944	0.09925354099748
"chr12-4"	"chr12"	4000001	5000000	"."	1000000	2.11102886750555	2.1443137254902	2.09905163329821	2.14824797843666	1.95098963242224	1.90742526518804	1.81873571972582	2.06099815157116	2.03212851405622	1.98963730569948	2.14636542239686	2.06101694915254	2.03916159707858	0.104609283867954
"chr12-5"	"chr12"	5000001	6000000	"."	1000000	2.08438193930422	2.18352941176471	2.08008429926238	2.2533692722372	2.17153628652215	1.94406943105111	2.02741812642803	2.02772643253235	2.09317269076305	2.0259067357513	2.1041257367387	2.28135593220339	2.10638969121321	0.0995520497765117
"chr12-6"	"chr12"	6000001	7000000	"."	1000000	1.97335307179867	2.05960784313725	2.09905163329821	2.0377358490566	1.9076343072573	1.88235294117647	1.87966488956588	2.36044362292052	2.0995983935743	2.02331606217617	2.30943025540275	1.82033898305085	2.03771065436791	0.166158273712844
"chr12-7"	"chr12"	7000001	8000000	"."	1000000	1.91709844559585	1.87921568627451	2.00421496311907	2.02964959568733	1.9076343072573	1.97107039537126	1.85376999238385	1.89648798521257	2.06746987951807	1.98186528497409	1.97347740667976	1.91525423728814	1.94976734828015	0.0648853473832342
"chr12-8"	"chr12"	8000001	9000000	"."	1000000	2.22649888971132	2.10509803921569	2.21074815595364	1.85983827493261	1.78510838831291	1.88621022179364	2.08530083777609	1.87985212569316	1.96465863453815	2.0880829015544	2.0049115913556	1.96610169491525	2.00520081297937	0.14048679955171
"chr12-9"	"chr12"	9000001	10000000	"."	1000000	1.74833456698742	2.03450980392157	1.92623814541623	1.93530997304582	1.94533459000942	1.79749276759884	1.81873571972582	1.93160813308688	1.70441767068273	1.9300518134715	1.8565815324165	1.81016949152542	1.86989868399068	0.0960272747112451
"chr12-10"	"chr12"	10000001	11000000	"."	1000000	1.82383419689119	1.92	1.93677555321391	2.13746630727763	1.95664467483506	1.97299903567985	1.95125666412795	1.95009242144177	1.88915662650602	2.21243523316062	2.03438113948919	2.02372881355932	1.98406422218188	0.106137490112761
"chr12-11"	"chr12"	11000001	12000000	"."	1000000	2.039970392302	2.1443137254902	2.14330874604847	1.69811320754717	1.92648444863336	2.03085824493732	2.18126428027418	2.13493530499076	1.98232931726908	2.34974093264249	2.02259332023576	1.94576271186441	2.0499728860196	0.161705063078814
"chr12-12"	"chr12"	12000001	13000000	"."	1000000	2.1080680977054	2.0078431372549	2.05057955742887	2.08355795148248	2.062205466541	1.95371263259402	1.99086062452399	1.9445471349353	1.95020080321285	2.21761658031088	2.05304518664047	2.0271186440678	2.03744631805816	0.078050373117467
"chr12-13"	"chr12"	13000001	14000000	"."	1000000	1.99851961509993	2.02039215686275	1.97260273972603	1.93261455525606	2.00942507068803	1.98071359691418	1.95277989337395	2.25878003696858	2.01606425702811	2.05181347150259	2.17976424361493	1.98305084745763	2.0297100403744	0.0954986902281959
"chr12-14"	"chr12"	14000001	15000000	"."	1000000	2.00740192450037	1.94509803921569	2.15384615384615	2.0188679245283	1.97549481621112	1.92478302796528	2.01980198019802	1.90757855822551	1.98072289156627	2.03626943005181	2.07760314341847	1.95932203389831	2.00056582696877	0.0685205815040019
"chr12-15"	"chr12"	15000001	16000000	"."	1000000	2.05329385640266	1.9121568627451	2.32665964172813	1.98382749326146	1.95664467483506	2.10414657666345	2.05331302361005	1.87430683918669	1.86827309236948	2.1139896373057	1.91650294695481	1.84067796610169	2.00031605093036	0.138692482432176
"chr12-16"	"chr12"	16000001	17000000	"."	1000000	1.960029607698	1.9278431372549	1.64805057955743	1.82210242587601	1.95287464655985	2.06364513018322	2.16907844630617	2.02402957486137	2.13654618473896	2.08549222797927	1.8958742632613	2.07457627118644	1.98001187462191	0.146262497073145
"chr12-17"	"chr12"	17000001	18000000	"."	1000000	1.88452997779423	1.69725490196078	1.69652265542676	1.93261455525606	1.97737983034873	1.93249758919961	2.04112718964204	1.89279112754159	2.09638554216867	1.74352331606218	1.92043222003929	1.88135593220339	1.89136790313695	0.125679018208304
"chr12-18"	"chr12"	18000001	19000000	"."	1000000	1.97039230199852	2.00156862745098	1.90516332982086	1.8544474393531	1.85673892554194	2.15621986499518	2.06549885757807	1.92421441774492	1.95983935742972	1.83937823834197	1.90766208251473	1.9864406779661	1.95229701006134	0.0928518005653943
"chr12-19"	"chr12"	19000001	20000000	"."	1000000	1.90673575129534	2.02823529411765	1.94520547945205	1.8921832884097	2.16399622997172	2.09064609450337	1.95125666412795	1.88724584103512	2.02409638554217	2.17098445595855	1.92239685658153	2.01694915254237	1.99999429112813	0.100203913448764
"chr12-20"	"chr12"	20000001	21000000	"."	1000000	1.88156920799408	1.85882352941176	1.70073761854584	1.84905660377358	1.88124410933082	2.00578592092575	2.02132520944402	1.79482439926063	2.07068273092369	1.81088082901554	1.79862475442043	2.03050847457627	1.89200528230187	0.114921838076841
"chr12-21"	"chr12"	21000001	22000000	"."	1000000	2.01332346410067	1.83058823529412	1.91570073761855	1.86792452830189	2.11687087653157	2.09450337512054	2.04417364813404	1.90388170055453	2.14618473895582	1.83937823834197	1.87033398821218	1.86779661016949	1.95922167844461	0.116273097786588
"chr12-22"	"chr12"	22000001	23000000	"."	1000000	1.86232420429312	2.10823529411765	1.98103266596417	2.09973045822102	2.062205466541	2.06171648987464	2.02132520944402	1.80591497227357	2.10120481927711	2.03886010362694	1.88408644400786	2.05084745762712	2.00645696543902	0.101824834479975
"chr12-23"	"chr12"	23000001	24000000	"."	1000000	1.92746113989637	2.00313725490196	1.81032665964173	1.97304582210243	2.062205466541	2.03664416586307	2.08834729626809	1.82994454713494	1.88915662650602	1.67875647668394	1.8860510805501	2.04745762711864	1.93604451360069	0.122677417184392
"chr12-24"	"chr12"	24000001	25000000	"."	1000000	1.97039230199852	2.0721568627451	1.95152792413066	1.92452830188679	2.22808671065033	1.94406943105111	2.2041127189642	1.95009242144177	2.05301204819277	2.00518134715026	1.96954813359528	2.09152542372881	2.03035280212797	0.102033472377715
"chr12-25"	"chr12"	25000001	26000000	"."	1000000	1.98223538119911	1.98274509803922	1.9768177028451	2.09164420485175	2.09990574929312	2.10607521697203	1.95277989337395	1.86136783733826	2.08032128514056	2.01813471502591	1.99803536345776	1.73898305084746	1.99075379153202	0.107076562974852
"chr12-26"	"chr12"	26000001	27000000	"."	1000000	1.93634344929682	1.96078431372549	2.18967334035827	2.14016172506739	1.91328934967012	1.79363548698168	2.03198781416603	1.94639556377079	2.06104417670683	2.14507772020725	2.04420432220039	2.07457627118644	2.01976446111146	0.11394376137764
"chr12-27"	"chr12"	27000001	28000000	"."	1000000	2.10510732790526	1.96235294117647	2.01475237091675	1.90296495956873	2.09802073515551	1.97492767598843	1.93907083015994	1.95009242144177	1.91325301204819	2.14507772020725	2.19548133595285	2.13220338983051	2.02777539336264	0.101598006026318
"chr12-28"	"chr12"	28000001	29000000	"."	1000000	2.18948926720947	2.00941176470588	2.09483667017914	1.99460916442049	2.11121583411876	1.97878495660559	2.01370906321401	1.83179297597043	2.06586345381526	1.90673575129534	1.91257367387033	1.95593220338983	2.00541289823288	0.0993562708912617
"chr12-29"	"chr12"	29000001	30000000	"."	1000000	1.95114729829756	2.01098039215686	2.01896733403583	2.08894878706199	2.05655042412818	2.09450337512054	2.13709063214014	1.94269870609982	2.05622489959839	2.03367875647668	1.96758349705305	1.86101694915254	2.01828258761013	0.0772460649067864
"chr12-30"	"chr12"	30000001	31000000	"."	1000000	1.98963730569948	1.97333333333333	1.85669125395153	2.08355795148248	1.95287464655985	1.99035679845709	2.06397562833206	2.1996303142329	2.00963855421687	2.10621761658031	1.90766208251473	2.02033898305085	2.01282620570096	0.0919177836945651
"chr12-31"	"chr12"	31000001	32000000	"."	1000000	1.99111769059956	2.07843137254902	2.13066385669125	2.18059299191375	2.04901036757776	2	1.92079207920792	1.99260628465804	1.83935742971888	2.0880829015544	1.99115913555992	1.91525423728814	2.01475569560989	0.0966999563533424
"chr12-32"	"chr12"	32000001	33000000	"."	1000000	1.88452997779423	1.86196078431373	1.98314014752371	1.9811320754717	1.97549481621112	1.90935390549662	1.87966488956588	1.94269870609982	2.07389558232932	2.03626943005181	1.98821218074656	1.9864406779661	1.95856609779755	0.0647422985130325
"chr12-33"	"chr12"	33000001	34000000	"."	1000000	2.01924500370096	1.99372549019608	1.85247629083246	2.11051212938005	2	2.15621986499518	1.96344249809596	1.90757855822551	1.90361445783133	1.79015544041451	1.92043222003929	1.86440677966102	1.9568173944477	0.106315718106182
"chr12-34"	"chr12"	34000001	35000000	"."	1000000	1.95854922279793	2.05333333333333	2.07797681770285	1.85714285714286	1.98491988689915	2.04628736740598	2.15536938309216	2.13308687615527	1.89397590361446	2.23056994818653	1.81434184675835	2.05423728813559	2.02164922760204	0.124850028354211
"chr12-35"	"chr12"	35000001	36000000	"."	1000000	2.91635825314582	3.00235294117647	3.44994731296101	2.33962264150943	2.71442035815269	2.66923818707811	4.5986290936786	3.59334565619224	2.79357429718875	3.94559585492228	2.33693516699411	3.02033898305085	3.1150298955042	0.671648899765021
"chr12-36"	"chr12"	36000001	37000000	"."	1000000	2.17764618800888	1.99686274509804	2.42992623814542	1.49056603773585	2.03581526861451	1.90742526518804	2.81797410510282	2.4916820702403	1.90200803212851	2.57772020725389	1.87229862475442	2.11186440677966	2.15098243242086	0.368689234010327
"chr12-37"	"chr12"	37000001	38000000	"."	1000000	1.95262768319763	2.02196078431373	2.13066385669125	2.07547169811321	2.05089538171536	2.11957569913211	2.34881949733435	1.9279112754159	1.99357429718876	2.31347150259067	1.83202357563851	1.72542372881356	2.04103491501209	0.178621859645775
"chr12-38"	"chr12"	38000001	39000000	"."	1000000	1.960029607698	2.05333333333333	1.94731296101159	1.9622641509434	2.0320452403393	2.2198649951784	2.01675552170602	1.88909426987061	2.0578313253012	2.06217616580311	1.80451866404715	2.12203389830508	2.0106050111281	0.108525784448663
"chr12-39"	"chr12"	39000001	40000000	"."	1000000	2.0059215396003	1.92470588235294	1.96206533192835	2.15094339622642	1.98868991517436	2.00385728061717	1.95430312261995	1.88909426987061	1.96947791164659	1.94818652849741	1.96267190569745	2	1.97999309035263	0.0637214121477282
"chr12-40"	"chr12"	40000001	41000000	"."	1000000	1.86824574389341	1.87137254901961	1.77660695468915	1.95417789757412	1.98303487276155	2.14657666345227	1.87814166031988	1.99630314232902	1.95502008032129	2.03886010362694	1.87328094302554	2.03728813559322	1.9482423955505	0.100624959985832
"chr12-41"	"chr12"	41000001	42000000	"."	1000000	2.01776461880089	1.96549019607843	2.10537407797682	2.02425876010782	2.05655042412818	2.07135969141755	2.08682406702209	2.02033271719039	2.07389558232932	2.03367875647668	1.8958742632613	2.06440677966102	2.03465082787087	0.0576964987182594
"chr12-42"	"chr12"	42000001	43000000	"."	1000000	1.81495188749075	2.04235294117647	1.80400421496312	1.78167115902965	1.99245994344958	1.94792671166827	2.08682406702209	1.97412199630314	2.06746987951807	2.06735751295337	1.99410609037328	2.10169491525424	1.97291177660017	0.114318346022475
"chr12-43"	"chr12"	43000001	44000000	"."	1000000	1.9659511472983	1.91058823529412	1.87144362486828	2.07816711590297	2.05655042412818	1.98842815814851	2.12795125666413	1.81146025878004	2.04016064257028	1.75388601036269	1.96463654223969	2.1864406779661	1.97963867451861	0.128013463239264
"chr12-44"	"chr12"	44000001	45000000	"."	1000000	2.01776461880089	1.92941176470588	1.66491043203372	2.15094339622642	1.94910461828464	2.00192864030858	1.996953541508	1.91127541589649	1.98232931726908	1.93782383419689	1.8860510805501	2.0271186440678	1.95463460865404	0.114433101247653
"chr12-45"	"chr12"	45000001	46000000	"."	1000000	2.07698001480385	1.97019607843137	2.04425711275026	2.19946091644205	2.01696512723845	1.84378013500482	2.03198781416603	1.8909426987061	2.05140562248996	1.97150259067358	1.8614931237721	2.00677966101695	1.99714590795796	0.0994319006109293
"chr12-46"	"chr12"	46000001	47000000	"."	1000000	1.9940784603997	2.05647058823529	1.99367755532139	2.04312668463612	2.08671065032988	2.05207328833173	1.98629093678599	2.07578558225508	1.97269076305221	2.06735751295337	2.01866404715128	2.1864406779661	2.04444722895151	0.0587523782299252
"chr12-47"	"chr12"	47000001	48000000	"."	1000000	2.18060695780903	2.02980392156863	2.03161222339305	2.11590296495957	1.94910461828464	1.99807135969142	2.0974866717441	2.1090573012939	2.08032128514056	2.00777202072539	2.09724950884086	2.15593220338983	2.07107675307008	0.0684852716903929
"chr12-48"	"chr12"	48000001	49000000	"."	1000000	2.04885270170244	2.09411764705882	2.13277133825079	1.83288409703504	1.86804901036758	1.94985535197686	2.02284843869002	1.909426987061	1.99678714859438	2.08549222797927	2.10707269155206	1.92542372881356	1.99779844742349	0.0998812956392388
"chr12-49"	"chr12"	49000001	50000000	"."	1000000	2.09622501850481	1.92156862745098	2.02950474183351	2.01078167115903	1.95475966069746	1.91128254580521	1.97258187357197	2.22920517560074	1.84578313253012	2.01554404145078	2.15225933202358	1.97966101694915	2.00992973646478	0.10704272368348
"chr12-50"	"chr12"	50000001	51000000	"."	1000000	2.03256846780163	2.04705882352941	2.04004214963119	1.92991913746631	2.01319509896324	1.88235294117647	1.84158415841584	2.02957486136784	2.00481927710843	1.98963730569948	2.11591355599214	1.9864406779661	1.99275887125984	0.0756164620005514
"chr12-51"	"chr12"	51000001	52000000	"."	1000000	2.10658771280533	2	2.231822971549	2.19676549865229	1.98491988689915	1.79556412729026	2.04417364813404	2.05914972273567	2.13012048192771	2.03886010362694	2.08546168958743	2.12203389830508	2.06628831179274	0.11249188483836
"chr12-52"	"chr12"	52000001	53000000	"."	1000000	2.02220577350111	2.22745098039216	2.24025289778714	1.80862533692722	2.06974552309142	1.95949855351977	2.07920792079208	2.20332717190388	1.97911646586345	1.99222797927461	2.2573673870334	1.99661016949153	2.06963634663148	0.137922488121442
"chr12-53"	"chr12"	53000001	54000000	"."	1000000	2.21761658031088	2.10666666666667	2.15806111696523	2.03234501347709	2.04335532516494	1.9344262295082	2.00609291698401	2.03327171903882	1.97590361445783	1.98445595854922	2.14636542239686	2.09830508474576	2.06140547068879	0.0846110902541243
"chr12-54"	"chr12"	54000001	55000000	"."	1000000	1.99259807549963	2.09411764705882	2.05900948366702	2.10512129380054	2.124410933082	2.00192864030858	1.95430312261995	2.1090573012939	2.07710843373494	2.24611398963731	2.16011787819253	2.12203389830508	2.08716005810003	0.0790824253567575
"chr12-55"	"chr12"	55000001	56000000	"."	1000000	1.98223538119911	1.95921568627451	1.89041095890411	2.08894878706199	2.03581526861451	2.05593056894889	1.99390708301599	1.99815157116451	2.13012048192771	1.98963730569948	1.97347740667976	2.00677966101695	2.00871918004229	0.0626882160258999
"chr12-56"	"chr12"	56000001	57000000	"."	1000000	2.1080680977054	2.11764705882353	2.16016859852476	1.94609164420485	1.83977379830349	1.89971070395371	2.08225437928408	2.1090573012939	2.04819277108434	2.14248704663212	2.22102161100196	1.84406779661017	2.04321173395186	0.128577090519484
"chr12-57"	"chr12"	57000001	58000000	"."	1000000	1.98223538119911	2.02196078431373	2.13698630136986	1.94070080862534	1.99245994344958	2.13500482160077	2.03046458492003	2.17929759704251	1.98875502008032	1.89119170984456	2.17681728880157	2.08135593220339	2.04643584778756	0.0945860606317073
"chr12-58"	"chr12"	58000001	59000000	"."	1000000	2.05477424130274	2.03921568627451	1.98735511064278	1.9622641509434	2.00377002827521	1.95178399228544	1.97867479055598	1.95378927911275	2.06586345381526	2.13730569948187	1.9007858546169	1.91525423728814	1.99590304371625	0.0681348174763763
"chr12-59"	"chr12"	59000001	60000000	"."	1000000	2.03700962250185	1.90901960784314	1.94942044257113	2.02425876010782	2.16022620169651	2.03471552555448	1.95430312261995	1.82070240295749	1.96947791164659	2.08290155440414	1.86738703339882	1.91864406779661	1.97733885442488	0.0952290450863981
"chr12-60"	"chr12"	60000001	61000000	"."	1000000	1.86380458919319	1.89647058823529	1.87355110642782	2.09164420485175	1.98114985862394	2.15043394406943	1.91317593297791	1.68761552680222	1.97751004016064	1.87305699481865	1.82416502946955	1.90169491525424	1.91952272757372	0.121073510330593
"chr12-61"	"chr12"	61000001	62000000	"."	1000000	1.97187268689859	1.77254901960784	1.89251844046365	1.99460916442049	1.9057492931197	2.11378977820636	2.03046458492003	2.06284658040665	2.02409638554217	1.86528497409326	1.95481335952849	2.08135593220339	1.97249584995089	0.0996024775572937
"chr12-62"	"chr12"	62000001	63000000	"."	1000000	1.99555884529978	1.84156862745098	2.13066385669125	1.87601078167116	2.11310084825636	2.01735776277724	2.03960396039604	1.89463955637708	2.0578313253012	2.09067357512953	2.024557956778	1.96949152542373	2.00425488512936	0.0935228484673195
"chr12-63"	"chr12"	63000001	64000000	"."	1000000	2.10362694300518	1.86352941176471	2.04214963119073	1.90835579514825	2.16588124410933	2.14079074252652	2.04722010662605	2.02218114602588	2.06265060240964	2.00259067357513	2.04027504911591	1.99322033898305	2.0327059737067	0.0865301118701956
"chr12-64"	"chr12"	64000001	65000000	"."	1000000	2.00296076980015	2.0878431372549	2.0927291886196	2.00539083557951	2.08859566446748	1.98842815814851	1.85072353389185	2	2.03373493975904	1.9740932642487	2.11001964636542	2.07118644067797	2.02547546490109	0.0724961154873937
"chr12-65"	"chr12"	65000001	66000000	"."	1000000	2.02664692820133	1.9121568627451	2.00421496311907	1.93800539083558	1.80584354382658	1.89971070395371	2.05635948210206	1.84842883548983	1.97429718875502	1.91968911917098	2.04911591355599	1.96610169491525	1.95004755222254	0.0779985024354646
"chr12-66"	"chr12"	66000001	67000000	"."	1000000	2.10510732790526	1.97019607843137	2.10537407797682	1.84636118598383	1.96229971724788	2.18514946962392	2.04265041888804	1.93160813308688	1.94377510040161	2.18652849740933	1.93222003929273	2.04406779661017	2.02127815357148	0.10782968234213
"chr12-67"	"chr12"	67000001	68000000	"."	1000000	1.91857883049593	2.09411764705882	2.10537407797682	1.97574123989218	1.92271442035815	2.06943105110897	1.88728103579589	2.10351201478743	2.1140562248996	2.17616580310881	2.03143418467584	1.96271186440678	2.0300931995471	0.0938801332434073
"chr12-68"	"chr12"	68000001	69000000	"."	1000000	2.03700962250185	2.06274509803922	2.17492096944152	2.31266846361186	2.05843543826579	1.9672131147541	2.00609291698401	1.91682070240296	1.92931726907631	2.2020725388601	2.04518664047151	2	2.0593735645341	0.117039124209299
"chr12-69"	"chr12"	69000001	70000000	"."	1000000	2.0740192450037	2.12235294117647	2.17070600632244	1.90835579514825	2.1564561734213	1.98264223722276	1.98781416603199	1.82809611829945	1.99518072289157	2.10103626943005	2.024557956778	2.04406779661017	2.03294045236135	0.101005532358172
"chr12-70"	"chr12"	70000001	71000000	"."	1000000	2.04293116210215	1.99529411764706	1.94942044257113	2.15902964959569	1.77756833176249	2.00964320154291	2.06245239908606	1.95748613678373	1.98393574297189	1.85233160621762	1.88998035363458	1.98305084745763	1.97192699928108	0.0999950048654795
"chr12-71"	"chr12"	71000001	72000000	"."	1000000	1.91857883049593	2.12705882352941	2.05479452054795	2.09164420485175	1.86239396795476	2.00578592092575	1.94821020563595	1.92606284658041	2.03212851405622	1.99481865284974	1.83693516699411	1.98305084745763	1.9817885418233	0.0880334897221056
"chr12-72"	"chr12"	72000001	73000000	"."	1000000	1.97335307179867	1.92470588235294	1.95574288724974	1.80862533692722	1.97926484448633	2.16393442622951	2.17060167555217	1.74306839186691	2.00160642570281	2.02072538860104	1.82023575638507	2.14915254237288	1.97591805246044	0.139941528865656
"chr12-73"	"chr12"	73000001	74000000	"."	1000000	1.91413767579571	2.02666666666667	1.78292939936776	1.95956873315364	1.90951932139491	2.01542912246866	1.97410510281797	1.66173752310536	1.91325301204819	1.80051813471503	1.87426326129666	2.0271186440678	1.9049372164082	0.111099730686164
"chr12-74"	"chr12"	74000001	75000000	"."	1000000	1.8519615099926	2.02666666666667	1.68387776606955	1.92183288409704	2.05655042412818	2.04050144648023	2.04417364813404	1.81146025878004	2.04658634538153	1.74093264248705	1.77111984282908	2.12203389830508	1.92647477777926	0.148538276557359
"chr12-75"	"chr12"	75000001	76000000	"."	1000000	1.93338267949667	1.88549019607843	2.04004214963119	1.91644204851752	1.86427898209237	1.8457087753134	2.04417364813404	1.92236598890943	2.05140562248996	1.81088082901554	1.97249508840864	1.86779661016949	1.92953855152139	0.0816895797372869
"chr12-76"	"chr12"	76000001	77000000	"."	1000000	1.93930421909697	1.96862745098039	1.99578503688093	2.16981132075472	1.95664467483506	2.04243008678881	1.96039603960396	2.1090573012939	1.87630522088353	2.25906735751295	1.98330058939096	2.10508474576271	2.03048450364874	0.110062023429434
"chr12-77"	"chr12"	77000001	78000000	"."	1000000	2.01184307920059	2.13019607843137	1.84404636459431	1.9811320754717	1.94344957587182	2.0655737704918	2.08530083777609	1.88724584103512	2.16385542168675	2.02072538860104	1.91552062868369	2.03389830508475	2.00689894724409	0.0973509443426145
"chr12-78"	"chr12"	78000001	79000000	"."	1000000	1.86528497409326	1.85725490196078	2.00421496311907	1.99191374663073	1.93402450518379	1.97878495660559	2.14927646610815	1.8003696857671	2.11726907630522	1.83419689119171	1.82416502946955	1.99322033898305	1.94583129461817	0.11383466815113
"chr12-79"	"chr12"	79000001	80000000	"."	1000000	1.91265729089563	2.05176470588235	1.95785036880927	1.86253369272237	2.04147031102733	1.99807135969142	2.07159177456207	1.82624768946396	1.92128514056225	2.13212435233161	1.84577603143418	1.96949152542373	1.96590535356718	0.0965024722709721
"chr12-80"	"chr12"	80000001	81000000	"."	1000000	2.00296076980015	2	2.07797681770285	1.99460916442049	2.04147031102733	2.05400192864031	2.03960396039604	1.85027726432532	1.99518072289157	2.04145077720207	1.8713163064833	1.95254237288136	1.99344919964756	0.0705676551608459
"chr12-81"	"chr12"	81000001	82000000	"."	1000000	1.83419689119171	1.80235294117647	1.9768177028451	2.04043126684636	2.02827521206409	2.11186113789778	2.05788271134806	1.8354898336414	2.07550200803213	1.82383419689119	1.79469548133595	2.12881355932203	1.95917941188269	0.130709782192765
"chr12-82"	"chr12"	82000001	83000000	"."	1000000	1.95558845299778	1.88078431372549	1.84404636459431	1.84636118598383	1.93590951932139	2.09836065573771	2.04569687738005	1.95378927911275	2.00321285140562	1.92227979274611	1.88212180746562	1.97627118644068	1.94536852390928	0.0779341973644117
"chr12-83"	"chr12"	83000001	84000000	"."	1000000	2.07105847520355	2.02196078431373	1.92623814541623	2.07816711590297	1.93590951932139	2.07521697203472	2.05635948210206	1.81330868761553	2.03694779116466	1.80051813471503	1.75540275049116	2.03050847457627	1.96679969440477	0.11815526146207
"chr12-84"	"chr12"	84000001	85000000	"."	1000000	2.03552923760178	1.85411764705882	1.69230769230769	2.04582210242588	1.91140433553252	1.97299903567985	2.03351104341203	1.7634011090573	2.05622489959839	1.8419689119171	1.77603143418468	2.01694915254237	1.9166888834432	0.12802479470364
"chr12-85"	"chr12"	85000001	86000000	"."	1000000	2.02812731310141	1.85882352941176	1.75342465753425	1.83288409703504	2.00942507068803	2.14464802314368	2.1980198019802	1.77634011090573	2.07710843373494	1.94300518134715	1.76129666011788	2.06440677966102	1.95395913822176	0.15508972266895
"chr12-86"	"chr12"	86000001	87000000	"."	1000000	1.75425610658771	1.73960784313725	1.69020021074816	1.86253369272237	1.93967954759661	1.87656702025072	2.13252094440213	1.68946395563771	1.95983935742972	1.89637305699482	1.75049115913556	1.91525423728814	1.85056559432757	0.131341315210957
"chr12-87"	"chr12"	87000001	88000000	"."	1000000	1.85788304959289	1.94039215686275	1.69652265542676	1.99191374663073	1.87747408105561	1.99807135969142	2.03198781416603	1.76524953789279	2.00642570281124	1.83160621761658	1.91060903732809	1.96610169491525	1.90618642116585	0.104004926855991
"chr12-88"	"chr12"	88000001	89000000	"."	1000000	1.94670614359734	2.02196078431373	1.96417281348788	2.01078167115903	2.00754005655042	2.10414657666345	2.05331302361005	1.8003696857671	1.93574297188755	1.94818652849741	1.81335952848723	2.04745762711864	1.97114478426165	0.0915667949941597
"chr12-89"	"chr12"	89000001	90000000	"."	1000000	2.06365655070318	1.88392156862745	2.15384615384615	2.01347708894879	1.9057492931197	1.93056894889103	1.98629093678599	1.9630314232902	1.98714859437751	2.19170984455959	2.00687622789784	2.14237288135593	2.01905412603361	0.0997786353052608
"chr12-90"	"chr12"	90000001	91000000	"."	1000000	1.89933382679497	1.79607843137255	1.72602739726027	1.86253369272237	1.97737983034873	1.97878495660559	1.97562833206398	1.81700554528651	1.91646586345382	1.93782383419689	1.87033398821218	2.1728813559322	1.9108564211875	0.113979459770497
"chr12-91"	"chr12"	91000001	92000000	"."	1000000	1.90081421169504	2.05333333333333	1.92413066385669	1.98382749326146	1.94344957587182	2.19479267116683	1.94211728865194	1.81515711645102	2.16385542168675	2.1580310880829	1.91748526522593	1.92881355932203	1.99381730738381	0.120830201229377
"chr12-92"	"chr12"	92000001	93000000	"."	1000000	2.05033308660252	1.99529411764706	2.23393045310854	2.08086253369272	2.01131008482564	2.05785920925747	1.97105864432597	1.86321626617375	1.91967871485944	2.25647668393782	2.02750491159136	1.72881355932203	2.01636152211203	0.144649664661814
