# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genom/bins.gtf" "-o" "pon.marburg.6p.fc.tsv" "-T" "8" "/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam" 
Geneid	Chr	Start	End	Strand	Length	/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam
chr8-98	chr8	98000001	99000000	.	1000000	1501	1262	998	762	1074	1016
chr8-99	chr8	99000001	100000000	.	1000000	1304	1249	930	737	1073	969
chr8-100	chr8	100000001	101000000	.	1000000	1270	1323	929	665	1116	994
chr8-101	chr8	101000001	102000000	.	1000000	1405	1315	947	717	1030	994
chr8-102	chr8	102000001	103000000	.	1000000	1473	1310	1050	699	1046	991
chr8-103	chr8	103000001	104000000	.	1000000	1317	1285	952	854	1100	1015
chr8-104	chr8	104000001	105000000	.	1000000	1443	1230	972	802	1133	1034
chr8-105	chr8	105000001	106000000	.	1000000	1332	1262	909	741	1059	1019
chr8-106	chr8	106000001	107000000	.	1000000	1379	1194	853	718	1095	989
chr8-107	chr8	107000001	108000000	.	1000000	1285	1303	977	766	1091	1059
chr8-108	chr8	108000001	109000000	.	1000000	1384	1284	952	783	1138	1044
chr8-109	chr8	109000001	110000000	.	1000000	1307	1285	847	705	1066	1019
chr8-110	chr8	110000001	111000000	.	1000000	1371	1223	831	706	1026	1049
chr8-111	chr8	111000001	112000000	.	1000000	1316	1197	833	715	1113	992
chr8-112	chr8	112000001	113000000	.	1000000	1295	1198	884	665	1081	955
chr8-113	chr8	113000001	114000000	.	1000000	1224	1232	852	718	996	1043
chr8-114	chr8	114000001	115000000	.	1000000	1311	1258	774	699	1004	1126
chr8-115	chr8	115000001	116000000	.	1000000	1347	1267	900	700	1046	1030
chr8-116	chr8	116000001	117000000	.	1000000	1459	1325	906	692	1130	953
chr8-117	chr8	117000001	118000000	.	1000000	1341	1392	992	745	1024	1063
chr8-118	chr8	118000001	119000000	.	1000000	1309	1361	953	790	1119	1122
chr8-119	chr8	119000001	120000000	.	1000000	1405	1319	977	726	1043	1000
chr8-120	chr8	120000001	121000000	.	1000000	1285	1247	1041	727	969	1083
chr8-121	chr8	121000001	122000000	.	1000000	1315	1279	901	748	1096	1112
chr8-122	chr8	122000001	123000000	.	1000000	1348	1337	975	759	1070	1048
chr8-123	chr8	123000001	124000000	.	1000000	1363	1350	918	780	1058	1016
chr8-124	chr8	124000001	125000000	.	1000000	1411	1418	986	798	1030	968
chr8-125	chr8	125000001	126000000	.	1000000	1423	1374	983	750	982	1010
chr8-126	chr8	126000001	127000000	.	1000000	1339	1298	852	778	1054	1001
chr8-127	chr8	127000001	128000000	.	1000000	1462	1239	966	783	1036	1078
chr8-128	chr8	128000001	129000000	.	1000000	1389	1339	996	748	1023	1022
chr8-129	chr8	129000001	130000000	.	1000000	1370	1284	1014	816	1114	1086
chr8-130	chr8	130000001	131000000	.	1000000	1402	1360	1089	743	1142	1051
chr8-131	chr8	131000001	132000000	.	1000000	1349	1280	928	744	1047	1048
chr8-132	chr8	132000001	133000000	.	1000000	1384	1375	968	830	1058	1142
chr8-133	chr8	133000001	134000000	.	1000000	1456	1291	1024	825	1140	1097
chr8-134	chr8	134000001	135000000	.	1000000	1431	1387	1004	746	1138	1140
chr8-135	chr8	135000001	136000000	.	1000000	1384	1205	915	859	1110	999
chr8-136	chr8	136000001	137000000	.	1000000	1249	1265	847	696	1056	1053
chr8-137	chr8	137000001	138000000	.	1000000	1324	1310	879	808	1059	982
chr8-138	chr8	138000001	139000000	.	1000000	1432	1338	996	796	1045	1200
chr8-139	chr8	139000001	140000000	.	1000000	1451	1302	998	777	1170	1134
chr8-140	chr8	140000001	141000000	.	1000000	1366	1367	1027	729	1098	1013
chr8-141	chr8	141000001	142000000	.	1000000	1361	1463	1082	813	1172	1039
chr8-142	chr8	142000001	143000000	.	1000000	1342	1351	956	744	1145	998
chr8-143	chr8	143000001	144000000	.	1000000	1371	1338	921	765	1183	1055
chr8-144	chr8	144000001	145000000	.	1000000	1377	1281	931	709	1041	1086
chr8-145	chr8	145000001	145138636	.	138636	99	92	74	45	81	101
chr9-0	chr9	1	1000000	.	1000000	1259	1329	1089	857	1062	1174
chr9-1	chr9	1000001	2000000	.	1000000	1384	1266	946	782	1044	1002
chr9-2	chr9	2000001	3000000	.	1000000	1295	1235	981	736	1157	1148
chr9-3	chr9	3000001	4000000	.	1000000	1425	1235	995	754	1101	1000
chr9-4	chr9	4000001	5000000	.	1000000	1418	1297	910	790	1028	1050
chr9-5	chr9	5000001	6000000	.	1000000	1258	1349	871	772	1174	953
chr9-6	chr9	6000001	7000000	.	1000000	1328	1304	1000	751	1048	1041
chr9-7	chr9	7000001	8000000	.	1000000	1419	1214	993	775	992	999
chr9-8	chr9	8000001	9000000	.	1000000	1347	1324	948	779	1120	1112
chr9-9	chr9	9000001	10000000	.	1000000	1342	1219	875	801	1038	1053
chr9-10	chr9	10000001	11000000	.	1000000	1214	1243	889	719	1036	1063
chr9-11	chr9	11000001	12000000	.	1000000	1321	1228	865	695	1060	991
chr9-12	chr9	12000001	13000000	.	1000000	1250	1258	809	695	1083	1073
chr9-13	chr9	13000001	14000000	.	1000000	1385	1180	889	723	1094	1090
chr9-14	chr9	14000001	15000000	.	1000000	1319	1248	902	829	1061	1049
chr9-15	chr9	15000001	16000000	.	1000000	1339	1267	1010	728	1065	1021
chr9-16	chr9	16000001	17000000	.	1000000	1434	1246	902	794	1031	1120
chr9-17	chr9	17000001	18000000	.	1000000	1363	1211	827	754	1018	1037
chr9-18	chr9	18000001	19000000	.	1000000	1402	1303	959	801	1028	1027
chr9-19	chr9	19000001	20000000	.	1000000	1361	1379	1039	760	1020	962
chr9-20	chr9	20000001	21000000	.	1000000	1407	1297	993	743	1064	1134
chr9-21	chr9	21000001	22000000	.	1000000	1341	1274	943	743	1099	1038
chr9-22	chr9	22000001	23000000	.	1000000	1395	1243	867	679	1091	990
chr9-23	chr9	23000001	24000000	.	1000000	1323	1299	823	733	1019	1133
chr9-24	chr9	24000001	25000000	.	1000000	1323	1189	871	693	1040	1135
chr9-25	chr9	25000001	26000000	.	1000000	1295	1179	865	717	1010	1052
chr9-26	chr9	26000001	27000000	.	1000000	1298	1340	899	753	1051	1034
chr9-27	chr9	27000001	28000000	.	1000000	1370	1218	985	839	1054	1131
chr9-28	chr9	28000001	29000000	.	1000000	1275	1172	846	797	1041	1064
chr9-29	chr9	29000001	30000000	.	1000000	1319	1210	818	738	1050	1002
chr9-30	chr9	30000001	31000000	.	1000000	1333	1272	831	761	1110	978
chr9-31	chr9	31000001	32000000	.	1000000	1229	1226	893	686	1024	1059
chr9-32	chr9	32000001	33000000	.	1000000	1338	1356	967	706	1063	1014
chr9-33	chr9	33000001	34000000	.	1000000	1462	1392	1044	733	1094	1048
chr9-34	chr9	34000001	35000000	.	1000000	1401	1215	1038	689	1057	1048
chr9-35	chr9	35000001	36000000	.	1000000	1455	1293	934	785	1083	1006
chr9-36	chr9	36000001	37000000	.	1000000	1372	1342	994	793	1094	979
chr9-37	chr9	37000001	38000000	.	1000000	1365	1252	978	765	1053	1035
chr9-38	chr9	38000001	39000000	.	1000000	1464	1278	888	856	1155	963
chr9-39	chr9	39000001	40000000	.	1000000	1278	1188	895	592	1071	943
chr9-40	chr9	40000001	41000000	.	1000000	1559	1441	886	856	1206	1148
chr9-41	chr9	41000001	42000000	.	1000000	2031	1842	1259	1058	1452	1377
chr9-42	chr9	42000001	43000000	.	1000000	1463	1498	952	876	1065	974
chr9-43	chr9	43000001	44000000	.	1000000	1639	1855	1461	645	1319	1138
chr9-44	chr9	44000001	45000000	.	1000000	1237	1701	1504	501	1156	938
chr9-45	chr9	45000001	46000000	.	1000000	419	573	409	165	334	268
chr9-46	chr9	46000001	47000000	.	1000000	0	0	0	0	0	0
chr9-47	chr9	47000001	48000000	.	1000000	0	0	0	0	0	0
chr9-48	chr9	48000001	49000000	.	1000000	0	0	0	0	0	0
chr9-49	chr9	49000001	50000000	.	1000000	0	0	0	0	0	0
chr9-50	chr9	50000001	51000000	.	1000000	0	0	0	0	0	0
chr9-51	chr9	51000001	52000000	.	1000000	0	0	0	0	0	0
chr9-52	chr9	52000001	53000000	.	1000000	0	0	0	0	0	0
chr9-53	chr9	53000001	54000000	.	1000000	0	0	0	0	0	0
chr9-54	chr9	54000001	55000000	.	1000000	0	0	0	0	0	0
chr9-55	chr9	55000001	56000000	.	1000000	0	0	0	0	0	0
chr9-56	chr9	56000001	57000000	.	1000000	0	0	0	0	0	0
chr9-57	chr9	57000001	58000000	.	1000000	0	0	0	0	0	0
chr9-58	chr9	58000001	59000000	.	1000000	0	0	0	0	0	0
chr9-59	chr9	59000001	60000000	.	1000000	0	0	0	0	0	0
chr9-60	chr9	60000001	61000000	.	1000000	482	639	367	357	430	391
chr9-61	chr9	61000001	62000000	.	1000000	1084	891	622	426	670	647
chr9-62	chr9	62000001	63000000	.	1000000	1473	1223	961	711	970	1039
chr9-63	chr9	63000001	64000000	.	1000000	1244	1221	892	719	965	934
chr9-64	chr9	64000001	65000000	.	1000000	1203	913	785	632	918	827
chr9-65	chr9	65000001	66000000	.	1000000	1149	1012	739	604	803	797
chr9-66	chr9	66000001	67000000	.	1000000	1159	1073	778	614	955	931
chr9-67	chr9	67000001	68000000	.	1000000	1320	1176	792	662	971	912
chr9-68	chr9	68000001	69000000	.	1000000	1113	1019	713	617	772	840
chr9-69	chr9	69000001	70000000	.	1000000	1434	1317	964	808	1129	1032
chr9-70	chr9	70000001	71000000	.	1000000	1315	1326	1054	739	1088	984
chr9-71	chr9	71000001	72000000	.	1000000	1244	1214	936	752	1063	994
chr9-72	chr9	72000001	73000000	.	1000000	1355	1304	1051	753	1132	1079
chr9-73	chr9	73000001	74000000	.	1000000	1344	1197	914	710	1075	1097
chr9-74	chr9	74000001	75000000	.	1000000	1397	1314	889	716	1076	1025
chr9-75	chr9	75000001	76000000	.	1000000	1291	1312	937	747	1154	1120
chr9-76	chr9	76000001	77000000	.	1000000	1366	1309	1026	775	1011	1022
chr9-77	chr9	77000001	78000000	.	1000000	1316	1340	973	720	1052	1081
chr9-78	chr9	78000001	79000000	.	1000000	1334	1295	1003	849	1129	1082
chr9-79	chr9	79000001	80000000	.	1000000	1424	1266	952	739	1122	1053
chr9-80	chr9	80000001	81000000	.	1000000	1285	1216	846	732	1062	1112
chr9-81	chr9	81000001	82000000	.	1000000	1465	1276	966	801	1018	1095
chr9-82	chr9	82000001	83000000	.	1000000	1360	1348	908	776	1038	1101
chr9-83	chr9	83000001	84000000	.	1000000	1359	1273	921	765	1053	1035
chr9-84	chr9	84000001	85000000	.	1000000	1437	1361	987	683	1011	1030
chr9-85	chr9	85000001	86000000	.	1000000	1293	1304	961	746	977	1038
chr9-86	chr9	86000001	87000000	.	1000000	1379	1310	1092	761	1058	1122
chr9-87	chr9	87000001	88000000	.	1000000	1328	1300	1069	772	1091	1051
chr9-88	chr9	88000001	89000000	.	1000000	1387	1222	1061	786	1035	1010
chr9-89	chr9	89000001	90000000	.	1000000	1400	1323	1076	843	1070	1009
chr9-90	chr9	90000001	91000000	.	1000000	1348	1310	976	786	1057	1039
chr9-91	chr9	91000001	92000000	.	1000000	1311	1296	1057	825	1029	1016
chr9-92	chr9	92000001	93000000	.	1000000	1375	1326	990	729	1135	1066
chr9-93	chr9	93000001	94000000	.	1000000	1374	1443	1023	779	1065	1059
chr9-94	chr9	94000001	95000000	.	1000000	1286	1316	997	774	1133	1087
chr9-95	chr9	95000001	96000000	.	1000000	1378	1442	963	700	1081	1062
chr9-96	chr9	96000001	97000000	.	1000000	1483	1291	960	760	1133	1110
chr9-97	chr9	97000001	98000000	.	1000000	1392	1372	968	739	1086	975
chr9-98	chr9	98000001	99000000	.	1000000	1432	1310	1006	786	1132	985
chr9-99	chr9	99000001	100000000	.	1000000	1525	1375	1030	799	1010	1080
chr9-100	chr9	100000001	101000000	.	1000000	1429	1367	943	740	1112	1065
chr9-101	chr9	101000001	102000000	.	1000000	1359	1330	924	828	1014	1091
chr9-102	chr9	102000001	103000000	.	1000000	1252	1193	840	698	1066	1012
chr9-103	chr9	103000001	104000000	.	1000000	1240	1269	822	819	967	1005
chr9-104	chr9	104000001	105000000	.	1000000	1429	1270	944	765	1088	1045
chr9-105	chr9	105000001	106000000	.	1000000	1442	1311	1009	740	1035	1078
chr9-106	chr9	106000001	107000000	.	1000000	1492	1265	985	770	1013	1005
chr9-107	chr9	107000001	108000000	.	1000000	1366	1321	919	726	1106	1037
chr9-108	chr9	108000001	109000000	.	1000000	1443	1356	1008	760	1060	1045
chr9-109	chr9	109000001	110000000	.	1000000	1443	1346	972	782	1083	1072
chr9-110	chr9	110000001	111000000	.	1000000	1368	1328	975	790	1044	1005
chr9-111	chr9	111000001	112000000	.	1000000	1302	1252	1073	745	1073	1058
chr9-112	chr9	112000001	113000000	.	1000000	1372	1350	997	713	1109	1032
chr9-113	chr9	113000001	114000000	.	1000000	1427	1345	1014	717	1115	1043
chr9-114	chr9	114000001	115000000	.	1000000	1464	1265	1030	741	1141	1045
chr9-115	chr9	115000001	116000000	.	1000000	1390	1326	912	815	1122	1101
chr9-116	chr9	116000001	117000000	.	1000000	1451	1265	1037	705	1043	1029
chr9-117	chr9	117000001	118000000	.	1000000	1354	1364	999	789	1040	1080
chr9-118	chr9	118000001	119000000	.	1000000	1452	1239	923	803	1026	1074
chr9-119	chr9	119000001	120000000	.	1000000	1432	1330	1003	744	1053	1041
chr9-120	chr9	120000001	121000000	.	1000000	1378	1422	1034	757	1125	1056
chr9-121	chr9	121000001	122000000	.	1000000	1335	1334	1060	706	1024	1056
chr9-122	chr9	122000001	123000000	.	1000000	1297	1350	977	697	1062	992
chr9-123	chr9	123000001	124000000	.	1000000	1348	1367	982	756	1115	1016
chr9-124	chr9	124000001	125000000	.	1000000	1400	1267	925	829	1132	1006
chr9-125	chr9	125000001	126000000	.	1000000	1393	1380	1041	771	999	1112
chr9-126	chr9	126000001	127000000	.	1000000	1385	1333	1032	798	1115	1027
chr9-127	chr9	127000001	128000000	.	1000000	1459	1306	970	741	1141	1087
chr9-128	chr9	128000001	129000000	.	1000000	1432	1236	881	814	1041	980
chr9-129	chr9	129000001	130000000	.	1000000	1480	1387	967	705	1077	966
chr9-130	chr9	130000001	131000000	.	1000000	1430	1404	1025	737	1043	933
chr9-131	chr9	131000001	132000000	.	1000000	1341	1456	1021	836	1147	970
chr9-132	chr9	132000001	133000000	.	1000000	1342	1304	1057	773	1120	952
chr9-133	chr9	133000001	134000000	.	1000000	1344	1388	986	766	1063	1010
chr9-134	chr9	134000001	135000000	.	1000000	1413	1386	966	736	1058	992
chr9-135	chr9	135000001	136000000	.	1000000	1378	1348	899	756	1079	1025
chr9-136	chr9	136000001	137000000	.	1000000	1390	1284	879	723	1061	924
chr9-137	chr9	137000001	138000000	.	1000000	1427	1278	975	713	1100	1049
chr9-138	chr9	138000001	138394717	.	394717	430	389	383	255	395	368
chr10-0	chr10	1	1000000	.	1000000	1313	1348	1039	752	1219	1087
chr10-1	chr10	1000001	2000000	.	1000000	1332	1285	1048	754	1156	1073
chr10-2	chr10	2000001	3000000	.	1000000	1346	1357	911	776	985	1090
chr10-3	chr10	3000001	4000000	.	1000000	1394	1259	993	761	1087	1084
chr10-4	chr10	4000001	5000000	.	1000000	1403	1323	894	739	1180	1018
chr10-5	chr10	5000001	6000000	.	1000000	1419	1268	953	770	1017	967
chr10-6	chr10	6000001	7000000	.	1000000	1404	1426	993	770	952	948
chr10-7	chr10	7000001	8000000	.	1000000	1355	1383	979	732	1009	1027
chr10-8	chr10	8000001	9000000	.	1000000	1508	1302	992	747	973	1041
chr10-9	chr10	9000001	10000000	.	1000000	1402	1321	928	765	999	976
chr10-10	chr10	10000001	11000000	.	1000000	1313	1278	983	669	1072	978
chr10-11	chr10	11000001	12000000	.	1000000	1444	1345	976	739	1071	1139
chr10-12	chr10	12000001	13000000	.	1000000	1369	1305	1046	741	1100	1054
chr10-13	chr10	13000001	14000000	.	1000000	1393	1350	977	738	1156	1058
chr10-14	chr10	14000001	15000000	.	1000000	1353	1273	1012	758	1062	1034
chr10-15	chr10	15000001	16000000	.	1000000	1364	1205	1037	741	1142	1081
chr10-16	chr10	16000001	17000000	.	1000000	1390	1250	934	751	1119	1089
chr10-17	chr10	17000001	18000000	.	1000000	1388	1261	1020	756	1120	1054
chr10-18	chr10	18000001	19000000	.	1000000	1425	1270	930	753	1074	1067
chr10-19	chr10	19000001	20000000	.	1000000	1358	1218	936	691	1048	1100
chr10-20	chr10	20000001	21000000	.	1000000	1364	1282	933	806	1086	1020
chr10-21	chr10	21000001	22000000	.	1000000	1339	1205	1038	751	1016	962
chr10-22	chr10	22000001	23000000	.	1000000	1313	1293	966	726	1016	933
chr10-23	chr10	23000001	24000000	.	1000000	1374	1235	883	819	1103	1066
chr10-24	chr10	24000001	25000000	.	1000000	1301	1332	930	691	1041	1096
chr10-25	chr10	25000001	26000000	.	1000000	1293	1353	844	730	1033	1133
chr10-26	chr10	26000001	27000000	.	1000000	1275	1245	1020	750	1042	1001
chr10-27	chr10	27000001	28000000	.	1000000	1392	1307	968	765	1119	1007
chr10-28	chr10	28000001	29000000	.	1000000	1435	1351	991	762	985	985
chr10-29	chr10	29000001	30000000	.	1000000	1335	1405	909	723	1059	1087
chr10-30	chr10	30000001	31000000	.	1000000	1378	1328	1050	732	1107	975
chr10-31	chr10	31000001	32000000	.	1000000	1231	1341	1053	826	1110	993
chr10-32	chr10	32000001	33000000	.	1000000	1328	1291	991	714	1070	1057
chr10-33	chr10	33000001	34000000	.	1000000	1283	1334	1010	730	1043	1048
chr10-34	chr10	34000001	35000000	.	1000000	1355	1302	998	685	1050	1045
chr10-35	chr10	35000001	36000000	.	1000000	1382	1362	991	703	1049	970
chr10-36	chr10	36000001	37000000	.	1000000	1236	1268	874	695	1092	1056
chr10-37	chr10	37000001	38000000	.	1000000	1384	1358	919	747	1142	1063
chr10-38	chr10	38000001	39000000	.	1000000	1346	1340	983	815	1095	1046
chr10-39	chr10	39000001	40000000	.	1000000	1019	977	772	535	883	772
chr10-40	chr10	40000001	41000000	.	1000000	2010	1807	2314	1155	2155	1623
chr10-41	chr10	41000001	42000000	.	1000000	1978	1840	1550	1099	1654	1301
chr10-42	chr10	42000001	43000000	.	1000000	2207	3623	1420	1327	2027	1712
chr10-43	chr10	43000001	44000000	.	1000000	1402	1345	992	818	1078	1090
chr10-44	chr10	44000001	45000000	.	1000000	1343	1309	998	797	1092	1058
chr10-45	chr10	45000001	46000000	.	1000000	1400	1241	975	844	1091	1009
chr10-46	chr10	46000001	47000000	.	1000000	1410	1409	1645	842	1140	1158
chr10-47	chr10	47000001	48000000	.	1000000	1179	1177	1182	680	968	1030
chr10-48	chr10	48000001	49000000	.	1000000	1355	1352	984	708	1086	1055
chr10-49	chr10	49000001	50000000	.	1000000	1366	1389	1002	779	1093	961
chr10-50	chr10	50000001	51000000	.	1000000	1434	1251	1052	752	1038	1102
chr10-51	chr10	51000001	52000000	.	1000000	1218	1235	906	787	1014	1151
chr10-52	chr10	52000001	53000000	.	1000000	1282	1362	897	774	1081	1104
chr10-53	chr10	53000001	54000000	.	1000000	1394	1235	809	784	1000	1017
chr10-54	chr10	54000001	55000000	.	1000000	1282	1177	848	758	1016	1085
chr10-55	chr10	55000001	56000000	.	1000000	1194	1134	795	633	982	1066
chr10-56	chr10	56000001	57000000	.	1000000	1276	1133	834	736	1016	1100
chr10-57	chr10	57000001	58000000	.	1000000	1351	1205	858	792	1034	1010
chr10-58	chr10	58000001	59000000	.	1000000	1359	1280	1032	769	1044	1057
chr10-59	chr10	59000001	60000000	.	1000000	1304	1356	983	803	1066	1085
chr10-60	chr10	60000001	61000000	.	1000000	1392	1193	1023	765	1110	1035
chr10-61	chr10	61000001	62000000	.	1000000	1331	1238	931	727	1065	1016
chr10-62	chr10	62000001	63000000	.	1000000	1315	1310	945	768	1092	965
chr10-63	chr10	63000001	64000000	.	1000000	1333	1201	1056	792	1049	1037
chr10-64	chr10	64000001	65000000	.	1000000	1353	1227	875	727	1031	1135
chr10-65	chr10	65000001	66000000	.	1000000	1312	1137	838	703	1042	1030
chr10-66	chr10	66000001	67000000	.	1000000	1277	1273	842	713	1052	995
chr10-67	chr10	67000001	68000000	.	1000000	1376	1264	927	697	1015	1033
chr10-68	chr10	68000001	69000000	.	1000000	1397	1234	979	708	1061	938
chr10-69	chr10	69000001	70000000	.	1000000	1381	1378	1070	752	1128	1008
chr10-70	chr10	70000001	71000000	.	1000000	1459	1447	1049	712	1119	1141
chr10-71	chr10	71000001	72000000	.	1000000	1405	1316	1055	862	1067	1006
chr10-72	chr10	72000001	73000000	.	1000000	1386	1303	1052	695	1036	1039
chr10-73	chr10	73000001	74000000	.	1000000	1376	1312	941	812	1049	1094
chr10-74	chr10	74000001	75000000	.	1000000	1336	1226	852	734	1007	971
chr10-75	chr10	75000001	76000000	.	1000000	1356	1264	989	770	1063	1055
chr10-76	chr10	76000001	77000000	.	1000000	1339	1436	1029	665	1061	995
chr10-77	chr10	77000001	78000000	.	1000000	1404	1348	959	824	1090	1114
chr10-78	chr10	78000001	79000000	.	1000000	1453	1394	965	830	1162	1112
chr10-79	chr10	79000001	80000000	.	1000000	1477	1275	1004	676	1044	949
chr10-80	chr10	80000001	81000000	.	1000000	1374	1315	1049	772	1117	996
chr10-81	chr10	81000001	82000000	.	1000000	1443	1201	782	740	1053	1118
chr10-82	chr10	82000001	83000000	.	1000000	1402	1240	887	710	1074	1053
chr10-83	chr10	83000001	84000000	.	1000000	1378	1242	925	760	1088	1014
chr10-84	chr10	84000001	85000000	.	1000000	1379	1388	931	807	1094	1098
chr10-85	chr10	85000001	86000000	.	1000000	1342	1362	937	800	1037	1028
chr10-86	chr10	86000001	87000000	.	1000000	1418	1251	905	685	1057	998
chr10-87	chr10	87000001	88000000	.	1000000	1336	1259	972	680	1055	1017
chr10-88	chr10	88000001	89000000	.	1000000	1449	1272	1009	705	1069	1035
chr10-89	chr10	89000001	90000000	.	1000000	1434	1395	1050	772	1004	1002
chr10-90	chr10	90000001	91000000	.	1000000	1356	1283	876	743	1080	1010
chr10-91	chr10	91000001	92000000	.	1000000	1440	1301	959	716	1189	1030
chr10-92	chr10	92000001	93000000	.	1000000	1329	1326	966	736	1045	1107
chr10-93	chr10	93000001	94000000	.	1000000	1389	1357	1016	769	1099	1019
chr10-94	chr10	94000001	95000000	.	1000000	1335	1322	865	740	1147	1076
chr10-95	chr10	95000001	96000000	.	1000000	1291	1290	1007	722	1059	1011
chr10-96	chr10	96000001	97000000	.	1000000	1419	1219	992	693	1143	1028
chr10-97	chr10	97000001	98000000	.	1000000	1345	1302	974	728	1106	1053
chr10-98	chr10	98000001	99000000	.	1000000	1290	1242	1017	775	1010	1097
chr10-99	chr10	99000001	100000000	.	1000000	1394	1334	919	778	1051	1012
chr10-100	chr10	100000001	101000000	.	1000000	1429	1263	1018	729	1054	971
chr10-101	chr10	101000001	102000000	.	1000000	1415	1370	945	758	1078	1006
chr10-102	chr10	102000001	103000000	.	1000000	1323	1341	926	742	984	1017
chr10-103	chr10	103000001	104000000	.	1000000	1386	1357	942	708	1072	1108
chr10-104	chr10	104000001	105000000	.	1000000	1297	1316	1045	733	1063	1060
chr10-105	chr10	105000001	106000000	.	1000000	1355	1321	916	789	1233	1141
chr10-106	chr10	106000001	107000000	.	1000000	1286	1195	921	775	1033	1055
chr10-107	chr10	107000001	108000000	.	1000000	1430	1272	908	738	1071	987
chr10-108	chr10	108000001	109000000	.	1000000	1436	1198	886	756	1003	1111
chr10-109	chr10	109000001	110000000	.	1000000	1406	1289	947	764	1052	1000
chr10-110	chr10	110000001	111000000	.	1000000	1393	1320	1118	801	1114	982
chr10-111	chr10	111000001	112000000	.	1000000	1363	1373	955	839	1034	1044
chr10-112	chr10	112000001	113000000	.	1000000	1419	1344	998	740	1092	1065
chr10-113	chr10	113000001	114000000	.	1000000	1369	1436	1104	743	1119	1026
chr10-114	chr10	114000001	115000000	.	1000000	1364	1247	1084	781	1146	1070
chr10-115	chr10	115000001	116000000	.	1000000	1252	1216	855	702	1084	1119
chr10-116	chr10	116000001	117000000	.	1000000	1346	1233	979	744	1043	1088
chr10-117	chr10	117000001	118000000	.	1000000	1377	1265	1084	753	1048	1054
chr10-118	chr10	118000001	119000000	.	1000000	1391	1350	946	781	1174	1099
chr10-119	chr10	119000001	120000000	.	1000000	1397	1345	966	739	1065	1008
chr10-120	chr10	120000001	121000000	.	1000000	1373	1356	1014	831	1051	911
chr10-121	chr10	121000001	122000000	.	1000000	1437	1278	1036	764	1035	1017
chr10-122	chr10	122000001	123000000	.	1000000	1342	1310	990	762	1171	1004
chr10-123	chr10	123000001	124000000	.	1000000	1352	1424	1030	769	1050	1096
chr10-124	chr10	124000001	125000000	.	1000000	1427	1347	1007	729	1127	1017
chr10-125	chr10	125000001	126000000	.	1000000	1427	1379	1087	760	1063	1091
chr10-126	chr10	126000001	127000000	.	1000000	1415	1354	998	780	1153	1023
chr10-127	chr10	127000001	128000000	.	1000000	1357	1361	1034	746	1064	961
chr10-128	chr10	128000001	129000000	.	1000000	1423	1388	890	714	1115	967
chr10-129	chr10	129000001	130000000	.	1000000	1407	1330	980	778	1186	1082
chr10-130	chr10	130000001	131000000	.	1000000	1463	1360	955	730	1021	958
chr10-131	chr10	131000001	132000000	.	1000000	1377	1375	1073	841	1048	1055
chr10-132	chr10	132000001	133000000	.	1000000	1277	1444	929	715	1091	1006
chr10-133	chr10	133000001	133797422	.	797422	1639	1935	1208	1021	1708	1311
chr11-0	chr11	1	1000000	.	1000000	1197	1215	824	748	982	899
chr11-1	chr11	1000001	2000000	.	1000000	1314	1311	893	667	1059	924
chr11-2	chr11	2000001	3000000	.	1000000	1280	1328	958	778	1123	957
chr11-3	chr11	3000001	4000000	.	1000000	1327	1249	1035	694	1074	1044
chr11-4	chr11	4000001	5000000	.	1000000	1332	1298	967	741	1065	979
chr11-5	chr11	5000001	6000000	.	1000000	1387	1312	958	707	1041	1030
chr11-6	chr11	6000001	7000000	.	1000000	1351	1232	927	700	1097	946
chr11-7	chr11	7000001	8000000	.	1000000	1315	1307	1052	744	980	1078
chr11-8	chr11	8000001	9000000	.	1000000	1390	1374	1132	750	1085	1014
chr11-9	chr11	9000001	10000000	.	1000000	1456	1260	985	758	1032	1022
chr11-10	chr11	10000001	11000000	.	1000000	1378	1268	1125	788	1086	1072
chr11-11	chr11	11000001	12000000	.	1000000	1446	1288	1011	809	1070	1014
chr11-12	chr11	12000001	13000000	.	1000000	1396	1266	951	777	1057	1151
chr11-13	chr11	13000001	14000000	.	1000000	1339	1328	1019	768	1134	1062
chr11-14	chr11	14000001	15000000	.	1000000	1461	1313	1020	804	1028	1036
