""	"id"	"symbol"	"chr"	"start"	"end"
"33315"	"ENSG00000124915"	"DKFZP434K028"	"chr11"	61746493	61757655
"33316"	"ENSG00000124920"	"MYRF"	"chr11"	61752642	61788518
"33317"	"ENSG00000134825"	"TMEM258"	"chr11"	61768501	61792802
"33318"	"ENSG00000284108"	"MIR611"	"chr11"	61792495	61792561
"33319"	"ENSG00000168496"	"FEN1"	"chr11"	61792911	61797238
"33320"	"ENSG00000134824"	"FADS2"	"chr11"	61792980	61867354
"33321"	"ENSG00000149485"	"FADS1"	"chr11"	61799625	61829318
"33322"	"ENSG00000284416"	"MIR1908"	"chr11"	61815161	61815240
"33323"	"ENSG00000221968"	"FADS3"	"chr11"	61873519	61892051
"33324"	"ENSG00000277892"	"MIR6746"	"chr11"	61878216	61878278
"33325"	"ENSG00000167994"	"RAB3IL1"	"chr11"	61897301	61920269
"33326"	"ENSG00000200898"	"RNU6-1243P"	"chr11"	61937894	61938000
"33327"	"ENSG00000167995"	"BEST1"	"chr11"	61950063	61965515
"33328"	"ENSG00000167996"	"FTH1"	"chr11"	61959718	61967634
"33329"	"ENSG00000279491"	"AP003733.4"	"chr11"	61967794	61969490
"33330"	"ENSG00000244176"	"AP003733.1"	"chr11"	62011751	62012602
"33331"	"ENSG00000255553"	"AP003733.3"	"chr11"	62049863	62082184
"33332"	"ENSG00000254424"	"AP003733.2"	"chr11"	62072882	62073052
"33333"	"ENSG00000285656"	"AP002793.1"	"chr11"	62116470	62123767
"33334"	"ENSG00000149503"	"INCENP"	"chr11"	62123998	62153169
"33335"	"ENSG00000236607"	"EEF1DP8"	"chr11"	62169293	62169828
"33336"	"ENSG00000168515"	"SCGB1D1"	"chr11"	62190216	62193539
"33337"	"ENSG00000124939"	"SCGB2A1"	"chr11"	62208673	62213943
"33338"	"ENSG00000254404"	"AP003306.1"	"chr11"	62213427	62260549
"33339"	"ENSG00000124935"	"SCGB1D2"	"chr11"	62242239	62244812
"33340"	"ENSG00000110484"	"SCGB2A2"	"chr11"	62270158	62273160
"33341"	"ENSG00000197745"	"SCGB1D4"	"chr11"	62296277	62299064
"33342"	"ENSG00000255213"	"NPM1P35"	"chr11"	62330946	62331813
"33343"	"ENSG00000255118"	"AP003306.2"	"chr11"	62336911	62338090
"33344"	"ENSG00000162174"	"ASRGL1"	"chr11"	62337448	62393412
"33345"	"ENSG00000254454"	"RCC2P6"	"chr11"	62371146	62373168
"33346"	"ENSG00000255126"	"AP003064.1"	"chr11"	62391516	62393372
"33347"	"ENSG00000149021"	"SCGB1A1"	"chr11"	62405103	62423195
"33348"	"ENSG00000255446"	"AP003064.2"	"chr11"	62421845	62426724
"33349"	"ENSG00000124942"	"AHNAK"	"chr11"	62433542	62556235
"33350"	"ENSG00000250659"	"AP001363.1"	"chr11"	62537312	62542018
"33351"	"ENSG00000257058"	"AP001363.2"	"chr11"	62545999	62547699
"33352"	"ENSG00000254772"	"EEF1G"	"chr11"	62559596	62574086
"33353"	"ENSG00000255508"	"AP002990.1"	"chr11"	62559603	62591531
"33354"	"ENSG00000276102"	"MIR6747"	"chr11"	62567011	62567071
"33355"	"ENSG00000149016"	"TUT1"	"chr11"	62575045	62592177
"33356"	"ENSG00000149480"	"MTA2"	"chr11"	62593214	62601865
"33357"	"ENSG00000149499"	"EML3"	"chr11"	62602218	62612765
"33358"	"ENSG00000254964"	"AP001458.1"	"chr11"	62606161	62606405
"33359"	"ENSG00000149489"	"ROM1"	"chr11"	62611722	62615120
"33360"	"ENSG00000149541"	"B3GAT3"	"chr11"	62615296	62622154
"33361"	"ENSG00000089597"	"GANAB"	"chr11"	62624826	62646726
"33362"	"ENSG00000185085"	"INTS5"	"chr11"	62646848	62653302
"33363"	"ENSG00000255432"	"AP001458.2"	"chr11"	62649694	62665178
"33364"	"ENSG00000278615"	"C11orf98"	"chr11"	62662816	62665217
"33365"	"ENSG00000162194"	"LBHD1"	"chr11"	62662817	62672255
"33366"	"ENSG00000214756"	"CSKMT"	"chr11"	62665309	62668496
"33367"	"ENSG00000206597"	"SNORA57"	"chr11"	62665422	62665570
"33368"	"ENSG00000204922"	"UQCC3"	"chr11"	62670273	62673686
"33369"	"ENSG00000162191"	"UBXN1"	"chr11"	62676498	62679117
"33370"	"ENSG00000177363"	"LRRN4CL"	"chr11"	62686406	62689530
"33371"	"ENSG00000168000"	"BSCL2"	"chr11"	62690275	62709845
"33372"	"ENSG00000234857"	"HNRNPUL2-BSCL2"	"chr11"	62690275	62727384
"33373"	"ENSG00000162188"	"GNG3"	"chr11"	62707676	62709201
"33374"	"ENSG00000214753"	"HNRNPUL2"	"chr11"	62712630	62727472
"33375"	"ENSG00000162222"	"TTC9C"	"chr11"	62728069	62740293
"33376"	"ENSG00000185670"	"ZBTB3"	"chr11"	62748319	62754160
"33377"	"ENSG00000168002"	"POLR2G"	"chr11"	62761565	62766710
"33378"	"ENSG00000267811"	"AP001160.2"	"chr11"	62771120	62771606
"33379"	"ENSG00000162227"	"TAF6L"	"chr11"	62771357	62787342
"33380"	"ENSG00000168569"	"TMEM223"	"chr11"	62771629	62792021
"33381"	"ENSG00000269176"	"AP001160.3"	"chr11"	62786023	62786785
"33382"	"ENSG00000185475"	"TMEM179B"	"chr11"	62787402	62790400
"33383"	"ENSG00000284535"	"MIR6748"	"chr11"	62789815	62789885
"33384"	"ENSG00000162231"	"NXF1"	"chr11"	62792123	62806302
"33385"	"ENSG00000274066"	"MIR6514"	"chr11"	62792702	62792771
"33386"	"ENSG00000162236"	"STX5"	"chr11"	62806897	62832088
"33387"	"ENSG00000269463"	"AP001160.4"	"chr11"	62807682	62808063
"33388"	"ENSG00000252361"	"RNU6-118P"	"chr11"	62815966	62816067
"33389"	"ENSG00000256690"	"AP001160.1"	"chr11"	62832234	62834043
"33390"	"ENSG00000283268"	"TEX54"	"chr11"	62832319	62832803
"33391"	"ENSG00000133316"	"WDR74"	"chr11"	62832342	62841809
"33392"	"ENSG00000222328"	"RNU2-2P"	"chr11"	62841619	62841809
"33393"	"ENSG00000255717"	"SNHG1"	"chr11"	62851984	62855953
"33394"	"ENSG00000277194"	"SNORD22"	"chr11"	62852910	62853035
"33395"	"ENSG00000277846"	"SNORD30"	"chr11"	62853663	62853732
"33396"	"ENSG00000278527"	"RF00099"	"chr11"	62854161	62854285
"33397"	"ENSG00000274544"	"SNORD28"	"chr11"	62854621	62854695
"33398"	"ENSG00000275996"	"SNORD27"	"chr11"	62855012	62855083
"33399"	"ENSG00000276788"	"SNORD26"	"chr11"	62855292	62855366
"33400"	"ENSG00000275043"	"SNORD25"	"chr11"	62855564	62855632
"33401"	"ENSG00000168003"	"SLC3A2"	"chr11"	62856102	62888875
"33402"	"ENSG00000168539"	"CHRM1"	"chr11"	62908679	62921807
"33403"	"ENSG00000257002"	"AP000438.1"	"chr11"	62909546	62918361
"33404"	"ENSG00000241082"	"RN7SL259P"	"chr11"	62935982	62936234
"33405"	"ENSG00000197901"	"SLC22A6"	"chr11"	62936385	62984983
"33406"	"ENSG00000285388"	"AP000438.2"	"chr11"	62936427	62959852
"33407"	"ENSG00000149452"	"SLC22A8"	"chr11"	62989154	63015841
"33408"	"ENSG00000256041"	"AP001858.2"	"chr11"	63032503	63033103
"33409"	"ENSG00000253547"	"AP001858.1"	"chr11"	63046785	63048126
"33410"	"ENSG00000197658"	"SLC22A24"	"chr11"	63079940	63144221
"33411"	"ENSG00000239924"	"RPL29P22"	"chr11"	63115880	63116338
"33412"	"ENSG00000184999"	"SLC22A10"	"chr11"	63137867	63369718
"33413"	"ENSG00000196600"	"SLC22A25"	"chr11"	63163776	63229652
"33414"	"ENSG00000256863"	"AP001880.2"	"chr11"	63237957	63239114
"33415"	"ENSG00000256847"	"CCND2P1"	"chr11"	63243085	63244004
"33416"	"ENSG00000256181"	"AP001880.1"	"chr11"	63265836	63266256
"33417"	"ENSG00000149742"	"SLC22A9"	"chr11"	63369789	63410294
"33418"	"ENSG00000168004"	"PLAAT5"	"chr11"	63461404	63491194
"33419"	"ENSG00000275598"	"AP000484.1"	"chr11"	63469376	63470944
"33420"	"ENSG00000287412"	"AP001591.1"	"chr11"	63495484	63500610
"33421"	"ENSG00000133317"	"LGALS12"	"chr11"	63506084	63516774
"33422"	"ENSG00000133321"	"PLAAT4"	"chr11"	63536808	63546462
"33423"	"ENSG00000133328"	"PLAAT2"	"chr11"	63552770	63563379
"33424"	"ENSG00000176485"	"PLAAT3"	"chr11"	63573195	63616883
"33425"	"ENSG00000203520"	"AP000753.1"	"chr11"	63616308	63621671
"33426"	"ENSG00000184743"	"ATL3"	"chr11"	63624087	63671921
"33427"	"ENSG00000270269"	"IMMP1LP1"	"chr11"	63632233	63632720
"33428"	"ENSG00000256789"	"AP000753.2"	"chr11"	63637677	63658962
"33429"	"ENSG00000133318"	"RTN3"	"chr11"	63681446	63759891
"33430"	"ENSG00000271100"	"AP000753.3"	"chr11"	63698596	63698764
"33431"	"ENSG00000188070"	"C11orf95"	"chr11"	63759892	63768775
"33432"	"ENSG00000264519"	"RN7SL596P"	"chr11"	63797784	63798071
"33433"	"ENSG00000168005"	"SPINDOC"	"chr11"	63813456	63827716
"33434"	"ENSG00000256280"	"AP006289.1"	"chr11"	63834667	63834943
"33435"	"ENSG00000072518"	"MARK2"	"chr11"	63838928	63911019
"33436"	"ENSG00000202089"	"RNU6-1306P"	"chr11"	63882587	63882685
"33437"	"ENSG00000167771"	"RCOR2"	"chr11"	63911230	63917164
"33438"	"ENSG00000110583"	"NAA40"	"chr11"	63938959	63957319
"33439"	"ENSG00000207200"	"RNU6-45P"	"chr11"	63970470	63970576
"33440"	"ENSG00000176340"	"COX8A"	"chr11"	63974620	63976543
"33441"	"ENSG00000256100"	"AP000721.1"	"chr11"	63974620	63988346
"33442"	"ENSG00000167770"	"OTUB1"	"chr11"	63985853	64001811
"33443"	"ENSG00000133315"	"MACROD1"	"chr11"	63998558	64166113
"33444"	"ENSG00000256824"	"AP000721.2"	"chr11"	64035970	64103653
"33445"	"ENSG00000256481"	"AP006333.2"	"chr11"	64081690	64087175
"33446"	"ENSG00000126500"	"FLRT1"	"chr11"	64103188	64119173
"33447"	"ENSG00000256341"	"AP006333.1"	"chr11"	64118272	64119210
"33448"	"ENSG00000168439"	"STIP1"	"chr11"	64185272	64204543
"33449"	"ENSG00000149781"	"FERMT3"	"chr11"	64206678	64223886
"33450"	"ENSG00000149743"	"TRPT1"	"chr11"	64223799	64226254
"33451"	"ENSG00000149761"	"NUDT22"	"chr11"	64225941	64230686
"33452"	"ENSG00000256116"	"AP001453.1"	"chr11"	64229214	64234352
"33453"	"ENSG00000110011"	"DNAJC4"	"chr11"	64230278	64234286
"33454"	"ENSG00000173511"	"VEGFB"	"chr11"	64234538	64238793
"33455"	"ENSG00000173486"	"FKBP2"	"chr11"	64241003	64244134
"33456"	"ENSG00000286264"	"AP001453.5"	"chr11"	64241144	64244134
"33457"	"ENSG00000173457"	"PPP1R14B"	"chr11"	64244479	64246943
"33458"	"ENSG00000256940"	"AP001453.2"	"chr11"	64245961	64248218
"33459"	"ENSG00000257086"	"AP001453.4"	"chr11"	64246939	64249494
"33460"	"ENSG00000149782"	"PLCB3"	"chr11"	64251523	64269150
"33461"	"ENSG00000002330"	"BAD"	"chr11"	64269830	64284704
"33462"	"ENSG00000173264"	"GPR137"	"chr11"	64270062	64289500
"33463"	"ENSG00000182450"	"KCNK4"	"chr11"	64291302	64300031
"33464"	"ENSG00000257069"	"AP001453.3"	"chr11"	64291722	64304769
"33465"	"ENSG00000207024"	"RF00019"	"chr11"	64296037	64296138
"33466"	"ENSG00000219435"	"CATSPERZ"	"chr11"	64300358	64304770
"33467"	"ENSG00000173153"	"ESRRA"	"chr11"	64305524	64316743
"33468"	"ENSG00000173113"	"TRMT112"	"chr11"	64316460	64318084
"33469"	"ENSG00000126432"	"PRDX5"	"chr11"	64318121	64321811
"33470"	"ENSG00000236935"	"AP003774.4"	"chr11"	64325050	64329504
"33471"	"ENSG00000168071"	"CCDC88B"	"chr11"	64340204	64357534
"33472"	"ENSG00000278359"	"MIR7155"	"chr11"	64341849	64341904
"33473"	"ENSG00000162302"	"RPS6KA4"	"chr11"	64359148	64372215
"33474"	"ENSG00000221273"	"MIR1237"	"chr11"	64368602	64368703
"33475"	"ENSG00000231680"	"AP003774.3"	"chr11"	64394342	64395831
"33476"	"ENSG00000231492"	"AP003774.2"	"chr11"	64420311	64432670
"33477"	"ENSG00000181908"	"AP003774.1"	"chr11"	64449074	64451657
"33478"	"ENSG00000286816"	"AP005273.2"	"chr11"	64486136	64490674
"33479"	"ENSG00000232500"	"AP005273.1"	"chr11"	64500846	64505386
"33480"	"ENSG00000237363"	"AP006288.1"	"chr11"	64531044	64532970
"33481"	"ENSG00000168065"	"SLC22A11"	"chr11"	64555626	64572875
"33482"	"ENSG00000197891"	"SLC22A12"	"chr11"	64590641	64602353
"33483"	"ENSG00000110076"	"NRXN2"	"chr11"	64606174	64723188
"33484"	"ENSG00000237410"	"AP001092.1"	"chr11"	64646399	64659681
"33485"	"ENSG00000068831"	"RASGRP2"	"chr11"	64726911	64745456
"33486"	"ENSG00000068976"	"PYGM"	"chr11"	64746389	64759974
"33487"	"ENSG00000168066"	"SF1"	"chr11"	64764606	64778786
"33488"	"ENSG00000269038"	"AP001462.1"	"chr11"	64778954	64779405
"33489"	"ENSG00000168067"	"MAP4K2"	"chr11"	64784918	64803241
"33490"	"ENSG00000133895"	"MEN1"	"chr11"	64803510	64811294
"33491"	"ENSG00000171219"	"CDC42BPG"	"chr11"	64823052	64844653
"33492"	"ENSG00000110047"	"EHD1"	"chr11"	64851642	64888296
"33493"	"ENSG00000230835"	"AP001187.1"	"chr11"	64881535	64881945
"33494"	"ENSG00000229719"	"MIR194-2HG"	"chr11"	64889560	64893449
"33495"	"ENSG00000283926"	"MIR192"	"chr11"	64891137	64891246
"33496"	"ENSG00000284155"	"MIR194-2"	"chr11"	64891355	64891439
"33497"	"ENSG00000110046"	"ATG2A"	"chr11"	64894546	64917211
"33498"	"ENSG00000274986"	"MIR6750"	"chr11"	64898363	64898437
"33499"	"ENSG00000274314"	"MIR6749"	"chr11"	64902387	64902455
"33500"	"ENSG00000068971"	"PPP2R5B"	"chr11"	64917553	64934475
"33501"	"ENSG00000149735"	"GPHA2"	"chr11"	64934471	64935893
"33502"	"ENSG00000168070"	"MAJIN"	"chr11"	64937517	64972108
"33503"	"ENSG00000168062"	"BATF2"	"chr11"	64987945	64997018
"33504"	"ENSG00000213465"	"ARL2"	"chr11"	65014160	65022184
"33505"	"ENSG00000273003"	"ARL2-SNX15"	"chr11"	65014182	65040570
"33506"	"ENSG00000278851"	"MIR6879"	"chr11"	65018505	65018570
"33507"	"ENSG00000270775"	"AP000436.1"	"chr11"	65025390	65026515
"33508"	"ENSG00000110025"	"SNX15"	"chr11"	65027439	65040572
"33509"	"ENSG00000168061"	"SAC3D1"	"chr11"	65040901	65044828
"33510"	"ENSG00000168060"	"NAALADL1"	"chr11"	65044818	65058553
"33511"	"ENSG00000146670"	"CDCA5"	"chr11"	65066300	65084164
"33512"	"ENSG00000162300"	"ZFPL1"	"chr11"	65084210	65088398
"33513"	"ENSG00000187066"	"TMEM262"	"chr11"	65084979	65089375
"33514"	"ENSG00000149823"	"VPS51"	"chr11"	65089324	65111862
"33515"	"ENSG00000254501"	"AP003068.1"	"chr11"	65110714	65111695
"33516"	"ENSG00000149809"	"TM7SF2"	"chr11"	65111845	65116384
"33517"	"ENSG00000174276"	"ZNHIT2"	"chr11"	65116403	65117708
"33518"	"ENSG00000255173"	"AP003068.3"	"chr11"	65117157	65117458
"33519"	"ENSG00000278952"	"AP003068.4"	"chr11"	65118310	65119111
"33520"	"ENSG00000149806"	"FAU"	"chr11"	65120630	65122177
"33521"	"ENSG00000162298"	"SYVN1"	"chr11"	65121780	65134533
"33522"	"ENSG00000149792"	"MRPL49"	"chr11"	65122183	65127371
"33523"	"ENSG00000284489"	"MIR6751"	"chr11"	65129916	65129978
"33524"	"ENSG00000254455"	"HIGD1AP10"	"chr11"	65145691	65145972
"33525"	"ENSG00000222477"	"RNU2-23P"	"chr11"	65147584	65147778
"33526"	"ENSG00000255058"	"PDCL2P2"	"chr11"	65160194	65160382
"33527"	"ENSG00000204710"	"SPDYC"	"chr11"	65170154	65173244
"33528"	"ENSG00000255200"	"PGAM1P8"	"chr11"	65174117	65176470
"33529"	"ENSG00000254614"	"AP003068.2"	"chr11"	65177606	65181834
"33530"	"ENSG00000014216"	"CAPN1"	"chr11"	65180566	65212006
"33531"	"ENSG00000197847"	"SLC22A20P"	"chr11"	65213840	65242757
"33532"	"ENSG00000287821"	"AP000944.3"	"chr11"	65260996	65261748
"33533"	"ENSG00000014138"	"POLA2"	"chr11"	65261920	65305589
"33534"	"ENSG00000285816"	"AP000944.2"	"chr11"	65261928	65326543
"33535"	"ENSG00000287917"	"AP000944.4"	"chr11"	65305406	65314244
"33536"	"ENSG00000149798"	"CDC42EP2"	"chr11"	65314866	65322417
"33537"	"ENSG00000133884"	"DPF2"	"chr11"	65333852	65354262
"33538"	"ENSG00000173825"	"TIGD3"	"chr11"	65354751	65357613
"33539"	"ENSG00000255478"	"AP000944.1"	"chr11"	65367438	65375299
"33540"	"ENSG00000162241"	"SLC25A45"	"chr11"	65375192	65383701
"33541"	"ENSG00000126391"	"FRMD8"	"chr11"	65386621	65413525
"33542"	"ENSG00000245532"	"NEAT1"	"chr11"	65422774	65445540
"33543"	"ENSG00000278144"	"RF01955"	"chr11"	65423273	65423392
"33544"	"ENSG00000278050"	"RF01956"	"chr11"	65423638	65423742
"33545"	"ENSG00000277599"	"RF01957"	"chr11"	65423960	65424118
"33546"	"ENSG00000283791"	"MIR612"	"chr11"	65444458	65444557
"33547"	"ENSG00000275948"	"RF01684"	"chr11"	65445541	65445598
"33548"	"ENSG00000173727"	"AP000769.1"	"chr11"	65455258	65466720
"33549"	"ENSG00000279243"	"AP000769.3"	"chr11"	65487241	65488714
"33550"	"ENSG00000286756"	"AP000769.4"	"chr11"	65487884	65488896
"33551"	"ENSG00000251562"	"MALAT1"	"chr11"	65497688	65506516
"33552"	"ENSG00000270117"	"AP000769.2"	"chr11"	65498010	65498405
"33553"	"ENSG00000278217"	"RF01871"	"chr11"	65502914	65503008
"33554"	"ENSG00000274072"	"RF01684"	"chr11"	65506117	65506173
"33555"	"ENSG00000270526"	"SNRPGP19"	"chr11"	65514403	65514923
"33556"	"ENSG00000142186"	"SCYL1"	"chr11"	65525077	65538704
"33557"	"ENSG00000168056"	"LTBP3"	"chr11"	65538805	65558930
"33558"	"ENSG00000279093"	"AP001362.1"	"chr11"	65561484	65561607
"33559"	"ENSG00000260233"	"SSSCA1-AS1"	"chr11"	65568482	65570423
"33560"	"ENSG00000173465"	"ZNRD2"	"chr11"	65570430	65573942
"33561"	"ENSG00000176973"	"FAM89B"	"chr11"	65572349	65574198
"33562"	"ENSG00000173442"	"EHBP1L1"	"chr11"	65576046	65592650
"33563"	"ENSG00000173338"	"KCNK7"	"chr11"	65592855	65595996
"33564"	"ENSG00000173327"	"MAP3K11"	"chr11"	65597756	65615382
"33565"	"ENSG00000197136"	"PCNX3"	"chr11"	65615773	65637439
"33566"	"ENSG00000266041"	"MIR4690"	"chr11"	65636310	65636369
"33567"	"ENSG00000213445"	"SIPA1"	"chr11"	65638101	65650918
"33568"	"ENSG00000265874"	"MIR4489"	"chr11"	65649192	65649253
"33569"	"ENSG00000173039"	"RELA"	"chr11"	65653597	65663090
"33570"	"ENSG00000285533"	"RELA-DT"	"chr11"	65663006	65671716
"33571"	"ENSG00000239356"	"RN7SL309P"	"chr11"	65695552	65695837
"33572"	"ENSG00000172977"	"KAT5"	"chr11"	65711996	65719604
"33573"	"ENSG00000172922"	"RNASEH2C"	"chr11"	65714005	65720947
"33574"	"ENSG00000214659"	"KRT8P26"	"chr11"	65726939	65728214
"33575"	"ENSG00000255557"	"AP001266.2"	"chr11"	65745729	65771585
"33576"	"ENSG00000254470"	"AP5B1"	"chr11"	65775893	65780802
"33577"	"ENSG00000172818"	"OVOL1"	"chr11"	65787063	65797214
"33578"	"ENSG00000255120"	"OVOL1-AS1"	"chr11"	65789051	65790868
"33579"	"ENSG00000255404"	"AP001266.1"	"chr11"	65795946	65797219
"33580"	"ENSG00000172757"	"CFL1"	"chr11"	65823022	65862026
"33581"	"ENSG00000172803"	"SNX32"	"chr11"	65833834	65856896
"33582"	"ENSG00000172732"	"MUS81"	"chr11"	65857126	65867653
"33583"	"ENSG00000172638"	"EFEMP2"	"chr11"	65866441	65873592
"33584"	"ENSG00000172543"	"CTSW"	"chr11"	65879837	65883741
"33585"	"ENSG00000172500"	"FIBP"	"chr11"	65883741	65888539
"33586"	"ENSG00000175602"	"CCDC85B"	"chr11"	65890112	65891635
"33587"	"ENSG00000175592"	"FOSL1"	"chr11"	65892049	65900573
"33588"	"ENSG00000175573"	"C11orf68"	"chr11"	65916810	65919062
"33589"	"ENSG00000175550"	"DRAP1"	"chr11"	65919274	65921563
"33590"	"ENSG00000175513"	"TSGA10IP"	"chr11"	65945445	65959963
"33591"	"ENSG00000175467"	"SART1"	"chr11"	65961728	65980137
"33592"	"ENSG00000254867"	"AP006287.1"	"chr11"	65983679	65984331
"33593"	"ENSG00000175376"	"EIF1AD"	"chr11"	65996545	66002176
"33594"	"ENSG00000175334"	"BANF1"	"chr11"	66002228	66004149
"33595"	"ENSG00000175315"	"CST6"	"chr11"	66012008	66013505
"33596"	"ENSG00000175294"	"CATSPER1"	"chr11"	66016752	66026517
"33597"	"ENSG00000175229"	"GAL3ST3"	"chr11"	66040765	66049161
"33598"	"ENSG00000286459"	"AP006287.3"	"chr11"	66043298	66044381
"33599"	"ENSG00000087365"	"SF3B2"	"chr11"	66050729	66069308
"33600"	"ENSG00000255038"	"AP006287.2"	"chr11"	66067277	66069619
"33601"	"ENSG00000175115"	"PACS1"	"chr11"	66070272	66244744
"33602"	"ENSG00000255320"	"AP000759.1"	"chr11"	66244840	66246239
"33603"	"ENSG00000174996"	"KLC2"	"chr11"	66257294	66267860
"33604"	"ENSG00000254461"	"AP001107.4"	"chr11"	66259567	66261834
"33605"	"ENSG00000254855"	"AP001107.8"	"chr11"	66264777	66265666
"33606"	"ENSG00000254762"	"AP001107.7"	"chr11"	66267635	66268129
"33607"	"ENSG00000174903"	"RAB1B"	"chr11"	66268590	66277492
"33608"	"ENSG00000245156"	"AP001107.1"	"chr11"	66269832	66278525
"33609"	"ENSG00000254452"	"AP001107.2"	"chr11"	66276779	66277492
"33610"	"ENSG00000174871"	"CNIH2"	"chr11"	66278175	66285301
"33611"	"ENSG00000174851"	"YIF1A"	"chr11"	66284580	66289145
"33612"	"ENSG00000179292"	"TMEM151A"	"chr11"	66291894	66296664
"33613"	"ENSG00000254458"	"AP001107.3"	"chr11"	66312853	66319237
"33614"	"ENSG00000174807"	"CD248"	"chr11"	66314494	66317044
"33615"	"ENSG00000174791"	"RIN1"	"chr11"	66330241	66336840
"33616"	"ENSG00000254756"	"AP001107.6"	"chr11"	66334494	66339875
"33617"	"ENSG00000174744"	"BRMS1"	"chr11"	66337333	66345125
"33618"	"ENSG00000174684"	"B4GAT1"	"chr11"	66345374	66347629
"33619"	"ENSG00000255468"	"AP001107.9"	"chr11"	66347950	66364804
"33620"	"ENSG00000174669"	"SLC29A2"	"chr11"	66362521	66372214
"33621"	"ENSG00000276918"	"RF00017"	"chr11"	66374138	66374435
"33622"	"ENSG00000254736"	"BRD9P1"	"chr11"	66389609	66390168
"33623"	"ENSG00000202317"	"RNU1-84P"	"chr11"	66393449	66393612
"33624"	"ENSG00000254510"	"AP001107.5"	"chr11"	66409158	66417137
"33625"	"ENSG00000174576"	"NPAS4"	"chr11"	66421004	66426707
"33626"	"ENSG00000201733"	"RF00416"	"chr11"	66432763	66432902
"33627"	"ENSG00000174547"	"MRPL11"	"chr11"	66435075	66466738
"33628"	"ENSG00000254596"	"AP002748.2"	"chr11"	66454234	66454581
"33629"	"ENSG00000174516"	"PELI3"	"chr11"	66466327	66477337
"33630"	"ENSG00000255517"	"AP002748.3"	"chr11"	66473490	66480233
"33631"	"ENSG00000254986"	"DPP3"	"chr11"	66480013	66509657
"33632"	"ENSG00000256349"	"AP002748.4"	"chr11"	66509079	66533613
"33633"	"ENSG00000174483"	"BBS1"	"chr11"	66510606	66533613
"33634"	"ENSG00000286688"	"AP002748.5"	"chr11"	66514306	66519720
"33635"	"ENSG00000174165"	"ZDHHC24"	"chr11"	66520637	66546235
"33636"	"ENSG00000248746"	"ACTN3"	"chr11"	66546395	66563334
"33637"	"ENSG00000250105"	"AP002748.1"	"chr11"	66558866	66560384
"33638"	"ENSG00000174080"	"CTSF"	"chr11"	66563464	66568841
"33639"	"ENSG00000182791"	"CCDC87"	"chr11"	66590176	66593063
"33640"	"ENSG00000173992"	"CCS"	"chr11"	66593153	66606019
"33641"	"ENSG00000199325"	"RNU4-39P"	"chr11"	66614964	66615090
"33642"	"ENSG00000239306"	"RBM14"	"chr11"	66616582	66627347
"33643"	"ENSG00000248643"	"RBM14-RBM4"	"chr11"	66616626	66646469
"33644"	"ENSG00000173933"	"RBM4"	"chr11"	66638617	66668374
"33645"	"ENSG00000173914"	"RBM4B"	"chr11"	66664998	66677887
"33646"	"ENSG00000173898"	"SPTBN2"	"chr11"	66685248	66729226
"33647"	"ENSG00000239553"	"RN7SL12P"	"chr11"	66712720	66713009
"33648"	"ENSG00000173715"	"C11orf80"	"chr11"	66744451	66843328
"33649"	"ENSG00000213409"	"C1QBPP2"	"chr11"	66761575	66762399
"33650"	"ENSG00000254984"	"FTLP6"	"chr11"	66771246	66771667
"33651"	"ENSG00000173653"	"RCE1"	"chr11"	66842835	66846546
"33652"	"ENSG00000173599"	"PC"	"chr11"	66848417	66958439
"33653"	"ENSG00000173621"	"LRFN4"	"chr11"	66856647	66860475
"33654"	"ENSG00000239099"	"RNU7-23P"	"chr11"	66919762	66919823
"33655"	"ENSG00000266423"	"MIR3163"	"chr11"	66934434	66934506
"33656"	"ENSG00000173237"	"C11orf86"	"chr11"	66975277	66977004
"33657"	"ENSG00000173227"	"SYT12"	"chr11"	67006778	67050863
"33658"	"ENSG00000283326"	"MIR6860"	"chr11"	67045643	67045708
"33659"	"ENSG00000173156"	"RHOD"	"chr11"	67056847	67072017
"33660"	"ENSG00000173120"	"KDM2A"	"chr11"	67119263	67258082
"33661"	"ENSG00000179038"	"AP001885.1"	"chr11"	67195569	67197167
"33662"	"ENSG00000287934"	"AP001885.3"	"chr11"	67252336	67261545
"33663"	"ENSG00000173020"	"GRK2"	"chr11"	67266473	67286556
"33664"	"ENSG00000172932"	"ANKRD13D"	"chr11"	67288547	67302485
"33665"	"ENSG00000172830"	"SSH3"	"chr11"	67303478	67312607
"33666"	"ENSG00000287851"	"AP001885.2"	"chr11"	67316539	67317431
"33667"	"ENSG00000172613"	"RAD9A"	"chr11"	67317871	67398410
"33668"	"ENSG00000175482"	"POLD4"	"chr11"	67350772	67356972
"33669"	"ENSG00000256514"	"AP003419.1"	"chr11"	67351572	67373584
"33670"	"ENSG00000274251"	"AP003419.2"	"chr11"	67353629	67354348
"33671"	"ENSG00000201684"	"RN7SKP239"	"chr11"	67362414	67362708
"33672"	"ENSG00000175505"	"CLCF1"	"chr11"	67364168	67374177
"33673"	"ENSG00000275484"	"AP003419.3"	"chr11"	67374416	67374932
"33674"	"ENSG00000253024"	"RNU6-1238P"	"chr11"	67395210	67395311
"33675"	"ENSG00000172531"	"PPP1CA"	"chr11"	67398183	67421183
"33676"	"ENSG00000175463"	"TBC1D10C"	"chr11"	67403915	67410089
"33677"	"ENSG00000172508"	"CARNS1"	"chr11"	67414968	67425607
