""	"Chr"	"Start"	"End"	"Strand"	"Length"	"X15644_S1_L001.bam"	"X15645_S2_L001.bam"	"X15646_S3_L001.bam"	"X15647_S4_L001.bam"	"X15650_S7_L001.bam"	"X15651_S1_L001.bam"	"X15652_S2_L001.bam"	"X15653_S3_L001.bam"	"X15654_S8_L001.bam"	"X15655_S9_L001.bam"	"X15656_S10_L001.bam"	"mean"	"sd"
"chr6-103"	"chr6"	103000001	104000000	"."	1000000	127.253668058993	106.549700690244	134.453043126855	119.91195726091	165.185184066726	166.579632285893	174.281775341549	164.035044180509	174.776241431788	231.911573567983	160.897154796605	156.894088618914	34.2982308309267
"chr6-104"	"chr6"	104000001	105000000	"."	1000000	206.74056335684	172.550122575293	201.490194207005	186.976810315111	233.735525535002	251.634743183314	233.916069681903	255.737292126439	276.300675792899	290.934667583164	299.22356643537	237.203657344758	42.1223488534382
"chr6-105"	"chr6"	105000001	106000000	"."	1000000	294.810550635205	276.080196120469	268.148604320601	283.013679888726	390.163176991244	330.912525793364	234.796280668476	343.807767876491	355.978079975038	333.726410744171	401.114349833621	319.32287480431	52.4840754143355
"chr6-106"	"chr6"	106000001	107000000	"."	1000000	364.221642303747	356.747378424419	340.866869899069	351.151570591794	438.480598290469	375.526338679181	285.188359649808	398.284350814667	376.539990731719	380.453026839522	399.502153893776	369.723843647106	38.9201117750803
"chr6-107"	"chr6"	107000001	108000000	"."	1000000	377.656047142819	404.630037439063	471.153762393825	391.658741836531	451.163921381516	488.826165648199	414.57937467611	456.998001314702	424.60345712546	404.800053120785	420.78314029974	427.89570021625	34.8177072454972
"chr6-108"	"chr6"	108000001	109000000	"."	1000000	404.898034733161	413.257543567827	416.993804176528	362.150206492683	452.069873030876	430.731920091847	376.290196760163	390.41551105693	412.52333455591	386.847195357834	430.778755126783	406.996034086413	26.400116980384
"chr6-109"	"chr6"	109000001	110000000	"."	1000000	320.186648664564	309.727470022652	301.477809377399	324.59388878233	365.098514692271	340.220443589685	315.99574417988	327.162145312048	373.712728002675	376.764083463574	400.147032269714	341.371500759708	32.3827445357361
"chr6-110"	"chr6"	110000001	111000000	"."	1000000	396.688120664839	332.15898595744	401.465424547793	354.370683538395	420.05958142014	392.216398176033	368.588350627645	411.903496549211	428.972863161255	377.01001302197	389.828978254701	388.478445083584	28.809924351078
"chr6-111"	"chr6"	111000001	112000000	"."	1000000	351.906771201263	340.786492086204	351.471616962596	347.932457645192	428.515130147504	414.041860594994	330.739278204986	392.23139715487	395.816782066107	352.662986740708	398.534836329868	373.149055375845	33.2906138644795
"chr6-112"	"chr6"	112000001	113000000	"."	1000000	201.516072586089	184.628631155564	170.812175916089	185.903772666244	231.621638353161	194.82434835749	185.064359927075	239.091669561996	257.537932227428	266.587641301902	275.685505713622	217.57034070606	37.608636385968
"chr6-113"	"chr6"	113000001	114000000	"."	1000000	211.96505412759	193.256137284329	220.805983501286	202.535856223685	275.409301405584	277.95368315912	204.649054378334	268.145847129024	280.156034059777	307.411947995736	281.166971909098	247.586897379415	40.8626042220478
"chr6-114"	"chr6"	114000001	115000000	"."	1000000	167.930060488408	156.15786093064	156.420019187017	155.590459085745	179.378426573374	164.332893507471	185.064359927075	189.760097234648	214.357919638398	287.245724207215	228.286945082158	189.502251442013	40.3153128447634
"chr6-115"	"chr6"	115000001	116000000	"."	1000000	132.85133674194	152.275483172696	131.423115394419	144.323563772639	159.749474170564	172.356960573265	193.646417046166	193.391869430526	200.735653762097	275.932964520972	213.454742435577	179.103780092806	42.663473032677
"chr6-116"	"chr6"	116000001	117000000	"."	1000000	194.798870166553	200.15814218734	191.264188110033	192.610257971664	232.225606119401	232.376982225408	216.75195544372	237.578431147047	266.276744299017	302.247427269407	275.040627337684	231.029930207025	37.1810991468903
"chr6-117"	"chr6"	117000001	118000000	"."	1000000	216.070011161751	202.74639402597	205.277603872551	184.830735017376	269.067639860061	245.215489530679	242.938232294281	287.817946523365	298.918777625248	300.771849919028	306.639667758661	250.935849780815	44.347548811554
"chr6-118"	"chr6"	118000001	119000000	"."	1000000	233.609373034985	226.903411186511	221.184724467841	223.728349788813	320.404899990488	293.359891925445	246.679128987218	261.790245786236	326.420333262309	329.299678693032	343.720174375113	275.190928317999	48.2090851637665
"chr6-119"	"chr6"	119000001	120000000	"."	1000000	139.19536124928	181.177628704058	163.237356584999	170.612986169886	223.166089625797	207.983818345392	162.398927022807	229.104296023331	252.654478422716	287.983512882405	249.89037067609	206.127711427887	46.6020262327792
"chr6-120"	"chr6"	120000001	121000000	"."	1000000	143.300318283441	114.74583151257	135.210525059964	114.010250192141	151.897893209439	149.568610106409	184.404201687144	187.641563453719	162.439094977779	247.896994863761	152.191296721438	158.482416369801	37.891881038407
"chr6-121"	"chr6"	121000001	122000000	"."	1000000	184.349888625052	197.138515042273	208.686272571541	183.757697368509	249.13670357413	242.968750752256	255.041133359666	254.526701394479	275.786628023982	314.052046072443	271.816235457993	239.750961112939	41.6933092791642
"chr6-122"	"chr6"	122000001	123000000	"."	1000000	158.973790595693	167.804994204473	173.842103648525	167.930392047718	210.18078265163	225.315803207508	216.09179720379	221.235456265594	233.634710972787	284.294569506456	269.881600330178	211.74418187585	41.8209453832041
"chr6-123"	"chr6"	123000001	124000000	"."	1000000	124.268244761422	114.314456206132	130.66563346131	119.91195726091	166.695103482327	155.345938393781	140.39365235847	167.666816376387	173.491122009495	248.634783538951	209.907911367916	159.2086926561	41.0648318139179
"chr6-124"	"chr6"	124000001	125000000	"."	1000000	161.959213893264	157.451986849955	143.921567290718	158.273053207913	176.962555508413	183.590654465377	160.198399556374	194.299812479496	236.204949817372	267.325429977092	243.119147728738	189.391524615883	41.2611792167606
"chr6-125"	"chr6"	125000001	126000000	"."	1000000	238.087507981343	261.844811008008	242.772959561448	233.117429216401	321.008867756728	287.903526320705	232.155647708756	291.752366402233	320.508783919763	315.281693864426	358.874816209663	282.118946359043	43.473090344678
"chr6-126"	"chr6"	126000001	127000000	"."	1000000	146.285741581013	155.726485624202	146.951495023154	140.567932001604	176.056603859052	178.776214225901	185.724518167005	183.40449589186	200.735653762097	279.375978338525	203.136688420564	181.521982444998	39.0509066944103
"chr6-127"	"chr6"	127000001	128000000	"."	1000000	157.854256859103	157.451986849955	205.277603872551	143.250526123772	212.294669833471	201.885527375389	197.82741923239	211.550730409918	234.405782626162	271.01437335304	216.03425593933	200.804284770462	36.8843970077193
"chr6-128"	"chr6"	128000001	129000000	"."	1000000	144.793029932227	121.647836415582	156.420019187017	147.274417307024	170.016926196649	163.049042776943	169.000509422108	183.10184820887	177.089456391914	258.717895433211	223.127918074651	174.021718122382	38.0275547588689
"chr6-129"	"chr6"	129000001	130000000	"."	1000000	188.454845659213	177.726626252552	187.855519411043	164.711279101116	232.527590002522	224.994840524877	209.270162057845	228.499000657351	268.589959259144	301.509638594218	272.7835530219	223.356637685616	43.4838684698432
"chr6-130"	"chr6"	130000001	131000000	"."	1000000	214.577299512966	253.648680185681	197.70278454146	207.901044468021	288.092624496631	269.608653410694	202.228474165257	308.095341283686	358.805342704081	329.299678693032	342.107978435267	270.187991081525	59.4944977101065
"chr6-131"	"chr6"	131000001	132000000	"."	1000000	261.224538537523	249.766302427737	249.969037925984	220.240977429994	339.429884627057	292.076041194918	241.837968561064	321.71448701823	349.552482863575	333.234551627377	380.478241803596	294.502228547005	52.9789169258611
"chr6-132"	"chr6"	132000001	133000000	"."	1000000	208.233275005626	202.74639402597	208.686272571541	189.659404437279	251.854558522212	239.759123925938	199.14773571225	227.893705291371	303.031159776585	289.705019791181	292.129904300049	237.531504850909	41.1846505099911
"chr6-133"	"chr6"	133000001	134000000	"."	1000000	173.154551259158	183.334505236249	171.569657849198	183.221178544076	223.770057392037	230.130243446985	199.587841205537	217.906331752705	286.58163117124	291.918385816751	261.49818144298	220.242960465174	43.7055222188993
"chr6-134"	"chr6"	134000001	135000000	"."	1000000	332.128341854851	333.021736570316	397.299273915693	358.394574721647	443.010356537272	414.362823277626	339.321335324077	407.363781304363	405.069641906613	366.92690112771	397.88995795393	381.344429499464	37.308058334803
"chr6-135"	"chr6"	135000001	136000000	"."	1000000	222.787213581288	200.15814218734	212.852423203641	208.705822704672	276.013269171824	258.695922201213	227.754592775888	259.369064322317	306.629494159004	342.088015729655	285.036242164728	254.553654745597	45.0903446957294
"chr6-136"	"chr6"	136000001	137000000	"."	1000000	291.07877151324	278.668447959099	312.082556440926	280.599345178775	375.063982835236	351.775100164429	292.230047542396	342.294529461541	361.889629317584	355.860070999863	361.131890525447	327.515851994412	36.8522692315541
"chr6-137"	"chr6"	137000001	138000000	"."	1000000	276.151655025382	270.903692443211	236.334363130021	283.013679888726	373.554063419635	325.135197505992	231.715542215469	301.739739940899	397.358925372858	349.219972923156	393.375809322362	312.591149198883	59.4486835522292
"chr6-138"	"chr6"	138000001	139000000	"."	1000000	364.221642303747	323.531479828675	358.667695327132	325.398667018981	401.63856454981	421.424002295525	336.900755111	395.560521667758	400.700235870819	362.746098634968	405.950937653159	372.430963660143	34.5359637691874
"chr6-139"	"chr6"	139000001	140000000	"."	1000000	304.886354264509	305.845092264707	320.79359867168	287.305830484195	364.19256304291	378.415002822867	303.012632127921	359.545447391964	374.226775771592	354.630423207881	325.663579848841	334.410663627188	32.5631333723425
"chr6-140"	"chr6"	140000001	141000000	"."	1000000	147.032097405406	131.569468463661	134.83178409341	133.324927871751	182.096281521455	177.492363495373	158.217924836583	156.771499788752	184.029101272294	273.473668937006	194.430830345397	170.297268002826	40.7456377371273
"chr6-141"	"chr6"	141000001	142000000	"."	1000000	129.492735532172	138.040098060235	143.542826324164	114.546769016574	180.586362105854	171.715035208001	167.680192942248	158.587385886691	199.964582108722	227.976700633638	187.982046586014	165.464975854938	33.2328985478862
"chr6-142"	"chr6"	142000001	143000000	"."	1000000	211.218698303197	190.236510139261	193.53663390936	192.07373914723	227.997831755719	203.490340788548	202.888632405188	250.894929198601	286.58163117124	313.806116514047	291.162586736142	233.080695460776	45.2124500709737
"chr6-143"	"chr6"	143000001	144000000	"."	1000000	266.075851396077	266.589939378828	250.726519859093	259.138592201431	319.498948341127	315.82727970967	262.302873998897	317.174771773382	365.744987584461	334.218269860964	350.168958134496	300.678817476221	40.885837872729
"chr6-144"	"chr6"	144000001	145000000	"."	1000000	273.16623172781	222.15828281569	255.271411457747	218.09490213226	322.518787172329	298.816257530186	268.464350904912	320.201248603281	334.645097564981	331.758974276998	303.092836691	286.198943716109	41.8603398763916
"chr6-145"	"chr6"	145000001	146000000	"."	1000000	169.422772137194	183.765880542687	139.755416658618	147.006157894807	235.245444950603	209.588631758551	204.208948885048	223.353990046523	266.276744299017	300.034061243838	287.615755668481	215.115800371397	53.9408539305573
"chr6-146"	"chr6"	146000001	147000000	"."	1000000	149.271164878585	163.49124114009	134.074302160301	153.712643200227	192.363733547541	194.82434835749	172.741406115046	213.063968824867	261.136266609847	291.180597141561	280.199654345191	200.55084784734	54.6571226456689
"chr6-147"	"chr6"	147000001	148000000	"."	1000000	212.711409951983	222.15828281569	208.686272571541	212.461454475707	253.062494054692	244.252601482783	209.490214804489	281.462345180578	295.320443242829	298.558483893458	306.639667758661	249.527606384765	39.4618374415282
"chr6-148"	"chr6"	148000001	149000000	"."	1000000	352.653127025656	333.021736570316	353.365321795369	350.078532942926	415.529823173337	391.253510128138	315.555638686593	407.061133621373	396.330829835024	380.698956397919	410.142647096758	373.244659752128	33.9229750018945
"chr6-149"	"chr6"	149000001	150000000	"."	1000000	419.078795396627	380.90439558496	466.230129828616	435.116766615653	475.020648148008	439.397912522905	399.175682411074	452.155638386864	420.491074974124	388.076843149817	424.3299713674	427.270714398732	30.3691060763611
"chr6-150"	"chr6"	150000001	151000000	"."	1000000	443.335359689397	428.355679293166	441.233226036018	452.821887821962	467.169067186884	451.273531780281	365.507612174638	451.550343020884	430.772030352465	391.273927408972	450.76998478087	434.00569541323	30.0674958469445
"chr6-151"	"chr6"	151000001	152000000	"."	1000000	344.443212957334	388.669151100848	448.808045367108	346.054641759674	424.287355783822	443.570427397118	367.928192387715	417.956450209008	426.145600432211	384.141970215471	407.240694405035	399.931431092304	36.5157635838394
"chr6-152"	"chr6"	152000001	153000000	"."	1000000	234.728906771574	236.82504323459	219.669760601622	213.802751536791	296.548173223995	281.805235350701	234.136122428546	285.094117376456	345.954148481156	336.67756544493	315.990404209766	272.839293514557	47.5767599821153
"chr6-153"	"chr6"	153000001	154000000	"."	1000000	204.128317971465	201.020892800217	151.117645655254	179.197287360824	241.889090379246	196.429161770648	181.543515980781	240.907555659935	264.991624876725	294.377681400716	264.400134134702	220.000264362774	44.1589836257247
"chr6-154"	"chr6"	154000001	155000000	"."	1000000	347.801814167102	351.57087474716	373.438593022758	344.445085286374	433.044888394306	432.336733505006	368.368297881002	406.758485938383	395.816782066107	358.811225700623	390.473856630639	382.078785212678	32.1211003460572
"chr6-155"	"chr6"	155000001	156000000	"."	1000000	247.790133698451	256.668307330749	268.148604320601	277.64849164439	310.439431847522	290.150265099128	247.999445467078	304.160921404818	315.368306230593	311.592750488478	337.27139061573	287.930731649776	30.3354094252878
"chr6-156"	"chr6"	156000001	157000000	"."	1000000	331.008808118262	305.413716958269	249.211555992875	287.037571071978	356.340982081786	362.366868691278	257.90181906603	365.295753368771	392.732495452605	356.351930116657	364.033843217169	329.790485830516	47.9072596278884
"chr6-157"	"chr6"	157000001	158000000	"."	1000000	501.551113992045	499.532604855474	471.532503360379	497.352950249951	481.362309693532	481.764986630299	369.908667107506	471.525090098215	445.4223917666	429.393008960443	453.349498284624	463.881374999915	38.7617211613825
"chr6-158"	"chr6"	158000001	159000000	"."	1000000	482.519040470025	511.179738129306	579.852419794972	502.44987908207	494.347616667699	527.02072488138	458.809976751427	496.947495469364	442.595129037556	435.049388803565	448.190471277117	488.996534578589	42.5996194376738
"chr6-159"	"chr6"	159000001	160000000	"."	1000000	398.927188138018	427.924303986727	345.411761497724	398.633486554168	447.238130900954	439.397912522905	321.937168339251	401.613475327556	413.037382324827	390.044279616989	441.419248329765	402.325848867171	39.4561083583615
"chr6-160"	"chr6"	160000001	161000000	"."	1000000	365.714353952533	352.865000666475	307.916405808826	399.170005378601	439.08456605671	390.932547445506	273.305511331066	369.532820930629	426.916672085587	385.125688449058	469.471457683081	380.003184526188	56.427202880664
"chr6-161"	"chr6"	161000001	162000000	"."	1000000	346.682280430513	389.100526407286	379.877189454185	378.514030637907	418.549662004539	387.080995253925	310.054320020509	364.690458002792	409.696071826867	369.386196711676	399.179714705806	377.528313223273	30.2543876679482
"chr6-162"	"chr6"	162000001	163000000	"."	1000000	245.177888313075	241.570171605411	262.088748855729	237.946098636303	297.756108756476	285.977750224915	247.559339973792	320.503896286271	356.749151628413	323.151439733117	336.304073051822	286.798606096848	42.7047372301354
"chr6-163"	"chr6"	163000001	164000000	"."	1000000	317.947581191385	349.413998214969	344.654279564615	360.004131194948	394.390951354926	358.836279182328	276.606302530717	358.032208977014	380.395348998596	367.910619361296	422.395336239585	357.326094255489	38.1464440376969
"chr6-164"	"chr6"	164000001	165000000	"."	1000000	213.830943688573	214.82490260624	201.111453240451	224.264868613246	275.107317522464	240.722011973834	204.429001631691	269.053790177993	315.368306230593	298.558483893458	330.500167668378	253.43374974972	46.6214737772593
"chr6-165"	"chr6"	165000001	166000000	"."	1000000	298.542329757169	295.923460216628	258.301339190184	284.35497694981	345.469562289461	274.423093650171	228.414751015818	287.817946523365	370.371417504714	328.315960459446	388.861660690794	305.526954386142	48.2815729418702
"chr6-166"	"chr6"	166000001	167000000	"."	1000000	486.623997504186	465.885330953292	472.668726260043	482.33042316581	474.718664264888	449.026793001858	391.913941771843	436.72060655438	450.305845571311	380.944885956316	460.443160419945	450.143852311261	34.9179245932225
"chr6-167"	"chr6"	167000001	168000000	"."	1000000	475.055482226096	507.728735677801	482.137250423906	496.816431425517	418.247678121419	453.520270558703	362.206820974988	414.92997337911	405.840713559989	384.141970215471	425.297288931308	438.72023777221	47.5826646309637
"chr6-168"	"chr6"	168000001	169000000	"."	1000000	532.898058616547	638.004078222147	599.546950055808	627.190505762883	473.812712615528	503.911411731892	426.682275741495	454.576819850783	451.333941109145	387.584984033023	441.419248329765	503.360089642638	85.2451103457099
"chr6-169"	"chr6"	169000001	170000000	"."	1000000	453.411163318701	477.101088920686	457.519087597862	475.355678448173	438.178614407349	402.166241337618	371.228983587366	398.586998497657	427.687743738962	375.042576554797	463.989991487605	430.933469808798	38.7747974862261
"chr6-170"	"chr6"	170000001	170805979	"."	805979	399.673543962411	418.002671938648	413.585135477537	470.527009028271	329.766400367212	345.034883829162	274.405775064283	309.305932015646	294.292347704995	276.424823637765	329.210410916501	350.929903085676	65.119538437396
"chr7-0"	"chr7"	1	1000000	"."	1000000	919.883553564278	1012.0064689041	1046.8400315567	1097.18099596672	580.111039473823	630.691671371445	608.665897215563	576.24118841271	471.895851865826	428.655220285254	484.303660329662	714.225052631461	252.297693873584
"chr7-1"	"chr7"	1000001	2000000	"."	1000000	994.145958091374	1123.30129796516	1125.61815260004	1176.04926315846	618.462992630083	661.504088904095	656.857448730461	604.992718296747	477.550377323914	445.624359814618	506.874403487502	762.816460091132	282.945355339166
"chr7-2"	"chr7"	2000001	3000000	"."	1000000	864.653222559202	935.653039664528	1036.61402545973	954.735248079598	618.161008746963	670.812006700417	671.16087726228	626.783351472018	499.654431387346	456.445260384068	486.560734645446	711.021200578326	204.514415672807
"chr7-3"	"chr7"	3000001	4000000	"."	1000000	389.597740333106	410.23791642276	340.488128932515	414.192532462742	416.435774822698	392.216398176033	329.418961725126	370.440763979599	425.631552663294	381.928604189902	404.016302525344	388.600425112102	31.1648718985337
"chr7-4"	"chr7"	4000001	5000000	"."	1000000	620.221690070519	700.553497655691	748.392149911734	676.818497022991	511.560698005547	570.671649719302	533.847963356817	560.200861214247	446.450487304434	413.899446781458	458.50852529213	567.375042394079	109.364253608578
"chr7-5"	"chr7"	5000001	6000000	"."	1000000	758.29751758321	740.671401154447	927.536627092023	814.972094314644	559.576135421653	676.910297670421	637.712859772487	588.044448049315	473.695019057036	484.481230041279	467.214383367297	648.101092138528	151.305306258791
"chr7-6"	"chr7"	6000001	7000000	"."	1000000	658.659015026755	617.72943881955	795.73477073105	681.378907030677	573.7693779283	631.975522101972	581.379356631785	572.306768533841	486.80323716442	437.508684387531	473.018288750742	591.84212428242	103.016111586059
"chr7-7"	"chr7"	7000001	8000000	"."	1000000	224.65310314227	228.628912412264	179.523218146843	195.292852093832	268.76565597694	240.722011973834	217.192060937007	268.751142495003	281.184129597611	320.446214590755	292.452343488018	247.055604077671	43.0896633888241
"chr7-8"	"chr7"	8000001	9000000	"."	1000000	182.48399906407	176.863875639676	162.47987465189	164.4430196889	214.106573132192	181.985841052218	164.819507235884	203.681890652182	242.630546928834	269.538796002661	239.249877473109	200.207618320147	36.7177944814038
"chr7-9"	"chr7"	9000001	10000000	"."	1000000	125.387778498011	117.765458657638	111.349844167029	131.983630810667	154.313764274401	133.841438657452	170.980984141899	141.639115639259	172.720050356119	224.779616374482	158.640080480821	149.400160187071	32.2985290306361
"chr7-10"	"chr7"	10000001	11000000	"."	1000000	149.271164878585	181.177628704058	145.057790190382	158.004793795696	222.562121859556	188.405094704854	222.253274109804	200.958061505273	243.658642466668	275.441105404179	236.670363969355	202.132731053492	42.1208695067148
"chr7-11"	"chr7"	11000001	12000000	"."	1000000	108.59477244917	120.353710496267	141.270380524836	116.692844314309	163.675264651126	149.568610106409	156.897608356723	179.772723695982	186.085292347962	256.996388524435	195.398147909304	161.391431216048	42.759811531181
"chr7-12"	"chr7"	12000001	13000000	"."	1000000	167.183704664015	157.883362156393	203.005158073223	182.416400307425	225.279976807638	216.970773459082	190.345625846515	216.393093337756	264.220553223349	291.672456258354	259.241107127196	215.873837387359	42.0996684353894
"chr7-13"	"chr7"	13000001	14000000	"."	1000000	164.57145927864	141.491100511741	166.267284317435	150.761789665843	171.52684561225	177.492363495373	189.685467606585	209.734844311979	200.735653762097	228.714489308827	206.038641112286	182.456358089369	26.8983205017052
"chr7-14"	"chr7"	14000001	15000000	"."	1000000	120.909643551654	120.785085802705	133.695561193746	101.938576642385	144.348296131435	159.839415950626	158.65803032987	144.665592469157	164.495286053447	233.141221359966	172.827404751464	150.482192203314	34.8550961233997
"chr7-15"	"chr7"	15000001	16000000	"."	1000000	129.865913444369	126.392964786402	145.436531156936	136.007521993919	167.601055131688	175.887550082215	169.880720408682	190.668040283617	203.562916491141	250.356290447727	224.095235638559	174.523158169569	40.0295141417136
"chr7-16"	"chr7"	16000001	17000000	"."	1000000	217.189544898341	194.118887897205	218.912278668513	199.853262101517	261.216058898937	238.15431051278	219.612641150084	259.369064322317	303.80223142996	306.674159320546	295.354296179741	246.750612307267	41.2373211707629
"chr7-17"	"chr7"	17000001	18000000	"."	1000000	162.705569717657	168.667744817349	173.084621715416	164.979538513333	220.146250794595	195.466273722753	189.025309366655	216.695741020746	250.34126346259	276.670753196162	228.286945082158	204.188182855401	37.641628002049
"chr7-18"	"chr7"	18000001	19000000	"."	1000000	126.134134322404	108.275201915997	124.227037029883	125.00888609303	167.903039014808	159.518453267994	151.396289690639	176.443599183093	226.438042207948	261.66905013397	227.964505894188	168.634385341269	50.2824470185327
"chr7-19"	"chr7"	19000001	20000000	"."	1000000	136.956293776101	159.608863382146	149.223940822481	129.032777276282	175.754619975932	155.987863759044	206.849581844768	196.115698577435	219.24137344311	275.195175845783	204.74888436041	182.61046118759	43.0443480847022
"chr7-20"	"chr7"	20000001	21000000	"."	1000000	193.679336429964	201.020892800217	220.427242534731	202.804115635902	260.914075015816	254.844370009632	236.116597148336	251.197576881591	286.58163117124	313.068327838857	297.933809683494	247.144361377253	40.6614264707555
"chr7-21"	"chr7"	21000001	22000000	"."	1000000	229.504416000824	247.178050589108	223.078429300613	234.458726277485	309.231496315042	299.779145578081	242.938232294281	302.345035306879	350.837602285868	342.579874846448	368.870431036706	286.436494530121	53.3255796597802
"chr7-22"	"chr7"	22000001	23000000	"."	1000000	295.556906459598	308.001968796899	283.298242982782	308.230064637105	369.024305172833	322.567496044937	235.01633341512	341.689234095562	385.792850572225	339.382790587292	382.73531611938	324.663228080339	45.5307565335803
"chr7-23"	"chr7"	23000001	24000000	"."	1000000	328.396562732886	359.767005569487	420.402472875519	343.640307049723	407.678242212213	404.733942798673	393.894416491633	427.035880698705	392.218447683688	341.350227054465	373.062140480305	381.107240513391	33.8935116187882
"chr7-24"	"chr7"	24000001	25000000	"."	1000000	263.090428098506	255.374181411434	239.743031829012	271.210265751187	327.350529302251	319.036906535988	226.654329042672	276.31733456975	360.090462126374	349.219972923156	350.491397322465	294.416258082981	48.0669670485884
"chr7-25"	"chr7"	25000001	26000000	"."	1000000	298.542329757169	310.590220635528	237.09184506313	277.916751056607	390.163176991244	328.665787014941	220.492852136657	339.268052631643	407.125832982282	347.49846601438	405.30605927722	323.878306687346	63.1849518634369
"chr7-26"	"chr7"	26000001	27000000	"."	1000000	325.037961523118	314.472598393472	326.853454136552	320.301738186861	420.66354918638	410.190308403413	298.39152444841	358.334856660004	364.459868162169	369.878055828469	348.234323006681	350.619839812321	39.0580084672637
"chr7-27"	"chr7"	27000001	28000000	"."	1000000	351.160415376871	389.963277020163	391.99690038393	400.511302439685	417.039742588938	408.264532307622	322.817379325824	395.560521667758	385.535826687767	391.519856967369	393.053370134393	386.129374990938	26.6437934125911
"chr7-28"	"chr7"	28000001	29000000	"."	1000000	297.049618108384	286.001828168549	252.620224691866	272.551562812271	381.405644380759	332.838301889154	213.891269737356	342.597177144531	384.507731149933	355.860070999863	403.048984961436	320.215674004009	60.4342357810254
"chr7-29"	"chr7"	29000001	30000000	"."	1000000	348.548169991495	315.335349006349	273.829718818919	330.4955958511	413.717919874616	358.515316499696	259.002082799247	400.705532278586	382.451540074264	374.796646996401	393.375809322362	350.070334683003	50.9113128835265
"chr7-30"	"chr7"	30000001	31000000	"."	1000000	469.084635630952	482.708967904383	384.043340086285	473.746121974872	436.668694991748	453.841233241335	316.435849673167	383.454614348163	399.929164217443	381.190815514712	433.035829442567	419.467206093239	51.0717314875742
"chr7-31"	"chr7"	31000001	32000000	"."	1000000	283.242035357115	286.433203474987	224.972134133386	298.840985209517	312.251335146243	280.521384620174	219.612641150084	303.555626038838	351.608673939243	334.218269860964	339.850904119483	294.100653913639	42.5902659988787
"chr7-32"	"chr7"	32000001	33000000	"."	1000000	347.428636254906	338.198240247575	340.10938796596	339.884675278688	403.752451731651	371.995749170231	317.536113406383	391.3234541059	403.784522484321	366.18911245252	410.465086284727	366.424311762078	32.1313849389761
"chr7-33"	"chr7"	33000001	34000000	"."	1000000	292.944661074222	247.609425895546	260.195044022956	270.94200633897	322.820771055449	308.445138009139	228.854856509105	313.542999577504	342.612837983195	324.872946641893	330.500167668378	294.849168616033	37.5944673665828
"chr7-34"	"chr7"	34000001	35000000	"."	1000000	215.323655337358	218.707280364184	196.187820675242	217.558383307826	270.275575392541	245.215489530679	195.8469445126	293.870900183162	325.906285493392	319.216566798772	346.299687878866	258.582599043148	55.1698724221585
"chr7-35"	"chr7"	35000001	36000000	"."	1000000	295.183728547401	295.49208491019	268.90608625371	299.645763446168	362.078675861069	313.259578248616	265.603665198548	293.568252500172	348.7814112102	360.286803051002	365.968478344984	315.343138870187	37.471271906706
"chr7-36"	"chr7"	36000001	37000000	"."	1000000	366.460709776925	364.943509246745	274.965941718583	375.026658279089	426.703226848783	411.153196451308	267.144034425052	386.783738861052	434.627388619342	391.273927408972	425.619728119277	374.972914523194	56.8467449327242
"chr7-37"	"chr7"	37000001	38000000	"."	1000000	271.673520079024	270.472317136772	215.882350936077	274.161119285572	332.182271432174	306.84032459598	245.138759760715	312.937704211524	340.813670791986	358.073437025433	381.767998555472	300.903952164612	50.3910960796912
"chr7-38"	"chr7"	38000001	39000000	"."	1000000	258.985471064344	226.040660573634	174.22084461508	224.533128025463	306.81562525008	278.274645841752	199.587841205537	266.027313348094	338.243431947401	338.645001912102	337.593829803699	268.087981235199	57.9570141926265
"chr7-39"	"chr7"	39000001	40000000	"."	1000000	337.352832625601	306.707842877584	285.570688782109	297.499688148433	369.930256822193	337.973704811263	275.065933304213	378.006956054346	352.12272170816	340.366508820878	385.959707999071	333.323349268532	37.701624202028
"chr7-40"	"chr7"	40000001	41000000	"."	1000000	251.148734908219	241.570171605411	255.271411457747	238.750876872954	339.127900743937	309.408026057034	286.288623383025	337.149518850714	383.736659496557	331.758974276998	351.136275698403	302.304288486454	50.3161573631649
"chr7-41"	"chr7"	41000001	42000000	"."	1000000	223.160391493484	239.844670379658	189.370483277261	258.33381396478	321.310851639848	282.768123398597	200.247999445467	286.607355791406	357.006175512872	339.382790587292	368.547991848737	278.780058849036	62.3901075084293
"chr7-42"	"chr7"	42000001	43000000	"."	1000000	268.688096781452	250.197677734175	212.094941270532	263.699002209116	324.028706587929	300.100108260713	206.409476351481	306.582102868737	349.295458979117	351.433338948725	331.467485232285	287.636035929479	51.2540309725241
"chr7-43"	"chr7"	43000001	44000000	"."	1000000	399.673543962411	421.453674390154	406.389057113002	387.903110065496	447.238130900954	437.793099109746	338.661177084147	402.218770693535	444.651320113224	387.83091359142	455.929011788377	411.794709892042	34.3718917465669
"chr7-44"	"chr7"	44000001	45000000	"."	1000000	722.845615924546	721.259512364726	720.744059353254	733.421233000736	544.778925148765	605.656582126166	545.510758928915	541.436704868875	456.474418798316	463.331288019173	456.896329352284	592.032311625978	114.330063474964
"chr7-45"	"chr7"	45000001	46000000	"."	1000000	512.373273445742	510.31698751643	487.818364922224	523.642372647197	449.955985849035	443.89139007975	361.546662735058	424.312051551796	421.005122743041	404.062264445595	437.227538886166	452.377455892912	50.9461593991607
