""	"Chr"	"Start"	"End"	"Strand"	"Length"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML11_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML12_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML13_S7_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML14_S8_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy1_S4_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy2_S5_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy3_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.Kontrolle.karyotype_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.WholeGenomeHealthy_S7_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.62720_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63120_S8_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63220_S9_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63320_S1_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63420_S1_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63520_S2_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63620_S3_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63720_S4_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63820_S5_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.64820_S7_L001.bam"	"mean"	"sd"
"chr7-119"	"chr7"	119000001	120000000	"."	1000000	290.421552626436	332.015819374188	342.694863722158	321.474317866477	298.62999619644	314.124784962672	296.262628349482	305.60556613827	337.176637959097	310.710929734583	327.058953780392	283.690082589724	327.438973847472	345.447573065777	322.056618715297	335.242729757904	280.523194294133	335.592234175023	337.86158064219	318.106791463038	20.4666050520779
"chr7-120"	"chr7"	120000001	121000000	"."	1000000	308.798509628787	325.110810998988	352.816652946019	399.760809782147	306.472387250666	306.441582320123	289.651467884222	328.301661723668	335.97100039786	361.490547700915	327.861224312969	342.582707329869	338.429932410184	353.305798112769	355.617629082423	330.143981016339	318.214636699292	356.583568790622	336.98855330203	335.502287457363	25.1439413700275
"chr7-121"	"chr7"	121000001	122000000	"."	1000000	310.603389334375	330.289567280388	321.005315385312	318.142977784959	318.339163187981	331.116483114463	337.995578786439	302.966485256247	344.008584139436	334.843817480959	348.452834649102	290.513008626692	314.158232250861	325.959174949236	358.199245264509	332.183480512965	325.01145418219	338.014311246054	325.63919787994	326.707489542743	16.0184173650475
"chr7-122"	"chr7"	122000001	123000000	"."	1000000	329.308506283196	339.496245113987	313.293475976656	341.462358355584	322.363548071071	341.015994211593	334.27680102473	325.662580841645	308.241336489425	343.642266138492	284.003768532115	315.650104552364	342.551541871201	319.986923913522	345.613866376837	328.104481519713	320.377260443851	309.218506068245	355.758641115485	327.369905626301	17.0957747306488
"chr7-123"	"chr7"	123000001	124000000	"."	1000000	328.48810641702	352.155427135187	350.888693093855	289.826587092057	323.498630986814	309.544414156537	298.328615994876	330.149018341084	313.867645108527	329.061979791723	314.757472280885	358.742268996373	353.084543827134	329.731122971792	336.900911762295	332.948292824199	306.474679228833	334.246635802228	317.781951818494	326.867210401574	18.9301906703323
"chr7-124"	"chr7"	124000001	125000000	"."	1000000	305.680990137317	353.306261864387	352.334662982978	284.82957696978	303.067138503436	316.488847314226	315.269714687106	309.828095549507	326.727779095048	349.675488075085	323.315024628368	320.318422367132	345.757238118659	314.957659883447	352.713310877575	329.124231268026	334.588787908091	312.178822488394	334.369471281547	325.5016591579	19.3022351588656
"chr7-125"	"chr7"	125000001	126000000	"."	1000000	319.791867835551	336.619158290987	370.168291615495	341.462358355584	306.781955318596	313.9770310657	273.53676425015	305.077749961865	306.231940554031	338.363196943972	330.00061239984	325.345841552266	318.279841711878	345.761902067656	330.124169284318	314.337859917487	272.799538063568	349.855576926648	268.019393429334	319.291318397101	26.992240470307
"chr7-126"	"chr7"	126000001	127000000	"."	1000000	311.095629254081	375.172121719186	329.19914475701	394.76379965987	305.853251114806	323.87654216283	301.220998698428	334.371547752321	360.083751622587	341.379807912269	337.221047193029	331.809666218867	362.701632569508	317.472291898484	358.52194728727	336.772354380373	293.498936761483	341.51286701532	309.488192086968	335.053448950773	26.4961694919597
"chr7-127"	"chr7"	127000001	128000000	"."	1000000	329.964826176138	345.250418759987	335.465014276543	441.402560801121	349.295969980978	359.632985230077	328.905233146706	352.053389661876	344.008584139436	362.747468937705	339.093011769041	356.946762144539	384.683549694932	346.076231069536	369.816518083899	362.01116065112	342.003497889434	333.70839645311	363.17937350685	355.065523809107	25.4608668788736
"chr7-128"	"chr7"	128000001	129000000	"."	1000000	371.805219351133	346.401253489187	350.406703130814	334.799678192548	385.412244572807	352.393044278445	375.183356403529	348.886492603448	316.278920231	359.982242216767	351.394493268549	340.787200478036	358.58002310849	336.960690015025	339.805229967143	343.400727744408	355.906079104451	301.414035506035	323.893143199619	347.036356676918	20.0550559664183
"chr7-129"	"chr7"	129000001	130000000	"."	1000000	355.069062081135	336.043740926387	328.717154793969	339.796688314825	336.087732415966	345.448611120756	342.127554077227	356.01201098491	350.036771945618	340.877039417553	342.302093899348	354.433052551972	344.38336829832	341.361296041341	324.315532874623	315.867484539956	333.044056661978	344.473183435469	360.123777816288	341.606326957771	11.2172454819386
"chr7-130"	"chr7"	130000001	131000000	"."	1000000	339.973704543489	345.825836124587	366.312371911167	296.489267255092	344.446070250075	344.709841635896	334.689998553809	349.15040069165	358.476234874272	359.228089474692	343.906634964501	351.919342959405	340.261758837303	329.102464968033	337.869017830578	320.456358407365	320.377260443851	344.20406376091	334.369471281547	340.093062566749	15.9536643446747
"chr7-131"	"chr7"	131000001	132000000	"."	1000000	322.745307353785	315.328715800788	330.645114646133	336.465348233307	340.731253434916	333.923807156933	357.415862653141	317.745338195576	337.980396333254	361.993316195631	374.66033871327	338.273490885469	356.290240074592	343.247270052619	329.801467261557	326.319919460165	328.409862923639	339.359909618849	352.266531754842	339.137025828867	15.5860986471732
"chr7-132"	"chr7"	132000001	133000000	"."	1000000	375.907218682015	356.183348687387	311.365516124492	373.110089130004	373.958226059399	357.859938466412	384.686899572341	349.678216868055	343.204825765278	347.161645601505	344.441481986219	381.006553959111	353.542500433914	350.791166097731	346.904674467881	339.066791314078	378.15020904848	336.3995931987	342.226717342994	355.033979621368	18.7384835992455
"chr7-133"	"chr7"	133000001	134000000	"."	1000000	349.654422964371	310.149959519388	318.595365570107	349.790708559379	316.275376068448	359.632985230077	354.52347994959	317.481430107374	345.616100887751	364.004390174496	344.976329007936	356.228559403806	345.29928151188	359.906707152242	313.343664100755	328.869293830947	331.808271665087	342.589345713556	372.346160578538	341.110096420828	18.9384108870312
"chr7-134"	"chr7"	134000001	135000000	"."	1000000	336.363945132313	372.870452260786	312.811486013615	309.814627581164	337.841951467569	339.833963035817	309.898146809082	350.469941132662	340.391671455727	339.117349686046	386.961820212778	345.096416922437	386.057419515271	348.590863084573	370.46192212942	316.632296851191	347.873476624663	334.515755476787	371.909646908457	345.132271173703	23.8929339532512
"chr7-135"	"chr7"	135000001	136000000	"."	1000000	334.723145399961	364.239191791786	328.717154793969	283.163906929021	360.02766300255	320.478202532472	345.019936780778	352.053389661876	309.446974050661	364.75854291657	357.545234018303	343.300910070603	354.458413647473	335.074716003747	343.032250194751	330.398918453417	316.052012954734	337.206952222377	343.972772023315	338.087909865703	20.6198764516433
"chr7-136"	"chr7"	136000001	137000000	"."	1000000	321.760827514374	357.334183416587	361.010482317716	351.456378600138	321.847601291188	329.047928556854	325.599652914076	347.830860250639	362.896905932139	351.183793559234	335.883929638735	312.059090848697	375.066460952559	316.843633894725	347.227376490641	339.831603625312	322.230937939186	337.476071896936	291.154617943593	337.249596714912	20.7543180051955
"chr7-137"	"chr7"	137000001	138000000	"."	1000000	310.931549280846	352.730844499787	353.29864290906	338.131018274066	332.88886238069	342.19802538737	323.533665268682	329.093385988275	317.886436979315	351.183793559234	358.882351572597	333.964274441068	370.028938277982	338.218006022544	338.514421876099	336.007542069139	337.369304151094	341.51286701532	328.694793570503	338.687827553877	14.273737546964
"chr7-138"	"chr7"	138000001	139000000	"."	1000000	339.809624570254	342.948749301587	305.099646604959	291.492257132816	325.252850038417	337.322146787291	357.415862653141	345.191779368616	358.476234874272	352.692099043382	359.952045616033	345.455518292803	328.812843667811	317.157962896605	349.163588627206	317.906984036582	352.19872411378	321.328891423398	350.956990744601	336.770252620713	19.2977478772345
"chr7-139"	"chr7"	139000001	140000000	"."	1000000	357.202101733193	324.535393634388	349.442723204732	361.450398844691	349.605538048908	331.855252599323	373.943763816292	335.42718010513	348.429255197303	341.882576406985	327.59380080211	331.091463478134	363.617545783067	331.93142598495	317.861492419407	338.811853876999	331.190379166642	365.733637725627	348.337908724119	343.68124692379	15.6173018315362
"chr7-140"	"chr7"	140000001	141000000	"."	1000000	340.30186448996	345.250418759987	307.509596420164	354.787718681655	339.389791807219	343.232302666175	335.516393611966	355.748102896708	304.222544618637	347.664414096221	363.161127746339	359.819573107473	358.58002310849	344.818915062017	310.116643873147	344.675414929799	342.621390387879	327.518643938254	367.981023877734	341.732416004201	18.2890263415636
"chr7-141"	"chr7"	141000001	142000000	"."	1000000	365.898340314663	353.881679228987	369.686301652454	331.46833811103	349.192780625001	344.709841635896	376.422948990765	339.121893339963	327.129658282127	345.15057162264	349.255105181678	342.223605959503	363.617545783067	341.046967039461	344.323058285794	326.574856897243	344.475067883215	347.433499855617	342.226717342994	347.570462001689	13.5061338447087
"chr7-142"	"chr7"	142000001	143000000	"."	1000000	371.805219351133	297.490777498189	352.334662982978	353.122048640897	364.155237241616	373.669605442426	371.051381112741	348.886492603448	325.120262346733	356.96563124847	371.986103604682	360.537775848206	330.64467009493	335.074716003747	367.234901901812	351.81366316799	347.255584126218	306.796428997214	315.599383468092	347.449712930606	23.0295604761548
"chr7-143"	"chr7"	143000001	144000000	"."	1000000	315.689868504669	333.166654103388	349.924713167773	308.148957540405	320.093382239585	320.625956429444	314.03012209987	320.648327165801	278.502276645595	304.426323550632	323.849871650086	341.505403218769	337.514019196625	305.842118828936	377.238664607397	330.908793327573	298.751022998268	315.139138908542	345.718826703636	323.248654783526	21.7878341677321
"chr7-144"	"chr7"	144000001	145000000	"."	1000000	343.911623901136	375.747539083786	359.082522465552	339.796688314825	343.620555402262	352.0975364845	359.895047827614	347.303044074234	341.195429829885	413.024318409321	343.104364431924	368.797107366641	359.03797971527	293.897616757508	378.529472698441	396.937589530841	328.409862923639	340.167268642525	347.464881383958	354.316865749677	25.7646995616704
"chr7-145"	"chr7"	145000001	146000000	"."	1000000	314.705388665257	337.769993020187	344.140833611281	404.757819904424	324.943281970487	334.367068847849	294.609838233167	313.522808784339	331.550329339994	333.586896244169	323.315024628368	323.909436070799	313.700275644082	337.589348018784	357.553841218988	328.359418956791	323.157776686854	349.855576926648	297.702322994798	331.005119987751	23.9198183109365
"chr7-146"	"chr7"	146000001	147000000	"."	1000000	312.736428986434	332.591236738788	317.149395680984	366.447408966968	317.307269628215	330.820975320519	292.957048116852	323.815224224229	361.691268370902	345.401955869998	349.789952203396	282.612778478624	329.72875688137	316.214975890966	360.135457401074	323.770545089382	321.304099191519	336.937832547818	278.495721511263	326.3109647947	24.6127570073041
"chr7-147"	"chr7"	147000001	148000000	"."	1000000	316.34618839761	360.786687604187	389.929880100177	311.480297621923	311.219097625592	325.058573338607	321.054480094209	336.218904369737	333.961604462466	330.82166952323	329.733188888981	309.904482626496	325.607147420353	333.188741992469	345.936568399598	331.163730764652	307.401517976501	346.895260506499	295.956268314477	329.613910001461	21.3723633952803
"chr7-148"	"chr7"	148000001	149000000	"."	1000000	350.310742857312	325.110810998988	346.550783426486	436.405550678844	337.119625975733	340.129470829761	320.228085036051	367.360058777609	321.101470475946	339.117349686046	338.023317725606	380.288351218377	350.794760793236	340.418309035701	333.351189511926	336.007542069139	358.377649098232	331.824558731198	375.838269939181	348.860941940283	27.0511297847916
"chr7-149"	"chr7"	149000001	150000000	"."	1000000	376.727618548191	323.959976269788	299.797757011508	329.802668070271	363.329722393803	352.540798175417	340.88796148999	336.48281245794	315.073282669764	366.01546415336	366.370209876646	346.89192377427	345.757238118659	307.413763838334	314.311770169038	346.205039552269	333.661949160423	338.014311246054	358.814236806047	340.108342304304	21.4390708580554
"chr7-150"	"chr7"	150000001	151000000	"."	1000000	357.858421626134	353.306261864387	321.487305348353	338.131018274066	355.796899407507	349.142458545059	362.787430531165	365.248794071991	315.475161856843	345.401955869998	361.824010192045	343.300910070603	317.821885105099	315.271988885326	332.060381420883	342.380977996095	346.32874537855	327.787763612813	370.163592228136	343.240840120266	17.5141947076184
"chr7-151"	"chr7"	151000001	152000000	"."	1000000	379.845138039661	306.697455331789	316.185415754902	371.444419089245	362.607396901967	355.348122217886	392.950850153916	365.248794071991	315.475161856843	368.277922379583	364.765668811492	367.360701885174	337.971975803405	325.016187943597	319.475002533211	341.61616568486	365.483412830352	331.017199707521	347.464881383958	349.171151177966	24.7698663070176
"chr7-152"	"chr7"	152000001	153000000	"."	1000000	359.663301331722	320.507472082188	346.550783426486	306.483287499646	361.369124630247	347.664919575338	357.002665124063	372.902128629858	338.382275520333	350.932409311876	352.731610822843	391.061392329379	359.03797971527	346.390560071416	346.58197244512	355.382787287086	366.719197827243	330.748080032962	347.464881383958	350.39878047616	18.5522216294568
"chr7-153"	"chr7"	153000001	154000000	"."	1000000	331.60562590849	321.082889446788	345.586803500404	348.12503851862	349.605538048908	349.290212442031	345.846331838936	352.58120583828	349.23301357146	329.564748286439	331.872576975852	338.632592255835	375.066460952559	336.646361013145	349.163588627206	335.497667194982	372.28023031325	340.705507991643	306.432596396405	342.569420480065	15.894881783168
"chr7-154"	"chr7"	154000001	155000000	"."	1000000	347.357303339077	342.373331936987	360.528492354675	349.790708559379	354.558627135788	362.735817066491	366.919405821953	375.277301423679	321.101470475946	346.658877106789	351.661916779408	322.832131959699	324.691234206794	316.843633894725	337.546315807817	330.398918453417	378.15020904848	347.433499855617	334.805984951628	345.877114746229	18.0392551510266
"chr7-155"	"chr7"	155000001	156000000	"."	1000000	359.499221358487	303.820368508789	374.506201282864	351.456378600138	368.282811480683	356.530153393663	380.141726752474	340.705341869177	363.298785119217	343.390881891134	355.673269442291	342.223605959503	342.551541871201	359.906707152242	333.351189511926	349.264288797208	371.044445316359	342.051106364438	357.068182125726	352.356116147238	17.3082644533645
"chr7-156"	"chr7"	156000001	157000000	"."	1000000	371.805219351133	368.842530708586	351.370683056896	358.119058763173	354.868195203717	325.501835029523	360.721442885772	391.111786715817	374.149523170345	360.233626464125	370.916409561246	349.764734737204	343.925411691541	352.36281110713	339.482527944382	359.971661154494	362.702896587349	330.748080032962	360.996805156449	357.24185470115	15.5666881823932
"chr7-157"	"chr7"	157000001	158000000	"."	1000000	371.969299324368	317.630385259188	335.947004239584	286.495247010539	371.068924092052	354.461598836054	369.398590996426	368.679599218621	383.794623660235	347.915798343579	376.264879778424	347.251025144637	332.018539915269	330.359780975551	298.176669030997	341.871103121938	346.32874537855	329.133361985608	370.163592228136	346.259408870513	26.7125296135108
"chr7-158"	"chr7"	158000001	159000000	"."	1000000	383.783057397308	351.580009770587	347.514763352568	366.447408966968	360.749988494387	362.292555375575	365.266615705638	383.986268334355	438.852072290028	365.512695658644	375.462609245847	342.941808700236	357.206153288151	378.137789261264	336.900911762295	345.695164678112	396.995930251059	316.484737281337	360.560291486368	365.072149015828	25.8948246549345
"chr7-159"	"chr7"	159000001	159345973	"."	345973	113.707421452045	100.122621440396	102.181872164694	121.593912975403	124.03360588394	115.100285741261	129.744024130736	111.633121309575	163.162949953985	120.915822979235	128.363285212255	110.244120702589	124.564197044073	120.073678718041	135.534849559544	118.29097080431	126.050069682827	108.993468196379	130.954101024105	121.3297041566	13.940740502339
"chr8-0"	"chr8"	1	1000000	"."	1000000	318.807387996139	291.736603852189	313.293475976656	299.82060733661	298.32042812851	323.728788265858	337.58238125736	311.147635990518	411.92616675575	333.33551199681	329.198341867263	326.782247033733	327.438973847472	301.7558418045	297.531264985475	332.438417950043	351.580831615335	275.847666422934	307.305623736566	320.504115622091	28.8997749784572
"chr8-1"	"chr8"	1000001	2000000	"."	1000000	366.718740180839	318.205802623788	363.420432132921	319.808647825718	363.536101105756	352.688552072389	368.985393467347	333.843731575917	435.637038793398	344.899187375282	381.078502973883	365.924296403708	304.541143508488	338.846664026303	363.039775605921	341.361228247782	369.499714070246	320.79065207428	337.86158064219	352.141430774008	29.3468915093316
"chr8-2"	"chr8"	2000001	3000000	"."	1000000	356.545781840252	360.211270239587	339.802923943912	361.450398844691	351.256567744535	349.881228029919	344.606739251699	334.635455840523	404.290462201253	352.189330548666	356.742963485726	345.81461966317	348.504977759337	328.788135966153	331.414977375361	330.653855890495	348.182422873886	336.3995931987	345.718826703636	348.794238494816	16.6916905930867
"chr8-3"	"chr8"	3000001	4000000	"."	1000000	306.337310030258	323.384558905188	370.168291615495	303.151947418128	331.547400752993	337.765408478207	351.21789971696	326.982121282657	362.49502674506	331.324438017946	312.618084194014	340.428099107669	345.757238118659	344.190257058258	341.741442103707	319.436608659052	348.800315372331	318.906814352368	339.607635322512	334.518994592182	17.9636508935614
"chr8-4"	"chr8"	4000001	5000000	"."	1000000	319.627787862315	364.814609156386	329.19914475701	343.128028396343	332.88886238069	327.422635690161	328.905233146706	310.092003637709	351.242409506854	355.457325764321	340.162705812477	313.136394959797	354.458413647473	343.875928056378	322.379320738058	334.987792320826	299.677861745936	331.555439056639	334.369471281547	333.546387785138	16.6129302080336
"chr8-5"	"chr8"	5000001	6000000	"."	1000000	327.011386657903	394.160894750985	365.348391985085	304.817617458887	307.813848878363	320.921464223389	337.169183728281	316.161889666362	344.812342513594	336.352122965107	333.477118041005	336.477984033635	366.365285423745	326.587832952995	337.223613785056	318.926733784896	332.11721791431	333.977516127669	331.313875590985	335.317701078013	21.2579160095995
"chr8-6"	"chr8"	6000001	7000000	"."	1000000	362.780820823193	332.591236738788	331.127104609174	309.814627581164	345.787531877772	355.791383908803	329.731628204863	342.024882310188	382.990865286078	351.68656205395	348.987681670819	358.024066255639	366.823242030525	345.761902067656	340.450634012664	314.847734791643	342.930336637102	365.733637725627	368.417537547815	347.173864007024	18.608011571979
"chr8-7"	"chr8"	7000001	8000000	"."	1000000	263.840596962322	184.708974036593	320.523325422271	231.528135665493	254.774519906362	244.82820728276	253.29008532529	237.517279382075	187.67758036579	233.284581548296	337.488470703888	385.674871773878	354.000457040694	288.239694723673	236.863284706441	307.709486553452	346.019799129328	317.022976630455	287.66250858295	277.50814924958	56.1472342163363
"chr8-8"	"chr8"	8000001	9000000	"."	1000000	340.794104409666	289.434934393789	351.852673019937	404.757819904424	334.539892076316	358.894215745217	364.853418176559	363.137529366372	364.102543493375	337.35765995454	390.438325853943	391.061392329379	400.712030932221	320.301252915402	310.116643873147	344.675414929799	358.06870284901	362.773321305478	374.092215258859	355.892846883549	30.1549171718645
"chr8-9"	"chr8"	9000001	10000000	"."	1000000	353.100102402311	363.663774427186	338.83894401783	298.154937295851	343.517366046285	354.757106629998	324.360060326839	357.06764333772	356.466838938878	358.976705227334	369.579292006952	344.73731555207	329.72875688137	343.247270052619	361.748967514878	342.890852870251	347.564530375441	352.546773672238	356.195154785565	347.218020650611	16.436911600151
"chr8-10"	"chr8"	10000001	11000000	"."	1000000	366.390580234369	381.501712729786	364.384412059003	339.796688314825	365.496698869313	374.556128824259	369.811788525505	326.982121282657	335.167242023703	356.96563124847	353.266457844561	341.146301848402	357.206153288151	330.359780975551	346.58197244512	358.187099094947	360.849219092013	347.971739204735	348.337908724119	353.945244033131	14.9820697132605
"chr8-11"	"chr8"	11000001	12000000	"."	1000000	352.44378250937	352.730844499787	341.248893833035	381.438439333799	375.712445111002	360.51950861191	375.596553932607	362.345805101766	323.512745598418	345.15057162264	355.405845931432	363.41058681114	338.887889016964	332.874412990589	327.542553102231	345.185289803956	359.922380344345	314.331779884865	345.718826703636	350.209429197026	18.142019429127
"chr8-12"	"chr8"	12000001	13000000	"."	1000000	313.064588932904	284.831595476989	303.653676715836	283.163906929021	304.51178948711	298.315117986658	318.575294919736	317.481430107374	282.521068516383	305.93462903478	402.204960331734	408.298258106983	394.300638437306	324.073200937958	275.587527437739	397.192526967919	396.069091503391	389.685288761374	323.456629529539	332.785327374775	47.610251076995
"chr8-13"	"chr8"	13000001	14000000	"."	1000000	319.46370788908	368.842530708586	357.154562613388	393.098129619111	315.656239932588	328.309159071993	306.592566576452	327.246029370859	350.036771945618	343.139497643775	338.290741236465	307.390773033929	336.598105983066	339.160993028183	314.634472191799	325.810044586008	334.279841658868	320.79065207428	351.830018084761	335.701307223622	21.8579077236407
"chr8-14"	"chr8"	14000001	15000000	"."	1000000	302.727550619082	317.054967894588	347.032773389527	339.796688314825	298.217238772534	332.003006496296	293.370245645931	304.813841873663	309.84885323774	339.368733933404	319.838518987203	302.004252478428	339.803802230523	316.214975890966	326.89714905671	351.048850856756	284.539495534027	349.048217902971	319.091492828735	320.669508207574	20.1408306557128
"chr8-15"	"chr8"	15000001	16000000	"."	1000000	311.259709227316	336.619158290987	355.226602761224	304.817617458887	327.832583937834	329.934451938686	332.624010908415	322.231775695015	335.97100039786	365.764079906002	341.232399855912	321.395726478232	346.215194725439	336.332032011266	356.263033127944	339.576666188234	327.791970425193	322.674489796193	326.512225220101	333.698669913197	15.1797884762502
"chr8-16"	"chr8"	16000001	17000000	"."	1000000	317.986988129962	304.971203237989	344.140833611281	378.107099252281	322.982684206931	337.913162375179	319.814887506973	306.133382314674	349.23301357146	323.028757855129	292.828744390458	325.704942922633	353.084543827134	347.962205080814	342.064144126468	326.064982023087	307.401517976501	309.487625742804	334.805984951628	328.616668584389	20.848170292344
"chr8-17"	"chr8"	17000001	18000000	"."	1000000	327.175466631138	371.719617531586	342.694863722158	348.12503851862	329.17404556553	347.073903987449	326.426047972233	325.662580841645	373.345764796187	343.390881891134	325.721836226098	335.400679922535	337.971975803405	316.529304892845	332.383083443644	341.361228247782	328.718809172861	306.258189648096	351.393504414681	337.396148591033	16.7182821813428
"chr8-18"	"chr8"	18000001	19000000	"."	1000000	326.355066764962	375.172121719186	329.19914475701	366.447408966968	341.659957638706	336.583377302431	325.599652914076	354.956378632101	323.914624785497	310.208161239867	353.266457844561	319.959320996765	369.113025064423	344.190257058258	339.159825921621	318.926733784896	319.759367945406	341.781986689879	347.028367713878	339.120065144236	18.5086452488892
"chr8-19"	"chr8"	19000001	20000000	"."	1000000	326.683226711432	376.322956448386	329.19914475701	278.166896806744	348.367265777188	353.131813763305	329.318430675785	361.026264660754	345.616100887751	357.468399743186	361.021739659468	331.450564848501	363.159589176287	340.103980033822	327.219851079471	369.914221200546	329.027755422084	367.079236098421	354.885613775324	344.692792185551	22.7772246394521
"chr8-20"	"chr8"	20000001	21000000	"."	1000000	347.193223365841	322.233724175988	368.722321726372	386.435449456075	366.631781785056	354.018337145138	365.266615705638	350.20603304446	333.961604462466	356.714247001112	375.462609245847	386.393074514612	335.682192769506	347.647876078934	322.056618715297	332.183480512965	348.491369123109	333.70839645311	366.234969197413	352.591785498892	19.6784259050708
"chr8-21"	"chr8"	21000001	22000000	"."	1000000	358.186581572605	376.898373812986	336.428994202625	333.134008151789	370.140219888262	382.239331466808	371.877776170898	369.207415395026	325.522141533812	379.338829263339	350.592222735972	384.956669033145	365.907328816965	311.50004086277	343.677654240272	343.655665181486	388.654381522048	306.527309322655	355.322127445404	355.461424769414	24.6025641092185
"chr8-22"	"chr8"	22000001	23000000	"."	1000000	372.95377916378	343.524166666187	338.83894401783	353.122048640897	373.235900567562	337.026638993347	405.346776026279	362.609713189968	330.746570965836	345.653340117356	354.603575398855	376.69733751471	384.683549694932	322.18722692668	307.857729713821	341.361228247782	365.483412830352	326.173045565459	387.18762536127	354.173295242258	25.2143138957764
"chr8-23"	"chr8"	23000001	24000000	"."	1000000	364.749780502016	317.630385259188	337.392974128707	314.811637703441	361.988260766107	346.778396193505	372.704171229056	355.484194808506	341.999188204042	363.50162167978	342.034670388489	333.964274441068	362.243675962728	334.760387001867	318.506896464928	326.829794334321	351.580831615335	348.779098228412	361.869832496609	345.137372179374	17.5364837263536
"chr8-24"	"chr8"	24000001	25000000	"."	1000000	340.137784516725	330.864984644988	367.276351837249	283.163906929021	336.810057907803	331.559744805379	333.863603495651	325.13476466524	368.121335364163	334.341048986243	338.023317725606	351.560241589038	349.878847579676	349.533850090212	329.801467261557	355.892662161242	311.417819216395	335.053994825905	332.623416601226	337.108378958069	19.2068491658714
"chr8-25"	"chr8"	25000001	26000000	"."	1000000	342.763064088489	342.373331936987	355.708592724265	293.157927173574	336.706868551826	349.437966339003	335.103196082887	314.050624960744	325.924020720891	332.832743502094	325.454412715239	361.25597858894	311.868449216963	320.929910919161	321.411214669776	324.280419963539	358.06870284901	334.246635802228	376.274783609261	334.834149706046	19.8332977954453
"chr8-26"	"chr8"	26000001	27000000	"."	1000000	346.865063419371	328.563315186588	316.185415754902	326.471327988753	351.153378388558	342.493533181314	298.328615994876	350.733849220864	338.784154707412	367.775153884867	343.906634964501	408.65735947735	322.859407779675	330.674109977431	342.386846149229	330.653855890495	335.206680406536	328.056883287372	339.171121652431	339.417195121712	22.4179006059019
"chr8-27"	"chr8"	27000001	28000000	"."	1000000	374.922738842603	346.976670853787	371.132271541577	344.793698437102	370.656166668146	352.393044278445	396.256430386546	340.177525692772	331.148450152915	358.976705227334	351.661916779408	373.824526551776	363.159589176287	347.962205080814	333.351189511926	325.810044586008	315.743066705512	353.354132695914	346.591854043797	352.573275116456	19.563416205366
"chr8-28"	"chr8"	28000001	29000000	"."	1000000	349.982582910841	340.071662478587	336.428994202625	279.832566847503	354.455437779811	350.176735823863	348.738714542487	342.552698486593	348.429255197303	351.68656205395	358.614928061738	381.724756699844	353.542500433914	310.871382859011	328.187957147753	360.991410902807	378.768101546925	338.283430920613	369.727078558056	346.477197760749	23.1271344889496
"chr8-29"	"chr8"	29000001	30000000	"."	1000000	349.654422964371	350.429175041387	356.672572650347	379.77276929304	342.072715062612	347.073903987449	384.686899572341	360.234540396147	338.784154707412	344.647803127924	356.208116464009	373.106323811042	338.429932410184	373.422854233069	346.259270422359	327.0847317714	331.808271665087	320.79065207428	347.464881383958	350.979157423075	17.3707835157107
"chr8-30"	"chr8"	30000001	31000000	"."	1000000	333.082345667608	342.948749301587	329.681134720051	313.145967662682	337.738762111593	322.399003193109	352.870689833275	330.412926429287	332.354087714151	369.534843616374	352.731610822843	352.996647070505	311.410492610183	304.270473819537	333.996593557448	343.655665181486	321.304099191519	361.158603258124	369.290564887975	337.630697928912	18.8713210068312
"chr8-31"	"chr8"	31000001	32000000	"."	1000000	318.807387996139	332.591236738788	347.996753315609	353.122048640897	331.134643329087	318.852909665779	314.03012209987	334.371547752321	363.700664306296	335.597970223033	331.337729954134	332.886970329967	342.551541871201	336.960690015025	317.538790396646	343.910602618564	335.515626655759	340.974627666202	363.615887176931	336.605144776434	14.091231776798
"chr8-32"	"chr8"	32000001	33000000	"."	1000000	317.822908156727	306.122037967189	327.753174867887	309.814627581164	322.157169359118	326.979373999244	325.186455384997	328.56556981187	356.064959751799	316.492767423819	321.977907074074	364.846992292607	332.934453128828	329.416793969912	351.422502786532	341.106290810704	307.710464225724	333.439276778551	305.996082726325	327.674200426162	16.5673363563426
