""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"62720_S6_L001.bam"	"63120_S8_L001.bam"	"63220_S9_L001.bam"	"63320_S1_L001.bam"	"63420_S1_L001.bam"	"63520_S2_L001.bam"	"63620_S3_L001.bam"	"63720_S4_L001.bam"	"63820_S5_L001.bam"	"64820_S7_L001.bam"	"AML11_S6_L001.bam"	"AML12_S6_L001.bam"	"AML13_S7_L001.bam"	"AML14_S8_L001.bam"	"healthy1_S4_L001.bam"	"healthy2_S5_L001.bam"	"healthy3_S6_L001.bam"	"Kontrolle-karyotype_S6_L001.bam"	"WholeGenomeHealthy_S7_L001.bam"	"gc"	"ploidy"	"gender"	"bin"	"sum"	"mean"	"norm.median"	"norm.sd"	"nnorm.var"	"gc_blocked"	"norm.clean.mean"	"norm.clean.median"	"norm.clean.var"	"norm.clean.sd"	"norm.clean.iqr"	"var_blocked"	"blocked"
"1568"	"chr9-26"	"chr9"	26000001	27000000	"."	1000000	1298	1340	899	753	1051	1034	1341	1104	1283	760	1974	594	677	247	3148	2340	835	1258	884	0.374853	2	"neutral"	1568	22820	1201.05263157895	1.00677966101695	0.0601746490124096	0.00357238506385172	FALSE	1.00152112367472	1.00146304823487	0.00110600840301742	0.0332567046325612	0.0537003452154251	FALSE	FALSE
"1569"	"chr9-27"	"chr9"	27000001	28000000	"."	1000000	1370	1218	985	839	1054	1131	1306	1110	1289	804	2072	615	714	214	3144	2276	796	1326	904	0.395366	2	"neutral"	1569	23167	1219.31578947368	1.0239852398524	0.0440080120064522	0.00184703917894636	FALSE	1.0275879654695	1.0239852398524	0.00193670512076004	0.0440080120064522	0.0458959773655216	FALSE	FALSE
"1570"	"chr9-28"	"chr9"	28000001	29000000	"."	1000000	1275	1172	846	797	1041	1064	1322	1087	1211	718	1985	589	712	229	2983	2189	708	1209	880	0.359616	2	"neutral"	1570	22017	1158.78947368421	0.973039215686274	0.06471831574727	0.00442378208660382	FALSE	0.971595659445741	0.972474664022912	0.00297110373175902	0.0545078318387277	0.0717828884115576	FALSE	FALSE
"1571"	"chr9-29"	"chr9"	29000001	30000000	"."	1000000	1319	1210	818	738	1050	1002	1379	934	1276	684	1860	554	726	220	3079	2168	738	1190	808	0.351288	2	"neutral"	1571	21753	1144.89473684211	0.95171202809482	0.0611030327989702	0.00412206102511545	FALSE	0.960273804868121	0.95171202809482	0.00373358061723203	0.0611030327989702	0.0675401641513561	FALSE	FALSE
"1572"	"chr9-30"	"chr9"	30000001	31000000	"."	1000000	1333	1272	831	761	1110	978	1391	980	1240	709	1744	567	677	210	2886	2132	762	1107	861	0.345527	2	"neutral"	1572	21551	1134.26315789474	0.961016949152542	0.0643372879685756	0.00448191282911394	FALSE	0.959813757279837	0.961016949152542	0.00413928662315142	0.0643372879685756	0.1004003524262	FALSE	FALSE
"1573"	"chr9-31"	"chr9"	31000001	32000000	"."	1000000	1229	1226	893	686	1024	1059	1306	1006	1259	733	1912	653	745	194	3028	2157	781	1230	869	0.358242	2	"neutral"	1573	21990	1157.36842105263	0.96156862745098	0.0521081353780316	0.0029366385442537	FALSE	0.974753734554821	0.96156862745098	0.00271525777257527	0.0521081353780316	0.0630498442416161	FALSE	FALSE
"1574"	"chr9-32"	"chr9"	32000001	33000000	"."	1000000	1338	1356	967	706	1063	1014	1268	1096	1220	756	2011	600	668	198	3411	2396	839	1280	840	0.398112	2	"neutral"	1574	23027	1211.94736842105	1	0.0329343474571168	0.0010846712424261	FALSE	1.00113304501252	1	0.0010846712424261	0.0329343474571168	0.0387543244274995	FALSE	FALSE
"1575"	"chr9-33"	"chr9"	33000001	34000000	"."	1000000	1462	1392	1044	733	1094	1048	1426	1152	1226	894	2200	580	742	217	3256	2203	851	1269	772	0.43803	2	"neutral"	1575	23561	1240.05263157895	1.05061728395062	0.056937507404223	0.00293702618967006	FALSE	1.0382251825747	1.05061728395062	0.00324187974940595	0.056937507404223	0.0875403025615371	FALSE	FALSE
"1576"	"chr9-34"	"chr9"	34000001	35000000	"."	1000000	1401	1215	1038	689	1057	1048	1314	1064	1249	752	2155	577	657	209	3526	2335	894	1387	851	0.459686	2	"neutral"	1576	23418	1232.52631578947	1.00963391136802	0.0528208628003846	0.00273705247311231	FALSE	1.01602288515636	1.00963391136802	0.00279004354697705	0.0528208628003846	0.0669331271641941	FALSE	FALSE
"1577"	"chr9-35"	"chr9"	35000001	36000000	"."	1000000	1455	1293	934	785	1083	1006	1265	1141	1272	790	2349	547	703	179	3446	2322	887	1301	850	0.447697	2	"neutral"	1577	23608	1242.52631578947	1.02086677367576	0.0598090515891844	0.00343238261391268	FALSE	1.01916449360074	1.02086677367576	0.00357712265199772	0.0598090515891844	0.0638805372760098	FALSE	FALSE
"1578"	"chr9-36"	"chr9"	36000001	37000000	"."	1000000	1372	1342	994	793	1094	979	1272	1204	1369	822	2105	519	720	225	3402	2343	883	1249	780	0.447815	2	"neutral"	1578	23467	1235.10526315789	1.03186274509804	0.0624810530618368	0.00366650950891173	FALSE	1.03627196589381	1.03859230356761	0.00276669298216306	0.0525993629444603	0.050401725803769	FALSE	FALSE
"1579"	"chr9-37"	"chr9"	37000001	38000000	"."	1000000	1365	1252	978	765	1053	1035	1259	1158	1265	830	2021	568	712	176	2988	2414	785	1260	906	0.431144	2	"neutral"	1579	22790	1199.47368421053	0.997109826589595	0.0540336140227087	0.00293658137359723	FALSE	1.00123688026358	0.997109826589595	0.00291963144435506	0.0540336140227087	0.0552296002063133	FALSE	FALSE
"1580"	"chr9-38"	"chr9"	38000001	39000000	"."	1000000	1464	1278	888	856	1155	963	1279	1127	1240	802	2177	677	734	220	3542	2642	848	1387	816	0.440126	2	"neutral"	1580	24095	1268.15789473684	1.04691358024691	0.0681528346208675	0.00423785585610203	FALSE	1.05008659557832	1.04691358024691	0.00464480886685931	0.0681528346208675	0.0899553008196252	FALSE	FALSE
"1581"	"chr9-39"	"chr9"	39000001	40000000	"."	1000000	1278	1188	895	592	1071	943	1291	977	1079	666	2014	633	597	195	3005	2063	754	1195	767	0.38801	2	"neutral"	1581	21203	1115.94736842105	0.930864197530864	0.0619010445690726	0.00442204646311947	FALSE	0.920617990162272	0.927480291536516	0.00276514074615878	0.0525846056004871	0.0428755871463786	FALSE	FALSE
"1582"	"chr9-40"	"chr9"	40000001	41000000	"."	1000000	1559	1441	886	856	1206	1148	1570	1243	1140	873	2248	784	581	233	3598	2607	886	1325	984	0.388593	2	"neutral"	1582	25168	1324.63157894737	1.13082901554404	0.111828375327355	0.00977935347629027	FALSE	1.13180393656751	1.13452492944497	0.00146443549801728	0.0382679434777632	0.0477924843283752	FALSE	FALSE
"1583"	"chr9-41"	"chr9"	41000001	42000000	"."	1000000	2031	1842	1259	1058	1452	1377	1850	1468	1484	1197	2491	1049	654	277	4176	2783	1041	1532	1207	0.392544	2	"neutral"	1583	30228	1590.94736842105	1.35424354243542	0.173705236692476	0.0164525142598994	FALSE	1.34527189144578	1.35424354243542	0.00601874623414845	0.0775805789753367	0.122729578893962	FALSE	FALSE
"1584"	"chr9-42"	"chr9"	42000001	43000000	"."	1000000	1463	1498	952	876	1065	974	1208	1126	1323	961	1892	796	528	265	3196	2072	765	1218	864	0.398784	2	"neutral"	1584	23042	1212.73684210526	1.0031612223393	0.151348990031218	0.0227623754520664	FALSE	1.01091044869606	1.00188146754468	0.00744752162468495	0.0862990244712242	0.109987098270765	TRUE	TRUE
"1585"	"chr9-43"	"chr9"	43000001	44000000	"."	1000000	1639	1855	1461	645	1319	1138	2215	2244	2058	1414	2565	879	1211	297	3932	2845	973	1607	921	0.364995	2	"neutral"	1585	31218	1643.05263157895	1.26336477987421	0.295790396421097	0.0548164123154614	FALSE	1.44358191161548	1.47029702970297	0.0111655498390324	0.105667165378051	0.0349285476902625	TRUE	TRUE
"1586"	"chr9-44"	"chr9"	44000001	45000000	"."	1000000	1237	1701	1504	501	1156	938	2085	2294	1812	1267	2233	850	1291	236	3623	2630	990	1569	726	0.374543	2	"neutral"	1586	28643	1507.52631578947	1.22222222222222	0.358957233269781	0.0862551563690278	FALSE	1.22253375541971	1.22222222222222	0.0050340634896325	0.0709511345196996	0.0651737343545675	FALSE	FALSE
"1587"	"chr9-45"	"chr9"	45000001	46000000	"."	1000000	419	573	409	165	334	268	606	628	476	440	860	277	316	90	1238	991	287	566	262	0.194506	2	"neutral"	1587	9205	484.473684210526	0.430979978925184	0.0936119038680525	0.047178916718201	TRUE	0.404252985670067	0.430979978925184	0.00323012344944099	0.0568341750132874	0.079845414456862	FALSE	TRUE
"1588"	"chr9-46"	"chr9"	46000001	47000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1588	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1589"	"chr9-47"	"chr9"	47000001	48000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1589	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1590"	"chr9-48"	"chr9"	48000001	49000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1590	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1591"	"chr9-49"	"chr9"	49000001	50000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1591	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1592"	"chr9-50"	"chr9"	50000001	51000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1592	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1593"	"chr9-51"	"chr9"	51000001	52000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1593	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1594"	"chr9-52"	"chr9"	52000001	53000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1594	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1595"	"chr9-53"	"chr9"	53000001	54000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1595	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1596"	"chr9-54"	"chr9"	54000001	55000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1596	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1597"	"chr9-55"	"chr9"	55000001	56000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1597	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1598"	"chr9-56"	"chr9"	56000001	57000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1598	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1599"	"chr9-57"	"chr9"	57000001	58000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1599	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1600"	"chr9-58"	"chr9"	58000001	59000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1600	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1601"	"chr9-59"	"chr9"	59000001	60000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	1601	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"1602"	"chr9-60"	"chr9"	60000001	61000000	"."	1000000	482	639	367	357	430	391	595	359	427	602	814	202	308	62	1889	1295	553	506	943	0.148956	2	"neutral"	1602	11221	590.578947368421	0.404515522107244	0.200660797248593	0.246067742384188	TRUE	0.445254002832414	0.421007761053622	0.00545401845957724	0.073851326728619	0.0911134011033286	FALSE	TRUE
"1603"	"chr9-61"	"chr9"	61000001	62000000	"."	1000000	1084	891	622	426	670	647	785	816	807	505	1197	425	430	104	1983	1289	532	751	535	0.334036	2	"neutral"	1603	14499	763.105263157895	0.630291627469426	0.0685318527254909	0.0118222971081909	FALSE	0.629647939213527	0.626802846490012	0.00331039782097142	0.0575360567033528	0.0629466191747903	FALSE	FALSE
"1604"	"chr9-62"	"chr9"	62000001	63000000	"."	1000000	1473	1223	961	711	970	1039	1364	1046	1073	773	2038	642	663	235	3184	2158	673	1235	928	0.317147	2	"neutral"	1604	22389	1178.36842105263	0.978337686280535	0.0831416401699641	0.00722203533830672	TRUE	0.990756962720147	0.978337686280535	0.0043171500490731	0.0657050230124996	0.0544238650984581	FALSE	TRUE
"1605"	"chr9-63"	"chr9"	63000001	64000000	"."	1000000	1244	1221	892	719	965	934	1231	1023	1141	750	1872	527	603	195	3022	2040	732	1095	719	0.328182	2	"neutral"	1605	20925	1101.31578947368	0.917647058823529	0.0352572995056718	0.00147620521727907	TRUE	0.918444420833991	0.917647058823529	0.00124307716843265	0.0352572995056718	0.0441670014951228	FALSE	TRUE
"1606"	"chr9-64"	"chr9"	64000001	65000000	"."	1000000	1203	913	785	632	918	827	960	889	823	619	1695	637	452	173	2443	1886	595	1017	595	0.327388	2	"neutral"	1606	18062	950.631578947368	0.801813471502591	0.0969202013928603	0.014611066535113	TRUE	0.792686577538115	0.801813471502591	0.00406341451825386	0.0637449175876309	0.0963144517066086	FALSE	TRUE
"1607"	"chr9-65"	"chr9"	65000001	66000000	"."	1000000	1149	1012	739	604	803	797	1036	871	888	545	1561	481	425	190	2592	1723	619	1024	664	0.335132	2	"neutral"	1607	17723	932.789473684211	0.788432267884323	0.0658899087352869	0.00698407720551543	FALSE	0.780778019968912	0.788432267884323	0.00132888314310677	0.036453849496408	0.0393080041911531	FALSE	FALSE
"1608"	"chr9-66"	"chr9"	66000001	67000000	"."	1000000	1159	1073	778	614	955	931	1294	968	882	686	1659	565	451	175	2620	1980	641	1061	741	0.315954	2	"neutral"	1608	19233	1012.26315789474	0.857883049592894	0.0790707522571636	0.00849523832916862	TRUE	0.858109884654518	0.86210984162813	0.0039840641796356	0.0631194437525839	0.0712034081426989	FALSE	TRUE
"1609"	"chr9-67"	"chr9"	67000001	68000000	"."	1000000	1320	1176	792	662	971	912	1190	1036	964	592	1998	647	589	206	3134	2114	765	1182	779	0.368732	2	"neutral"	1609	21029	1106.78947368421	0.928007023705004	0.0795743260314065	0.00735264184422446	FALSE	0.92616601066252	0.928626153361936	0.0024893176911956	0.0498930625557863	0.0552636873062867	FALSE	FALSE
"1610"	"chr9-68"	"chr9"	68000001	69000000	"."	1000000	1113	1019	713	617	772	840	1064	918	995	690	1627	480	587	180	2622	1927	654	1043	718	0.314391	2	"neutral"	1610	18579	977.842105263158	0.813559322033898	0.0406779190393373	0.00249999421525522	TRUE	0.819492242319971	0.813559322033898	0.00165469309737088	0.0406779190393373	0.0374274465630785	FALSE	TRUE
"1611"	"chr9-69"	"chr9"	69000001	70000000	"."	1000000	1434	1317	964	808	1129	1032	1277	1119	1259	821	2045	607	704	176	3204	2274	804	1323	804	0.413186	2	"neutral"	1611	23101	1215.84210526316	1.01043338683788	0.0475062840160361	0.00221048079541293	FALSE	1.0115849970765	1.01043338683788	0.00225684702101229	0.0475062840160361	0.043111635160723	FALSE	FALSE
"1612"	"chr9-70"	"chr9"	70000001	71000000	"."	1000000	1315	1326	1054	739	1088	984	1369	1079	1177	835	2011	576	726	204	3162	2231	794	1245	850	0.398794	2	"neutral"	1612	22765	1198.15789473684	0.995387453874539	0.0430597372874498	0.00187136467263225	FALSE	1.00485212610176	0.995387453874539	0.00185414097526419	0.0430597372874498	0.0501508070979153	FALSE	FALSE
"1613"	"chr9-71"	"chr9"	71000001	72000000	"."	1000000	1244	1214	936	752	1063	994	1231	1037	1346	799	1982	568	753	166	3138	2144	743	1207	822	0.381872	2	"neutral"	1613	22139	1165.21052631579	0.96271186440678	0.0577602776813903	0.00359969659062277	FALSE	0.978047778253989	0.96345763753447	0.00217169198214974	0.0466014160959701	0.0478766174576218	FALSE	FALSE
"1614"	"chr9-72"	"chr9"	72000001	73000000	"."	1000000	1355	1304	1051	753	1132	1079	1374	1053	1240	819	1933	603	719	199	3261	2324	812	1295	800	0.398409	2	"neutral"	1614	23106	1216.10526315789	1.01808176100629	0.0377622206897515	0.00137578236347997	FALSE	1.01622034643326	1.01808176100629	0.0014259853114215	0.0377622206897515	0.0325311546798108	FALSE	FALSE
"1615"	"chr9-73"	"chr9"	73000001	74000000	"."	1000000	1344	1197	914	710	1075	1097	1279	926	1280	702	1979	590	779	202	2905	2051	766	1145	880	0.352234	2	"neutral"	1615	21821	1148.47368421053	0.970098039215686	0.0650937217246847	0.0045024298227219	FALSE	0.97166606686324	0.970098039215686	0.00423719260797068	0.0650937217246847	0.081569425492939	FALSE	FALSE
"1616"	"chr9-74"	"chr9"	74000001	75000000	"."	1000000	1397	1314	889	716	1076	1025	1346	1014	1297	710	1800	608	797	197	3070	2131	766	1266	864	0.376073	2	"neutral"	1616	22283	1172.78947368421	0.98747591522158	0.0589403813083843	0.00356264753748415	FALSE	0.97973827991693	0.981361719987028	0.00238461637829723	0.048832534014704	0.0905606550586874	FALSE	FALSE
"1617"	"chr9-75"	"chr9"	75000001	76000000	"."	1000000	1291	1312	937	747	1154	1120	1402	1120	1249	755	2012	649	659	240	3170	2331	767	1203	876	0.393457	2	"neutral"	1617	22994	1210.21052631579	1.00673854447439	0.0644587847509854	0.0040994994626736	FALSE	1.01064560926565	1.00457312456464	0.0026441067150438	0.0514208782017946	0.0748470667661452	FALSE	FALSE
"1618"	"chr9-76"	"chr9"	76000001	77000000	"."	1000000	1366	1309	1026	775	1011	1022	1373	1150	1235	834	2122	590	696	194	3131	2280	840	1202	886	0.41055	2	"neutral"	1618	23042	1212.73684210526	1.01110288675056	0.0434086184204345	0.00184315231735135	FALSE	1.01462912288512	1.01110288675056	0.00188430815317088	0.0434086184204345	0.0580766767662346	FALSE	FALSE
"1619"	"chr9-77"	"chr9"	77000001	78000000	"."	1000000	1316	1340	973	720	1052	1081	1322	1145	1236	921	1939	571	728	185	3277	2323	831	1303	845	0.396516	2	"neutral"	1619	23108	1216.21052631579	1.01807228915663	0.056406964031416	0.0030697868251199	FALSE	1.0038546392163	1.01249289676759	0.00137509069849383	0.0370822153935526	0.0477839588104665	FALSE	FALSE
"1620"	"chr9-78"	"chr9"	78000001	79000000	"."	1000000	1334	1295	1003	849	1129	1082	1390	1045	1337	808	2124	561	683	191	3265	2426	752	1334	744	0.396711	2	"neutral"	1620	23352	1229.05263157895	1.04117647058824	0.0614400897025183	0.00348221027146369	FALSE	1.01577217797589	1.04117647058824	0.0037748846226535	0.0614400897025183	0.0902740339595057	FALSE	FALSE
"1621"	"chr9-79"	"chr9"	79000001	80000000	"."	1000000	1424	1266	952	739	1122	1053	1366	1073	1304	805	2010	669	733	201	3224	2341	793	1209	856	0.389441	2	"neutral"	1621	23140	1217.89473684211	1.01445086705202	0.0403900058308985	0.00158520632456094	FALSE	1.01943670651855	1.01445086705202	0.00163135257102002	0.0403900058308985	0.0501848793029679	FALSE	FALSE
"1622"	"chr9-80"	"chr9"	80000001	81000000	"."	1000000	1285	1216	846	732	1062	1112	1315	1022	1304	716	1906	550	692	243	3267	2166	838	1215	890	0.367105	2	"neutral"	1622	22377	1177.73684210526	0.982954545454545	0.0715636585801772	0.00530051660721307	FALSE	0.979832137100334	0.969071612349914	0.00264790303699089	0.0514577791688573	0.0582590483007714	FALSE	FALSE
"1623"	"chr9-81"	"chr9"	81000001	82000000	"."	1000000	1465	1276	966	801	1018	1095	1313	1100	1149	776	2073	605	607	175	3388	2290	827	1269	851	0.403515	2	"neutral"	1623	23044	1212.84210526316	1.01476014760148	0.0602919911462729	0.00353014421297863	FALSE	0.999835647587266	1.01476014760148	0.00363512419638225	0.0602919911462729	0.0269222296032423	FALSE	FALSE
"1624"	"chr9-82"	"chr9"	82000001	83000000	"."	1000000	1360	1348	908	776	1038	1101	1332	1058	1296	755	1989	601	722	204	3248	2291	850	1339	761	0.385208	2	"neutral"	1624	22977	1209.31578947368	1.00990099009901	0.0386332963195683	0.00146340971680539	FALSE	1.00859356025909	1.00990099009901	0.00149253158451557	0.0386332963195683	0.0657447915189828	FALSE	FALSE
"1625"	"chr9-83"	"chr9"	83000001	84000000	"."	1000000	1359	1273	921	765	1053	1035	1299	1129	1220	767	2082	593	720	210	3334	2188	788	1421	798	0.402837	2	"neutral"	1625	22955	1208.15789473684	0.99843137254902	0.0366427952324057	0.00134691674940594	FALSE	1.00634995469748	0.99843137254902	0.00134269444244402	0.0366427952324057	0.0397186434940384	FALSE	FALSE
"1626"	"chr9-84"	"chr9"	84000001	85000000	"."	1000000	1437	1361	987	683	1011	1030	1312	1073	1162	787	2150	626	729	201	3384	2330	820	1314	829	0.411551	2	"neutral"	1626	23226	1222.42105263158	1.01943005181347	0.0425214833720656	0.00173981050630415	FALSE	1.01198060181489	1.01943005181347	0.00180807654816085	0.0425214833720656	0.0462454161547226	FALSE	FALSE
"1627"	"chr9-85"	"chr9"	85000001	86000000	"."	1000000	1293	1304	961	746	977	1038	1451	1063	1278	757	2005	591	702	202	3311	2353	855	1343	904	0.399792	2	"neutral"	1627	23134	1217.57894736842	1.00539083557951	0.0435714433975268	0.00187816632643538	FALSE	1.01266310107119	1.00539083557951	0.00189847067974388	0.0435714433975268	0.0393017860148193	FALSE	FALSE
"1628"	"chr9-86"	"chr9"	86000001	87000000	"."	1000000	1379	1310	1092	761	1058	1122	1326	1084	1227	885	1993	621	712	209	3277	2237	758	1354	863	0.413953	2	"neutral"	1628	23268	1224.63157894737	1.02072538860104	0.0537749977848493	0.00277551109681887	FALSE	1.02870568791402	1.02072538860104	0.00289175038676055	0.0537749977848493	0.0485025389438231	FALSE	FALSE
"1629"	"chr9-87"	"chr9"	87000001	88000000	"."	1000000	1328	1300	1069	772	1091	1051	1300	1098	1203	800	2054	598	694	182	3492	2347	801	1336	820	0.429724	2	"neutral"	1629	23336	1228.21052631579	1.01291512915129	0.0459018805985408	0.00205359520700424	FALSE	1.01315664383765	1.01291512915129	0.00210698264248269	0.0459018805985408	0.04485923088272	FALSE	FALSE
"1630"	"chr9-88"	"chr9"	88000001	89000000	"."	1000000	1387	1222	1061	786	1035	1010	1315	1025	1275	803	2155	674	776	182	3524	2248	887	1334	816	0.43485	2	"neutral"	1630	23515	1237.63157894737	1.02664692820133	0.0644500966733358	0.00394098627278091	FALSE	1.02723302617066	1.02664692820133	0.00415381496120233	0.0644500966733358	0.0926578129958839	FALSE	FALSE
"1631"	"chr9-89"	"chr9"	89000001	90000000	"."	1000000	1400	1323	1076	843	1070	1009	1332	1189	1249	806	2192	580	675	220	3573	2415	890	1461	764	0.459417	2	"neutral"	1631	24067	1266.68421052632	1.0440414507772	0.0644082555025774	0.00380581426806643	FALSE	1.04793851732989	1.0440414507772	0.00414842337688529	0.0644082555025774	0.0928675614437871	FALSE	FALSE
"1632"	"chr9-90"	"chr9"	90000001	91000000	"."	1000000	1348	1310	976	786	1057	1039	1354	1122	1250	887	2124	604	740	206	3319	2242	894	1316	840	0.414719	2	"neutral"	1632	23414	1232.31578947368	1.02745098039216	0.0390831959676447	0.00144696464167476	FALSE	1.03243012810482	1.02745098039216	0.00152749620704532	0.0390831959676447	0.0304866777487314	FALSE	FALSE
"1633"	"chr9-91"	"chr9"	91000001	92000000	"."	1000000	1311	1296	1057	825	1029	1016	1261	1144	1267	733	2190	579	736	215	3249	2297	894	1291	773	0.431028	2	"neutral"	1633	23163	1219.10526315789	1.01493710691824	0.0559968215743772	0.00304402694004646	FALSE	1.01905325233024	1.01493710691824	0.00313564402643263	0.0559968215743772	0.0852546460801068	FALSE	FALSE
"1634"	"chr9-92"	"chr9"	92000001	93000000	"."	1000000	1375	1326	990	729	1135	1066	1286	1179	1246	802	1967	567	702	215	3463	2492	810	1329	888	0.431533	2	"neutral"	1634	23567	1240.36842105263	1.03886010362694	0.0410374841058127	0.00156044087946022	FALSE	1.02856796074683	1.03886010362694	0.00168407510173483	0.0410374841058127	0.0656312426545314	FALSE	FALSE
"1635"	"chr9-93"	"chr9"	93000001	94000000	"."	1000000	1374	1443	1023	779	1065	1059	1258	1267	1261	842	2247	621	749	242	3576	2338	933	1301	767	0.478944	2	"neutral"	1635	24145	1270.78947368421	1.05254237288136	0.0706021523728237	0.00449942176905209	FALSE	1.06144645123542	1.05254237288136	0.00498466391967542	0.0706021523728237	0.0815006219547989	FALSE	FALSE
"1636"	"chr9-94"	"chr9"	94000001	95000000	"."	1000000	1286	1316	997	774	1133	1087	1300	1025	1350	854	2052	566	695	219	3392	2304	822	1345	743	0.427199	2	"neutral"	1636	23260	1224.21052631579	1.0321568627451	0.0546115223786729	0.00279947863640182	FALSE	1.0196335369928	1.0321568627451	0.0029824183765163	0.0546115223786729	0.0657040377757133	FALSE	FALSE
"1637"	"chr9-95"	"chr9"	95000001	96000000	"."	1000000	1378	1442	963	700	1081	1062	1367	1089	1335	804	2130	637	705	205	3366	2349	821	1245	932	0.42815	2	"neutral"	1637	23611	1242.68421052632	1.02312138728324	0.0446750200868258	0.00190666847700041	FALSE	1.03303786730312	1.02312138728324	0.00199585741975829	0.0446750200868258	0.0286179032152807	FALSE	FALSE
"1638"	"chr9-96"	"chr9"	96000001	97000000	"."	1000000	1483	1291	960	760	1133	1110	1362	1113	1282	841	2073	581	744	234	3370	2388	784	1315	759	0.436664	2	"neutral"	1638	23583	1241.21052631579	1.03380503144654	0.0516852961245478	0.00249952068232464	FALSE	1.03573529726996	1.03380503144654	0.0026713698354822	0.0516852961245478	0.046972027843037	FALSE	FALSE
"1639"	"chr9-97"	"chr9"	97000001	98000000	"."	1000000	1392	1372	968	739	1086	975	1230	1104	1320	880	2157	602	725	227	3307	2392	864	1325	757	0.427789	2	"neutral"	1639	23422	1232.73684210526	1.02982954545455	0.0573401903372554	0.00310018467849203	FALSE	1.0292104184511	1.02982954545455	0.00328789742791268	0.0573401903372554	0.0410806473060479	FALSE	FALSE
"1640"	"chr9-98"	"chr9"	98000001	99000000	"."	1000000	1432	1310	1006	786	1132	985	1448	1150	1234	860	2258	627	781	227	3550	2533	894	1434	909	0.464074	2	"neutral"	1640	24556	1292.42105263158	1.09079735750499	0.0464699062419915	0.00181491143990872	FALSE	1.07471239800979	1.09079735750499	0.00215945218613948	0.0464699062419915	0.0481094660991277	FALSE	FALSE
"1641"	"chr9-99"	"chr9"	99000001	100000000	"."	1000000	1525	1375	1030	799	1010	1080	1334	1072	1249	784	2188	635	705	204	3270	2347	851	1235	831	0.408532	2	"neutral"	1641	23524	1238.10526315789	1.01554404145078	0.0454798703001494	0.00200558424940671	FALSE	1.03158059000949	1.01554404145078	0.00206841860251841	0.0454798703001494	0.0724960234240855	FALSE	FALSE
"1642"	"chr9-100"	"chr9"	100000001	101000000	"."	1000000	1429	1367	943	740	1112	1065	1352	1081	1254	759	1963	650	701	199	3255	2277	750	1187	831	0.390589	2	"neutral"	1642	22915	1206.05263157895	0.999561018437226	0.0433575925557401	0.0018815323857034	FALSE	1.00597752437737	0.999561018437226	0.00187988083222957	0.0433575925557401	0.0380524104049793	FALSE	FALSE
