""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"15650_S7_L001.bam"	"15654_S8_L001.bam"	"15655_S9_L001.bam"	"15656_S10_L001.bam"	"182533_S1_L001.bam"	"182534_S5_L001.bam"	"182535_S2_L001.bam"	"182536_S3_L001.bam"	"182538_S6_L001.bam"	"182539_S7_L001.bam"	"182540_S8_L001.bam"	"182541_S9_L001.bam"	"182542_S10_L001.bam"	"gc"	"ploidy"	"gender"	"bin"	"sum"	"mean"	"norm.median"	"norm.sd"	"nnorm.var"	"gc_blocked"	"norm.clean.mean"	"norm.clean.median"	"norm.clean.var"	"norm.clean.sd"	"var_blocked"	"blocked"
"1740"	"chr10-59"	"chr10"	59000001	60000000	"."	1000000	879	1219	1299	995	785	740	1018	718	1149	735	652	963	996	0.388995	2	"neutral"	1740	12148	934.461538461538	0.893468118195957	0.0602089143520804	0.00454112516703556	FALSE	0.898787370782675	0.893468118195957	0.00362511336745616	0.0602089143520804	FALSE	FALSE
"1741"	"chr10-60"	"chr10"	60000001	61000000	"."	1000000	887	1241	1215	991	846	641	917	689	1099	670	633	950	998	0.38198	2	"neutral"	1741	11777	905.923076923077	0.865998176845943	0.0530614929226702	0.00375426543160487	FALSE	0.868839389155058	0.865998176845943	0.00281552203118258	0.0530614929226702	FALSE	FALSE
"1742"	"chr10-61"	"chr10"	61000001	62000000	"."	1000000	713	855	1112	818	631	611	708	497	1018	589	476	686	844	0.377583	2	"neutral"	1742	9558	735.230769230769	0.669483568075117	0.0888656268726865	0.0176192644291531	FALSE	0.705359752630909	0.669483568075117	0.00789709963947554	0.0888656268726865	FALSE	FALSE
"1743"	"chr10-62"	"chr10"	62000001	63000000	"."	1000000	1090	1323	1299	1081	1003	701	1061	867	1279	817	727	1050	1023	0.399589	2	"neutral"	1743	13321	1024.69230769231	0.985094850948509	0.0311034091673468	0.000996919036503383	FALSE	0.986849885857008	0.985094850948509	0.000967422061831391	0.0311034091673468	FALSE	FALSE
"1744"	"chr10-63"	"chr10"	63000001	64000000	"."	1000000	1322	1395	1507	1127	1057	707	1132	1008	1346	938	880	1193	1166	0.396495	2	"neutral"	1744	14778	1136.76923076923	1.08751139471285	0.0704910667984381	0.00420146291103469	FALSE	1.09651670067212	1.08751139471285	0.00496899049838186	0.0704910667984381	FALSE	FALSE
"1745"	"chr10-64"	"chr10"	64000001	65000000	"."	1000000	670	880	1085	816	647	618	688	481	829	518	446	742	903	0.365584	2	"neutral"	1745	9323	717.153846153846	0.659176029962547	0.1001523347537	0.0230844399785346	FALSE	0.688727083050908	0.659176029962547	0.0100304901566172	0.1001523347537	FALSE	FALSE
"1746"	"chr10-65"	"chr10"	65000001	66000000	"."	1000000	575	809	966	661	556	532	541	438	758	468	400	588	754	0.352834	2	"neutral"	1746	8046	618.923076923077	0.587737843551797	0.0826103679103031	0.0197561266804715	FALSE	0.594032547528358	0.587737843551797	0.00682447288627563	0.0826103679103031	FALSE	FALSE
"1747"	"chr10-66"	"chr10"	66000001	67000000	"."	1000000	607	839	1001	786	590	522	596	459	823	523	424	593	844	0.35902	2	"neutral"	1747	8607	662.076923076923	0.623678646934461	0.0894449543234833	0.020567899556678	FALSE	0.634680830925852	0.623678646934461	0.00800039985393001	0.0894449543234833	FALSE	FALSE
"1748"	"chr10-67"	"chr10"	67000001	68000000	"."	1000000	957	1245	1183	835	767	645	901	650	1110	753	595	893	959	0.377597	2	"neutral"	1748	11493	884.076923076923	0.863141524105754	0.0562234364856619	0.00424297774280026	FALSE	0.847759952455609	0.863141524105754	0.00316107481025725	0.0562234364856619	FALSE	FALSE
"1749"	"chr10-68"	"chr10"	68000001	69000000	"."	1000000	1674	1693	1719	1309	1103	776	1341	1247	1456	1098	905	1350	1292	0.420862	2	"neutral"	1749	16963	1304.84615384615	1.22680412371134	0.125757116372687	0.01050786988656	FALSE	1.22822378230048	1.22654569329198	0.00734493732274629	0.0857026097779192	FALSE	FALSE
"1750"	"chr10-69"	"chr10"	69000001	70000000	"."	1000000	1856	1794	1815	1370	1130	867	1628	1351	1670	1186	1118	1496	1215	0.473402	2	"neutral"	1750	18496	1422.76923076923	1.34743875278396	0.163873150200216	0.0147910000155408	FALSE	1.34114332038949	1.34562948875153	0.0157628877304842	0.125550339427993	FALSE	FALSE
"1751"	"chr10-70"	"chr10"	70000001	71000000	"."	1000000	1768	1735	1730	1433	1134	816	1598	1263	1715	1122	1040	1551	1178	0.475812	2	"neutral"	1751	18083	1391	1.33359253499222	0.146058747122726	0.0119952369249348	FALSE	1.31014161549972	1.31660900157851	0.0129956181664596	0.113998325279188	FALSE	FALSE
"1752"	"chr10-71"	"chr10"	71000001	72000000	"."	1000000	1834	1854	1870	1516	1203	913	1774	1483	1834	1207	1190	1617	1176	0.506068	2	"neutral"	1752	19471	1497.76923076923	1.42080599812559	0.177005367365726	0.0155204142171016	FALSE	1.42554450096075	1.40930282535115	0.014002973653152	0.118334160972865	FALSE	FALSE
"1753"	"chr10-72"	"chr10"	72000001	73000000	"."	1000000	1605	1673	1685	1302	1144	829	1401	1172	1601	1101	891	1364	1162	0.428619	2	"neutral"	1753	16930	1302.30769230769	1.24494556765163	0.0964855944286726	0.00600653797188844	FALSE	1.2303504566313	1.24416831709838	0.00373130841844906	0.0610844367940727	FALSE	FALSE
"1754"	"chr10-73"	"chr10"	73000001	74000000	"."	1000000	1561	1617	1675	1337	1047	912	1459	1290	1461	1096	968	1345	1198	0.431684	2	"neutral"	1754	16966	1305.07692307692	1.25304592314902	0.112589052784306	0.00807343503852181	FALSE	1.26303820208876	1.25304592314902	0.0126762948068672	0.112589052784306	FALSE	FALSE
"1755"	"chr10-74"	"chr10"	74000001	75000000	"."	1000000	1263	1473	1495	1092	932	725	1077	1089	1358	969	876	1161	1080	0.392544	2	"neutral"	1755	14590	1122.30769230769	1.05834092980857	0.083958111069182	0.00629323767257465	FALSE	1.08309655862006	1.05834092980857	0.0070489644143051	0.083958111069182	FALSE	FALSE
"1756"	"chr10-75"	"chr10"	75000001	76000000	"."	1000000	1499	1636	1507	1330	1178	889	1416	1105	1520	1038	1001	1334	1214	0.437727	2	"neutral"	1756	16667	1282.07692307692	1.22959889349931	0.0777280102949938	0.00399602479149559	FALSE	1.24071674110987	1.22959889349931	0.00604164358441866	0.0777280102949938	FALSE	FALSE
"1757"	"chr10-76"	"chr10"	76000001	77000000	"."	1000000	935	1267	1358	1013	983	741	1070	772	1225	760	780	1046	1107	0.398758	2	"neutral"	1757	13057	1004.38461538462	0.953509571558797	0.0640234492930776	0.00450845794164456	FALSE	0.96888279168101	0.953509571558797	0.00409900205938328	0.0640234492930776	FALSE	FALSE
"1758"	"chr10-77"	"chr10"	77000001	78000000	"."	1000000	1588	1746	1687	1379	1119	851	1561	1325	1593	1112	942	1440	1259	0.452896	2	"neutral"	1758	17602	1354	1.28778228141285	0.108906845666012	0.00715196644660758	FALSE	1.30342805711536	1.28778228141285	0.0118607010329206	0.108906845666012	FALSE	FALSE
"1759"	"chr10-78"	"chr10"	78000001	79000000	"."	1000000	1735	1700	1606	1437	1249	942	1723	1447	1655	1213	1059	1592	1181	0.471122	2	"neutral"	1759	18539	1426.07692307692	1.34676663542643	0.161235864029617	0.0143330495109	FALSE	1.3579892530817	1.33353130925655	0.0116075554071327	0.107738365530264	FALSE	FALSE
"1760"	"chr10-79"	"chr10"	79000001	80000000	"."	1000000	1608	1727	1795	1284	1109	851	1529	1189	1680	1108	890	1419	1242	0.471922	2	"neutral"	1760	17431	1340.84615384615	1.29352780309936	0.0992519232185164	0.00588743772057576	FALSE	1.28482442527966	1.29352780309936	0.00985094426257428	0.0992519232185164	FALSE	FALSE
"1761"	"chr10-80"	"chr10"	80000001	81000000	"."	1000000	1389	1633	1635	1277	1043	869	1518	1109	1486	931	967	1280	1175	0.436348	2	"neutral"	1761	16312	1254.76923076923	1.20193637621024	0.0885633727401377	0.00542931871178622	FALSE	1.20872383884463	1.20193637621024	0.00784347099110856	0.0885633727401377	FALSE	FALSE
"1762"	"chr10-81"	"chr10"	81000001	82000000	"."	1000000	669	899	1011	696	689	567	667	464	925	493	559	692	834	0.364114	2	"neutral"	1762	9165	705	0.673408239700375	0.083666132996462	0.0154362762126796	FALSE	0.678652792718426	0.673408239700375	0.00700002181058166	0.083666132996462	FALSE	FALSE
"1763"	"chr10-82"	"chr10"	82000001	83000000	"."	1000000	674	1017	1137	873	721	617	824	586	1034	602	529	852	935	0.373881	2	"neutral"	1763	10401	800.076923076923	0.76215644820296	0.0749250298002282	0.00966419294593567	FALSE	0.76707034052992	0.76215644820296	0.00561376009056508	0.0749250298002282	FALSE	FALSE
"1764"	"chr10-83"	"chr10"	83000001	84000000	"."	1000000	764	1068	1096	877	802	634	844	689	1070	635	615	837	923	0.378114	2	"neutral"	1764	10854	834.923076923077	0.81365998515219	0.0499919262655126	0.0037749727880921	FALSE	0.805419127416297	0.81365998515219	0.00249919269173645	0.0499919262655126	FALSE	FALSE
"1765"	"chr10-84"	"chr10"	84000001	85000000	"."	1000000	1313	1448	1475	1135	1010	734	1159	895	1417	948	777	1225	1080	0.412051	2	"neutral"	1765	14616	1124.30769230769	1.0676532769556	0.0565115215059336	0.00280164771878852	FALSE	1.07906107231331	1.0676532769556	0.00319355206291559	0.0565115215059336	FALSE	FALSE
"1766"	"chr10-85"	"chr10"	85000001	86000000	"."	1000000	910	1206	1252	983	811	693	958	755	1170	704	679	1013	1040	0.39701	2	"neutral"	1766	12174	936.461538461538	0.909797822706065	0.0471904966591771	0.00269041521234827	FALSE	0.900919346458656	0.909797822706065	0.0022269429749398	0.0471904966591771	FALSE	FALSE
"1767"	"chr10-86"	"chr10"	86000001	87000000	"."	1000000	1562	1661	1668	1447	1147	878	1603	1364	1535	1222	1055	1398	1128	0.462379	2	"neutral"	1767	17668	1359.07692307692	1.27438468550593	0.139645603837477	0.0120075236006958	FALSE	1.31837788411615	1.27438468550593	0.0115876746559129	0.107646061961936	FALSE	FALSE
"1768"	"chr10-87"	"chr10"	87000001	88000000	"."	1000000	1202	1327	1425	1018	903	734	1135	922	1265	875	693	1018	1002	0.398677	2	"neutral"	1768	13519	1039.92307692308	0.994007490636704	0.0576137956253105	0.00335949238557041	FALSE	1.0002138813895	0.994007490636704	0.00331934944635504	0.0576137956253105	FALSE	FALSE
"1769"	"chr10-88"	"chr10"	88000001	89000000	"."	1000000	716	1048	1219	857	745	722	866	608	1207	611	556	795	1000	0.381189	2	"neutral"	1769	10950	842.307692307692	0.787272727272727	0.106259219175178	0.0182172503563666	FALSE	0.80812124866424	0.787272727272727	0.0112910216597184	0.106259219175178	FALSE	FALSE
"1770"	"chr10-89"	"chr10"	89000001	90000000	"."	1000000	1045	1285	1254	1161	903	785	1075	768	1288	873	744	1041	1093	0.392196	2	"neutral"	1770	13315	1024.23076923077	0.981220657276995	0.0593501293683296	0.00365855825394482	FALSE	0.989480571724493	0.981220657276995	0.00352243785603746	0.0593501293683296	FALSE	FALSE
"1771"	"chr10-90"	"chr10"	90000001	91000000	"."	1000000	717	1004	1175	868	731	615	846	604	1101	634	560	830	976	0.381959	2	"neutral"	1771	10661	820.076923076923	0.769090909090909	0.0735408745006126	0.00914328430411082	FALSE	0.786494304481187	0.769090909090909	0.00540826022231486	0.0735408745006126	FALSE	FALSE
"1772"	"chr10-91"	"chr10"	91000001	92000000	"."	1000000	1050	1350	1374	1064	913	743	1068	831	1201	850	823	981	1037	0.396366	2	"neutral"	1772	13285	1021.92307692308	0.984365952518819	0.0528775882505047	0.00288556000493937	FALSE	0.987518073951758	0.984365952518819	0.00279603933918992	0.0528775882505047	FALSE	FALSE
"1773"	"chr10-92"	"chr10"	92000001	93000000	"."	1000000	1537	1552	1548	1152	1013	797	1311	1102	1377	1002	875	1300	1165	0.409454	2	"neutral"	1773	15731	1210.07692307692	1.16039374638101	0.100091836058443	0.00744023327988417	FALSE	1.14340442193335	1.15480711817937	0.00338735653246457	0.0582010011294013	FALSE	FALSE
"1774"	"chr10-93"	"chr10"	93000001	94000000	"."	1000000	1504	1663	1642	1331	1089	769	1345	1201	1374	1121	896	1276	1157	0.425568	2	"neutral"	1774	16368	1259.07692307692	1.21900519673348	0.106792392341309	0.00767484329958863	FALSE	1.21336040535146	1.21900519673348	0.01140461506198	0.106792392341309	FALSE	FALSE
"1775"	"chr10-94"	"chr10"	94000001	95000000	"."	1000000	1125	1383	1341	1151	1087	849	1188	890	1250	833	761	1096	1137	0.395932	2	"neutral"	1775	14091	1083.92307692308	1.03595505617978	0.0635659568441627	0.00376502052943239	FALSE	1.04853653916311	1.03595505617978	0.00404063086951395	0.0635659568441627	FALSE	FALSE
"1776"	"chr10-95"	"chr10"	95000001	96000000	"."	1000000	1315	1528	1640	1254	1009	864	1279	1000	1372	1018	882	1174	1055	0.414279	2	"neutral"	1776	15390	1183.84615384615	1.16272727272727	0.0702525239549458	0.0036506327434443	FALSE	1.14226107008556	1.16272727272727	0.00493541712204023	0.0702525239549458	FALSE	FALSE
"1777"	"chr10-96"	"chr10"	96000001	97000000	"."	1000000	1330	1505	1604	1182	1003	768	1294	1093	1466	959	862	1193	1165	0.417432	2	"neutral"	1777	15424	1186.46153846154	1.12734082397004	0.062180519831379	0.00304227331738033	FALSE	1.14092422305991	1.12734082397004	0.00386641704650052	0.062180519831379	FALSE	FALSE
"1778"	"chr10-97"	"chr10"	97000001	98000000	"."	1000000	1956	1750	1903	1511	1304	883	1725	1446	1730	1199	1033	1481	1285	0.484934	2	"neutral"	1778	19206	1477.38461538462	1.38853503184713	0.171661365103895	0.0152838033544058	FALSE	1.38834521474812	1.38348527490877	0.0152835595768783	0.123626694434812	FALSE	FALSE
"1779"	"chr10-98"	"chr10"	98000001	99000000	"."	1000000	1197	1423	1474	1160	966	749	1208	898	1239	899	793	1024	1136	0.414444	2	"neutral"	1779	14166	1089.69230769231	1.06591760299625	0.05445487054516	0.00260991396449011	FALSE	1.04934331097921	1.06591760299625	0.00296533292609013	0.05445487054516	FALSE	FALSE
"1780"	"chr10-99"	"chr10"	99000001	100000000	"."	1000000	1444	1640	1508	1302	1062	823	1289	1068	1514	968	861	1298	1092	0.416999	2	"neutral"	1780	15869	1220.69230769231	1.17181818181818	0.0758457804979179	0.00418930890876456	FALSE	1.17381509732682	1.17181818181818	0.00575258241933834	0.0758457804979179	FALSE	FALSE
"1781"	"chr10-100"	"chr10"	100000001	101000000	"."	1000000	1639	1764	1638	1395	1145	861	1475	1314	1477	1137	1005	1485	1136	0.455965	2	"neutral"	1781	17471	1343.92307692308	1.31673422119282	0.130773685951503	0.00986380513776534	FALSE	1.27871735132849	1.31206907873137	0.012972829903694	0.113898331435074	FALSE	FALSE
"1782"	"chr10-101"	"chr10"	101000001	102000000	"."	1000000	1599	1668	1723	1421	1050	848	1530	1231	1581	1099	995	1437	1255	0.460518	2	"neutral"	1782	17437	1341.30769230769	1.27913882702301	0.106147448923243	0.00688626543342843	FALSE	1.29161078582284	1.27913882702301	0.0112672809129124	0.106147448923243	FALSE	FALSE
"1783"	"chr10-102"	"chr10"	102000001	103000000	"."	1000000	1847	1717	1736	1485	1188	910	1682	1399	1719	1224	1025	1544	1181	0.470946	2	"neutral"	1783	18657	1435.15384615385	1.38888888888889	0.161483623499484	0.0135182964053784	FALSE	1.37790080770218	1.38888888888889	0.0120417667743429	0.109734984277316	FALSE	FALSE
"1784"	"chr10-103"	"chr10"	103000001	104000000	"."	1000000	1804	1762	1776	1517	1075	884	1490	1398	1683	1172	1124	1423	1195	0.464215	2	"neutral"	1784	18303	1407.92307692308	1.31985018726592	0.165098895881222	0.015647287454148	FALSE	1.30851207420505	1.3184855233853	0.0131228526131562	0.114555020025996	FALSE	FALSE
"1785"	"chr10-104"	"chr10"	104000001	105000000	"."	1000000	1327	1445	1622	1227	1043	775	1349	1087	1490	929	862	1297	1061	0.420457	2	"neutral"	1785	15514	1193.38461538462	1.15863141524106	0.0744023164340978	0.00412365491408473	FALSE	1.14730490575291	1.15863141524106	0.00553570469075962	0.0744023164340978	FALSE	FALSE
"1786"	"chr10-105"	"chr10"	105000001	106000000	"."	1000000	805	1089	1206	990	836	693	827	621	1164	767	600	860	1114	0.385786	2	"neutral"	1786	11572	890.153846153846	0.883720930232558	0.0970752149557643	0.0120666423242734	FALSE	0.857274615374492	0.883720930232558	0.00942359735870784	0.0970752149557643	FALSE	FALSE
"1787"	"chr10-106"	"chr10"	106000001	107000000	"."	1000000	944	1040	1122	955	762	670	900	671	1055	674	605	931	995	0.384267	2	"neutral"	1787	11324	871.076923076923	0.820373250388802	0.0569340869933562	0.00481639103250089	FALSE	0.840209662998406	0.820373250388802	0.00324149026176705	0.0569340869933562	FALSE	FALSE
"1788"	"chr10-107"	"chr10"	107000001	108000000	"."	1000000	624	923	1093	835	773	605	709	522	1046	571	513	639	953	0.375109	2	"neutral"	1788	9806	754.307692307692	0.695121951219512	0.108262168380595	0.0242566843080937	FALSE	0.724749630813992	0.695121951219512	0.0117206971024682	0.108262168380595	FALSE	FALSE
"1789"	"chr10-108"	"chr10"	108000001	109000000	"."	1000000	579	824	1144	769	683	667	740	515	925	576	451	678	850	0.371838	2	"neutral"	1789	9401	723.153846153846	0.672727272727273	0.109800817782504	0.026639930056072	FALSE	0.696743877141862	0.672727272727273	0.0120562195857066	0.109800817782504	FALSE	FALSE
"1790"	"chr10-109"	"chr10"	109000001	110000000	"."	1000000	1023	1357	1320	1101	913	761	1156	728	1294	827	741	1112	1065	0.398109	2	"neutral"	1790	13398	1030.61538461538	1.00622083981337	0.0574110738654753	0.00325540274405358	FALSE	0.990780748016338	1.00622083981337	0.00329603140238706	0.0574110738654753	FALSE	FALSE
"1791"	"chr10-110"	"chr10"	110000001	111000000	"."	1000000	1287	1454	1607	1217	965	829	1270	1017	1336	926	888	1196	1073	0.421501	2	"neutral"	1791	15065	1158.84615384615	1.14058106841612	0.0677353265300961	0.00352677813693093	FALSE	1.11811651522509	1.14058106841612	0.00458807446013874	0.0677353265300961	FALSE	FALSE
"1792"	"chr10-111"	"chr10"	111000001	112000000	"."	1000000	953	1362	1339	1041	884	836	1189	782	1320	858	693	1079	1050	0.401838	2	"neutral"	1792	13386	1029.69230769231	0.993630573248408	0.0723178685659293	0.00529713868482865	FALSE	0.991345538308612	0.993630573248408	0.00522987411391902	0.0723178685659293	FALSE	FALSE
"1793"	"chr10-112"	"chr10"	112000001	113000000	"."	1000000	1252	1510	1417	1123	987	800	1329	1161	1460	976	905	1197	1099	0.41844	2	"neutral"	1793	15216	1170.46153846154	1.13028372900984	0.0839539892341577	0.00551706020293613	FALSE	1.13226613091134	1.13028372900984	0.00704827230832906	0.0839539892341577	FALSE	FALSE
"1794"	"chr10-113"	"chr10"	113000001	114000000	"."	1000000	1370	1605	1570	1315	1122	790	1423	1122	1470	1053	858	1363	1120	0.429636	2	"neutral"	1794	16181	1244.69230769231	1.20224719101124	0.0720099596815377	0.00358754695060877	FALSE	1.19763776352243	1.20224719101124	0.00518543429333668	0.0720099596815377	FALSE	FALSE
"1795"	"chr10-114"	"chr10"	114000001	115000000	"."	1000000	1476	1628	1509	1224	1031	758	1335	1182	1510	1032	933	1330	1128	0.423254	2	"neutral"	1795	16076	1236.61538461538	1.19513607411697	0.100967387147276	0.00713719437492719	FALSE	1.19149203560185	1.19513607411697	0.0101944132673479	0.100967387147276	FALSE	FALSE
"1796"	"chr10-115"	"chr10"	115000001	116000000	"."	1000000	707	880	1108	708	595	550	702	545	879	546	423	652	879	0.363917	2	"neutral"	1796	9174	705.692307692308	0.659176029962547	0.0816370104689364	0.0153380931943085	FALSE	0.675084874229007	0.659176029962547	0.00666460147830522	0.0816370104689364	FALSE	FALSE
"1797"	"chr10-116"	"chr10"	116000001	117000000	"."	1000000	1242	1501	1490	1164	1103	812	1296	1040	1426	981	806	1245	1081	0.422283	2	"neutral"	1797	15187	1168.23076923077	1.12434456928839	0.0437171714671383	0.00151183799940195	FALSE	1.12607706520585	1.12434456928839	0.00191119108108717	0.0437171714671383	FALSE	FALSE
"1798"	"chr10-117"	"chr10"	117000001	118000000	"."	1000000	1356	1535	1528	1340	1044	861	1390	1088	1530	1053	962	1318	1160	0.436963	2	"neutral"	1798	16165	1243.46153846154	1.20145852324521	0.0654943920392391	0.00297160215636141	FALSE	1.20210976709937	1.20145852324521	0.00428951538858955	0.0654943920392391	FALSE	FALSE
"1799"	"chr10-118"	"chr10"	118000001	119000000	"."	1000000	1203	1618	1561	1243	1051	791	1229	1015	1427	919	804	1189	1063	0.415528	2	"neutral"	1799	15113	1162.53846153846	1.11099365750529	0.0515624696136115	0.00215399286639336	FALSE	1.11549744363132	1.11099365750529	0.00265868827265461	0.0515624696136115	FALSE	FALSE
"1800"	"chr10-119"	"chr10"	119000001	120000000	"."	1000000	1727	1718	1679	1414	1147	895	1600	1287	1627	1181	982	1468	1193	0.459352	2	"neutral"	1800	17918	1378.30769230769	1.32521087160262	0.127728355927033	0.00928976363646532	FALSE	1.30544853675929	1.30605112868521	0.0094103123014001	0.097006764204359	FALSE	FALSE
"1801"	"chr10-120"	"chr10"	120000001	121000000	"."	1000000	1248	1488	1373	1208	1132	771	1295	1095	1370	1010	930	1270	1141	0.417446	2	"neutral"	1801	15331	1179.30769230769	1.15770282588879	0.0722345933160381	0.00389310643584323	FALSE	1.14329526411491	1.15770282588879	0.00521783647153341	0.0722345933160381	FALSE	FALSE
"1802"	"chr10-121"	"chr10"	121000001	122000000	"."	1000000	1458	1611	1507	1289	1097	824	1337	1185	1483	1036	923	1354	1245	0.428808	2	"neutral"	1802	16349	1257.61538461538	1.20674157303371	0.0749599949794562	0.00385860700280045	FALSE	1.21449689772321	1.20674157303371	0.0056190008473201	0.0749599949794562	FALSE	FALSE
"1803"	"chr10-122"	"chr10"	122000001	123000000	"."	1000000	1486	1554	1604	1395	1135	848	1502	1266	1463	1090	957	1411	1098	0.449996	2	"neutral"	1803	16809	1293	1.26230457440649	0.11347235893481	0.00808075341843345	FALSE	1.25113329734471	1.26230457440649	0.0128759762422304	0.11347235893481	FALSE	FALSE
"1804"	"chr10-123"	"chr10"	123000001	124000000	"."	1000000	1514	1665	1746	1427	1185	782	1560	1269	1631	1143	994	1409	1159	0.452744	2	"neutral"	1804	17484	1344.92307692308	1.29621380846325	0.111232805266553	0.00736397818099189	FALSE	1.29426928784779	1.29621380846325	0.0123727369674669	0.111232805266553	FALSE	FALSE
"1805"	"chr10-124"	"chr10"	124000001	125000000	"."	1000000	1876	1848	2038	1545	1178	900	1750	1338	1756	1271	1207	1630	1185	0.488328	2	"neutral"	1805	19522	1501.69230769231	1.47191661841343	0.174227217810704	0.0140108855595467	FALSE	1.44650007483845	1.47191661841343	0.0161218700207611	0.126971926112669	FALSE	FALSE
"1806"	"chr10-125"	"chr10"	125000001	126000000	"."	1000000	1425	1704	1594	1386	1113	844	1411	1196	1631	1159	906	1409	1199	0.439538	2	"neutral"	1806	16977	1305.92307692308	1.27640449438202	0.0730971746148194	0.00327962759554143	FALSE	1.25753996472176	1.27640449438202	0.0053431969366694	0.0730971746148194	FALSE	FALSE
"1807"	"chr10-126"	"chr10"	126000001	127000000	"."	1000000	1423	1644	1580	1353	1126	785	1437	1206	1415	1029	1066	1376	1127	0.434248	2	"neutral"	1807	16567	1274.38461538462	1.2314606741573	0.114046635563041	0.00857677191233021	FALSE	1.23284274433327	1.2314606741573	0.0130066350832491	0.114046635563041	FALSE	FALSE
"1808"	"chr10-127"	"chr10"	127000001	128000000	"."	1000000	1413	1777	1648	1362	1063	866	1430	1214	1499	1085	942	1475	1100	0.437762	2	"neutral"	1808	16874	1298	1.27642276422764	0.0969028784474971	0.00576347313984291	FALSE	1.25008372124235	1.27642276422764	0.0093901678514104	0.0969028784474971	FALSE	FALSE
"1809"	"chr10-128"	"chr10"	128000001	129000000	"."	1000000	1609	1555	1580	1479	1156	866	1529	1267	1535	1034	1031	1630	1195	0.450429	2	"neutral"	1809	17466	1343.53846153846	1.22198731501057	0.137083383551128	0.0125845078298228	FALSE	1.29982586244889	1.22198731501057	0.0187918540458256	0.137083383551128	FALSE	FALSE
"1810"	"chr10-129"	"chr10"	129000001	130000000	"."	1000000	1523	1670	1748	1437	1090	793	1422	1287	1558	1128	946	1441	1187	0.449253	2	"neutral"	1810	17230	1325.38461538462	1.29272727272727	0.109352268342158	0.00715552939235268	FALSE	1.27499890759536	1.29272727272727	0.0119579185915753	0.109352268342158	FALSE	FALSE
"1811"	"chr10-130"	"chr10"	130000001	131000000	"."	1000000	1481	1707	1553	1549	1139	770	1613	1341	1672	1080	1003	1460	1130	0.464994	2	"neutral"	1811	17498	1346	1.30015552099533	0.146327028246691	0.0126665545027923	FALSE	1.27685686569826	1.2894036031943	0.0179828251872759	0.134100056626669	FALSE	FALSE
"1812"	"chr10-131"	"chr10"	131000001	132000000	"."	1000000	1702	1800	1671	1488	1119	820	1670	1300	1702	1214	1108	1574	1205	0.486492	2	"neutral"	1812	18373	1413.30769230769	1.39456419868791	0.15022342960397	0.0116037488881419	FALSE	1.34255301689129	1.37143940271474	0.0191376071918248	0.138338740748298	FALSE	FALSE
"1813"	"chr10-132"	"chr10"	132000001	133000000	"."	1000000	2075	1788	1803	1528	1147	856	1758	1391	1860	1305	1062	1644	1072	0.548142	2	"neutral"	1813	19289	1483.76923076923	1.4390243902439	0.228789679625302	0.0252776415175594	FALSE	1.44028510470993	1.44268482342677	0.0141613493833853	0.119001467988363	FALSE	FALSE
"1814"	"chr10-133"	"chr10"	133000001	133797422	"."	797422	2210	2131	1982	1824	1401	1053	2141	1653	2034	1655	1334	2116	1269	0.500509	2	"neutral"	1814	22803	1754.07692307692	1.70946579194002	0.254490233120114	0.0221626358118686	FALSE	1.70875253641682	1.70946579194002	0.0337310163617156	0.18366005652214	TRUE	TRUE
"1815"	"chr11-0"	"chr11"	1	1000000	"."	1000000	1822	1621	1661	1375	1031	810	1626	1182	1699	1238	998	1464	1135	0.515195	2	"neutral"	1815	17662	1358.61538461538	1.32115085536547	0.173806871950142	0.0173072898298342	FALSE	1.27428892066348	1.30490532458995	0.0169656915250387	0.130252414661068	FALSE	FALSE
"1816"	"chr11-1"	"chr11"	1000001	2000000	"."	1000000	2010	1821	1791	1490	1020	803	1737	1398	1805	1224	1018	1634	1135	0.568306	2	"neutral"	1816	18886	1452.76923076923	1.39643861293346	0.22612988566789	0.0262223873471068	FALSE	1.43935116596119	1.40357698289269	0.0088961000419261	0.0943191393192607	FALSE	FALSE
"1817"	"chr11-2"	"chr11"	2000001	3000000	"."	1000000	1877	1728	1787	1451	1014	891	1673	1403	1742	1142	1015	1573	1178	0.533157	2	"neutral"	1817	18474	1421.07692307692	1.35458786936236	0.186122463274995	0.018879183997586	FALSE	1.35783972332902	1.35458786936236	0.00683624790516859	0.082681605603475	FALSE	FALSE
"1818"	"chr11-3"	"chr11"	3000001	4000000	"."	1000000	1679	1907	1651	1407	1135	843	1629	1276	1719	1114	960	1557	1276	0.472185	2	"neutral"	1818	18153	1396.38461538462	1.31865042174321	0.125019471703295	0.0089886808907327	FALSE	1.31940253527685	1.30973171493664	0.0115028730291136	0.107251447678405	FALSE	FALSE
"1819"	"chr11-4"	"chr11"	4000001	5000000	"."	1000000	1049	1305	1348	1118	996	702	1177	922	1328	884	795	1091	1186	0.400163	2	"neutral"	1819	13901	1069.30769230769	1.03265940902022	0.0452919751026614	0.00192365996648653	FALSE	1.03155135077789	1.03265940902022	0.0020513630087001	0.0452919751026614	FALSE	FALSE
