""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"mean"	"sd"
"chr7-77"	"chr7"	77000001	78000000	"."	1000000	1.96891191709845	2.11607843137255	2.06322444678609	2.04940493175236	0.0745501842903362
"chr7-78"	"chr7"	78000001	79000000	"."	1000000	1.93634344929682	2.02039215686275	2.10326659641728	2.02000073419228	0.0834622619507179
"chr7-79"	"chr7"	79000001	80000000	"."	1000000	1.94078460399704	1.79294117647059	1.78503688092729	1.83958755379831	0.0877282833452393
"chr7-80"	"chr7"	80000001	81000000	"."	1000000	2.12879348630644	1.84	2.0231822971549	1.99732526115378	0.146122753759739
"chr7-81"	"chr7"	81000001	82000000	"."	1000000	1.82531458179127	1.89960784313725	1.92413066385669	1.88301769626174	0.0514546329177817
"chr7-82"	"chr7"	82000001	83000000	"."	1000000	1.73945225758697	1.92313725490196	1.66701791359326	1.77653580869406	0.132025268680413
"chr7-83"	"chr7"	83000001	84000000	"."	1000000	1.82531458179127	1.80392156862745	1.79768177028451	1.80897264023441	0.0144923449181261
"chr7-84"	"chr7"	84000001	85000000	"."	1000000	1.8179126572909	1.71607843137255	1.82929399367756	1.78776169411367	0.0623398052803797
"chr7-85"	"chr7"	85000001	86000000	"."	1000000	1.97039230199852	1.9043137254902	1.6290832455216	1.83459642433677	0.181020287725931
"chr7-86"	"chr7"	86000001	87000000	"."	1000000	1.87564766839378	1.84313725490196	1.93677555321391	1.88518682550322	0.0475423954640302
"chr7-87"	"chr7"	87000001	88000000	"."	1000000	2.02812731310141	1.88235294117647	1.94309799789252	1.95119275072346	0.073223532044507
"chr7-88"	"chr7"	88000001	89000000	"."	1000000	2.06365655070318	1.88235294117647	1.95995785036881	1.96865578074949	0.0909642248443529
"chr7-89"	"chr7"	89000001	90000000	"."	1000000	1.8919319022946	1.97647058823529	1.78292939936776	1.88377729663255	0.0970279400079827
"chr7-90"	"chr7"	90000001	91000000	"."	1000000	1.89785344189489	2.01882352941176	1.89041095890411	1.93569597673692	0.0720866849601822
"chr7-91"	"chr7"	91000001	92000000	"."	1000000	2.2220577350111	2.11450980392157	1.88830347734457	2.07495700542575	0.170356373609185
"chr7-92"	"chr7"	92000001	93000000	"."	1000000	1.95114729829756	2.05333333333333	1.94731296101159	1.98393119754749	0.0601345813516042
"chr7-93"	"chr7"	93000001	94000000	"."	1000000	2.0059215396003	1.97176470588235	1.88830347734457	1.95532990760907	0.0605068515782329
"chr7-94"	"chr7"	94000001	95000000	"."	1000000	1.9259807549963	1.89333333333333	1.87987355110643	1.89972921314535	0.0237096820215476
"chr7-95"	"chr7"	95000001	96000000	"."	1000000	1.99703923019985	1.87294117647059	2.06111696522655	1.977032457299	0.0956699278243286
"chr7-96"	"chr7"	96000001	97000000	"."	1000000	1.88452997779423	1.87921568627451	1.90516332982086	1.88963633129653	0.0137067934240674
"chr7-97"	"chr7"	97000001	98000000	"."	1000000	1.94078460399704	1.98274509803922	2.21496311907271	2.04616427370299	0.14768195019595
"chr7-98"	"chr7"	98000001	99000000	"."	1000000	2.10214655810511	2.02196078431373	2.12223393045311	2.08211375762398	0.0530533767116664
"chr7-99"	"chr7"	99000001	100000000	"."	1000000	1.89933382679497	2.05176470588235	2.01053740779768	1.98721198015833	0.0788470031501337
"chr7-100"	"chr7"	100000001	101000000	"."	1000000	2.19541080680977	2.1521568627451	2.18124341412013	2.176270361225	0.0220516294321022
"chr7-101"	"chr7"	101000001	102000000	"."	1000000	2.14063656550703	2.06745098039216	2.15384615384615	2.12064456658178	0.0465380652241472
"chr7-102"	"chr7"	102000001	103000000	"."	1000000	2.3819393042191	2.42039215686275	2.21496311907271	2.33909819338485	0.10920985749908
"chr7-103"	"chr7"	103000001	104000000	"."	1000000	2.04885270170244	2.00470588235294	2.05900948366702	2.0375226892408	0.028870350979946
"chr7-104"	"chr7"	104000001	105000000	"."	1000000	2.16284233900814	2.02823529411765	2.12644889357218	2.10584217556599	0.0696293167694322
"chr7-105"	"chr7"	105000001	106000000	"."	1000000	1.85936343449297	1.99529411764706	1.97049525816649	1.94171760343551	0.0723906258748071
"chr7-106"	"chr7"	106000001	107000000	"."	1000000	2.13471502590674	2.09254901960784	2.22760800842993	2.1516240179815	0.0690989734015582
"chr7-107"	"chr7"	107000001	108000000	"."	1000000	2.02072538860104	2.07843137254902	1.95574288724974	2.01829988279993	0.0613801956257187
"chr7-108"	"chr7"	108000001	109000000	"."	1000000	2.18504811250925	2.00627450980392	1.97471022128556	2.05534428119958	0.113430106099411
"chr7-109"	"chr7"	109000001	110000000	"."	1000000	2.01776461880089	1.75529411764706	1.78714436248683	1.85340103297826	0.143231109687955
"chr7-110"	"chr7"	110000001	111000000	"."	1000000	1.94966691339748	1.81333333333333	1.86512118018967	1.87604047564016	0.0688195795041522
"chr7-111"	"chr7"	111000001	112000000	"."	1000000	2.06957809030348	1.9278431372549	1.95785036880927	1.98509053212255	0.0746908234117226
"chr7-112"	"chr7"	112000001	113000000	"."	1000000	2.03256846780163	1.90588235294118	1.9768177028451	1.9717561745293	0.0634945448544805
"chr7-113"	"chr7"	113000001	114000000	"."	1000000	1.90081421169504	1.92156862745098	1.86512118018967	1.8958346731119	0.0285512771860606
"chr7-114"	"chr7"	114000001	115000000	"."	1000000	2.06365655070318	1.94352941176471	1.86301369863014	1.95673322036601	0.100971005457935
"chr7-115"	"chr7"	115000001	116000000	"."	1000000	1.99259807549963	2.01254901960784	1.82929399367756	1.94481369626168	0.100539103370505
"chr7-116"	"chr7"	116000001	117000000	"."	1000000	2.00296076980015	1.89803921568627	2.12434141201264	2.00844713249969	0.113250810801901
"chr7-117"	"chr7"	117000001	118000000	"."	1000000	2.10658771280533	2.05647058823529	1.98524762908325	2.04943531004129	0.0609752026144305
"chr7-118"	"chr7"	118000001	119000000	"."	1000000	1.94522575869726	1.80862745098039	1.90305584826133	1.88563635264633	0.069945361092705
"chr7-119"	"chr7"	119000001	120000000	"."	1000000	1.82975573649149	1.91843137254902	1.66491043203372	1.80436584702474	0.128653416920386
"chr7-120"	"chr7"	120000001	121000000	"."	1000000	2.12879348630644	1.92313725490196	2.01053740779768	2.02082271633536	0.103213187421277
"chr7-121"	"chr7"	121000001	122000000	"."	1000000	1.97187268689859	2.04392156862745	1.70495258166491	1.90691561239699	0.178576481308313
"chr7-122"	"chr7"	122000001	123000000	"."	1000000	2.02368615840118	1.66588235294118	1.85247629083246	1.84734826739161	0.178957015142529
"chr7-123"	"chr7"	123000001	124000000	"."	1000000	1.93782383419689	1.84627450980392	2.10537407797682	1.96315747399254	0.131394412117933
"chr7-124"	"chr7"	124000001	125000000	"."	1000000	2.05921539600296	1.89647058823529	1.87987355110643	1.94518651178156	0.099099975973495
"chr7-125"	"chr7"	125000001	126000000	"."	1000000	1.99259807549963	1.9356862745098	1.90937829293994	1.94588754764979	0.0425374250816632
"chr7-126"	"chr7"	126000001	127000000	"."	1000000	2.01036269430052	1.97803921568627	1.94731296101159	1.97857162366613	0.0315282383054297
"chr7-127"	"chr7"	127000001	128000000	"."	1000000	2.13619541080681	1.98901960784314	2.09483667017914	2.07335056294303	0.0759040107479282
"chr7-128"	"chr7"	128000001	129000000	"."	1000000	2.119911176906	2.06117647058824	2	2.06036254916474	0.0599597318023352
"chr7-129"	"chr7"	129000001	130000000	"."	1000000	2.00740192450037	2.0078431372549	2.08008429926238	2.03177645367255	0.0418364031236177
"chr7-130"	"chr7"	130000001	131000000	"."	1000000	2.11547002220577	2.01725490196078	2.06533192834563	2.06601895083739	0.0491111643225099
"chr7-131"	"chr7"	131000001	132000000	"."	1000000	2.13175425610659	2.19764705882353	1.98524762908325	2.10488298133779	0.10871949454571
"chr7-132"	"chr7"	132000001	133000000	"."	1000000	2.04441154700222	2.02039215686275	2.23603793466807	2.10028054617768	0.118181149820801
"chr7-133"	"chr7"	133000001	134000000	"."	1000000	2.14359733530718	2.02352941176471	2.09062170706006	2.08591615137732	0.0601721136130594
"chr7-134"	"chr7"	134000001	135000000	"."	1000000	1.99703923019985	2.26980392156863	2.02528977871444	2.09737764349431	0.149992131129491
"chr7-135"	"chr7"	135000001	136000000	"."	1000000	2.1480384900074	2.09725490196078	2.01475237091675	2.08668192096165	0.0672691484334956
"chr7-136"	"chr7"	136000001	137000000	"."	1000000	2.0680977054034	1.97019607843137	1.83140147523709	1.95656508635729	0.118935399702649
"chr7-137"	"chr7"	137000001	138000000	"."	1000000	2.0680977054034	2.10509803921569	1.95995785036881	2.04438453166263	0.0754198552191118
"chr7-138"	"chr7"	138000001	139000000	"."	1000000	2.07698001480385	2.11137254901961	2.02739726027397	2.07191660803248	0.0422160022512493
"chr7-139"	"chr7"	139000001	140000000	"."	1000000	2.01332346410067	1.92156862745098	1.94309799789252	1.95933002981472	0.0479827745904214
"chr7-140"	"chr7"	140000001	141000000	"."	1000000	2.04737231680237	2.13019607843137	2.11169652265543	2.09642163929639	0.043473387478073
"chr7-141"	"chr7"	141000001	142000000	"."	1000000	2.03256846780163	2.04862745098039	2.00842992623815	2.02987528167339	0.020233639996103
"chr7-142"	"chr7"	142000001	143000000	"."	1000000	2.10214655810511	2.18196078431373	2.1159114857745	2.13333960939778	0.0426659383594375
"chr7-143"	"chr7"	143000001	144000000	"."	1000000	1.79274611398964	1.89960784313725	2.00421496311907	1.89885630674866	0.10573642770228
"chr7-144"	"chr7"	144000001	145000000	"."	1000000	2.43227239082161	2.01254901960784	2.16438356164384	2.20306832402443	0.212518964368113
"chr7-145"	"chr7"	145000001	146000000	"."	1000000	1.96447076239822	1.89647058823529	1.90094836670179	1.92062990577844	0.03803325067446
"chr7-146"	"chr7"	146000001	147000000	"."	1000000	2.0340488527017	2.05176470588235	1.65858798735511	1.91480051531306	0.222063296101427
"chr7-147"	"chr7"	147000001	148000000	"."	1000000	1.94818652849741	1.93411764705882	1.81875658587987	1.90035358714537	0.07101433881882
"chr7-148"	"chr7"	148000001	149000000	"."	1000000	1.99703923019985	1.98274509803922	2.231822971549	2.07053576659602	0.139861547305591
"chr7-149"	"chr7"	149000001	150000000	"."	1000000	2.15544041450777	2.14901960784314	2.03582718651212	2.11342906962101	0.067281839199673
"chr7-150"	"chr7"	150000001	151000000	"."	1000000	2.0340488527017	2.12235294117647	2.01475237091675	2.05705138826498	0.0573699238434982
"chr7-151"	"chr7"	151000001	152000000	"."	1000000	2.16876387860844	2.13960784313725	2.15595363540569	2.15477511905046	0.0146137016768128
"chr7-152"	"chr7"	152000001	153000000	"."	1000000	2.06661732050333	2.06901960784314	2.29504741833509	2.14356144889385	0.131196196397911
"chr7-153"	"chr7"	153000001	154000000	"."	1000000	1.94078460399704	1.94666666666667	1.98735511064278	1.95826879376883	0.0253606000970272
"chr7-154"	"chr7"	154000001	155000000	"."	1000000	2.04145077720207	2.06274509803922	1.89462592202318	1.99960726575482	0.0915378278295622
"chr7-155"	"chr7"	155000001	156000000	"."	1000000	2.02220577350111	2.08627450980392	2.00842992623815	2.03897006984773	0.0415418586684581
"chr7-156"	"chr7"	156000001	157000000	"."	1000000	2.12139156180607	2.1756862745098	2.05268703898841	2.11658829176809	0.0616401373863265
"chr7-157"	"chr7"	157000001	158000000	"."	1000000	2.04885270170244	2.20705882352941	2.03793466807165	2.09794873110117	0.0946496701888888
"chr7-158"	"chr7"	158000001	159000000	"."	1000000	2.15247964470762	2.20235294117647	2.01264488935722	2.1224924917471	0.0983448434757626
"chr7-159"	"chr7"	159000001	159345973	"."	345973	0.712065136935603	0.752941176470588	0.646996838777661	0.704001050727951	0.0534305417067019
"chr8-0"	"chr8"	1	1000000	"."	1000000	1.96299037749815	1.93098039215686	1.91780821917808	1.93725966294436	0.0232363678063502
"chr8-1"	"chr8"	1000001	2000000	"."	1000000	2.03108808290155	2.23529411764706	2.14752370916754	2.13796863657205	0.102437789491229
"chr8-2"	"chr8"	2000001	3000000	"."	1000000	2.0740192450037	2.09254901960784	2.02950474183351	2.06535766881502	0.0324023520222858
"chr8-3"	"chr8"	3000001	4000000	"."	1000000	1.95114729829756	1.83372549019608	1.99789251844046	1.9275884356447	0.0845811344081548
"chr8-4"	"chr8"	4000001	5000000	"."	1000000	2.09326424870466	1.99529411764706	1.8377239199157	1.97542742875581	0.128923345073804
"chr8-5"	"chr8"	5000001	6000000	"."	1000000	1.98075499629904	1.95607843137255	1.97471022128556	1.97051454965238	0.0128621910840615
"chr8-6"	"chr8"	6000001	7000000	"."	1000000	2.07105847520355	2.04705882352941	2.10115911485775	2.07309213786357	0.0271074199863008
"chr8-7"	"chr8"	7000001	8000000	"."	1000000	1.37379718726869	1.97960784313725	2.26343519494204	1.872280075116	0.454426433557262
"chr8-8"	"chr8"	8000001	9000000	"."	1000000	1.98667653589933	2.29019607843137	2.29504741833509	2.1906400108886	0.17665420522022
"chr8-9"	"chr8"	9000001	10000000	"."	1000000	2.1139896373057	2.1678431372549	2.0231822971549	2.10167169057183	0.0731128478683012
"chr8-10"	"chr8"	10000001	11000000	"."	1000000	2.10214655810511	2.0721568627451	2.00210748155954	2.05880363413658	0.0513389301088964
"chr8-11"	"chr8"	11000001	12000000	"."	1000000	2.03256846780163	2.08470588235294	2.13277133825079	2.08334856280179	0.0501152227255935
"chr8-12"	"chr8"	12000001	13000000	"."	1000000	1.80162842339008	2.35921568627451	2.39620653319283	2.18568354761914	0.333115347175544
"chr8-13"	"chr8"	13000001	14000000	"."	1000000	2.02072538860104	1.9843137254902	1.80400421496312	1.93634777635145	0.116049842668289
"chr8-14"	"chr8"	14000001	15000000	"."	1000000	1.99851961509993	1.87607843137255	1.77239199157007	1.88233001268085	0.11319336213955
"chr8-15"	"chr8"	15000001	16000000	"."	1000000	2.1539600296077	2.00156862745098	1.88619599578504	2.01390821761457	0.134307831366231
"chr8-16"	"chr8"	16000001	17000000	"."	1000000	1.90229459659511	1.71764705882353	1.91148577449947	1.84380914330604	0.109356175447692
"chr8-17"	"chr8"	17000001	18000000	"."	1000000	2.02220577350111	1.91058823529412	1.96838777660695	1.96706059513406	0.0558206034260098
"chr8-18"	"chr8"	18000001	19000000	"."	1000000	1.82679496669134	2.0721568627451	1.87776606954689	1.92557263299444	0.129478630052501
"chr8-19"	"chr8"	19000001	20000000	"."	1000000	2.10510732790526	2.11764705882353	1.94520547945205	2.05598662206028	0.0961439409482657
"chr8-20"	"chr8"	20000001	21000000	"."	1000000	2.10066617320503	2.20235294117647	2.26765015806112	2.19022309081421	0.0841502391675886
"chr8-21"	"chr8"	21000001	22000000	"."	1000000	2.2339008142117	2.05647058823529	2.25922023182297	2.18319721142332	0.110476223666106
"chr8-22"	"chr8"	22000001	23000000	"."	1000000	2.03552923760178	2.08	2.21074815595364	2.10875913118514	0.0910809148888603
"chr8-23"	"chr8"	23000001	24000000	"."	1000000	2.14063656550703	2.00627450980392	1.95995785036881	2.03562297522659	0.0938466773146433
"chr8-24"	"chr8"	24000001	25000000	"."	1000000	1.96891191709845	1.98274509803922	2.06322444678609	2.00496048730792	0.0509299121763498
"chr8-25"	"chr8"	25000001	26000000	"."	1000000	1.960029607698	1.90901960784314	2.12012644889357	1.9963918881449	0.110150742911919
"chr8-26"	"chr8"	26000001	27000000	"."	1000000	2.16580310880829	2.01725490196078	2.39831401475237	2.19379067517381	0.19206506648445
"chr8-27"	"chr8"	27000001	28000000	"."	1000000	2.1139896373057	2.06274509803922	2.19388830347734	2.12354101294075	0.0660912752603414
"chr8-28"	"chr8"	28000001	29000000	"."	1000000	2.07105847520355	2.10352941176471	2.24025289778714	2.13828026158513	0.0897908922484917
"chr8-29"	"chr8"	29000001	30000000	"."	1000000	2.02960769800148	2.08941176470588	2.18967334035827	2.10289760102188	0.0808804877682462
"chr8-30"	"chr8"	30000001	31000000	"."	1000000	2.17616580310881	2.06901960784314	2.07165437302424	2.10561326132539	0.0611144938698279
"chr8-31"	"chr8"	31000001	32000000	"."	1000000	1.97631384159882	1.94352941176471	1.9536354056902	1.95782621968457	0.0167891900143663
"chr8-32"	"chr8"	32000001	33000000	"."	1000000	1.86380458919319	1.88862745098039	2.14120126448894	1.96454443488751	0.153491922264489
"chr8-33"	"chr8"	33000001	34000000	"."	1000000	1.95558845299778	2.08470588235294	2.16649104320337	2.06892845951803	0.106332830971157
"chr8-34"	"chr8"	34000001	35000000	"."	1000000	1.94818652849741	2.02823529411765	1.7913593256059	1.92259371607365	0.120493983876427
"chr8-35"	"chr8"	35000001	36000000	"."	1000000	2.07105847520355	1.96862745098039	1.83561643835616	1.95843412151337	0.118051540239546
"chr8-36"	"chr8"	36000001	37000000	"."	1000000	2.09474463360474	2.00627450980392	1.79768177028451	1.96623363789772	0.15252553805268
"chr8-37"	"chr8"	37000001	38000000	"."	1000000	1.94966691339748	2.0156862745098	1.99367755532139	1.98634358107623	0.033615166132139
"chr8-38"	"chr8"	38000001	39000000	"."	1000000	1.96299037749815	2.11294117647059	2.2550052687039	2.11031227422421	0.146025194801247
"chr8-39"	"chr8"	39000001	40000000	"."	1000000	1.85048112509252	1.78666666666667	1.92413066385669	1.85375948520529	0.0687906124746431
"chr8-40"	"chr8"	40000001	41000000	"."	1000000	2.00888230940044	2.05803921568627	1.98946259220232	2.01879470576301	0.0353465701780466
"chr8-41"	"chr8"	41000001	42000000	"."	1000000	2.05033308660252	2.14117647058824	2.04847207586934	2.0799938776867	0.0529938496040236
"chr8-42"	"chr8"	42000001	43000000	"."	1000000	2.04589193190229	2.02980392156863	2.17702845100105	2.08424143482399	0.0807575309021134
"chr8-43"	"chr8"	43000001	44000000	"."	1000000	2.08882309400444	2.07843137254902	2.14330874604847	2.10352107086731	0.0348466826389967
"chr8-44"	"chr8"	44000001	45000000	"."	1000000	2.55662472242783	2.5678431372549	3.89251844046365	3.00566210004879	0.768060602822673
"chr8-45"	"chr8"	45000001	46000000	"."	1000000	2.11250925240563	1.84941176470588	3.51106427818757	2.49099509843302	0.893146640044235
"chr8-46"	"chr8"	46000001	47000000	"."	1000000	1.96447076239822	1.94823529411765	1.96206533192835	1.95825712948141	0.00876210088848917
"chr8-47"	"chr8"	47000001	48000000	"."	1000000	2.03256846780163	2.05333333333333	1.86512118018967	1.98367432710821	0.103193659656753
"chr8-48"	"chr8"	48000001	49000000	"."	1000000	1.96743153219837	2.02039215686275	1.91991570073762	1.96924646326625	0.0502628097100826
"chr8-49"	"chr8"	49000001	50000000	"."	1000000	1.91709844559585	1.90901960784314	1.94731296101159	1.92447700481686	0.0201848353065961
"chr8-50"	"chr8"	50000001	51000000	"."	1000000	1.96891191709845	1.81333333333333	1.73656480505796	1.83960335182991	0.118380237042535
"chr8-51"	"chr8"	51000001	52000000	"."	1000000	2.02072538860104	1.92156862745098	1.74710221285564	1.89646540963588	0.138528117127006
"chr8-52"	"chr8"	52000001	53000000	"."	1000000	2.02072538860104	2.03137254901961	2.0927291886196	2.04827570874675	0.0388641790193647
"chr8-53"	"chr8"	53000001	54000000	"."	1000000	2.0340488527017	2.07058823529412	2.0695468914647	2.05806132648684	0.0208019295307961
"chr8-54"	"chr8"	54000001	55000000	"."	1000000	2.07105847520355	2.08313725490196	1.93466807165437	2.0296212672533	0.0824533580006667
"chr8-55"	"chr8"	55000001	56000000	"."	1000000	2.12139156180607	2.11764705882353	2.05479452054795	2.09794438039251	0.03741574707394
"chr8-56"	"chr8"	56000001	57000000	"."	1000000	2.01332346410067	2.13333333333333	2.02528977871444	2.05731552538281	0.0661046784695357
"chr8-57"	"chr8"	57000001	58000000	"."	1000000	2.16432272390822	2.10039215686275	1.98524762908325	2.08332083661807	0.0907499029080213
"chr8-58"	"chr8"	58000001	59000000	"."	1000000	2.02516654330126	2.12235294117647	2.06533192834563	2.07095047094112	0.048836205817639
"chr8-59"	"chr8"	59000001	60000000	"."	1000000	2	1.85098039215686	1.83140147523709	1.89412728913132	0.0922095801798839
"chr8-60"	"chr8"	60000001	61000000	"."	1000000	1.86676535899334	2.00313725490196	2.02739726027397	1.96576662472309	0.086591425252344
"chr8-61"	"chr8"	61000001	62000000	"."	1000000	1.95262768319763	2.00313725490196	2.09905163329821	2.01827219046593	0.0743760243402287
"chr8-62"	"chr8"	62000001	63000000	"."	1000000	1.91265729089563	2.08470588235294	2.04425711275026	2.01387342866628	0.0899586329903775
"chr8-63"	"chr8"	63000001	64000000	"."	1000000	2.1139896373057	1.85882352941176	1.89041095890411	1.95440804187386	0.139101242359342
"chr8-64"	"chr8"	64000001	65000000	"."	1000000	2.02072538860104	1.89490196078431	2.05900948366702	1.99154561101746	0.0858569410795932
"chr8-65"	"chr8"	65000001	66000000	"."	1000000	2.00296076980015	2.09411764705882	1.96417281348788	2.02041707678228	0.066707997519307
"chr8-66"	"chr8"	66000001	67000000	"."	1000000	1.95410806809771	2.09098039215686	2.09905163329821	2.04804669785093	0.0814532740491435
"chr8-67"	"chr8"	67000001	68000000	"."	1000000	1.95262768319763	1.93411764705882	2.10958904109589	1.99877812378412	0.0964103205371335
"chr8-68"	"chr8"	68000001	69000000	"."	1000000	1.86972612879349	2.12549019607843	1.99367755532139	1.99629796006444	0.127902167375293
"chr8-69"	"chr8"	69000001	70000000	"."	1000000	2.04145077720207	2.18509803921569	1.91991570073762	2.04882150571846	0.132744732058643
"chr8-70"	"chr8"	70000001	71000000	"."	1000000	2.02812731310141	1.99686274509804	2.11801896733404	2.04766967517783	0.0628978177941731
"chr8-71"	"chr8"	71000001	72000000	"."	1000000	1.93486306439674	2.0078431372549	2.24657534246575	2.06309384803913	0.163035630634426
"chr8-72"	"chr8"	72000001	73000000	"."	1000000	1.84011843079201	1.97647058823529	2.05479452054795	1.95712784652508	0.108637296178044
"chr8-73"	"chr8"	73000001	74000000	"."	1000000	1.93930421909697	1.95764705882353	1.93466807165437	1.94387311652496	0.0121517315889831
"chr8-74"	"chr8"	74000001	75000000	"."	1000000	1.87120651369356	2.15686274509804	2.04004214963119	2.0227038028076	0.143615230174184
"chr8-75"	"chr8"	75000001	76000000	"."	1000000	1.96743153219837	1.92313725490196	1.8840885142255	1.92488576710861	0.0416990123673112
"chr8-76"	"chr8"	76000001	77000000	"."	1000000	1.89489267209474	2.00156862745098	1.87776606954689	1.92474245636421	0.0670822297750965
"chr8-77"	"chr8"	77000001	78000000	"."	1000000	2.07105847520355	1.68313725490196	1.75131717597471	1.83517096869341	0.207109420850554
"chr8-78"	"chr8"	78000001	79000000	"."	1000000	1.90673575129534	1.87607843137255	1.84193888303477	1.87491768856755	0.0324140251586981
"chr8-79"	"chr8"	79000001	80000000	"."	1000000	1.95114729829756	1.86980392156863	2.03371970495258	1.95155697493959	0.0819586596206107
"chr8-80"	"chr8"	80000001	81000000	"."	1000000	2.09622501850481	2.10509803921569	2.23814541622761	2.14648949131604	0.0795002456139654
"chr8-81"	"chr8"	81000001	82000000	"."	1000000	2.02072538860104	2.10666666666667	2.20653319283456	2.11130841603409	0.0929908296898872
"chr8-82"	"chr8"	82000001	83000000	"."	1000000	1.71724648408586	1.78039215686274	1.75763962065332	1.75175942053398	0.0319808780788448
"chr8-83"	"chr8"	83000001	84000000	"."	1000000	1.96447076239822	1.74745098039216	1.63751317175975	1.78314497151671	0.166375666101834
"chr8-84"	"chr8"	84000001	85000000	"."	1000000	1.9259807549963	1.94352941176471	1.82297154899895	1.89749390525332	0.0651319815825633
"chr8-85"	"chr8"	85000001	86000000	"."	1000000	3.2479644707624	3.08392156862745	3.54267650158061	3.29152084699015	0.232458363066991
"chr8-86"	"chr8"	86000001	87000000	"."	1000000	1.91265729089563	1.85882352941176	2.02528977871444	1.93225686634061	0.0849462215607166
"chr8-87"	"chr8"	87000001	88000000	"."	1000000	1.87564766839378	2.11137254901961	1.81664910432034	1.93455644057791	0.155942809369435
"chr8-88"	"chr8"	88000001	89000000	"."	1000000	1.85492227979275	1.96549019607843	1.9536354056902	1.92468262718713	0.060704312575184
"chr8-89"	"chr8"	89000001	90000000	"."	1000000	2.13767579570688	2.03921568627451	1.81032665964173	1.99573938054104	0.167949415273836
"chr8-90"	"chr8"	90000001	91000000	"."	1000000	1.99703923019985	2.10196078431373	1.95995785036881	2.01965262162746	0.0736527828132434
"chr8-91"	"chr8"	91000001	92000000	"."	1000000	1.96891191709845	1.87137254901961	1.98735511064278	1.94254652558694	0.0623244659209717
"chr8-92"	"chr8"	92000001	93000000	"."	1000000	1.90229459659511	2.09098039215686	1.85036880927292	1.9478812660083	0.126617896742994
"chr8-93"	"chr8"	93000001	94000000	"."	1000000	1.96891191709845	2.07843137254902	2.07376185458377	2.04036838141041	0.0619271412103167
"chr8-94"	"chr8"	94000001	95000000	"."	1000000	2.11102886750555	1.97176470588235	2.18335089567966	2.08871482302252	0.10754355566062
"chr8-95"	"chr8"	95000001	96000000	"."	1000000	2.01628423390081	1.98274509803922	2.09694415173867	2.03199116122623	0.0586974159649927
"chr8-96"	"chr8"	96000001	97000000	"."	1000000	1.89933382679497	2.0643137254902	2.10537407797682	2.02300721008733	0.109054194957442
"chr8-97"	"chr8"	97000001	98000000	"."	1000000	2.00148038490007	2.17098039215686	2.08640674394099	2.08628917366598	0.0847500647910669
"chr8-98"	"chr8"	98000001	99000000	"."	1000000	2.2220577350111	1.97960784313725	2.10326659641728	2.10164405818855	0.121233089501744
"chr8-99"	"chr8"	99000001	100000000	"."	1000000	1.93042190969652	1.95921568627451	1.95995785036881	1.94986514877995	0.0168424274208664
"chr8-100"	"chr8"	100000001	101000000	"."	1000000	1.880088823094	2.07529411764706	1.95785036880927	1.97107776985011	0.0982725793856433
"chr8-101"	"chr8"	101000001	102000000	"."	1000000	2.079940784604	2.06274509803922	1.99578503688093	2.04615697317471	0.0444625897086245
"chr8-102"	"chr8"	102000001	103000000	"."	1000000	2.18060695780903	2.05490196078431	2.21285563751317	2.14945485203551	0.0834576615334676
"chr8-103"	"chr8"	103000001	104000000	"."	1000000	1.94966691339748	2.0156862745098	2.00632244467861	1.9905585441953	0.0357213441692152
"chr8-104"	"chr8"	104000001	105000000	"."	1000000	2.13619541080681	1.92941176470588	2.04847207586934	2.03802641712734	0.103786814738742
"chr8-105"	"chr8"	105000001	106000000	"."	1000000	1.97187268689859	1.97960784313725	1.91570073761855	1.95572708921813	0.0348789302773087
"chr8-106"	"chr8"	106000001	107000000	"."	1000000	2.04145077720207	1.87294117647059	1.79768177028451	1.90402457465239	0.124821734546873
"chr8-107"	"chr8"	107000001	108000000	"."	1000000	1.90229459659511	2.04392156862745	2.05900948366702	2.00174188296319	0.0864536486768572
"chr8-108"	"chr8"	108000001	109000000	"."	1000000	2.04885270170244	2.01411764705882	2.00632244467861	2.02309759781329	0.0226425556705253
"chr8-109"	"chr8"	109000001	110000000	"."	1000000	1.93486306439674	2.0156862745098	1.78503688092729	1.91186207327795	0.117032345461972
"chr8-110"	"chr8"	110000001	111000000	"."	1000000	2.02960769800148	1.91843137254902	1.75131717597471	1.8997854155084	0.140079111390505
"chr8-111"	"chr8"	111000001	112000000	"."	1000000	1.94818652849741	1.87764705882353	1.75553213909378	1.86045524213824	0.0974710077911707
"chr8-112"	"chr8"	112000001	113000000	"."	1000000	1.91709844559585	1.87921568627451	1.86301369863014	1.88644261016683	0.0277571843906315
"chr8-113"	"chr8"	113000001	114000000	"."	1000000	1.8119911176906	1.93254901960784	1.79557428872497	1.84670480867447	0.0747950498455712
"chr8-114"	"chr8"	114000001	115000000	"."	1000000	1.94078460399704	1.97333333333333	1.63119072708114	1.8484362214705	0.188842682065553
"chr8-115"	"chr8"	115000001	116000000	"."	1000000	1.9940784603997	1.98745098039216	1.89673340358272	1.95942094812486	0.0543900455355097
"chr8-116"	"chr8"	116000001	117000000	"."	1000000	2.15988156920799	2.07843137254902	1.90937829293994	2.04923041156565	0.127779086500968
