""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"mean"	"sd"
"chr9-97"	"chr9"	97000001	98000000	"."	1000000	2.1188605108055	2.04067796610169	2.05965909090909	2.24752475247525	2.03507692307692	2.10193321616872	2.13861386138614	2.08661417322835	1.82629674306393	2.06069578090303	2.1521568627451	2.04004214963119	1.99191374663073	2.04712535344015	1.88042430086789	1.87357197258187	2.04066543438078	2.12048192771084	2.27979274611399	2.06011197432743	0.114485635844497
"chr9-98"	"chr9"	98000001	99000000	"."	1000000	2.2180746561886	2.12542372881356	2.21875	2.24752475247525	2.18461538461538	2.22583479789104	2.21287128712871	2.25826771653543	2.19300361881785	2.119911176906	2.05490196078431	2.12012644889357	2.11859838274933	2.13383600377003	1.89971070395371	2.20563594821021	2.12569316081331	1.98232931726908	2.2279792746114	2.1512151747593	0.0932543603375311
"chr9-99"	"chr9"	99000001	100000000	"."	1000000	2.14931237721022	2.15254237288136	2.00284090909091	2.01980198019802	2.01230769230769	2.06239015817223	2.10643564356436	1.94488188976378	2.00482509047045	2.25758697261288	2.15686274509804	2.17070600632244	2.15363881401617	1.90386427898209	2.08293153326905	2.03198781416603	1.9815157116451	2.00642570281124	2.03108808290155	2.06483925134124	0.0902815696282225
"chr9-100"	"chr9"	100000001	101000000	"."	1000000	1.92829076620825	2.20338983050847	1.99147727272727	1.97029702970297	2.00307692307692	2.00087873462214	1.85643564356436	1.86929133858268	2.00482509047045	2.11547002220577	2.1443137254902	1.98735511064278	1.99460916442049	2.09613572101791	2.05400192864031	2.05940594059406	1.99815157116451	2.0144578313253	1.96632124352332	2.01358867834148	0.0859805972609308
"chr9-101"	"chr9"	101000001	102000000	"."	1000000	1.96856581532416	2.16610169491525	2.07670454545455	2.17821782178218	1.96492307692308	1.96045694200351	1.92574257425743	2.17007874015748	2.23642943305187	2.01184307920059	2.08627450980392	1.94731296101159	2.23180592991914	1.91140433553252	2.10414657666345	2.01066260472201	2.12199630314233	2.01285140562249	2.01813471502591	2.05808700339545	0.103689977159411
"chr9-102"	"chr9"	102000001	103000000	"."	1000000	1.7671905697446	2.02033898305085	1.89772727272727	2.15841584158416	1.90830769230769	1.82601054481547	1.79455445544554	1.86929133858268	1.83835946924005	1.85344189489267	1.87137254901961	1.77028451001054	1.88140161725067	2.00942507068803	1.95178399228544	1.82939832444783	1.73567467652495	2.08835341365462	1.82124352331606	1.88908293366256	0.112181817822488
"chr9-103"	"chr9"	103000001	104000000	"."	1000000	1.8614931237721	1.90508474576271	1.96306818181818	1.79207920792079	1.85661538461538	1.88576449912127	1.82178217821782	1.87086614173228	1.99758745476478	1.83567727609178	1.99058823529412	1.73234984193888	2.20754716981132	1.82280867106503	1.93828351012536	2.00609291698401	1.71349353049908	2.15261044176707	1.83937823834197	1.90490372366547	0.127200246484274
"chr9-104"	"chr9"	104000001	105000000	"."	1000000	1.91257367387033	1.88135593220339	1.97159090909091	2.23762376237624	1.96246153846154	2.01757469244288	2.0519801980198	1.80944881889764	1.94933655006031	2.11547002220577	1.9921568627451	1.98946259220232	2.06199460916442	2.05089538171536	2.01542912246866	2.03808073115004	1.96487985212569	1.91967871485944	2.20725388601036	2.0078551500037	0.103650824803512
"chr9-105"	"chr9"	105000001	106000000	"."	1000000	1.96070726915521	2.02033898305085	2.19318181818182	2.05940594059406	2.02953846153846	1.95694200351494	1.83910891089109	2.10551181102362	2.06996381182147	2.13471502590674	2.05647058823529	2.12644889357218	1.99460916442049	1.95098963242224	2.07907425265188	1.99086062452399	2.12569316081331	2.04979919678715	1.98186528497409	2.03816972810941	0.0831550426245269
"chr9-106"	"chr9"	106000001	107000000	"."	1000000	2.01669941060904	2.07457627118644	2.08806818181818	2.14851485148515	2.05230769230769	2.12214411247803	2.12623762376238	1.92125984251968	2.10615199034982	2.20873427091044	1.9843137254902	2.07586933614331	2.07547169811321	1.90951932139491	1.93828351012536	2.04722010662605	2.12939001848429	2.15903614457831	1.98445595854922	2.0614870561543	0.0838814048742141
"chr9-107"	"chr9"	107000001	108000000	"."	1000000	2.00098231827112	1.98983050847458	1.97159090909091	1.86138613861386	2.12307692307692	2.10456942003515	2.01485148514851	2.13543307086614	1.84800965018094	2.02220577350111	2.0721568627451	1.93677555321391	1.95687331536388	2.08482563619227	2	2.05635948210206	1.9630314232902	1.9566265060241	2.09326424870466	2.01009732762608	0.0815847979788873
"chr9-108"	"chr9"	108000001	109000000	"."	1000000	2.05009823182711	2.11186440677966	2.09943181818182	2.27722772277228	2.04553846153846	2.11862917398946	2.12128712871287	2.03622047244094	2.0313630880579	2.13619541080681	2.12705882352941	2.12434141201264	2.04851752021563	1.99811498586239	2.01542912246866	1.96953541507997	2.14232902033272	2.03694779116466	1.9300518134715	2.07474641153921	0.0778023341075403
"chr9-109"	"chr9"	109000001	110000000	"."	1000000	2.00687622789784	1.84067796610169	1.87215909090909	2.06930693069307	2.18707692307692	2.04745166959578	2.24752475247525	2.04251968503937	1.94692400482509	2.13619541080681	2.11137254901961	2.04847207586934	2.1078167115903	2.04147031102733	2.06750241080039	1.97562833206398	2.12199630314233	2.10120481927711	2.18652849740933	2.06098445640108	0.102949082715807
"chr9-110"	"chr9"	110000001	111000000	"."	1000000	1.92337917485265	2.02033898305085	1.96306818181818	1.88118811881188	2.05046153846154	1.99912126537786	1.97524752475248	1.98110236220472	2.06031363088058	2.02516654330126	2.08313725490196	2.05479452054795	2.12938005390836	1.9679547596607	1.93828351012536	2.05178979436405	1.91497227356747	2.0995983935743	1.88341968911917	2.0001430301727	0.0724431815397789
"chr9-111"	"chr9"	111000001	112000000	"."	1000000	1.93320235756385	1.84067796610169	2.11647727272727	2.17821782178218	2.01230769230769	1.98769771528998	1.88366336633663	1.80157480314961	2.1978287092883	1.92746113989637	1.96392156862745	2.26132771338251	2.00808625336927	2.02262016965127	2.04050144648023	2.01066260472201	1.818853974122	2.07228915662651	2.08031088082902	2.00829908485547	0.126466383220519
"chr9-112"	"chr9"	112000001	113000000	"."	1000000	1.98133595284872	1.93898305084746	1.93181818181818	1.87128712871287	2.00369230769231	1.99384885764499	1.96287128712871	2.06929133858268	1.92521109770808	2.03108808290155	2.11764705882353	2.10115911485775	1.92183288409704	2.09048067860509	1.99035679845709	1.98019801980198	1.9630314232902	2.00642570281124	2.12953367875648	2.00053119186242	0.0726926038481068
"chr9-113"	"chr9"	113000001	114000000	"."	1000000	2.37328094302554	2.03389830508475	1.97443181818182	2.34653465346535	2.15446153846154	2.11511423550088	2.4009900990099	1.98582677165354	2.18576598311218	2.11250925240563	2.10980392156863	2.13698630136986	1.93261455525606	2.10179076343073	2.01157184185149	2.06854531607007	2.07763401109057	1.96787148594378	2.05181347150259	2.11270764568342	0.134462307348712
"chr9-114"	"chr9"	114000001	115000000	"."	1000000	2.2524557956778	2.12881355932203	2.04261363636364	1.82178217821782	2.11323076923077	2.10193321616872	2.11138613861386	2.18110236220472	1.96139927623643	2.16728349370836	1.9843137254902	2.17070600632244	1.99730458221024	2.15080113100848	2.01542912246866	1.95887281035796	2.30499075785582	1.93895582329317	2.1139896373057	2.07986126431878	0.118888326667987
"chr9-115"	"chr9"	115000001	116000000	"."	1000000	2.06090373280943	2.07118644067797	1.86363636363636	2.11881188118812	2.08676923076923	2.00087873462214	1.80445544554455	2.22677165354331	1.83594692400483	2.05773501110289	2.08	1.92202318229715	2.19676549865229	2.11498586239397	2.12343297974928	2.09291698400609	2.16820702402957	1.98714859437751	2.11658031088083	2.04890293969924	0.118749710443788
"chr9-116"	"chr9"	116000001	117000000	"."	1000000	2.02554027504912	2	2.02840909090909	1.95049504950495	2.13476923076923	2.06239015817223	2.3960396039604	1.98897637795276	1.83594692400483	2.1480384900074	1.9843137254902	2.1854583772392	1.90026954177898	1.96606974552309	1.98457087753134	1.98781416603199	2.24029574861368	2.07710843373494	1.9740932642487	2.04582100423801	0.129605198352363
"chr9-117"	"chr9"	117000001	118000000	"."	1000000	2.10117878192534	2.12542372881356	2.07670454545455	2.41584158415842	2.07015384615385	2.1115992970123	2.07178217821782	2.10551181102362	2.06996381182147	2.00444115470022	2.13960784313725	2.10537407797682	2.1266846361186	1.96041470311027	2.08293153326905	1.89337395277989	2.13308687615527	1.98875502008032	2.06217616580311	2.08657923935325	0.102493907758676
"chr9-118"	"chr9"	118000001	119000000	"."	1000000	1.95874263261297	2.10169491525424	2.05965909090909	1.92079207920792	1.94030769230769	2.04305799648506	1.89851485148515	2.08031496062992	1.96139927623643	2.14951887490748	1.94352941176471	1.94520547945205	2.1644204851752	1.93402450518379	2.07135969141755	1.93450114242193	1.95563770794824	1.98232931726908	2.09326424870466	2.00727759786175	0.0832741937568318
"chr9-119"	"chr9"	119000001	120000000	"."	1000000	2.1335952848723	2.13559322033898	2.07954545454545	1.77227722772277	2.15569230769231	2.21441124780316	2.13613861386139	2.06141732283465	1.98069963811821	2.119911176906	2.08627450980392	2.11380400421496	2.00539083557951	1.98491988689915	2.00771456123433	2.18278750952018	2.12384473197782	2.08192771084337	2.13212435233161	2.0793720840579	0.0987751178523411
"chr9-120"	"chr9"	120000001	121000000	"."	1000000	2.08840864440079	2.26779661016949	2.09090909090909	1.94059405940594	2.15446153846154	2.20035149384886	2.21782178217822	2.05354330708661	2.11097708082027	2.039970392302	2.23058823529412	2.17913593256059	2.04043126684636	2.12064090480679	2.03664416586307	1.89032749428789	2.11275415896488	2.07871485943775	2.2020725388601	2.10821808192128	0.0976393028902442
"chr9-121"	"chr9"	121000001	122000000	"."	1000000	2.16404715127701	2.20338983050847	2.14772727272727	1.93069306930693	2.096	2.07996485061511	2.21534653465347	2.09763779527559	2.00965018094089	1.97631384159882	2.09254901960784	2.23393045310854	1.90296495956873	1.93025447690858	2.03664416586307	2.00761614623001	2.03327171903882	2.03373493975904	2.03626943005181	2.06463188616	0.0972509646700232
"chr9-122"	"chr9"	122000001	123000000	"."	1000000	2.06581532416503	2.01694915254237	2.08522727272727	1.84158415841584	2.05353846153846	1.97451669595782	1.94306930693069	2.07874015748031	1.91797346200241	1.920059215396	2.11764705882353	2.05900948366702	1.87870619946092	2.00188501413761	1.91321118611379	2.11881188118812	1.93345656192237	1.96626506024096	2.05440414507772	1.99688788409412	0.0833610213759461
"chr9-123"	"chr9"	123000001	124000000	"."	1000000	2.08644400785855	2.07796610169492	2.04829545454545	2.33663366336634	1.97907692307692	1.98506151142355	1.87128712871287	1.97007874015748	1.93003618817853	1.99555884529978	2.1443137254902	2.0695468914647	2.0377358490566	2.10179076343073	1.95949855351977	2.01980198019802	2.01293900184843	2.05461847389558	2.23575129533679	2.04823342623975	0.107043956717188
"chr9-124"	"chr9"	124000001	125000000	"."	1000000	2.27996070726916	2.07118644067797	1.96022727272727	1.93069306930693	2.15384615384615	2.05008787346221	2.18316831683168	2.08661417322835	1.94692400482509	2.07253886010363	1.98745098039216	1.94942044257113	2.23450134770889	2.13383600377003	1.94021215043394	2.11881188118812	1.96118299445471	1.99196787148594	2.25647668393782	2.06890038043269	0.114407413382929
"chr9-125"	"chr9"	125000001	126000000	"."	1000000	2.05206286836935	1.87796610169492	1.97159090909091	1.74257425742574	1.97661538461538	2.02636203866432	2.11633663366337	2.05984251968504	1.85524728588661	2.06217616580311	2.16470588235294	2.19388830347734	2.07816711590297	1.88312912346843	2.14464802314368	1.98933739527799	2.0184842883549	1.9855421686747	2.19170984455959	2.02054664790059	0.120798923908842
"chr9-126"	"chr9"	126000001	127000000	"."	1000000	2.22396856581532	2.04067796610169	2.07386363636364	1.72277227722772	2.14584615384615	2.08523725834798	2.25247524752475	2.03779527559055	2.05548854041013	2.05033308660252	2.09098039215686	2.17492096944152	2.15094339622642	2.10179076343073	1.98071359691418	1.99238385376999	2.08502772643253	1.9855421686747	2.36010362694301	2.08478234220107	0.130477605787822
"chr9-127"	"chr9"	127000001	128000000	"."	1000000	2.19744597249509	2.10847457627119	1.98579545454545	1.94059405940594	2.24984615384615	2.19244288224956	2.17574257425743	2.15275590551181	1.82629674306393	2.15988156920799	2.04862745098039	2.04425711275026	1.99730458221024	2.15080113100848	2.09643201542912	2.1035795887281	2.11460258780037	1.86506024096386	2.10103626943005	2.07952509842923	0.113623224397503
"chr9-128"	"chr9"	128000001	129000000	"."	1000000	2.29273084479371	2.03389830508475	2.03125	2.02970297029703	2.088	2.14850615114235	2.20049504950495	2.05984251968504	1.71531966224367	2.119911176906	1.93882352941176	1.85669125395153	2.19407008086253	1.96229971724788	1.8900675024108	1.93754760091394	2.22920517560074	1.99196787148594	1.98963730569948	2.03736666932853	0.142053602570861
"chr9-129"	"chr9"	129000001	130000000	"."	1000000	2.31925343811395	1.96949152542373	1.73863636363636	2.17821782178218	2.28246153846154	2.0597539543058	2.31435643564356	2.12125984251968	1.77804583835947	2.19096965210955	2.1756862745098	2.03793466807165	1.90026954177898	2.0301602262017	1.86306653809065	2.03960396039604	2.23844731977819	1.91004016064257	1.99222797927461	2.05999384626842	0.174107595451103
"chr9-130"	"chr9"	130000001	131000000	"."	1000000	2.21709233791749	1.91864406779661	1.96306818181818	1.87128712871287	2.21723076923077	2.12214411247803	2.27970297029703	2.07874015748031	2.00965018094089	2.11695040710585	2.20235294117647	2.16016859852476	1.98652291105121	1.96606974552309	1.79942140790743	2.04569687738005	1.9815157116451	2.00160642570281	2.05958549222798	2.0524973907851	0.127753280248176
"chr9-131"	"chr9"	131000001	132000000	"."	1000000	2.1188605108055	2.00677966101695	2.08806818181818	2.11881188118812	2.15569230769231	2.10281195079086	2.15841584158416	2.1511811023622	1.69601930036188	1.98519615099926	2.28392156862745	2.15173867228662	2.2533692722372	2.16211121583412	1.87078109932498	1.93145468392993	2.20702402957486	1.92931726907631	2.2279792746114	2.08418599863801	0.147593746401606
"chr9-132"	"chr9"	132000001	133000000	"."	1000000	2.262278978389	2.14576271186441	1.875	2.04950495049505	2.14338461538462	2.08435852372583	2.36386138613861	2.24566929133858	1.85283474065139	1.98667653589933	2.04549019607843	2.22760800842993	2.08355795148248	2.11121583411876	1.83606557377049	1.85376999238385	2.20887245841035	1.95020080321285	2.09844559585492	2.07497674461205	0.152906244155133
"chr9-133"	"chr9"	133000001	134000000	"."	1000000	2.1335952848723	2.03389830508475	2.08238636363636	2.02970297029703	2.28676923076923	2.17223198594025	2.55940594059406	2.08346456692913	1.74427020506635	1.98963730569948	2.17725490196078	2.07797681770285	2.06469002695418	2.00377002827521	1.94792671166827	1.7958872810358	2.15711645101664	1.95020080321285	2.06217616580311	2.07117691297466	0.173976421200861
"chr9-134"	"chr9"	134000001	135000000	"."	1000000	2.24557956777996	2.04745762711864	1.69886363636364	1.6039603960396	2.17107692307692	2.0896309314587	2.42079207920792	1.96850393700787	1.90108564535585	2.09178386380459	2.17411764705882	2.03582718651212	1.98382749326146	1.99434495758718	1.91321118611379	1.96801218583397	2.10166358595194	1.89236947791165	1.99740932642487	2.01576408704576	0.182773971215452
"chr9-135"	"chr9"	135000001	136000000	"."	1000000	2.20825147347741	2.07796610169492	1.86363636363636	2	2.22523076923077	2.19771528998243	2.22524752475248	2.1259842519685	1.94933655006031	2.039970392302	2.11450980392157	1.89462592202318	2.0377358490566	2.03393025447691	1.97685631629701	2.02894135567403	2.2181146025878	1.91164658634538	1.93523316062176	2.05604908253207	0.119416823261759
"chr9-136"	"chr9"	136000001	137000000	"."	1000000	2.2524557956778	1.92203389830508	1.75568181818182	2.27722772277228	2.18215384615385	1.96836555360281	2.2029702970297	2.19527559055118	2.01447527141134	2.05773501110289	2.01411764705882	1.85247629083246	1.94878706199461	2	1.78206364513018	2.02132520944402	2.17560073937153	1.85542168674699	1.74611398963731	2.01180426710551	0.16824219126214
"chr9-137"	"chr9"	137000001	138000000	"."	1000000	2.32907662082515	2	1.80965909090909	2.44554455445545	2.12	1.96836555360281	2.28217821782178	2.13858267716535	2.4583835946924	2.11250925240563	2.00470588235294	2.05479452054795	1.92183288409704	2.07351555136664	2.02314368370299	2.06092916984006	2.24029574861368	1.95502008032129	1.87823834196891	2.09877765393101	0.180743865719744
"chr9-138"	"chr9"	138000001	138394717	"."	394717	0.653241650294695	0.596610169491525	0.599431818181818	0.564356435643564	0.631384615384615	0.684534270650264	0.762376237623762	0.617322834645669	0.791314837153197	0.636565507031828	0.610196078431373	0.807165437302424	0.68733153638814	0.744580584354383	0.709739633558341	0.706778370144707	0.646950092421442	0.575100401606426	0.588082901554404	0.663845442729609	0.0735476000538419
"chr10-0"	"chr10"	1	1000000	"."	1000000	2.20530451866405	1.88474576271186	1.97159090909091	1.97029702970297	2.08676923076923	1.98330404217926	2.01980198019802	1.92125984251968	2.52593486127865	1.94374537379719	2.11450980392157	2.18967334035827	2.02695417789757	2.29783223374175	2.09643201542912	2.11576542269612	2.02587800369686	2.01927710843374	2.08549222797927	2.07813515184558	0.149975505591906
"chr10-1"	"chr10"	1000001	2000000	"."	1000000	2.31827111984283	1.79661016949153	1.80681818181818	2.03960396039604	2.12184615384615	2.12829525483304	2.23762376237624	2.16062992125984	2.51869722557298	1.97187268689859	2.0156862745098	2.2086406743941	2.03234501347709	2.17907634307257	2.06943105110897	2.11119573495811	2.17005545286506	1.91807228915663	2.3160621761658	2.11162281294966	0.176041718030877
"chr10-2"	"chr10"	2000001	3000000	"."	1000000	2.07858546168959	2.0271186440678	1.90340909090909	2.22772277227723	2.02707692307692	1.98857644991213	1.92326732673267	1.97952755905512	2.34499396863691	1.99259807549963	2.12862745098039	1.91991570073762	2.09164420485175	1.85673892554194	2.10221793635487	2.01980198019802	2.13123844731978	1.8570281124498	2.08549222797927	2.0360832241195	0.124119529048981
"chr10-3"	"chr10"	3000001	4000000	"."	1000000	2.06876227897839	2.20677966101695	1.96306818181818	1.68316831683168	2.13907692307692	2.13532513181019	2.08168316831683	2.21259842519685	2.20989143546442	2.06365655070318	1.97490196078431	2.0927291886196	2.05121293800539	2.04901036757776	2.09064609450337	2.13252094440213	2.12199630314233	1.96465863453815	2.12176165803109	2.07176042962199	0.120187985405145
"chr10-4"	"chr10"	4000001	5000000	"."	1000000	1.92337917485265	1.9864406779661	2.19034090909091	2.1980198019802	2.11815384615385	1.94551845342707	1.73019801980198	1.99527559055118	2.07478890229192	2.07698001480385	2.07529411764706	1.8840885142255	1.99191374663073	2.22431668237512	1.96335583413693	1.91469916222391	1.99815157116451	2.05301204819277	2.03367875647668	2.01987399073647	0.11956167517188
"chr10-5"	"chr10"	5000001	6000000	"."	1000000	2.07269155206287	2.04406779661017	2.03125	1.87128712871287	2.13415384615385	1.98066783831283	2.27722772277228	2.01732283464567	2.10132689987937	2.10066617320503	1.98901960784314	2.00842992623815	2.07547169811321	1.91705937794533	1.86499517839923	1.96496572734196	1.95933456561922	1.93895582329317	1.97927461139896	2.01727201623933	0.0980528871627264
"chr10-6"	"chr10"	6000001	7000000	"."	1000000	2.15520628683694	1.79322033898305	2.02272727272727	1.76237623762376	2.11138461538462	2.09050966608084	2.03712871287129	2.14803149606299	1.92762364294331	2.07846039970392	2.23686274509804	2.0927291886196	2.07547169811321	1.79453345900094	1.82835101253616	1.97410510281797	2.17929759704251	1.93253012048193	2.13730569948187	2.01988712065317	0.143352797858909
"chr10-7"	"chr10"	7000001	8000000	"."	1000000	2.03438113948919	2.1864406779661	2.00852272727273	1.95049504950495	2.01107692307692	2.04217926186292	2.00247524752475	2.24409448818898	1.92038600723764	2.0059215396003	2.16941176470588	2.06322444678609	1.97304582210243	1.90197926484449	1.98071359691418	1.87814166031988	1.95378927911275	1.87791164658635	2.11139896373057	2.01660997404353	0.102412980563487
"chr10-8"	"chr10"	8000001	9000000	"."	1000000	1.97642436149312	2.24406779661017	1.86079545454545	1.97029702970297	1.96676923076923	2.00087873462214	2.00247524752475	1.94488188976378	2.16405307599518	2.23242042931162	2.04235294117647	2.09062170706006	2.01347708894879	1.83411875589067	2.00771456123433	2.15079969535415	1.95009242144177	2.03855421686747	1.88341968911917	2.01969549091744	0.114544776281427
"chr10-9"	"chr10"	9000001	10000000	"."	1000000	1.94106090373281	1.92203389830508	2.01420454545455	1.98019801980198	1.78215384615385	1.9481546572935	1.91336633663366	1.81574803149606	2.14475271411339	2.07549962990378	2.0721568627451	1.95574288724974	2.06199460916442	1.88312912346843	1.88235294117647	2.13861386138614	1.82809611829945	2.08674698795181	1.98704663212435	1.97016066349761	0.10709485338446
"chr10-10"	"chr10"	10000001	11000000	"."	1000000	1.97838899803536	2.07796610169492	2.07386363636364	1.54455445544554	1.952	1.97363796133568	2.13118811881188	1.99055118110236	1.8962605548854	1.94374537379719	2.00470588235294	2.07165437302424	1.80323450134771	2.02073515551367	1.88621022179364	1.92079207920792	1.98890942698706	2.00642570281124	2.09067357512953	1.96607880524421	0.129894410435193
"chr10-11"	"chr10"	11000001	12000000	"."	1000000	2.03929273084479	1.95932203389831	2.00852272727273	2.32673267326733	2.12923076923077	2.03075571177504	2.00742574257426	1.98740157480315	1.96139927623643	2.13767579570688	2.10980392156863	2.05690200210748	1.99191374663073	2.01885014137606	2.19672131147541	2.15232292460015	2.13678373382625	2.085140562249	2.28497409326425	2.08532481435303	0.104027316538107
"chr10-12"	"chr10"	12000001	13000000	"."	1000000	2.05206286836935	2.06440677966102	1.76988636363636	2.23762376237624	2.13353846153846	2.05711775043937	2.08910891089109	2.12755905511811	2.01930036188179	2.02664692820133	2.04705882352941	2.20442571127503	1.99730458221024	2.07351555136664	2.0327868852459	1.83244478293983	2.01293900184843	2.03212851405622	2.18911917098446	2.0525775929247	0.111970566384411
"chr10-13"	"chr10"	13000001	14000000	"."	1000000	2.17681728880157	2.01694915254237	1.74431818181818	2.40594059405941	2.02461538461538	2.05887521968366	2.11386138613861	2.20629921259843	2.17370325693607	2.06217616580311	2.11764705882353	2.05900948366702	1.98921832884097	2.17907634307257	2.04050144648023	1.97562833206398	2.11829944547135	2.13654618473896	2.24093264248705	2.09686395308644	0.133230673485024
"chr10-14"	"chr10"	14000001	15000000	"."	1000000	2.05009823182711	1.99322033898305	1.94602272727273	1.98019801980198	2.11692307692308	2.19595782073814	2.16831683168317	2.03149606299213	2.00965018094089	2.00296076980015	1.99686274509804	2.13277133825079	2.04312668463612	2.00188501413761	1.99421407907425	2.10814927646611	2.09981515711645	1.92289156626506	2.04145077720207	2.04400056311626	0.0743227435161536
"chr10-15"	"chr10"	15000001	16000000	"."	1000000	2.08251473477407	1.87118644067797	1.86363636363636	1.78217821782178	1.98153846153846	1.96572934973638	1.91584158415842	2.01574803149606	2.1351025331725	2.01924500370096	1.89019607843137	2.1854583772392	1.99730458221024	2.15268614514609	2.08486017357763	2.01218583396801	1.98890942698706	2.00481927710843	1.90414507772021	1.99227819437375	0.105996663020787
"chr10-16"	"chr10"	16000001	17000000	"."	1000000	2.03241650294695	2.12542372881356	2.10227272727273	2.33663366336634	2.02707692307692	1.9780316344464	1.8960396039604	1.94330708661417	2.18094089264174	2.05773501110289	1.96078431372549	1.96838777660695	2.02425876010782	2.10933081998115	2.10028929604629	2.11576542269612	2.04621072088725	1.88273092369478	1.99481865284974	2.04644497162304	0.106807632926852
"chr10-17"	"chr10"	17000001	18000000	"."	1000000	2.04223968565815	2.05084745762712	2.04261363636364	2.15841584158416	2.01046153846154	1.96572934973638	2.15346534653465	1.95590551181102	2.04825090470446	2.05477424130274	1.97803921568627	2.14963119072708	2.0377358490566	2.11121583411876	2.0327868852459	1.98933739527799	1.83364140480591	2.00160642570281	2.1839378238342	2.04213871253892	0.0846613883791907
"chr10-18"	"chr10"	18000001	19000000	"."	1000000	1.86935166994106	2.18305084745763	2.23295454545455	2.03960396039604	2.00307692307692	1.92355008787346	2	1.89133858267717	2.03618817852835	2.10954848260548	1.9921568627451	1.95995785036881	2.02964959568733	2.02450518378888	2.05785920925747	2.06854531607007	2.0184842883549	1.94377510040161	1.96113989637306	2.01814403058199	0.0904720496010428
"chr10-19"	"chr10"	19000001	20000000	"."	1000000	1.84086444007859	1.93559322033898	2.13920454545455	2.04950495049505	1.81107692307692	1.87785588752197	1.83168316831683	1.87086614173228	1.84559710494572	2.01036269430052	1.91058823529412	1.97260273972603	1.86253369272237	1.97549481621112	2.12150433944069	2.06092916984006	1.84842883548983	1.89879518072289	1.95854922279793	1.93800185834244	0.0998573641195801
"chr10-20"	"chr10"	20000001	21000000	"."	1000000	1.86836935166994	2.08813559322034	1.98579545454545	1.85148514851485	1.88923076923077	1.98418277680141	1.9529702970297	1.8488188976378	2.01688781664656	2.01924500370096	2.01098039215686	1.96628029504742	2.17250673854447	2.04712535344015	1.9672131147541	2.02284843869002	1.96487985212569	1.89879518072289	1.9300518134715	1.97293696252373	0.082624607643841
"chr10-21"	"chr10"	21000001	22000000	"."	1000000	1.9705304518664	2.09491525423729	1.98295454545455	1.94059405940594	1.94584615384615	1.87082601054482	1.85891089108911	1.9007874015748	1.88902291917973	1.98223538119911	1.89019607843137	2.18756585879874	2.02425876010782	1.91517436380773	1.85535197685632	1.97715156130998	1.84473197781885	1.94538152610442	2.04663212435233	1.95384564715713	0.0884919213059863
"chr10-22"	"chr10"	22000001	23000000	"."	1000000	1.99214145383104	2.01016949152542	1.94318181818182	1.79207920792079	1.94153846153846	2.07644991212654	2.09653465346535	2.07244094488189	2.04101326899879	1.94374537379719	2.02823529411765	2.03582718651212	1.95687331536388	1.91517436380773	1.79942140790743	2.07311500380807	2.06284658040665	1.97911646586345	2.13989637305699	1.99472634616375	0.0929283670420911
"chr10-23"	"chr10"	23000001	24000000	"."	1000000	2.17387033398821	1.88135593220339	2.00568181818182	2.01980198019802	1.99507692307692	1.91300527240773	2.20049504950495	2	2.03860072376357	2.0340488527017	1.93725490196078	1.8609062170706	2.20754716981132	2.07917059377945	2.05593056894889	2.01827875095202	2.09242144177449	2.07068273092369	2.17616580310881	2.04001552970297	0.101491752608657
"chr10-24"	"chr10"	24000001	25000000	"."	1000000	2.04911591355599	2.08135593220339	1.94602272727273	1.65346534653465	2.00676923076923	2.03339191564148	1.86881188118812	2.16377952755906	2.1254523522316	1.9259807549963	2.08941176470588	1.95995785036881	1.86253369272237	1.96229971724788	2.11378977820636	2.07463823305407	1.93160813308688	1.95020080321285	2.09326424870466	1.99430788438223	0.120673607221195
"chr10-25"	"chr10"	25000001	26000000	"."	1000000	2.02554027504912	2.31525423728814	2.18465909090909	2.31683168316832	1.96615384615385	1.95254833040422	1.98267326732673	2.02362204724409	2.10615199034982	1.91413767579571	2.12235294117647	1.77871443624868	1.96765498652291	1.94721960414703	2.18514946962392	2.03046458492003	1.95933456561922	2.0289156626506	2.05699481865285	2.04549334280267	0.134744150705502
"chr10-26"	"chr10"	26000001	27000000	"."	1000000	1.91552062868369	2.14237288135593	1.91477272727273	2.03960396039604	1.95815384615385	1.96045694200351	1.86633663366337	2.06614173228346	1.92521109770808	1.88749074759437	1.95294117647059	2.14963119072708	2.02156334231806	1.96418473138549	1.93056894889103	2.06549885757807	2.03142329020333	2.12208835341365	2.30310880829016	2.01142473138908	0.110754115900533
"chr10-27"	"chr10"	27000001	28000000	"."	1000000	2.05795677799607	2.06101694915254	2.07102272727273	1.59405940594059	1.97292307692308	1.96309314586995	1.8019801980198	1.99212598425197	2.11097708082027	2.06069578090303	2.05019607843137	2.04004214963119	2.06199460916442	2.10933081998115	1.94214079074253	1.93602437166794	1.81515711645102	2.00481927710843	2.03367875647668	1.98311763667393	0.127268812814375
