""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"mean"	"sd"
"chr8-125"	"chr8"	125000001	126000000	"."	1000000	2.10658771280533	2.15529411764706	2.07165437302424	2.02156334231806	1.85108388312912	1.94792671166827	1.94668697638995	2.14417744916821	2.01606425702811	2.02900431368648	0.101415230242429
"chr8-126"	"chr8"	126000001	127000000	"."	1000000	1.98223538119911	2.03607843137255	1.79557428872497	2.09703504043127	1.98680490103676	1.93056894889103	1.94516374714395	1.97597042513863	2.10441767068273	1.98376098162456	0.0934958692095036
"chr8-127"	"chr8"	127000001	128000000	"."	1000000	2.16432272390822	1.94352941176471	2.03582718651212	2.11051212938005	1.95287464655985	2.07907425265188	1.94516374714395	2.00739371534196	2.05461847389558	2.03259069857315	0.0779794972847184
"chr8-128"	"chr8"	128000001	129000000	"."	1000000	2.05625462620281	2.10039215686275	2.09905163329821	2.01617250673854	1.92836946277097	1.97107039537126	2.03351104341203	2.27541589648799	2.00481927710843	2.05389522202811	0.100088508914158
"chr8-129"	"chr8"	129000001	130000000	"."	1000000	2.02812731310141	2.01411764705882	2.13698630136986	2.19946091644205	2.09990574929312	2.09450337512054	2.001523229246	2.06839186691312	2.21847389558233	2.09572114379192	0.0777818895383854
"chr8-130"	"chr8"	130000001	131000000	"."	1000000	2.07549962990378	2.13333333333333	2.29504741833509	2.00269541778976	2.15268614514609	2.02700096432015	1.8964204112719	2.16635859519408	2.13172690763052	2.09786320254719	0.114095004878194
"chr8-131"	"chr8"	131000001	132000000	"."	1000000	1.99703923019985	2.0078431372549	1.95574288724974	2.00539083557951	1.97360980207352	2.02121504339441	2.07920792079208	2.19778188539741	1.83935742971888	2.00857646351781	0.096007914690472
"chr8-132"	"chr8"	132000001	133000000	"."	1000000	2.04885270170244	2.15686274509804	2.04004214963119	2.23719676549865	1.99434495758718	2.20250723240116	2.06549885757807	2.24399260628466	1.96465863453815	2.10599518336884	0.105981153722416
"chr8-133"	"chr8"	133000001	134000000	"."	1000000	2.15544041450777	2.02509803921569	2.15806111696523	2.22371967654987	2.14891611687088	2.11571841851495	1.97105864432597	2.08687615526802	1.86184738955823	2.08297066353073	0.112308859728373
"chr8-134"	"chr8"	134000001	135000000	"."	1000000	2.11843079200592	2.1756862745098	2.1159114857745	2.01078167115903	2.14514608859566	2.19864995178399	2.1964965727342	2.19778188539741	2.10763052208835	2.14072391600543	0.0612947271810977
"chr8-135"	"chr8"	135000001	136000000	"."	1000000	2.04885270170244	1.89019607843137	1.92834562697576	2.31536388140162	2.0923656927427	1.92671166827387	2.01218583396801	2.17375231053604	2.05622489959839	2.04933318818113	0.134411003772304
"chr8-136"	"chr8"	136000001	137000000	"."	1000000	1.84900074019245	1.9843137254902	1.78503688092729	1.87601078167116	1.99057492931197	2.03085824493732	1.95125666412795	2.08317929759704	2.04497991967872	1.95502346488157	0.0992360008045304
"chr8-137"	"chr8"	137000001	138000000	"."	1000000	1.960029607698	2.05490196078431	1.85247629083246	2.17789757412399	1.99622997172479	1.89392478302797	2.05331302361005	1.99445471349353	2.03534136546185	2.00206325452855	0.0957683021683684
"chr8-138"	"chr8"	138000001	139000000	"."	1000000	2.119911176906	2.09882352941176	2.09905163329821	2.1455525606469	1.9698397737983	2.31436837029894	2.01827875095202	2.17375231053604	2.07389558232932	2.11260818757528	0.0979398832391009
"chr8-139"	"chr8"	139000001	140000000	"."	1000000	2.1480384900074	2.04235294117647	2.10326659641728	2.09433962264151	2.20546654099906	2.1870781099325	2.17517136329018	2.24214417744917	2.05140562248996	2.13880705160039	0.0698593302813448
"chr8-140"	"chr8"	140000001	141000000	"."	1000000	2.02220577350111	2.1443137254902	2.16438356164384	1.96495956873315	2.06974552309142	1.95371263259402	2.01980198019802	2.18853974121996	2.13654618473896	2.07380096569008	0.0881343175578639
"chr8-141"	"chr8"	141000001	142000000	"."	1000000	2.01480384900074	2.29490196078431	2.28029504741834	2.19137466307278	2.20923656927427	2.00385728061717	2.01827875095202	2.33086876155268	2.09638554216867	2.16000026942677	0.129840461300453
"chr8-142"	"chr8"	142000001	143000000	"."	1000000	1.98667653589933	2.11921568627451	2.01475237091675	2.00539083557951	2.15834118755891	1.92478302796528	2.07311500380807	2.13123844731978	1.89236947791165	2.03398695258153	0.0929541279844853
"chr8-143"	"chr8"	143000001	144000000	"."	1000000	2.02960769800148	2.09882352941176	1.94099051633298	2.06199460916442	2.22997172478794	2.03471552555448	1.84920030464585	2.15896487985213	1.91004016064257	2.03492321648818	0.121030364363918
"chr8-144"	"chr8"	144000001	145000000	"."	1000000	2.03849000740192	2.00941176470588	1.96206533192835	1.91105121293801	1.96229971724788	2.09450337512054	1.88575780654989	2.22365988909427	1.92771084337349	2.00166110537336	0.105799988454112
"chr8-145"	"chr8"	145000001	145138636	"."	138636	0.146558105107328	0.144313725490196	0.15595363540569	0.121293800539084	0.152686145146089	0.194792671166827	0.152322924600152	0.192236598890943	0.144578313253012	0.156081768844369	0.02346034027769
"chr9-0"	"chr9"	1	1000000	"."	1000000	1.86380458919319	2.08470588235294	2.29504741833509	2.3099730458221	2.00188501413761	2.2642237222758	2.15536938309216	2.11090573012939	2.04016064257028	2.12511949198984	0.148255223867282
"chr9-1"	"chr9"	1000001	2000000	"."	1000000	2.04885270170244	1.98588235294118	1.99367755532139	2.1078167115903	1.9679547596607	1.93249758919961	1.92231530845392	2.00184842883549	2.07228915662651	2.00368161825906	0.0622252413190619
"chr9-2"	"chr9"	2000001	3000000	"."	1000000	1.91709844559585	1.93725490196078	2.06743940990516	1.98382749326146	2.18096135721018	2.21407907425265	1.88271134805788	2.09611829944547	1.91164658634538	2.02123743511498	0.122952493409094
"chr9-3"	"chr9"	3000001	4000000	"."	1000000	2.10954848260548	1.93725490196078	2.09694415173867	2.03234501347709	2.07540056550424	1.92864030858245	2.01370906321401	2.05914972273567	2.1863453815261	2.04881528792717	0.0822530204393407
"chr9-4"	"chr9"	4000001	5000000	"."	1000000	2.09918578830496	2.03450980392157	1.91780821917808	2.12938005390836	1.937794533459	2.02507232401157	2.11576542269612	2.00184842883549	2.08835341365462	2.03885755421886	0.0763575189962169
"chr9-5"	"chr9"	5000001	6000000	"."	1000000	1.86232420429312	2.11607843137255	1.83561643835616	2.08086253369272	2.21300659754948	1.83799421407907	1.8979436405179	1.97597042513863	1.99357429718876	1.97926342024315	0.134522942232025
"chr9-6"	"chr9"	6000001	7000000	"."	1000000	1.9659511472983	2.04549019607843	2.10748155953635	2.02425876010782	1.97549481621112	2.00771456123433	1.92536176694593	2.02402957486137	2.03694779116466	2.01252557482648	0.0525962085494918
"chr9-7"	"chr9"	7000001	8000000	"."	1000000	2.10066617320503	1.9043137254902	2.0927291886196	2.08894878706199	1.86993402450518	1.92671166827387	2.14013709063214	2.1996303142329	2.09477911646586	2.04642778760964	0.115738045028667
"chr9-8"	"chr9"	8000001	9000000	"."	1000000	1.9940784603997	2.07686274509804	1.99789251844046	2.09973045822102	2.11121583411876	2.14464802314368	2.03351104341203	2.03327171903882	1.95823293172691	2.04993819262216	0.0619633378680787
"chr9-9"	"chr9"	9000001	10000000	"."	1000000	1.98667653589933	1.9121568627451	1.84404636459431	2.15902964959569	1.95664467483506	2.03085824493732	2.07768469154608	1.87985212569316	2.10602409638554	1.99477480513684	0.107123539003563
"chr9-10"	"chr9"	10000001	11000000	"."	1000000	1.79718726868986	1.94980392156863	1.87355110642782	1.93800539083558	1.95287464655985	2.05014464802314	2.00761614623001	1.87800369685767	2.14939759036145	1.95517604617267	0.104521918349594
"chr9-11"	"chr9"	11000001	12000000	"."	1000000	1.95558845299778	1.92627450980392	1.82297154899895	1.8733153638814	1.99811498586239	1.91128254580521	1.99238385376999	1.62107208872458	2.0578313253012	1.90653718612727	0.127985055026546
"chr9-12"	"chr9"	12000001	13000000	"."	1000000	1.85048112509252	1.97333333333333	1.70495258166491	1.8733153638814	2.04147031102733	2.06943105110897	1.97715156130998	1.79482439926063	2.0433734939759	1.92537035785055	0.126037457526043
"chr9-13"	"chr9"	13000001	14000000	"."	1000000	2.05033308660252	1.85098039215686	1.87355110642782	1.94878706199461	2.062205466541	2.10221793635487	1.92231530845392	2.04066543438078	2.05461847389558	1.98951936297866	0.0917561647703948
"chr9-14"	"chr9"	14000001	15000000	"."	1000000	1.95262768319763	1.95764705882353	1.90094836670179	2.23450134770889	2	2.02314368370299	1.94516374714395	1.94824399260628	2.00160642570281	1.9959869228431	0.0967722730789669
"chr9-15"	"chr9"	15000001	16000000	"."	1000000	1.98223538119911	1.98745098039216	2.12855637513172	1.9622641509434	2.00754005655042	1.96914175506268	2.06702208682407	1.9279112754159	1.96947791164659	2.00017777479623	0.0612912483308683
"chr9-16"	"chr9"	16000001	17000000	"."	1000000	2.12287194670614	1.95450980392157	1.90094836670179	2.14016172506739	1.94344957587182	2.16007714561234	1.95125666412795	2.10536044362292	1.91004016064257	2.02096398136383	0.107854162769659
"chr9-17"	"chr9"	17000001	18000000	"."	1000000	2.01776461880089	1.89960784313725	1.74288724973656	2.03234501347709	1.91894439208294	2	1.93907083015994	1.96118299445471	2.02570281124498	1.94861175034382	0.0909878652614062
"chr9-18"	"chr9"	18000001	19000000	"."	1000000	2.07549962990378	2.04392156862745	2.02107481559536	2.15902964959569	1.937794533459	1.98071359691418	2	2.090573012939	2.04176706827309	2.03893043058973	0.06510867247595
"chr9-19"	"chr9"	19000001	20000000	"."	1000000	2.01480384900074	2.16313725490196	2.18967334035827	2.04851752021563	1.92271442035815	1.85535197685632	1.91012947448591	2.12014787430684	1.96626506024096	2.02119341896942	0.118145448103879
"chr9-20"	"chr9"	20000001	21000000	"."	1000000	2.08290155440414	2.03450980392157	2.0927291886196	2.00269541778976	2.00565504241282	2.1870781099325	1.998476770754	1.87430683918669	2.00321285140562	2.03128506426963	0.0856609426814378
"chr9-21"	"chr9"	21000001	22000000	"."	1000000	1.98519615099926	1.99843137254902	1.98735511064278	2.00269541778976	2.07163053722903	2.00192864030858	1.85529322162986	2	2.01606425702811	1.99095496757516	0.0569925709132631
"chr9-22"	"chr9"	22000001	23000000	"."	1000000	2.06513693560326	1.94980392156863	1.82718651211802	1.83018867924528	2.05655042412818	1.90935390549662	1.96953541507997	1.82994454713494	2.01124497991968	1.93877170225495	0.0955973165104159
"chr9-23"	"chr9"	23000001	24000000	"."	1000000	1.95854922279793	2.03764705882353	1.73445732349842	1.97574123989218	1.92082940622055	2.18514946962392	1.92536176694593	1.96857670979667	1.8570281124498	1.9514822566721	0.122779621857282
"chr9-24"	"chr9"	24000001	25000000	"."	1000000	1.95854922279793	1.86509803921569	1.83561643835616	1.86792452830189	1.96041470311027	2.18900675024108	2.1051028179741	1.8909426987061	2.04497991967872	1.96862612426466	0.121335046803079
"chr9-25"	"chr9"	25000001	26000000	"."	1000000	1.91709844559585	1.84941176470588	1.82297154899895	1.93261455525606	1.90386427898209	2.02892960462874	1.95277989337395	1.8003696857671	2.00803212851406	1.91289687842474	0.0785591223728829
"chr9-26"	"chr9"	26000001	27000000	"."	1000000	1.92153960029608	2.10196078431373	1.89462592202318	2.02964959568733	1.98114985862394	1.99421407907425	2.04265041888804	2.04066543438078	2.06104417670683	2.00749998555491	0.0667237913424772
"chr9-27"	"chr9"	27000001	28000000	"."	1000000	2.02812731310141	1.91058823529412	2.07586933614331	2.26145552560647	1.98680490103676	2.18129218900675	1.98933739527799	2.05175600739372	2.07068273092369	2.06176818153158	0.10570736464574
"chr9-28"	"chr9"	28000001	29000000	"."	1000000	1.88749074759437	1.83843137254902	1.78292939936776	2.14824797843666	1.96229971724788	2.05207328833173	2.01370906321401	2.00924214417745	1.94538152610442	1.95997835966925	0.112268511157931
"chr9-29"	"chr9"	29000001	30000000	"."	1000000	1.95262768319763	1.89803921568627	1.72391991570074	1.98921832884097	1.97926484448633	1.93249758919961	2.1005331302361	1.7264325323475	2.04979919678715	1.92803693738692	0.129798404103457
"chr9-30"	"chr9"	30000001	31000000	"."	1000000	1.97335307179867	1.99529411764706	1.75131717597471	2.05121293800539	2.0923656927427	1.88621022179364	2.11881188118812	1.81146025878004	1.99196787148594	1.96355480326847	0.12472539429269
"chr9-31"	"chr9"	31000001	32000000	"."	1000000	1.81939304219097	1.92313725490196	1.88198103266596	1.84905660377358	1.93025447690858	2.04243008678881	1.98933739527799	1.85951940850277	2.02248995983936	1.92417769565	0.0794645990773133
"chr9-32"	"chr9"	32000001	33000000	"."	1000000	1.98075499629904	2.12705882352941	2.03793466807165	1.90296495956873	2.00377002827521	1.9556412729026	1.93145468392993	2.02587800369686	1.95983935742972	1.9916996437448	0.0668131799466784
"chr9-33"	"chr9"	33000001	34000000	"."	1000000	2.16432272390822	2.18352941176471	2.20021074815595	1.97574123989218	2.062205466541	2.02121504339441	2.17212490479817	2.12939001848429	1.96947791164659	2.09757971873172	0.0917071261346395
"chr9-34"	"chr9"	34000001	35000000	"."	1000000	2.0740192450037	1.90588235294118	2.18756585879874	1.85714285714286	1.99245994344958	2.02121504339441	2.001523229246	1.96672828096118	2.00642570281124	2.00144027930543	0.0945812962624509
"chr9-35"	"chr9"	35000001	36000000	"."	1000000	2.1539600296077	2.02823529411765	1.96838777660695	2.11590296495957	2.04147031102733	1.94021215043394	1.92688499619193	2.1090573012939	2.0433734939759	2.03638714646832	0.080181407626316
"chr9-36"	"chr9"	36000001	37000000	"."	1000000	2.03108808290155	2.10509803921569	2.09483667017914	2.13746630727763	2.062205466541	1.88813886210222	1.93754760091394	2.22550831792976	2.19919678714859	2.07567623713439	0.11134243825251
"chr9-37"	"chr9"	37000001	38000000	"."	1000000	2.02072538860104	1.96392156862745	2.06111696522655	2.06199460916442	1.98491988689915	1.99614271938284	1.91774562071592	2.14048059149723	2.03212851405622	2.01990842935231	0.0647280940286093
"chr9-38"	"chr9"	38000001	39000000	"."	1000000	2.16728349370836	2.00470588235294	1.87144362486828	2.30727762803234	2.17719132893497	1.8572806171649	1.94821020563595	2.08317929759704	1.99196787148594	2.04539332775341	0.150764008368822
"chr9-39"	"chr9"	39000001	40000000	"."	1000000	1.8919319022946	1.86352941176471	1.88619599578504	1.59568733153639	2.01885014137606	1.81870781099325	1.96648895658797	1.80591497227357	1.73333333333333	1.84229331732721	0.125501855249025
"chr9-40"	"chr9"	40000001	41000000	"."	1000000	2.3079200592154	2.26039215686274	1.86722866174921	2.30727762803234	2.27332704995287	2.21407907425265	2.39146991622239	2.29759704251386	1.83132530120482	2.19451298777848	0.201541019629059
"chr9-41"	"chr9"	41000001	42000000	"."	1000000	3.00666173205033	2.88941176470588	2.65331928345627	2.85175202156334	2.73704052780396	2.65573770491803	2.81797410510282	2.71349353049908	2.38393574297189	2.74548071256351	0.178128210075613
"chr9-42"	"chr9"	42000001	43000000	"."	1000000	2.16580310880829	2.34980392156863	2.00632244467861	2.36118598382749	2.00754005655042	1.87849566055931	1.84006092916984	2.08133086876155	2.12530120481928	2.09064935319371	0.183408274425486
"chr9-43"	"chr9"	43000001	44000000	"."	1000000	2.42635085122132	2.90980392156863	3.07903055848261	1.73854447439353	2.48633364750236	2.19479267116683	3.37395277989337	4.14787430683919	3.30602409638554	2.85141192305037	0.72451169924705
"chr9-44"	"chr9"	44000001	45000000	"."	1000000	1.83123612139156	2.66823529411765	3.16965226554268	1.35040431266846	2.17907634307257	1.80906460945034	3.17593297791318	4.24029574861368	2.91084337349398	2.59274900514045	0.894624356036661
"chr9-45"	"chr9"	45000001	46000000	"."	1000000	0.620281273131014	0.898823529411765	0.861959957850369	0.444743935309973	0.629594721960415	0.516875602700096	0.923076923076923	1.16081330868762	0.764658634538153	0.757869765185147	0.226913192769216
"chr9-46"	"chr9"	46000001	47000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-47"	"chr9"	47000001	48000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-48"	"chr9"	48000001	49000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-49"	"chr9"	49000001	50000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-50"	"chr9"	50000001	51000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-51"	"chr9"	51000001	52000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-52"	"chr9"	52000001	53000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-53"	"chr9"	53000001	54000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-54"	"chr9"	54000001	55000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-55"	"chr9"	55000001	56000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-56"	"chr9"	56000001	57000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-57"	"chr9"	57000001	58000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-58"	"chr9"	58000001	59000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-59"	"chr9"	59000001	60000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0
"chr9-60"	"chr9"	60000001	61000000	"."	1000000	0.713545521835677	1.00235294117647	0.773445732349842	0.962264150943396	0.810556079170594	0.754098360655738	0.906321401370906	0.66358595194085	0.685943775100402	0.808012657171542	0.122483823407606
"chr9-61"	"chr9"	61000001	62000000	"."	1000000	1.60473723168024	1.39764705882353	1.31085353003161	1.14824797843666	1.26295947219604	1.24783027965284	1.1957349581112	1.5083179297597	1.29638554216867	1.33030155342894	0.148179304356166
"chr9-62"	"chr9"	62000001	63000000	"."	1000000	2.18060695780903	1.91843137254902	2.02528977871444	1.91644204851752	1.82846371347785	2.00385728061717	2.07768469154608	1.93345656192237	1.72369477911647	1.95643635380777	0.135120681557939
"chr9-63"	"chr9"	63000001	64000000	"."	1000000	1.84159881569208	1.91529411764706	1.87987355110643	1.93800539083558	1.81903864278982	1.80135004821601	1.87509520182788	1.8909426987061	1.83293172690763	1.86601446596984	0.0455328653468829
"chr9-64"	"chr9"	64000001	65000000	"."	1000000	1.78090303478905	1.4321568627451	1.65437302423604	1.70350404312668	1.73044297832234	1.59498553519769	1.46230007616146	1.64325323475046	1.32208835341365	1.59155634919361	0.153717513794721
"chr9-65"	"chr9"	65000001	66000000	"."	1000000	1.70096225018505	1.58745098039216	1.55742887249737	1.62803234501348	1.51366635249764	1.53712632594021	1.57806549885758	1.60998151571165	1.42650602409639	1.57102446279906	0.0770391471644023
"chr9-66"	"chr9"	66000001	67000000	"."	1000000	1.71576609918579	1.68313725490196	1.63962065331928	1.65498652291105	1.80018850141376	1.79556412729026	1.97105864432597	1.78927911275416	1.41686746987952	1.71849648733131	0.151617749941812
"chr9-67"	"chr9"	67000001	68000000	"."	1000000	1.95410806809771	1.84470588235294	1.66912539515279	1.78436657681941	1.83034872761546	1.75891996142719	1.81264280274181	1.91497227356747	1.54859437751004	1.79086489614276	0.123268656594398
"chr9-68"	"chr9"	68000001	69000000	"."	1000000	1.64766839378238	1.59843137254902	1.50263435194942	1.66307277628032	1.45523091423186	1.62005785920926	1.62071591774562	1.69685767097967	1.59839357429719	1.6003403145583	0.0765714394775329
"chr9-69"	"chr9"	69000001	70000000	"."	1000000	2.12287194670614	2.06588235294118	2.03161222339305	2.17789757412399	2.12818096135721	1.99035679845709	1.94516374714395	2.06839186691312	2.02248995983936	2.06142749231945	0.0731765489422279
"chr9-70"	"chr9"	70000001	71000000	"."	1000000	1.94670614359734	2.08	2.22128556375132	1.99191374663073	2.05089538171536	1.89778206364513	2.08530083777609	1.99445471349353	1.89076305220884	2.01767794475759	0.104725161765187
"chr9-71"	"chr9"	71000001	72000000	"."	1000000	1.84159881569208	1.9043137254902	1.97260273972603	2.02695417789757	2.00377002827521	1.91706846673095	1.87509520182788	1.91682070240296	2.16224899598394	1.95783031711409	0.0971184776964391
"chr9-72"	"chr9"	72000001	73000000	"."	1000000	2.0059215396003	2.04549019607843	2.21496311907271	2.02964959568733	2.13383600377003	2.08100289296046	2.09291698400609	1.94639556377079	1.99196787148594	2.06023819627023	0.0810709274410095
"chr9-73"	"chr9"	73000001	74000000	"."	1000000	1.98963730569948	1.87764705882353	1.92623814541623	1.91374663072776	2.02639019792648	2.11571841851495	1.94821020563595	1.71164510166359	2.05622489959839	1.95171755155626	0.11729050129943
"chr9-74"	"chr9"	74000001	75000000	"."	1000000	2.0680977054034	2.06117647058824	1.87355110642782	1.92991913746631	2.02827521206409	1.97685631629701	2.05026656511805	1.87430683918669	2.08353413654618	1.99399816545531	0.0833628197834309
"chr9-75"	"chr9"	75000001	76000000	"."	1000000	1.91117690599556	2.05803921568627	1.97471022128556	2.01347708894879	2.17530631479736	2.16007714561234	2.13556740289414	2.07024029574861	2.00642570281124	2.05611336597554	0.0890585586399271
"chr9-76"	"chr9"	76000001	77000000	"."	1000000	2.02220577350111	2.05333333333333	2.1622760800843	2.08894878706199	1.9057492931197	1.97107039537126	2.09139375476009	2.12569316081331	1.98393574297189	2.04495625789078	0.0817948155495963
"chr9-77"	"chr9"	77000001	78000000	"."	1000000	1.94818652849741	2.10196078431373	2.05057955742887	1.94070080862534	1.98303487276155	2.08486017357763	2.01370906321401	2.11645101663586	1.9855421686747	2.02500277485879	0.0661210495198581
"chr9-78"	"chr9"	78000001	79000000	"."	1000000	1.97483345669874	2.03137254901961	2.11380400421496	2.28840970350404	2.12818096135721	2.08678881388621	2.11728865194212	1.93160813308688	2.14779116465863	2.09111971537427	0.104440675847006
"chr9-79"	"chr9"	79000001	80000000	"."	1000000	2.1080680977054	1.98588235294118	2.00632244467861	1.99191374663073	2.11498586239397	2.03085824493732	2.08073115003808	1.98336414048059	2.09477911646586	2.04410057291908	0.0552618413462821
"chr9-80"	"chr9"	80000001	81000000	"."	1000000	1.90229459659511	1.90745098039216	1.78292939936776	1.97304582210243	2.00188501413761	2.14464802314368	2.003046458492	1.88909426987061	2.09477911646586	1.96657485339636	0.11074843289026
"chr9-81"	"chr9"	81000001	82000000	"."	1000000	2.16876387860844	2.00156862745098	2.03582718651212	2.15902964959569	1.91894439208294	2.11186113789778	2	2.03327171903882	1.84578313253012	2.03056108041299	0.1064334783923
"chr9-82"	"chr9"	82000001	83000000	"."	1000000	2.01332346410067	2.11450980392157	1.91359325605901	2.09164420485175	1.95664467483506	2.12343297974928	2.02894135567403	1.95563770794824	2.08192771084337	2.03107279533144	0.076728643300692
"chr9-83"	"chr9"	83000001	84000000	"."	1000000	2.01184307920059	1.99686274509804	1.94099051633298	2.06199460916442	1.98491988689915	1.99614271938284	1.97867479055598	2.08687615526802	1.95983935742972	2.00201598437019	0.046497809670292
"chr9-84"	"chr9"	84000001	85000000	"."	1000000	2.12731310140637	2.13490196078431	2.08008429926238	1.84097035040431	1.9057492931197	1.98649951783992	1.998476770754	1.98336414048059	1.86666666666667	1.99155845563536	0.107582561786139
"chr9-85"	"chr9"	85000001	86000000	"."	1000000	1.91413767579571	2.04549019607843	2.02528977871444	2.01078167115903	1.84165881244109	2.00192864030858	2.21020563594821	1.96487985212569	2.05301204819277	2.00748714564044	0.101856983440358
"chr9-86"	"chr9"	86000001	87000000	"."	1000000	2.04145077720207	2.05490196078431	2.3013698630137	2.05121293800539	1.99434495758718	2.16393442622951	2.01980198019802	2.00369685767098	1.9710843373494	2.06686645533784	0.103734771332016
"chr9-87"	"chr9"	87000001	88000000	"."	1000000	1.9659511472983	2.03921568627451	2.25289778714436	2.08086253369272	2.05655042412818	2.02700096432015	1.98019801980198	2.02957486136784	1.93253012048193	2.04053128272333	0.0922998839621334
"chr9-88"	"chr9"	88000001	89000000	"."	1000000	2.05329385640266	1.91686274509804	2.23603793466807	2.11859838274933	1.95098963242224	1.94792671166827	2.003046458492	1.89463955637708	2.04819277108434	2.01884311655134	0.108904915273632
"chr9-89"	"chr9"	89000001	90000000	"."	1000000	2.07253886010363	2.07529411764706	2.26765015806112	2.2722371967655	2.01696512723845	1.94599807135969	2.02894135567403	2.19778188539741	2.00642570281124	2.09820360833979	0.118893776291579
"chr9-90"	"chr9"	90000001	91000000	"."	1000000	1.99555884529978	2.05490196078431	2.05690200210748	2.11859838274933	1.99245994344958	2.00385728061717	2.06245239908606	2.07393715341959	2.00803212851406	2.04074445511415	0.0431561391158529
"chr9-91"	"chr9"	91000001	92000000	"."	1000000	1.94078460399704	2.03294117647059	2.22760800842993	2.22371967654987	1.93967954759661	1.95949855351977	1.92079207920792	2.11460258780037	2.03534136546185	2.04388528878155	0.119921745510199
"chr9-92"	"chr9"	92000001	93000000	"."	1000000	2.03552923760178	2.08	2.08640674394099	1.96495956873315	2.13949104618285	2.05593056894889	1.95887281035796	2.17929759704251	2.00160642570281	2.05578822205677	0.074810583817445
"chr9-93"	"chr9"	93000001	94000000	"."	1000000	2.0340488527017	2.26352941176471	2.15595363540569	2.09973045822102	2.00754005655042	2.04243008678881	1.91622239146992	2.34195933456562	2.02570281124498	2.09856855985699	0.134120095627587
"chr9-94"	"chr9"	94000001	95000000	"."	1000000	1.90377498149519	2.0643137254902	2.10115911485775	2.08625336927224	2.13572101790763	2.09643201542912	1.98019801980198	1.89463955637708	2.16867469879518	2.04790738882515	0.0987899807554705
"chr9-95"	"chr9"	95000001	96000000	"."	1000000	2.039970392302	2.26196078431373	2.02950474183351	1.88679245283019	2.03770028275212	2.04821600771456	2.08225437928408	2.01293900184843	2.14457831325301	2.06043515068129	0.101623127552197
"chr9-96"	"chr9"	96000001	97000000	"."	1000000	2.19541080680977	2.02509803921569	2.0231822971549	2.04851752021563	2.13572101790763	2.14079074252652	2.07463823305407	2.05730129390018	2.05943775100402	2.08445530019871	0.0593103725313026
"chr9-97"	"chr9"	97000001	98000000	"."	1000000	2.06069578090303	2.1521568627451	2.04004214963119	1.99191374663073	2.04712535344015	1.88042430086789	1.87357197258187	2.04066543438078	2.12048192771084	2.02300861432129	0.0951397973238303
"chr9-98"	"chr9"	98000001	99000000	"."	1000000	2.119911176906	2.05490196078431	2.12012644889357	2.11859838274933	2.13383600377003	1.89971070395371	2.20563594821021	2.12569316081331	1.98232931726908	2.08452701148328	0.0921633742554107
"chr9-99"	"chr9"	99000001	100000000	"."	1000000	2.25758697261288	2.15686274509804	2.17070600632244	2.15363881401617	1.90386427898209	2.08293153326905	2.03198781416603	1.9815157116451	2.00642570281124	2.08283550876923	0.111508293583155
"chr9-100"	"chr9"	100000001	101000000	"."	1000000	2.11547002220577	2.1443137254902	1.98735511064278	1.99460916442049	2.09613572101791	2.05400192864031	2.05940594059406	1.99815157116451	2.0144578313253	2.05154455727792	0.0573769942676606
"chr9-101"	"chr9"	101000001	102000000	"."	1000000	2.01184307920059	2.08627450980392	1.94731296101159	2.23180592991914	1.91140433553252	2.10414657666345	2.01066260472201	2.12199630314233	2.01285140562249	2.04869974506867	0.0978558411654591
"chr9-102"	"chr9"	102000001	103000000	"."	1000000	1.85344189489267	1.87137254901961	1.77028451001054	1.88140161725067	2.00942507068803	1.95178399228544	1.82939832444783	1.73567467652495	2.08835341365462	1.88790400541937	0.112340010367113
"chr9-103"	"chr9"	103000001	104000000	"."	1000000	1.83567727609178	1.99058823529412	1.73234984193888	2.20754716981132	1.82280867106503	1.93828351012536	2.00609291698401	1.71349353049908	2.15261044176707	1.93327239928629	0.174050473732851
"chr9-104"	"chr9"	104000001	105000000	"."	1000000	2.11547002220577	1.9921568627451	1.98946259220232	2.06199460916442	2.05089538171536	2.01542912246866	2.03808073115004	1.96487985212569	1.91967871485944	2.01644976540409	0.0579626277661633
